Sample,SBS1,SBS4,SBS5,SBS9,SBS12,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS22a,SBS24,SBS29,SBS30,SBS31,SBS35,SBS40
Liver-HCC::S.23,0.0,0.0,0.0,0.0,7464.534336571293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.24,0.0,0.0,4343.951505086834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.1609421486526,0.0,0.0,0.0
Liver-HCC::S.25,0.0,0.0,13883.578721790778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.26,0.0,0.0,8606.157535948914,0.0,3133.183081553174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.27,0.0,2181.2014680679417,6112.136990622262,0.0,0.0,0.0,0.0,0.0,0.0,1495.8663269783726,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.28,0.0,0.0,8459.595271866277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.29,0.0,0.0,7594.922284402931,0.0,2039.527699397734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.30,0.0,0.0,2273.288584746106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.8014994745844,0.0,0.0,0.0,0.0
Liver-HCC::S.31,0.0,0.0,0.0,0.0,5324.031306008655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3609.0334924151234,0.0,0.0,0.0,0.0
Liver-HCC::S.32,0.0,0.0,7513.466520639027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2402.1187922429194,0.0,0.0,0.0,0.0
Liver-HCC::S.33,0.0,0.0,5694.557977271994,0.0,2214.022760636764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.34,0.0,0.0,5514.8390806412335,0.0,5662.260941367209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.35,0.0,0.0,6720.583806897422,0.0,4349.149031988786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.37,0.0,0.0,12118.927797683857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.38,0.0,0.0,3838.6093231496197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3529.601798952668,0.0,0.0
Liver-HCC::S.39,0.0,0.0,9163.012388014857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11453.49059494836
Liver-HCC::S.40,0.0,0.0,16169.506261271028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.41,0.0,0.0,9691.162762862754,0.0,4732.683699338799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.42,0.0,0.0,10506.004260215026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.43,0.0,0.0,7327.153261072469,0.0,0.0,0.0,0.0,0.0,1639.098272556899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.44,0.0,0.0,19084.491774141818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.45,0.0,0.0,5571.270686343731,0.0,3470.645383581697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.46,0.0,5570.274767528612,13080.793735927135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.47,0.0,4539.297683288885,9962.326981121225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.48,0.0,0.0,12956.39227366244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.49,0.0,0.0,7104.145837805142,0.0,0.0,0.0,0.0,1216.6828382654917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.50,0.0,0.0,10946.97580853846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8655.45972725767,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.52,0.0,0.0,21825.611843393726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.53,0.0,3440.437064903132,11058.702062886274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.54,0.0,4310.799223942729,3835.8035652894278,0.0,1927.1002083186402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.55,0.0,4710.967787298217,4282.1262262823575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.56,0.0,0.0,10920.317872886617,0.0,0.0,0.0,0.0,0.0,0.0,3221.997504524283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.57,0.0,0.0,9291.310731577565,0.0,0.0,2514.4985505544955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.58,0.0,0.0,24147.84960053206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.59,0.0,0.0,0.0,0.0,14135.688433995663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7127.367961702619,0.0
Liver-HCC::S.60,0.0,3657.5787281154744,3736.163727928932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.61,0.0,0.0,8478.100623562026,0.0,6700.363223994593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.62,0.0,0.0,9854.527326171232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.63,0.0,0.0,11434.167973192161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.64,0.0,0.0,9009.349131944053,0.0,3542.008501974372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.65,0.0,0.0,9598.690188925562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.66,0.0,0.0,9005.700461999615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.67,0.0,0.0,10552.032513575437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.68,0.0,0.0,13628.59552138005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.69,0.0,0.0,7890.66010648914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.70,0.0,0.0,0.0,0.0,3302.3946919048103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11105.631412171455
Liver-HCC::S.71,0.0,0.0,9680.15443533451,0.0,5590.182158380581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.72,0.0,0.0,5552.215567738099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.73,0.0,0.0,13490.735802533989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.74,0.0,0.0,6256.592300059429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.75,0.0,0.0,15461.289884646034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.76,0.0,0.0,11210.991813643128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.77,0.0,0.0,15141.352442054671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.78,0.0,0.0,9558.34926461791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.79,0.0,0.0,7918.526905947412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.80,0.0,0.0,12571.009809997848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11032.128365077187
Liver-HCC::S.81,0.0,0.0,5333.849372026422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.82,0.0,0.0,9717.556066991312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.83,0.0,0.0,8116.053956810993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.84,0.0,7220.48698856737,0.0,0.0,7270.129466946751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.85,0.0,0.0,12384.548562111066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.86,0.0,0.0,5532.775181016976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2199.959397288462,0.0,0.0,0.0,0.0
Liver-HCC::S.87,0.0,0.0,20968.52287462418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.88,0.0,0.0,11223.169609003819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.89,0.0,0.0,3587.1628806719336,0.0,4170.317132817387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.90,0.0,0.0,8865.832322983535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.91,0.0,0.0,3831.1211841411496,0.0,2679.8611396558863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.92,0.0,0.0,4910.441800273259,0.0,1876.6852752351485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.93,0.0,0.0,6066.155978989907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601.8955104950403,0.0,0.0,0.0,0.0
Liver-HCC::S.94,0.0,0.0,4344.7541829631955,0.0,1985.1045697919285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.95,0.0,3407.5727642365605,0.0,0.0,2840.3954247300917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.96,0.0,0.0,3463.2209396299004,0.0,3089.614618734115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.97,0.0,0.0,12538.741985020157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.98,0.0,0.0,13315.702391929872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2943.1629695797083,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.99,0.0,0.0,11055.100971167081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
