Sample,SBS1,SBS2,SBS5,SBS7a,SBS7b,SBS7c,SBS7d,SBS13,SBS17a,SBS17b,SBS38,SBS40
Skin-Melanoma::S.48,0.0,0.0,0.0,42694.7913705121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.49,0.0,0.0,0.0,22680.979779400306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.50,0.0,0.0,0.0,19846.152792442605,0.0,7431.521397814013,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.51,0.0,0.0,0.0,134313.0736018463,75467.43603455783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.52,0.0,0.0,0.0,30704.950281798596,72644.75046943195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.53,0.0,0.0,0.0,88636.01752273514,74730.38425389044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.54,0.0,0.0,0.0,0.0,36873.4862718747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.55,0.0,0.0,0.0,149415.99488398922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.56,0.0,0.0,0.0,53557.83343777364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.57,0.0,0.0,0.0,55847.90560324651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.58,0.0,0.0,0.0,201273.4863818339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.59,0.0,0.0,0.0,293255.31215926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.60,0.0,0.0,0.0,99803.62934257263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.61,0.0,0.0,0.0,118838.12825965832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.62,0.0,0.0,0.0,55664.13451514092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.63,0.0,0.0,0.0,100632.11486123438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.64,0.0,0.0,0.0,88813.24468755987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.65,0.0,0.0,0.0,71532.9271683282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.66,0.0,0.0,0.0,125191.08330990057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.67,1039.2919561246263,0.0,3799.428581327263,0.0,0.0,0.0,2117.037984092427,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.68,0.0,0.0,0.0,0.0,15076.503873635847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.69,0.0,0.0,0.0,51309.96666956829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.70,0.0,0.0,0.0,11804.616249449811,0.0,0.0,5949.723389637073,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.71,0.0,0.0,0.0,10489.782523299482,0.0,0.0,8461.884615475423,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.72,0.0,0.0,0.0,0.0,60407.745079806875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.73,0.0,0.0,0.0,2538.819194852249,1986.330611624856,1698.18851379499,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.74,0.0,0.0,0.0,58140.010656829596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.75,0.0,0.0,0.0,0.0,27925.081045539533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.76,0.0,0.0,0.0,114188.52130533218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.77,0.0,0.0,0.0,114900.5312826467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.78,0.0,0.0,0.0,42666.135662218454,54403.51394622008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.79,0.0,0.0,6435.258369353957,0.0,0.0,2771.4549583691796,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.80,0.0,0.0,0.0,191147.10161188943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.81,0.0,9932.609405615334,0.0,0.0,39049.527766371786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.82,0.0,0.0,0.0,178725.6573758055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.83,0.0,0.0,0.0,83528.400870191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.84,0.0,11880.147525035989,0.0,0.0,51477.89722674076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.85,0.0,0.0,0.0,198647.9433430303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.86,0.0,0.0,0.0,56994.366088462804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.87,0.0,0.0,0.0,113290.29591693888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.88,0.0,0.0,0.0,0.0,33893.0229089799,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.89,0.0,16286.491122380392,0.0,43168.711615255575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.90,0.0,0.0,0.0,55266.70717798221,54205.20169671008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.91,0.0,0.0,0.0,60308.205265474644,34444.17726932995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.92,0.0,0.0,0.0,0.0,0.0,10192.735899360188,2403.5852383959477,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.93,0.0,0.0,0.0,50625.407483346884,0.0,16417.830253757158,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.94,0.0,0.0,0.0,156073.42140105634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.95,0.0,0.0,0.0,39151.56992144484,0.0,20568.524904595488,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.96,0.0,0.0,0.0,124238.70775417562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.97,0.0,0.0,0.0,38280.86150875966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.98,509.3450041693918,0.0,0.0,0.0,2889.7932809439617,0.0,1299.8216936989966,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.99,0.0,0.0,0.0,0.0,0.0,31688.56121362666,0.0,0.0,0.0,0.0,0.0,0.0
