Sample,SBS1,SBS2,SBS3,SBS5,SBS8,SBS9,SBS13,SBS17a,SBS17b,SBS18,SBS37,SBS40,SBS41
Breast-AdenoCA::S.17,552.6253223006673,387.82315986373175,0.0,1559.4152204568952,0.0,0.0,0.0,0.0,0.0,636.1166796744615,0.0,0.0,0.0
Breast-AdenoCA::S.18,206.96301775768228,79.29008022023594,0.0,1903.4753045217312,0.0,0.0,327.3965212621696,0.0,0.0,1324.0985149318349,0.0,0.0,0.0
Breast-AdenoCA::S.19,211.36492503471055,0.0,0.0,3906.9830386484928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.20,282.3611715065597,0.0,2532.766787780221,950.6873098498777,0.0,0.0,293.25130538334827,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.21,261.8405417411565,1156.9323228546102,0.0,3731.2949749230597,0.0,0.0,1404.1667288455435,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.22,217.97929822349568,0.0,0.0,1882.1837380200325,0.0,612.629559736823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.23,391.60262578836745,1620.1785386436302,3064.972307253769,3380.150561856363,0.0,0.0,3102.280638625038,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.24,352.2879330074896,2066.9127014957135,0.0,1659.1436514723468,0.0,0.0,0.0,0.0,0.0,430.4721042801973,0.0,0.0,0.0
Breast-AdenoCA::S.25,353.33715205037583,1003.0031278415121,0.0,2343.158798856673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.26,0.0,991.0117758224225,0.0,2311.7590366916193,0.0,0.0,2754.214541544152,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.27,996.247449882201,658.1028288523107,1212.5198663280246,1271.3770673798892,0.0,0.0,1461.8523673858401,0.0,0.0,0.0,0.0,0.0,470.6049825072502
Breast-AdenoCA::S.28,569.3414677466898,547.2369908594382,3565.2952400211498,2447.601184874703,0.0,0.0,2721.7975425416794,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.29,500.2083594219834,474.8259822148374,0.0,4795.482844929443,0.0,0.0,920.9195808958532,0.0,0.0,0.0,0.0,0.0,741.3417975974978
Breast-AdenoCA::S.30,340.854967417513,1079.830623276763,0.0,4472.3299036749395,0.0,0.0,3602.5347757652557,0.0,0.0,592.961588303606,0.0,0.0,0.0
Breast-AdenoCA::S.31,493.87076833796584,372.57160833164545,0.0,2073.060567230981,0.0,0.0,1116.780252360037,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.32,332.098174531276,0.0,0.0,2444.6712623349135,0.0,0.0,0.0,0.0,0.0,290.90522822497974,0.0,0.0,0.0
Breast-AdenoCA::S.33,559.5588626103538,0.0,0.0,1081.508182301634,0.0,0.0,1190.183018303671,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.34,723.0156621621122,0.0,0.0,2563.885880292522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.35,193.2353889020358,54.08787785887985,0.0,1287.75360440853,0.0,0.0,142.22717701811052,0.0,0.0,312.71797492244184,0.0,0.0,0.0
Breast-AdenoCA::S.36,0.0,445.5300498408284,4794.374288250066,2085.5084836496267,0.0,0.0,1575.5194935834006,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.37,298.46854079695953,3485.6494224017715,4224.640806011731,1910.517456218022,0.0,0.0,332.5267082333313,0.0,0.0,642.2840980717881,0.0,0.0,0.0
Breast-AdenoCA::S.38,875.4947962554536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.978155139103,0.0
Breast-AdenoCA::S.39,0.0,0.0,6604.046729421081,0.0,0.0,6740.892438773817,6334.107384055978,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.40,307.00301915913997,262.77522259863287,0.0,1989.8845095447055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.41,605.3600549835855,0.0,12704.50980439804,2493.258069969508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.42,666.8134708285047,0.0,0.0,4714.089028328627,0.0,0.0,0.0,0.0,0.0,503.64594421895066,0.0,0.0,0.0
Breast-AdenoCA::S.43,241.3227462618378,0.0,2412.09807715325,1135.139417696425,0.0,0.0,749.7897764553626,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.44,0.0,5392.579803471974,0.0,3426.878040442057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.45,508.7667425837896,0.0,0.0,917.3955593145951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.46,337.3592764007025,936.1054403862147,4644.4753845643,4872.4553730397,0.0,0.0,989.5655705482596,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.47,561.7093287493353,149.07977146402266,5064.561812699564,1046.2165383272982,0.0,0.0,316.0794014658246,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.48,596.3915613299198,739.8849202829414,5201.5382939226665,0.0,0.0,0.0,1447.2924952253506,0.0,0.0,1179.8542658294336,0.0,0.0,0.0
Breast-AdenoCA::S.49,0.0,7298.246067668386,0.0,3620.3715823993507,0.0,0.0,4538.930604886649,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.50,595.8704917075022,1879.0681355229206,9273.677909325192,0.0,0.0,0.0,393.50717904150645,0.0,0.0,0.0,0.0,0.0,1168.4409016635634
Breast-AdenoCA::S.51,144.96119727041582,688.1882741110999,0.0,3596.766155794934,0.0,0.0,542.5077158807516,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.52,0.0,6395.522265760499,5388.42708199049,3670.925570190117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.53,377.83486593937914,0.0,0.0,1709.0951842491402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.54,506.1962727809351,3130.416876905226,10759.642408923964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.55,406.5171395405788,3156.4888502264475,5534.517697995103,0.0,0.0,0.0,818.6422600106193,0.0,0.0,634.0312000445019,0.0,0.0,0.0
Breast-AdenoCA::S.56,269.89944140132343,77.26522250971526,0.0,1028.499865169173,0.0,0.0,326.9632471534487,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.57,508.1652477434406,382.7597750209459,0.0,2075.5259295765563,0.0,0.0,1679.4400865074747,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.58,920.0603280835352,0.0,10634.185668692333,0.0,0.0,0.0,3232.202448952491,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.59,394.76798134067405,0.0,0.0,2006.9570332284748,0.0,0.0,1759.6118768790336,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.60,0.0,2033.3725056636667,0.0,0.0,0.0,0.0,14232.284957374828,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.61,389.0497280614375,670.176718754957,0.0,3369.8073463998007,0.0,0.0,1968.6685285565602,361.440927305262,2818.5494686773186,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.62,246.20080384177197,0.0,0.0,969.3447654742056,0.0,0.0,116.85048972581224,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.63,0.0,526.1727338824813,2318.2876854556644,7611.893344476649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.64,195.9805871868113,2413.2404917534495,0.0,3768.1935366173616,0.0,0.0,2477.2558624436356,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.65,347.1118795337318,1147.0924628691018,0.0,0.0,0.0,0.0,6220.544966606968,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.66,760.0260363997808,1075.0022036627531,0.0,1761.9023292685692,0.0,0.0,1596.9466031472107,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.67,374.7789131935884,729.639338621752,5286.254381401587,2365.8524994825702,0.0,0.0,3459.033104133945,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.68,262.30201073377486,602.7508503972937,1451.8167306100677,2637.3742583724443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.69,0.0,0.0,0.0,1928.641602321957,0.0,0.0,7675.40890072509,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.70,1011.0003049745152,0.0,0.0,2198.9646611908993,0.0,0.0,109.08730181509408,0.0,0.0,1019.4771577671781,0.0,0.0,0.0
Breast-AdenoCA::S.71,460.7160461963376,1234.4216369070002,0.0,2172.575213518475,0.0,0.0,1114.6823113329854,0.0,0.0,476.53856360172097,0.0,0.0,507.65665265681946
Breast-AdenoCA::S.72,738.8385911675692,157.8902079244888,0.0,1454.6933277230692,0.0,0.0,397.55742417556,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.73,352.68015269331215,102.27416762945145,0.0,597.6711295583274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.74,0.0,2011.0657352767091,0.0,0.0,0.0,0.0,9828.044669260367,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.75,175.06184264209722,0.0,0.0,3209.7152954690864,0.0,0.0,241.1001851579608,0.0,0.0,453.31653878890273,0.0,0.0,0.0
Breast-AdenoCA::S.76,471.5471938720109,0.0,4218.972203961023,3932.8108424863817,0.0,0.0,6360.378516059169,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.77,140.99977745548358,331.47112143623224,1810.5918793880414,2787.429811611637,0.0,0.0,115.01861450559244,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.78,0.0,889.9369161932617,0.0,1528.0137195243742,0.0,0.0,4428.090754295344,0.0,0.0,1053.609589438054,0.0,0.0,0.0
Breast-AdenoCA::S.79,530.6395138693838,3131.508664025814,0.0,0.0,0.0,0.0,4427.535960554173,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.80,0.0,4471.295852564162,0.0,5079.0160412292635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.81,208.02853133702916,0.0,0.0,2967.0075638390704,0.0,0.0,2550.6655104451374,0.0,0.0,869.5408087499536,0.0,0.0,0.0
Breast-AdenoCA::S.82,0.0,0.0,0.0,0.0,0.0,0.0,9398.054978136555,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.83,0.0,1186.7882799903393,3827.656140086618,4015.5175388059406,0.0,0.0,2460.6423988335414,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.84,417.9680179410044,0.0,0.0,2402.4649531878063,0.0,0.0,0.0,0.0,0.0,201.92492217802956,0.0,0.0,0.0
Breast-AdenoCA::S.85,554.9040933305292,398.5950430562843,0.0,3482.6162826347468,2262.2183979921956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.86,0.0,4648.8812409099455,0.0,2573.4340410972122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.87,0.0,0.0,10374.202309090886,0.0,0.0,0.0,2094.353915190779,0.0,0.0,0.0,0.0,2752.125258488786,0.0
Breast-AdenoCA::S.88,0.0,8906.954040352608,0.0,0.0,0.0,0.0,6441.697249791903,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.89,319.046218802985,230.9499803580056,0.0,2089.53494804234,0.0,0.0,128.04706120824972,0.0,0.0,645.4665160426514,0.0,0.0,0.0
Breast-AdenoCA::S.90,384.0598638123141,0.0,0.0,1013.2898305362995,0.0,3286.0223101387724,934.148232443119,0.0,0.0,376.45627872863986,0.0,0.0,0.0
Breast-AdenoCA::S.91,336.46421432419345,4021.5057882961087,7060.8088366781885,2597.6035315316512,0.0,0.0,1287.2977277631965,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.92,194.31038268576708,329.63213964286354,4392.05285754657,2754.9928670740464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.93,393.5952172711162,1782.2300785938683,4436.537610208267,3375.895490528487,0.0,0.0,1035.059140739756,1610.322451190497,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.94,195.62765573458995,229.50977966005655,0.0,2690.7451455394225,0.0,0.0,515.3832407563277,0.0,0.0,597.2755826514634,0.0,0.0,320.5997087186942
Breast-AdenoCA::S.95,494.6778441983802,0.0,2786.048199943872,2034.8114276470087,0.0,0.0,143.12993706425408,0.0,0.0,1627.2893489252615,0.0,0.0,0.0
Breast-AdenoCA::S.96,600.8134290842075,0.0,0.0,2757.481791822107,0.0,0.0,4076.342681580368,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.97,419.4689532246928,260.35592788338334,0.0,1398.0651378402326,0.0,0.0,971.8061043692792,0.0,0.0,429.8549827711072,0.0,0.0,0.0
Breast-AdenoCA::S.98,250.40309662355278,875.4222465396119,0.0,992.5330778930929,0.0,0.0,107.23017496864009,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.99,751.084547988904,2155.2955118898867,0.0,4272.171270800057,0.0,0.0,2492.804694236483,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.100,324.85778249762615,1573.0641773516272,0.0,2004.0441832329468,0.0,0.0,869.2331917426376,0.0,0.0,0.0,0.0,0.0,0.0
