Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Ovary-AdenoCA::S.79	5219	0.923	1561.376	29.917%	262.659	38.548%	0.07148	0.787
Ovary-AdenoCA::S.80	3381	0.984	765.462	22.64%	102.994	17.917%	0.04431	0.975
Ovary-AdenoCA::S.81	10294	0.973	2070.065	20.109%	285.433	23.24%	0.03048	0.9
Ovary-AdenoCA::S.82	14691	0.973	2769.556	18.852%	405.139	22.941%	0.02896	0.901
Ovary-AdenoCA::S.83	16628	0.951	4270.457	25.682%	617.647	30.852%	0.04771	0.814
Ovary-AdenoCA::S.84	7903	0.957	2035.863	25.761%	286.108	29.054%	0.05141	0.862
Ovary-AdenoCA::S.85	11107	0.974	2335.942	21.031%	312.416	22.851%	0.03407	0.913
Ovary-AdenoCA::S.86	8980	0.96	2221.536	24.739%	304.755	28.004%	0.04474	0.856
Ovary-AdenoCA::S.87	5343	0.964	1224.893	22.925%	175.143	26.644%	0.0475	0.88
Ovary-AdenoCA::S.88	14039	0.942	3809.646	27.136%	588.993	33.577%	0.0592	0.816
Ovary-AdenoCA::S.89	2952	0.991	539.789	18.286%	77.902	13.692%	0.03816	0.987
Ovary-AdenoCA::S.90	15966	0.963	3616.221	22.65%	503.884	26.938%	0.03939	0.841
Ovary-AdenoCA::S.91	3659	0.964	879.978	24.05%	123.024	26.545%	0.0463	0.896
Ovary-AdenoCA::S.92	11722	0.974	2343.204	19.99%	331.266	22.512%	0.03678	0.923
Ovary-AdenoCA::S.93	2048	0.944	679.26	33.167%	128.944	32.948%	0.08207	0.921
Ovary-AdenoCA::S.94	11184	0.968	2448.33	21.891%	326.828	25.15%	0.03988	0.856
Ovary-AdenoCA::S.95	4927	0.959	1222.044	24.803%	168.378	28.252%	0.04802	0.85
Ovary-AdenoCA::S.96	7464	0.976	1549.722	20.763%	208.37	21.803%	0.03603	0.933
Ovary-AdenoCA::S.97	12415	0.977	2431.699	19.587%	320.574	21.169%	0.03014	0.922
Ovary-AdenoCA::S.98	5126	0.957	1291.12	25.188%	178.326	28.973%	0.05045	0.835
Ovary-AdenoCA::S.99	4108	0.966	1094.598	26.646%	170.074	26.127%	0.05308	0.943
