Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Skin-Melanoma::S.90	13028	0.974	2548.555	19.562%	374.326	22.674%	0.0274	0.924
Skin-Melanoma::S.91	51718	0.993	8210.124	15.875%	2922.219	12.421%	0.03683	0.992
Skin-Melanoma::S.92	24151	0.985	4883.215	20.22%	881.828	17.247%	0.05286	0.981
Skin-Melanoma::S.93	25671	0.984	6045.672	23.551%	1506.553	17.963%	0.05719	0.982
Skin-Melanoma::S.94	73622	0.999	4924.724	6.689%	1226.814	4.534%	0.00842	0.999
Skin-Melanoma::S.95	89520	0.99	19647.676	21.948%	4774.636	14.362%	0.09583	0.989
Skin-Melanoma::S.96	165206	0.996	14378.48	8.703%	5193.013	8.745%	0.00972	0.996
Skin-Melanoma::S.97	6704	0.978	1385.776	20.671%	252.974	20.879%	0.04175	0.968
Skin-Melanoma::S.98	19148	0.99	3316.827	17.322%	757.28	14.025%	0.03496	0.989
Skin-Melanoma::S.99	107461	0.933	40378.123	37.575%	11178.1	36.139%	0.09746	0.923
