Sample,SBS1,SBS4,SBS5,SBS9,SBS12,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS22a,SBS24,SBS29,SBS30,SBS31,SBS35,SBS40
Liver-HCC::S.34,0.0,0.0,5514.8390806412335,0.0,5662.260941367209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.35,0.0,0.0,5050.98767009497,0.0,3877.8928473425212,1503.351224276341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.37,0.0,0.0,7833.5635100821355,0.0,1712.4591223424836,707.3151279379971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2266.1326278206093,0.0
Liver-HCC::S.38,311.7990266874053,0.0,3476.130079970297,0.0,0.0,0.0,0.0,0.0,0.0,442.9514524332423,0.0,0.0,0.0,0.0,3111.2449348079567,0.0,0.0
Liver-HCC::S.39,0.0,0.0,9163.012388014857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11453.49059494836
Liver-HCC::S.40,0.0,3283.5591334947003,12064.167237616104,0.0,0.0,1590.497384141628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.41,0.0,0.0,8753.873010086994,0.0,4468.126551017238,843.9620015147601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.42,0.0,0.0,10506.004260215026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.43,243.1100991250267,0.0,2246.1248926676362,0.0,2193.8051535860072,0.0,0.0,0.0,1013.2537256915465,0.0,0.0,924.0657840863328,0.0,0.0,0.0,0.0,2850.33497993635
Liver-HCC::S.44,0.0,0.0,10477.992182920929,0.0,3487.4792500171657,2586.5278021936506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.1899149296013,0.0,0.0
Liver-HCC::S.45,0.0,0.0,5571.270686343731,0.0,3470.645383581697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.46,0.0,4641.114936512975,10814.79277665365,0.0,1258.0607216604608,0.0,0.0,471.4329419854191,0.0,0.0,0.0,1854.853734085491,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.47,0.0,4539.297683288885,9962.326981121225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.48,307.46683390398505,0.0,12736.882751537642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.49,0.0,0.0,5234.995645088817,0.0,686.7715198006417,0.0,0.0,1246.2047103067039,0.0,344.59302467494825,0.0,0.0,1232.21615593987,0.0,0.0,0.0,0.0
Liver-HCC::S.50,0.0,0.0,5954.680950903651,0.0,0.0,2838.6584591820556,0.0,0.0,0.0,0.0,8590.791686660188,0.0,1574.6197539471934,0.0,0.0,0.0,0.0
Liver-HCC::S.52,0.0,0.0,9818.064358647389,0.0,1610.7543948582775,1848.6559954403667,0.0,0.0,0.0,0.0,0.0,0.0,1792.524798525377,0.0,0.0,0.0,8282.795860314698
Liver-HCC::S.53,0.0,3669.358380116043,9561.509580916845,0.0,1205.442822694869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.54,0.0,4310.799223942729,3835.8035652894278,0.0,1927.1002083186402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.55,0.0,4710.967787298217,4282.1262262823575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.56,0.0,0.0,5507.133181076086,0.0,0.0,1510.4680799854561,0.0,0.0,0.0,3266.098490174815,0.0,0.0,2973.8959136969,1255.143115461696,0.0,0.0,0.0
Liver-HCC::S.57,0.0,0.0,7353.072192681023,0.0,2172.1816345498232,2148.5076729990524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.58,0.0,0.0,22490.60409764818,0.0,0.0,1129.053890899242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.59,0.0,0.0,0.0,0.0,13913.638578409827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2392.8562523921782,2153.427536771676,0.0,4904.249825119753,0.0
Liver-HCC::S.60,0.0,2780.9287115912775,3690.0930704929674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.055156388219,0.0,0.0,0.0,0.0
Liver-HCC::S.61,0.0,0.0,8478.100623562026,0.0,6700.363223994593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.62,0.0,0.0,7443.220413946676,0.0,1422.1048820457713,0.0,206.267761833107,0.0,0.0,0.0,0.0,0.0,1175.4245422086274,0.0,0.0,0.0,0.0
Liver-HCC::S.63,338.57075350123847,0.0,6648.693610866585,0.0,1397.6056828639282,0.0,0.0,0.0,0.0,0.0,0.0,1642.4477292415897,0.0,0.0,0.0,0.0,2493.0774524488193
Liver-HCC::S.64,0.0,0.0,9009.349131944053,0.0,3542.008501974372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.65,0.0,0.0,8640.36323479478,0.0,840.9231270916065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.66,0.0,0.0,7094.716497376857,0.0,553.9904146775391,871.8038355369956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.67,0.0,1087.2266965169815,7726.279822733225,0.0,1965.075995341381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.68,381.368798605071,1755.7817566879994,11106.353357641518,0.0,1143.460778845913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.69,0.0,0.0,7166.84142588841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1336.5653117729535,0.0,0.0,0.0,0.0
Liver-HCC::S.70,0.0,2620.143982545579,4299.497126902638,0.0,2677.7881387247858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5347.145583894739
Liver-HCC::S.71,0.0,0.0,9680.15443533451,0.0,5590.182158380581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.72,0.0,0.0,4628.838351299851,0.0,551.4386543315028,0.0,0.0,0.0,0.0,250.16247489051779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.73,0.0,0.0,6590.020309279495,0.0,2596.5881810123105,1586.8449675531372,0.0,0.0,0.0,0.0,0.0,0.0,2977.3916742386045,0.0,0.0,0.0,0.0
Liver-HCC::S.74,0.0,0.0,5759.850327252257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917.2574673048038,0.0,0.0,0.0,0.0
Liver-HCC::S.75,0.0,0.0,10232.184144533567,0.0,2163.6288079405904,0.0,0.0,0.0,0.0,1251.1855683312147,0.0,0.0,0.0,1054.3261701660172,0.0,0.0,0.0
Liver-HCC::S.76,0.0,0.0,11210.991813643128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.77,0.0,0.0,12720.24859358557,0.0,1344.8596315064422,0.0,0.0,0.0,0.0,0.0,0.0,1461.8132979563106,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.78,0.0,0.0,7127.186174881514,0.0,655.5774661428654,758.0785219693726,0.0,0.0,924.3000992886504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.79,581.1735524293885,0.0,6197.278177667193,0.0,1146.294379699637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.80,0.0,0.0,8771.975789666885,0.0,0.0,1794.9519057924797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12518.677779213791
Liver-HCC::S.81,0.0,0.0,5333.849372026422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.82,0.0,0.0,9717.556066991312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.83,0.0,0.0,7493.6723013250075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.9415726527624,0.0,0.0
Liver-HCC::S.84,0.0,5838.571701433078,6454.9305956450735,0.0,4852.1417113025045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.85,0.0,0.0,6094.625179532144,0.0,2736.301955456461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4049.1691756767623
Liver-HCC::S.86,384.9994337498829,1111.1302891675373,1812.8223667294258,0.0,1797.4338813101617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.6797800076458,0.0,0.0,0.0,1520.3056010990063
Liver-HCC::S.87,0.0,0.0,20968.52287462418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.88,0.0,0.0,9730.060578125342,0.0,1310.189502573141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.89,0.0,0.0,3587.1628806719336,0.0,4170.317132817387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.90,203.36016291987244,0.0,8325.770083826004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.1599161532996,0.0,0.0,0.0,0.0
Liver-HCC::S.91,0.0,0.0,3831.1211841411496,0.0,2679.8611396558863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.92,0.0,0.0,4910.441800273259,0.0,1876.6852752351485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.93,0.0,0.0,6066.155978989907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601.8955104950403,0.0,0.0,0.0,0.0
Liver-HCC::S.94,0.0,0.0,3484.8035353235005,0.0,2252.055473537207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.1814903393754,0.0,0.0,0.0,0.0
Liver-HCC::S.95,0.0,2010.6280376883212,0.0,0.0,2326.1513028665295,0.0,0.0,0.0,0.0,0.0,0.0,568.7325080513925,0.0,0.0,0.0,0.0,2591.755816209154
Liver-HCC::S.96,0.0,0.0,2546.3153421690104,0.0,3374.2458107253137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.1459897558616,0.0,0.0,0.0,0.0
Liver-HCC::S.97,498.6880601798656,0.0,8965.003225750388,0.0,2358.7789937912644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.9600920445042,0.0,0.0,0.0,0.0
Liver-HCC::S.98,0.0,0.0,10658.635520698634,0.0,2305.6602138662274,0.0,0.0,0.0,0.0,0.0,3013.63535847462,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.99,0.0,0.0,11055.100971167081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
