,SBS1,SBS2,SBS3,SBS5,SBS8,SBS9,SBS13,SBS17a,SBS17b,SBS18,SBS37,SBS40,SBS41
Breast-AdenoCA::S.68,421.0,955.0,1583.0,2259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.69,0.0,0.0,0.0,2247.0,0.0,0.0,5386.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.70,677.0,0.0,0.0,1751.0,0.0,0.0,124.0,0.0,0.0,830.0,0.0,0.0,0.0
Breast-AdenoCA::S.71,656.0,933.0,0.0,2983.0,0.0,0.0,1535.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.72,686.0,142.0,0.0,1533.0,0.0,0.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.73,498.0,125.0,0.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.74,0.0,3842.0,0.0,0.0,0.0,0.0,9143.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.75,199.0,0.0,0.0,3642.0,0.0,0.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0
Breast-AdenoCA::S.76,0.0,0.0,7610.0,0.0,0.0,0.0,5620.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.77,181.0,289.0,2556.0,2305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.78,330.0,872.0,0.0,0.0,0.0,0.0,4139.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.79,0.0,3025.0,0.0,0.0,0.0,0.0,3186.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.80,0.0,3111.0,0.0,4764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.81,275.0,0.0,0.0,3004.0,0.0,0.0,2317.0,0.0,0.0,693.0,0.0,0.0,0.0
Breast-AdenoCA::S.82,0.0,0.0,0.0,0.0,0.0,0.0,9011.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.83,0.0,1291.0,5191.0,2654.0,0.0,0.0,1477.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.84,320.0,0.0,0.0,2231.0,0.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0
Breast-AdenoCA::S.85,688.0,461.0,0.0,3616.0,2226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.86,0.0,5643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.87,0.0,0.0,12283.0,0.0,0.0,0.0,2868.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.88,0.0,5736.0,0.0,0.0,0.0,0.0,5295.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.89,457.0,276.0,0.0,1614.0,0.0,0.0,122.0,0.0,0.0,697.0,0.0,0.0,0.0
Breast-AdenoCA::S.90,356.0,0.0,0.0,1353.0,0.0,2651.0,1175.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.91,552.0,3713.0,8856.0,0.0,0.0,0.0,2207.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.92,182.0,386.0,4587.0,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.93,294.0,1474.0,2885.0,5066.0,0.0,0.0,1253.0,1229.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.94,244.0,136.0,0.0,2314.0,0.0,0.0,559.0,0.0,0.0,616.0,0.0,0.0,0.0
Breast-AdenoCA::S.95,407.0,0.0,3307.0,2023.0,0.0,0.0,0.0,0.0,0.0,1882.0,0.0,0.0,0.0
Breast-AdenoCA::S.96,723.0,0.0,0.0,2986.0,0.0,0.0,4064.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.97,453.0,415.0,0.0,1094.0,0.0,0.0,1262.0,0.0,0.0,550.0,0.0,0.0,0.0
Breast-AdenoCA::S.98,244.0,1508.0,0.0,656.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.99,742.0,2622.0,0.0,3872.0,0.0,0.0,2787.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.100,431.0,1087.0,0.0,2564.0,0.0,0.0,830.0,0.0,0.0,0.0,0.0,0.0,0.0
