Sample,DBS2,DBS4,DBS6,DBS7,DBS9,DBS11
Kidney-RCC::S.51,27.057219305761027,29.35111411283011,0.0,0.0,0.0,0.0
Kidney-RCC::S.52,50.30803129792083,24.904129495508165,20.297205981040644,0.0,74.87454513611576,0.0
Kidney-RCC::S.53,3.7504116865949215,26.955017776662434,3.944993844601217,0.0,11.816748028803536,0.9743104498480347
Kidney-RCC::S.54,33.999263937467255,8.718901711927018,41.881436835155164,0.9242865423869419,56.22666470475374,0.0
Kidney-RCC::S.55,66.32091498334528,8.283607255953982,5.368731136700751,3.48413630173787,77.93849388323808,3.768007592008769
Kidney-RCC::S.56,6.171159604048694,164.93645547780307,0.0,0.0,48.01508530833915,0.10366633631158828
Kidney-RCC::S.57,0.0,17.0755603230737,0.0,0.0,103.46850771248859,5.337269163518313
Kidney-RCC::S.58,2.0244583710344513,33.91895418495131,2.799389018847147,0.954419861014619,41.50836682642462,3.621412901419336
Kidney-RCC::S.59,0.0,58.352883100125005,0.0,1.2444320256592027,85.38596465035992,17.088843458664602
Kidney-RCC::S.60,86.86007072995389,2.33145205724453,2.502557539066764,55.61983403967584,39.29454047169927,1.3072277838691004
Kidney-RCC::S.61,44.50376455955044,30.52108438925656,0.23013780814120302,17.518536557944728,172.43411216790466,0.0
Kidney-RCC::S.62,8.082204408390128,0.0,0.0,0.0,0.0,0.0
Kidney-RCC::S.63,5.549691866033194,7.8460121782410654,0.0,0.0,255.32907715070863,0.0
Kidney-RCC::S.64,63.28675692208644,107.73808748937505,13.239601469751495,27.511741835199086,118.50007388517558,0.0
Kidney-RCC::S.65,26.686499248576112,6.549156571596219,0.0,2.47340086529861,78.78366386777671,0.0
Kidney-RCC::S.66,7.477531882868538,1.8534808737524675,2.3595443837964654,80.60796737630638,58.20884153963293,0.0
Kidney-RCC::S.67,1.642143361310897,0.34245673293006423,2.970638223068886,0.48973631252660393,66.0268512322341,1.7088972355918026
Kidney-RCC::S.68,18.42182316147846,71.12450229133549,1.200617893201638,38.65494567788548,0.0,0.0
Kidney-RCC::S.69,14.544391402077316,133.75007484442966,0.0,0.0,32.13114493135844,1.6265332953151674
Kidney-RCC::S.70,7.3860165469987935,7.687035017159228,1.9782534606870787,0.0,85.05824743718561,1.123930918686057
Kidney-RCC::S.71,0.5039256872956462,24.281441912396115,0.0,1.4241352475410256,107.69973403109587,0.0
Kidney-RCC::S.72,6.624180084165968,40.20248512580497,0.0,0.0,82.13194504674595,1.6182690382695264
Kidney-RCC::S.73,9.309338433761203,69.96615902826734,6.828241163736757,5.559194335993071,0.0,0.0
Kidney-RCC::S.74,60.028782186691515,24.538829940276432,4.915173452096622,4.172643814734975,144.05329442248416,9.349230840240326
Kidney-RCC::S.75,20.380402039115584,0.0,1.0855075961052028,149.47314494591205,64.57363617844088,0.0
Kidney-RCC::S.76,16.42439780701735,5.614291575871593,0.5863203216350229,0.0,7.049319365202858,2.375505213985715
Kidney-RCC::S.77,10.553317265055178,58.98158722856364,9.09539001918917,0.0,138.82681976687056,0.0
Kidney-RCC::S.78,18.052089543338035,36.45600164662278,4.86985336886821,4.376820289507391,41.8757576263146,0.0
Kidney-RCC::S.79,0.6632011852949887,96.13305988706078,0.0,15.489766741162521,21.53667942822412,1.7708143269573555
Kidney-RCC::S.80,45.023289389124834,162.27287630581498,9.57374948069531,207.3526988773168,0.0,0.0
Kidney-RCC::S.81,17.54386193290926,63.35871083180132,0.0,0.0,0.0,2.084474758689357
Kidney-RCC::S.82,55.252131973507495,6.935596899059503,2.0144598791778288,0.0,204.50980782156188,3.3944759960055304
Kidney-RCC::S.83,32.88866662531414,23.490639228013496,0.0,0.26615150842511914,6.425846417469124,1.5177471350923202
Kidney-RCC::S.84,17.820408018722308,0.0,3.5970450836825694,16.758969031195658,97.9660526288045,2.4551010002821996
Kidney-RCC::S.85,9.302662255318644,0.0,4.251567294627137,1.3689746760892028,44.78453635345786,4.883739818932455
Kidney-RCC::S.86,73.28514439113003,6.556275793950241,0.430500565778518,5.3446017676437085,95.18393794845677,0.0
Kidney-RCC::S.87,60.29186725757832,0.0,0.0,19.81376553859165,75.69780975311761,0.0
Kidney-RCC::S.88,55.61542603133009,24.796743195176433,1.3900980494790156,1.8630011648923197,1.8071669511064945,0.6701482071293736
Kidney-RCC::S.89,3.3379544721432324,2.740315275792413,0.9382700880074625,64.3569021483601,30.342931630363932,0.0
Kidney-RCC::S.90,2.5489038364814047,0.8489852050520885,0.330200726293211,1.657387556622044,43.653916603328106,0.022154190119877827
Kidney-RCC::S.91,35.507519621854875,47.673016473918864,0.0,0.0,41.717272122603795,0.0
Kidney-RCC::S.92,7.789511315853259,90.46921084921291,0.0,164.48425306741748,34.242328281776516,3.548091744979788
Kidney-RCC::S.93,33.873760747255794,0.0,0.5433751389767668,55.43972425622362,64.28754502964127,0.0
Kidney-RCC::S.94,6.8191045829452275,7.789809322524223,0.0,0.0,6.390250848234136,0.0
Kidney-RCC::S.95,42.41327298486744,1.1705786329853978,1.3439783099100484,6.754107077014903,63.77551533856188,2.330033613290917
Kidney-RCC::S.96,94.8304900967311,39.17845998964256,0.35513999510372624,0.0,5.840127971334143,5.691495897401193
Kidney-RCC::S.97,18.94093205962597,40.3728134185336,2.708154523960099,1.287636642250021,87.75228125889352,0.0
