"Mutation type","Breast-AdenoCA::S.1","Breast-AdenoCA::S.2","Breast-AdenoCA::S.3","Breast-AdenoCA::S.4","Breast-AdenoCA::S.5","Breast-AdenoCA::S.6","Breast-AdenoCA::S.7","Breast-AdenoCA::S.8","Breast-AdenoCA::S.9","Breast-AdenoCA::S.10","Breast-AdenoCA::S.11","Breast-AdenoCA::S.12","Breast-AdenoCA::S.13","Breast-AdenoCA::S.14","Breast-AdenoCA::S.15","Breast-AdenoCA::S.16","Breast-AdenoCA::S.17","Breast-AdenoCA::S.18","Breast-AdenoCA::S.19","Breast-AdenoCA::S.20","Breast-AdenoCA::S.21","Breast-AdenoCA::S.22","Breast-AdenoCA::S.23","Breast-AdenoCA::S.24","Breast-AdenoCA::S.25","Breast-AdenoCA::S.26","Breast-AdenoCA::S.27","Breast-AdenoCA::S.28","Breast-AdenoCA::S.29","Breast-AdenoCA::S.30","Breast-AdenoCA::S.31","Breast-AdenoCA::S.32","Breast-AdenoCA::S.33","Breast-AdenoCA::S.34","Breast-AdenoCA::S.35","Breast-AdenoCA::S.36","Breast-AdenoCA::S.37","Breast-AdenoCA::S.38","Breast-AdenoCA::S.39","Breast-AdenoCA::S.40","Breast-AdenoCA::S.41","Breast-AdenoCA::S.42","Breast-AdenoCA::S.43","Breast-AdenoCA::S.44","Breast-AdenoCA::S.45","Breast-AdenoCA::S.46","Breast-AdenoCA::S.47","Breast-AdenoCA::S.48","Breast-AdenoCA::S.49","Breast-AdenoCA::S.50","Breast-AdenoCA::S.51","Breast-AdenoCA::S.52","Breast-AdenoCA::S.53","Breast-AdenoCA::S.54","Breast-AdenoCA::S.55","Breast-AdenoCA::S.56","Breast-AdenoCA::S.57","Breast-AdenoCA::S.58","Breast-AdenoCA::S.59","Breast-AdenoCA::S.60","Breast-AdenoCA::S.61","Breast-AdenoCA::S.62","Breast-AdenoCA::S.63","Breast-AdenoCA::S.64","Breast-AdenoCA::S.65","Breast-AdenoCA::S.66","Breast-AdenoCA::S.67","Breast-AdenoCA::S.68","Breast-AdenoCA::S.69","Breast-AdenoCA::S.70","Breast-AdenoCA::S.71","Breast-AdenoCA::S.72","Breast-AdenoCA::S.73","Breast-AdenoCA::S.74","Breast-AdenoCA::S.75","Breast-AdenoCA::S.76","Breast-AdenoCA::S.77","Breast-AdenoCA::S.78","Breast-AdenoCA::S.79","Breast-AdenoCA::S.80","Breast-AdenoCA::S.81","Breast-AdenoCA::S.82","Breast-AdenoCA::S.83","Breast-AdenoCA::S.84","Breast-AdenoCA::S.85","Breast-AdenoCA::S.86","Breast-AdenoCA::S.87","Breast-AdenoCA::S.88","Breast-AdenoCA::S.89","Breast-AdenoCA::S.90","Breast-AdenoCA::S.91","Breast-AdenoCA::S.92","Breast-AdenoCA::S.93","Breast-AdenoCA::S.94","Breast-AdenoCA::S.95","Breast-AdenoCA::S.96","Breast-AdenoCA::S.97","Breast-AdenoCA::S.98","Breast-AdenoCA::S.99","Breast-AdenoCA::S.100"
"DEL_T_1_4",11,11,3,9,13,2,25,7,5,9,0,7,14,5,18,21,6,12,12,12,1,21,19,13,24,14,12,4,5,3,25,14,8,18,12,25,12,19,16,22,2,5,19,3,9,5,5,11,1,1,12,0,12,8,0,4,5,11,1,12,1,9,28,13,9,18,20,4,9,2,9,7,12,14,15,9,7,11,12,7,39,18,2,11,14,8,4,6,8,18,7,4,0,22,17,23,16,14,6,2
"DEL_T_1_5+",79,5,14,8,19,2,31,3,2,2,4,41,1,110,17,6,22,68,123,1,29,48,31,7,107,4,50,5,26,23,16,94,10,62,39,47,9,76,2,32,1,26,47,9,58,43,2,2,18,1,132,0,167,4,1,4,78,47,20,26,10,41,8,104,22,10,8,16,68,48,23,60,106,83,13,0,45,180,28,131,41,58,3,4,50,10,1,134,25,71,65,54,0,75,10,41,34,3,11,14
"INS_C_1_0",0,0,0,0,0,0,1,1,0,1,0,2,0,1,2,3,1,0,2,0,0,0,0,2,4,0,0,0,0,1,0,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,1,5,1,1,0,0,0,1,0,0,2,0,0,0,1,0,0,2,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,2,0,0
"INS_C_1_1",0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2,0,2,1,0,0,2,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,2,0,3,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,2,0,0,0,1,1,3,0,0
"INS_C_1_2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1
"INS_C_1_3",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,1,0,1
"INS_C_1_4",2,0,0,0,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"INS_C_1_5+",9,8,1,1,4,2,3,0,0,5,0,5,5,5,0,1,1,1,0,1,0,0,15,0,4,0,4,1,2,3,0,1,1,6,2,1,0,3,3,2,0,2,4,4,0,4,2,1,1,11,9,1,3,0,1,0,1,4,3,1,3,1,4,1,8,8,1,1,3,2,1,2,5,2,4,2,0,4,2,2,3,2,2,2,3,0,2,1,5,0,1,1,0,2,10,1,9,0,0,1
"INS_T_1_0",0,1,0,2,2,2,1,2,1,1,1,2,5,3,3,7,5,2,2,1,1,1,4,1,6,1,6,0,1,4,2,5,0,1,8,6,4,4,1,2,0,0,3,3,0,0,2,3,1,0,3,0,4,5,0,0,2,1,8,1,1,5,3,2,3,5,4,0,3,0,2,2,0,1,4,0,2,2,1,1,3,2,2,3,0,7,2,1,2,3,0,1,0,9,6,1,7,5,1,1
"INS_T_1_1",0,1,0,1,2,1,4,0,1,1,0,0,5,5,2,2,0,2,1,5,1,3,0,3,4,2,0,1,0,4,3,1,0,0,1,5,1,5,4,3,3,1,3,1,0,0,0,1,2,0,0,0,0,3,1,0,2,0,3,2,0,0,4,0,3,2,1,0,2,1,1,3,1,4,4,1,1,0,1,1,6,3,0,2,1,3,0,1,5,4,0,0,0,6,3,2,1,4,3,1
"INS_T_1_2",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,8,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,3,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,4,0,1,0,0,1,0,6,2,0,5,0,0,0,1,0,0,1,1,1,0,2,1,3,0,2,0,3,1,3,1,1,0,3
"INS_T_1_3",0,0,0,0,2,2,1,0,0,2,1,0,0,1,0,0,1,1,0,2,0,3,1,0,3,1,1,0,0,0,2,3,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,3,1,0,7,0,3,1,5,0,0,1,0,0,0,10,1,1,2,1,0,1,2,0,1,1,1,0,1,5,0,4,0,0,0,1,0,2,4,0,0,0
"INS_T_1_4",3,7,1,3,3,3,1,3,2,0,0,3,8,9,0,0,4,4,1,0,0,0,14,0,3,1,0,3,3,1,1,2,0,4,3,0,2,0,1,4,0,0,1,2,2,2,1,0,0,2,4,0,3,2,0,0,2,0,8,3,1,1,6,4,1,2,1,0,0,2,2,0,2,6,2,3,1,2,3,1,0,1,0,1,3,0,1,3,1,3,0,2,0,1,2,0,5,1,0,4
"INS_T_1_5+",24,148,35,100,67,22,65,23,352,112,10,74,119,397,22,54,174,3,33,52,43,2,273,191,60,23,41,107,128,93,7,21,2,46,36,108,25,140,27,231,3,36,51,107,44,22,59,179,38,130,253,14,168,18,13,35,35,70,27,40,48,4,112,20,139,108,23,13,47,2,16,47,40,149,35,87,21,98,41,86,57,70,40,52,14,46,44,32,121,5,9,54,27,57,206,41,374,16,47,59
"DEL_repeats_2_0",0,8,2,3,0,0,40,1,1,3,1,3,3,8,1,9,1,22,19,0,1,2,2,3,5,2,3,3,2,4,2,7,2,0,2,2,2,4,17,11,0,2,3,4,1,0,2,0,0,2,24,0,2,0,1,1,4,0,3,6,0,1,4,3,14,1,7,0,7,3,5,5,0,5,2,1,6,3,0,1,34,4,2,2,8,5,3,8,2,9,0,9,0,7,5,2,49,23,2,3
"DEL_repeats_2_1",1,2,3,0,0,0,17,1,3,3,0,2,1,15,2,1,4,50,22,1,2,1,1,7,7,0,2,2,4,9,4,12,0,1,11,0,1,22,53,22,0,1,0,0,3,0,0,1,0,1,54,0,3,0,3,7,2,2,5,5,0,0,5,0,30,2,6,2,7,1,38,1,2,10,1,0,2,0,1,1,57,8,3,3,139,3,2,7,3,9,0,1,0,2,2,5,127,20,1,4
"DEL_repeats_2_2",1,0,1,0,0,0,29,2,1,0,0,1,1,1,0,3,1,9,22,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2,0,1,0,2,6,1,0,0,1,0,1,0,0,1,0,0,17,0,0,0,0,1,0,1,3,0,0,0,4,0,45,0,0,0,1,0,21,3,0,1,0,0,0,1,0,0,7,3,0,0,36,0,0,1,1,0,0,0,0,3,1,1,19,2,1,0
"DEL_repeats_2_3",0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0
"DEL_repeats_2_4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0
"DEL_repeats_2_5+",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,3,1,0,0,0,0,0,1,0,0,6,0,0,0,2,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,1,0,0,1
"DEL_repeats_3_0",0,3,1,0,0,1,2,0,0,1,0,1,1,6,1,3,1,2,3,2,2,2,1,3,2,0,0,0,1,0,1,8,0,1,2,0,1,1,1,2,1,2,0,3,0,1,1,2,0,0,6,1,0,0,2,0,4,0,6,5,0,1,3,1,2,4,5,0,1,0,2,2,1,3,2,0,5,1,3,0,0,2,0,2,0,2,1,0,1,2,0,2,0,2,2,4,3,3,4,4
"DEL_repeats_3_1",0,4,0,1,1,0,45,1,3,0,0,1,2,5,0,3,3,8,42,1,0,0,4,4,9,0,2,1,1,0,1,4,0,3,6,3,0,6,13,7,1,0,0,1,0,0,0,1,2,1,33,0,5,1,0,0,0,1,5,1,0,0,1,0,73,2,2,0,1,0,13,3,2,3,3,1,1,4,1,2,34,3,0,1,58,1,3,3,4,6,2,2,0,3,5,1,37,21,1,2
"DEL_repeats_3_2",0,0,0,0,0,0,8,1,3,0,0,1,1,2,1,0,0,6,12,0,0,0,2,1,1,0,2,0,0,1,0,1,0,0,0,1,0,2,13,0,0,0,2,0,1,1,0,0,1,0,9,0,0,2,0,2,0,1,1,0,1,0,1,0,3,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,8,3,0,2,13,0,0,0,1,0,0,0,0,0,0,0,11,6,1,0
"DEL_repeats_3_3",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"DEL_repeats_3_4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4
"DEL_repeats_3_5+",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"DEL_repeats_4_0",0,0,1,1,1,1,3,3,0,1,0,8,3,2,0,0,3,0,2,1,0,1,2,6,2,1,1,0,1,0,3,3,0,0,1,1,2,3,5,3,1,0,1,0,1,0,0,0,0,4,1,0,0,5,1,2,1,0,0,1,0,4,3,2,2,5,2,0,1,1,1,1,0,1,0,1,0,1,0,1,1,2,0,0,6,0,3,2,2,1,0,2,0,6,1,0,11,5,2,3
"DEL_repeats_4_1",1,1,0,2,1,1,47,4,3,0,1,1,5,2,3,3,2,13,22,1,0,0,3,2,4,2,1,1,0,0,0,7,1,4,0,4,1,3,22,6,1,0,1,0,0,0,0,0,0,0,9,0,1,0,1,3,0,1,2,1,0,1,1,1,24,2,3,0,0,0,18,6,0,1,4,0,1,0,1,0,10,4,0,0,12,0,0,1,2,5,0,2,0,3,1,0,6,17,1,1
"DEL_repeats_4_2",0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,1,0,8,0,0,0,0,1,1,0,0,0,1,1,7,1,0,0
"DEL_repeats_4_3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0
"DEL_repeats_4_4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1
"DEL_repeats_4_5+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEL_repeats_5+_0",31,56,19,57,3,11,44,8,5,42,11,154,23,254,14,54,24,13,53,29,6,40,15,48,88,2,3,61,28,123,34,143,8,7,96,2,5,35,4,23,34,9,16,15,15,4,21,12,34,59,26,2,6,8,40,28,95,0,26,70,0,30,108,14,56,31,41,16,29,31,7,32,25,7,43,3,0,11,26,25,16,35,13,11,3,66,15,4,49,34,0,46,0,21,62,28,69,16,13,66
"DEL_repeats_5+_1",0,0,0,4,2,0,4,3,1,0,0,0,1,1,0,5,1,9,1,0,1,1,9,0,12,0,0,0,1,0,0,8,0,0,6,3,0,4,4,2,1,0,0,0,0,0,0,0,0,0,10,0,1,3,0,4,1,0,2,1,0,0,3,0,9,0,2,0,1,0,1,5,0,0,0,1,1,0,5,0,8,1,0,0,8,2,0,0,1,0,1,0,0,8,0,1,18,6,1,1
"DEL_repeats_5+_2",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0
"DEL_repeats_5+_3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"DEL_repeats_5+_4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"DEL_repeats_5+_5+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INS_repeats_2_0",0,0,2,2,0,0,2,1,1,1,0,2,0,1,0,1,1,0,0,0,0,4,1,0,5,1,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,1,1,1,2,0,0,1,0,2,0,3,0,1,0,0,2,0,1,1,0,0,2,1,1,2,0,1,0,1,0,0,2,0,2,1,0,1
"INS_repeats_2_1",0,0,0,0,0,0,4,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,8,2,0,0,1,0,0,0,3,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,3,1,0,2,1,0,0,0,0,1,0,3,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,3,0,0,0,2,2,0,1,2,0,3
"INS_repeats_2_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2
