MutationType	ID1	ID2	ID4	ID5	ID6	ID8	ID9	ID10	ID14
5:Del:R:3	1.89000000899578e-05	0.000158151000948906	0.0011824799940876	0.000257166998456998	0.000168175000504525	8.15999997552e-06	6.11999998164e-06	0.000137030000534417	2.85000001995e-05
5:Del:R:4	3.11000001480257e-06	8.47000005082e-05	0.000146922999265385	9.72999994162e-05	5.32000001596e-05	0.000112897999661306	7.24999997825e-06	0.000125027000487605	1.5000000105e-05
5:Del:R:5	3.13000001489777e-05	2.12000001272e-05	0.00010617399946913	0.000585017996489892	1.15000000345e-05	4.42999998671e-05	2.98999999103e-05	0.00112024200436894	9.08000006356e-05
2:Ins:R:0	0.000402036001913559	0.000331853001991118	0.00049292199753539	0.00634945396190328	0.00199838700599516	0.00191670999424987	0.00116233899651298	0.0253054580986913	0.0239422561675958
2:Ins:R:1	7.8800000375062e-06	0.00027166500162999	0.00055330199723349	0.0183876418896741	0.000208533000625599	0.00166181599501455	0.00210019199369942	0.0389083921517427	0.000123773000866411
2:Ins:R:2	0.000221347001053539	0.00103534100621205	0.000266334998668325	0.00720795195675229	0.000790414002371242	0.000304585999086242	0.000760940997717177	0.026205652102202	0.00111419900779939
2:Ins:R:3	0.000514268002447746	0.000381326002287956	0.00013779399931103	0.00117229199296625	0.000499074001497222	0.000177582999467251	0.000351634998945095	0.000280060001092234	0.000871483006100381
2:Ins:R:4	0.00291310001386539	0.00197742301186454	7.18999996405e-05	6.87999995872e-05	0.000189469000568407	1.65999999502e-05	3.06999999079e-05	8.420000032838e-18	0.00297397802081785
2:Ins:R:5	0.0181215840862528	0.0136333760818003	0.000103688999481555	0.000994121994035268	0.000748642002245926	0.00176438399470685	5.40999998377e-18	8.420000032838e-18	0.000544275003809925
3:Ins:R:0	3.06000001456459e-07	5.78000003468e-05	2.62999998685e-05	0.00379247797724513	0.00121918500365755	0.000667862997996411	0.000254572999236281	0.0181039050706052	0.00662349704636448
3:Ins:R:1	0.000254695001212264	0.0012270500073623	0.000450982997745085	0.00612276096326343	0.000288615000865845	0.000671722997984831	0.000823354997529935	0.0552119082153264	0.0025232000176624
3:Ins:R:2	4.41000002099014e-05	0.00021007500126045	0.000600334996998325	0.00114346799313919	0.000746533002239599	0.000135767999592696	0.000118260999645217	0.00943203403678493	0.000204501001431507
3:Ins:R:3	0.000166702000793446	3.02000001812e-06	7.4199999629e-05	1.01999999388e-05	0.000249737000749211	3.78999998863e-05	5.17999998446e-06	0.000461099001798286	0.000327493002292451
3:Ins:R:4	8.89000004231347e-05	0.000141807000850842	7.399999963e-05	1.17999999292e-05	0.000155952000467856	0.000122040999633877	1.60999999517e-05	0.000187040000729456	0.00060186000421302
3:Ins:R:5	0.00124869600594338	0.00186470701118824	3.9599999802e-05	0.000102573999384556	1.98000000594e-05	3.65999998902e-05	5.40999998377e-18	0.000185040000721656	0.00220599701544198
4:Ins:R:0	3.31000001575451e-18	1.68000001008e-05	0.000166644999166775	0.00243918598536488	0.00146791700440375	0.000777757997666726	0.000164386999506839	0.0160034520624135	0.00594693004162851
4:Ins:R:1	0.000744381003543008	0.00120372800722237	0.00126643499366782	0.00361229797832621	0.000476283001428849	0.0011039009966883	0.000715564997853305	0.0746160922910027	0.00132692600928848
4:Ins:R:2	7.55000003593551e-05	1.22000000732e-05	9.8399999508e-05	0.000376458997741246	0.000528663001585989	7.98999997603e-05	4.23999998728e-05	0.00409088201595444	8.45000005915e-05
4:Ins:R:3	0.000157544000749857	0.000134169000805014	5.24999997375e-05	1.86999998878e-06	0.000334824001004472	8.57999997426e-06	2.14999999355e-05	0.000239052000932303	0.000713852004996964
4:Ins:R:4	0.000319653001521443	0.00024938500149631	0.000146910999265445	6.40999996154e-06	5.6000000168e-05	0.000205514999383455	5.40999998377e-18	0.00228049200889392	0.00166501001165507
4:Ins:R:5	0.00100132000476595	0.00219354501316127	0.000135204999323975	0.000635976996184138	0.000106861000320583	0.000885224997344325	2.17999999346e-06	0.0138029770538316	0.000274449001921143
5:Ins:R:0	3.31000001575451e-18	3.9500000237e-18	8.5799999571e-05	0.00475007097149957	0.00871678102615034	0.000318328999045013	0.000165845999502462	0.0492106131919214	0.00271214101898499
5:Ins:R:1	0.0014431260068688	0.000135658000813948	0.00213585198932074	0.00479343097123941	0.00540564301621693	0.00976111397071666	0.00125399599623801	0.278059972084434	0.0264555251851887
5:Ins:R:2	0.000254832001212916	5.53000003318e-06	0.000222026998889865	0.000298795998207224	0.00132184300396553	0.000101152999696541	0.000102848999691453	0.00922198903596576	0.000488313003418191
5:Ins:R:3	0.000237087001128456	9.77000005862e-05	7.58999996205e-06	0.000165545999006724	2.88000000864e-05	7.08999997873e-05	8.01999997594e-05	0.00366078901427708	0.000103831000726817
5:Ins:R:4	0.000261865001246391	2.1500000129e-06	2.52999998735e-05	0.000126706999239758	4.83000001449e-05	6.73999997978e-06	5.04999998485e-05	0.00334072001302881	0.000157593001103151
5:Ins:R:5	0.00011983400057037	0.000115629000693774	0.000160228999198855	0.000626341996241948	6.17000001851e-05	0.000190550999428347	9.88999997033e-06	0.0027405910106883	2.15000001505e-05
2:Del:M:1	0.0011978150057012	0.000175553001053318	0.188997489055013	0.0286879458278723	0.000632866001898598	0.00491367198525898	0.00390097198829708	0.000638138002488738	0.00264092501848648
3:Del:M:1	8.1900000389817e-05	5.46000003276e-07	0.00703415596482922	0.0131571469210571	0.000990097002970291	0.00929033697212899	0.00301132799096602	0.00396085401544733	0.00157517301102621
3:Del:M:2	0.00147959300704237	0.00294406301766438	0.049416600752917	0.00900420994597474	0.00443363001330089	0.00430269298709192	0.00154330199537009	0.0193041640752862	0.00323693502265854
4:Del:M:1	8.38000003988604e-05	0.00014700500088203	0.0109817189450914	0.00873220194760679	0.00274539500823619	0.00580955098257135	0.00192772099421684	0.000179039000698252	8.2000000574e-06
4:Del:M:2	0.000145479000692432	0.000550614003303684	0.0294838768525806	0.00604718696371688	0.00868271002604813	0.00159158699522524	0.00329744799010766	0.000387083001509624	0.000950493006653451
4:Del:M:3	0.000160684000764803	0.000693566004161396	0.0488666397556668	0.00344244197934535	0.00477309401431928	0.00109834199670497	0.00254407899236776	8.220000032058e-05	0.00223043401561304
5:Del:M:1	8.16000003883891e-07	0.000624963003749778	0.000453120997734395	0.00861707294829756	0.0710665792131997	0.280724260157827	3.53999998938e-05	0.00133028700518812	0.00655170604586194
5:Del:M:2	2.38000001132801e-10	0.000117708000706248	0.00013623199931884	0.00785102095289387	0.253108347759325	0.12361016262917	0.000221235999336292	0.000124027000483705	0.00449863403149044
5:Del:M:3	2.33000001109003e-12	5.67000003402e-05	0.00111223599443882	0.00715797495705215	0.216806032650418	0.0461304078616088	0.000570906998287279	5.650000022035e-05	0.00140448700983141
5:Del:M:4	3.88000001846752e-05	0.000462842002777052	0.00365294598173527	0.00249254898504471	0.120483943361452	0.0163672559508982	0.000448307998655076	0.000104022000405686	0.000100143000701001
5:Del:M:5	0.000665116003165733	0.00236731901420391	4.5599999772e-05	0.0011123669933258	0.099282999297849	0.0128148819615554	5.40999998377e-18	0.0414089311614948	0.000931512006520584
