Sample,SBS1,SBS2,SBS3,SBS5,SBS13,SBS17a,SBS17b,SBS18,SBS28,SBS40
Eso-AdenoCA::S.24,1702.760874374933,0.0,0.0,7851.014176331627,0.0,13444.441985688918,10588.253900134017,5501.378826442034,2211.7157669788025,0.0
Eso-AdenoCA::S.25,1653.103518335846,0.0,0.0,0.0,0.0,11863.44125107606,3605.6529492483974,2425.26158273763,0.0,10917.763624040957
Eso-AdenoCA::S.26,1141.699429117522,0.0,0.0,9168.904154678403,846.7057062258585,5246.814188211088,7040.821042126462,0.0,0.0,16081.941610256528
Eso-AdenoCA::S.27,3070.9999252793696,1088.5507058168857,5034.062885859994,0.0,0.0,9003.685285154803,1325.2124231231633,0.0,813.5830158282374,0.0
Eso-AdenoCA::S.28,0.0,3205.1843290724237,0.0,0.0,0.0,0.0,17806.7788372637,0.0,0.0,14218.356676623163
Eso-AdenoCA::S.29,2509.3583407981555,1557.174081320265,0.0,3121.135808662445,0.0,0.0,1847.8746303136377,0.0,0.0,0.0
Eso-AdenoCA::S.30,1658.5981282832313,431.4402943197599,0.0,0.0,0.0,3980.3758339885417,1997.424164383255,1179.0927077817055,545.6343972605521,10033.09113037987
Eso-AdenoCA::S.31,1335.0474089927275,0.0,0.0,17109.770041087428,0.0,2885.5667186782316,12561.873401063061,3152.7989120807038,1601.7284060077254,0.0
Eso-AdenoCA::S.32,0.0,0.0,0.0,0.0,0.0,16885.174680026557,14930.205321760533,0.0,0.0,15300.365319076911
Eso-AdenoCA::S.33,563.6727784108795,0.0,0.0,6183.3453727518845,0.0,1900.8667988029376,488.13024116355484,1818.5308989236678,0.0,0.0
Eso-AdenoCA::S.34,912.6158774710292,0.0,0.0,0.0,0.0,1260.3161792807757,6840.077448569749,0.0,0.0,0.0
Eso-AdenoCA::S.35,2102.505936321119,0.0,0.0,0.0,1060.205668466348,5149.845847907736,1778.2159595332027,0.0,0.0,14247.549014145687
Eso-AdenoCA::S.36,0.0,0.0,0.0,27127.428971929934,0.0,9720.044642983434,6254.646044855475,0.0,0.0,15289.373920424332
Eso-AdenoCA::S.37,1142.714643276268,0.0,9934.408185809503,0.0,0.0,0.0,5149.1442330566415,1867.8282701902117,0.0,20657.878881439436
Eso-AdenoCA::S.38,2492.3141434371782,0.0,0.0,11448.087158312326,0.0,0.0,8191.892431906193,0.0,0.0,6484.629709518596
Eso-AdenoCA::S.39,3544.8617106667193,0.0,0.0,4424.886383569959,0.0,0.0,0.0,0.0,0.0,15234.397141114268
Eso-AdenoCA::S.40,1091.4087125401297,0.0,0.0,0.0,0.0,1547.8599474596808,11839.15875421546,0.0,0.0,0.0
Eso-AdenoCA::S.41,1071.961277047187,3390.01981825766,9423.301850987094,5960.506178614077,0.0,685.2821912282121,2447.9158429266495,0.0,0.0,7227.651625771357
Eso-AdenoCA::S.42,2034.999199462435,0.0,0.0,16599.173558077586,0.0,2578.696768721086,1024.0600912008313,0.0,0.0,0.0
Eso-AdenoCA::S.43,2799.442330978503,0.0,0.0,6294.56935471196,0.0,0.0,1445.5358871758908,0.0,0.0,14378.405155294136
Eso-AdenoCA::S.44,0.0,0.0,0.0,6489.702560424751,0.0,0.0,10933.45501546883,0.0,0.0,0.0
Eso-AdenoCA::S.45,3088.4651052321883,0.0,0.0,13773.287743629913,0.0,4865.506397913115,16049.058796975021,2777.306040139264,7523.247126262838,0.0
Eso-AdenoCA::S.46,1097.0571757855498,0.0,0.0,7952.441808777674,0.0,2428.854676644913,6634.319124213381,0.0,0.0,3439.8659160512366
Eso-AdenoCA::S.47,1959.2916553709067,0.0,0.0,0.0,1772.5336375614847,5413.062570089598,9080.955119645072,0.0,0.0,0.0
Eso-AdenoCA::S.48,470.432562272379,0.0,0.0,3228.4615395347555,0.0,1469.9241069560574,3083.8388746949117,0.0,0.0,4051.8481584096776
Eso-AdenoCA::S.49,1318.1133376948208,0.0,0.0,35629.4289636151,0.0,4637.6591736674345,5990.055003058262,0.0,0.0,0.0
Eso-AdenoCA::S.50,0.0,0.0,0.0,8636.287867882847,0.0,6270.601592830479,26429.963751047224,7485.843398963867,0.0,0.0
Eso-AdenoCA::S.51,1417.0819836494543,0.0,0.0,18959.662574996535,985.9871579618746,6968.726113758801,1500.0086836192029,7748.795361827334,0.0,0.0
Eso-AdenoCA::S.52,1664.3838146145326,0.0,0.0,13485.549215814961,2845.037319982807,13471.275222952247,13751.276289492396,4780.923381644013,0.0,0.0
Eso-AdenoCA::S.53,1467.607373068524,0.0,0.0,6382.193895329843,0.0,9906.205500393597,5414.254502659235,0.0,0.0,13503.56507429321
Eso-AdenoCA::S.54,1144.4514686149444,0.0,0.0,0.0,1633.287227674643,0.0,12815.350233492009,0.0,0.0,0.0
Eso-AdenoCA::S.55,0.0,0.0,0.0,14599.773578930304,0.0,989.4278756285323,9563.483733687457,0.0,3506.0139234163366,0.0
Eso-AdenoCA::S.56,1498.4418504721532,0.0,0.0,7413.038823636276,934.8223627395739,1029.475772239305,724.7008565418352,0.0,0.0,0.0
Eso-AdenoCA::S.57,3342.2132677091304,0.0,0.0,0.0,0.0,2595.4032186612935,2965.491693367936,0.0,0.0,0.0
Eso-AdenoCA::S.58,2885.6534665854674,0.0,0.0,0.0,0.0,3456.571936180764,9117.710476547989,0.0,3413.7139974762435,15651.04707684678
Eso-AdenoCA::S.59,0.0,0.0,0.0,15776.761462612578,0.0,1920.67163767444,17873.485704735718,2780.2981090086564,0.0,0.0
Eso-AdenoCA::S.60,1300.485080287705,0.0,0.0,5893.307263479814,0.0,12853.603117389384,3150.6775442478042,3987.7715263420673,0.0,0.0
Eso-AdenoCA::S.61,5082.53615576626,0.0,5022.83277903066,0.0,0.0,11097.226117599808,6036.807671247134,0.0,0.0,0.0
Eso-AdenoCA::S.62,2418.2735994385966,1090.44181540589,0.0,0.0,0.0,7087.741309357617,4782.953211746809,0.0,0.0,0.0
Eso-AdenoCA::S.63,1609.5914172031264,0.0,3004.7178654133286,0.0,0.0,2658.320518667108,7330.070949188163,1760.031231872938,0.0,0.0
Eso-AdenoCA::S.64,985.4915988967285,837.8875095117572,0.0,3626.5603615710756,0.0,0.0,14930.791879246231,0.0,0.0,0.0
Eso-AdenoCA::S.65,490.7899481675845,310.78526871475043,0.0,9191.899043940177,0.0,0.0,2180.5166516343174,0.0,0.0,4633.707874330359
Eso-AdenoCA::S.66,1794.7999179413398,1963.2322160265553,0.0,15295.603178634121,0.0,1915.919214154635,11665.425812192972,0.0,0.0,0.0
Eso-AdenoCA::S.67,1503.8711383205136,0.0,22349.576936696332,0.0,0.0,3005.4945436251123,21197.918092550473,0.0,0.0,0.0
Eso-AdenoCA::S.68,1808.9870715389652,808.8695016224216,0.0,5115.974512327673,0.0,4094.496227185506,6087.654451080612,0.0,0.0,15621.935789926094
Eso-AdenoCA::S.69,1760.0716911076847,0.0,0.0,0.0,0.0,10104.16473382153,0.0,0.0,0.0,7579.33326111976
Eso-AdenoCA::S.70,2547.15853461574,0.0,0.0,5526.771459410744,1877.241122631813,7139.60544629169,14187.712892397923,0.0,2844.3003427074696,0.0
Eso-AdenoCA::S.71,727.5156024518078,331.1440020214066,0.0,0.0,0.0,1965.349084018217,3536.6656765923594,4906.765523898201,0.0,7044.950677009947
Eso-AdenoCA::S.72,3141.1184371406466,0.0,0.0,6690.129327405856,0.0,19281.289001364203,5818.602821651236,0.0,0.0,0.0
Eso-AdenoCA::S.73,1288.618611250199,0.0,0.0,0.0,0.0,1191.492900001956,9085.296688102799,1651.111464079971,0.0,14327.966523882247
Eso-AdenoCA::S.74,1649.7346174833083,0.0,0.0,0.0,0.0,12615.193682144993,0.0,0.0,0.0,16742.680681850154
Eso-AdenoCA::S.75,1604.6342625794287,0.0,0.0,0.0,0.0,18024.592939023434,1069.214035114315,0.0,0.0,0.0
Eso-AdenoCA::S.76,2391.6804135837237,664.8047363935591,0.0,0.0,0.0,0.0,999.731731818413,0.0,0.0,8313.713470416626
Eso-AdenoCA::S.77,1991.236645829289,0.0,6545.3684200259795,3213.0520583646044,0.0,3351.837739507363,700.4400986280832,0.0,0.0,0.0
Eso-AdenoCA::S.78,1200.6085613299447,0.0,0.0,16357.729125053398,0.0,0.0,0.0,0.0,0.0,14109.517444361394
Eso-AdenoCA::S.79,2790.2476524528115,619.2056174940864,0.0,5024.7994285208415,0.0,1248.5558840194449,4078.3683992407114,0.0,0.0,11996.746175060674
Eso-AdenoCA::S.80,1414.8232982548636,0.0,0.0,6641.758283154585,0.0,2209.3036541271113,9983.340302193474,3826.207400372856,1904.7867093838245,10556.518707725965
Eso-AdenoCA::S.81,0.0,0.0,18146.9623044344,0.0,0.0,19600.473517644266,2331.8585367753926,0.0,0.0,0.0
Eso-AdenoCA::S.82,3087.2397169984133,0.0,0.0,9772.836585964744,0.0,1172.2187866352674,4766.889837381039,0.0,625.2907513207202,6992.845135647278
Eso-AdenoCA::S.83,0.0,0.0,0.0,16223.173725523337,0.0,0.0,12674.813897432363,0.0,0.0,0.0
Eso-AdenoCA::S.84,0.0,0.0,0.0,0.0,0.0,2939.893226641548,36730.85140194671,0.0,0.0,15367.838916727591
Eso-AdenoCA::S.85,0.0,0.0,0.0,8600.206243604005,0.0,3018.5229342397915,31375.41098848499,0.0,0.0,0.0
Eso-AdenoCA::S.86,0.0,0.0,0.0,26674.750938245583,0.0,0.0,14521.946518765171,0.0,0.0,0.0
Eso-AdenoCA::S.87,4288.742831501837,1862.2761239420968,0.0,7716.230376625288,0.0,3104.4380169057094,16623.761282382085,4611.326047777331,0.0,0.0
Eso-AdenoCA::S.88,694.8479811987478,0.0,0.0,7731.065993705509,0.0,2890.046459638551,683.8487245992662,3411.0953504865897,0.0,0.0
Eso-AdenoCA::S.89,1635.8959944571152,0.0,13851.517310723822,0.0,0.0,885.9786471492529,10483.569279599236,0.0,828.2433195780231,10737.77299701196
Eso-AdenoCA::S.90,0.0,0.0,0.0,24012.350468450495,1792.993638946542,3345.6816958224713,15661.206798810346,6468.369523649424,0.0,0.0
Eso-AdenoCA::S.91,2299.8783454172153,0.0,0.0,11164.073580450937,0.0,0.0,0.0,0.0,0.0,4919.133467917336
Eso-AdenoCA::S.92,1365.7838287581255,0.0,0.0,18546.077652577653,0.0,8206.757971631188,9660.685078868659,0.0,0.0,0.0
Eso-AdenoCA::S.93,705.6341639018842,0.0,0.0,4150.709127919433,0.0,0.0,1786.8036072413213,3078.596967078837,0.0,20072.439550977226
Eso-AdenoCA::S.94,0.0,1364.492784788834,0.0,23430.706847457226,0.0,1423.7136578316392,9572.16761337224,6149.859690938646,0.0,0.0
Eso-AdenoCA::S.95,1465.852850467636,0.0,0.0,0.0,0.0,327.73745214627377,301.17248501509374,0.0,0.0,13449.45941230244
Eso-AdenoCA::S.96,1462.6602898134288,1190.1141191071592,0.0,0.0,0.0,7519.9165940134835,0.0,0.0,0.0,15579.372666424471
Eso-AdenoCA::S.97,3057.5985291754564,0.0,0.0,0.0,0.0,4936.2853756069535,4188.91202754006,0.0,0.0,10076.809046820237
Eso-AdenoCA::S.98,3113.2510815717883,0.0,0.0,0.0,667.9076283421595,3188.7183015103374,3196.44046034823,1588.6474490037417,472.98664522059937,4595.878895637683
Eso-AdenoCA::S.99,1346.1859660324865,0.0,7629.408104202139,7469.766398923005,0.0,5063.135264807149,0.0,3355.3176118159204,0.0,9469.256049334319
Eso-AdenoCA::S.100,1318.1979367909778,0.0,0.0,12260.667877056869,0.0,3384.113313188279,2719.173829454778,4990.777109208495,0.0,0.0
