Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Breast-AdenoCA::S.53	670	0.991	156.825	23.407%	37.508	14.203%	0.08243	0.991
Breast-AdenoCA::S.54	416	0.934	212.653	51.119%	49.831	36.068%	0.24731	0.926
Breast-AdenoCA::S.55	291	0.955	159.869	54.938%	57.297	36.602%	0.2549	0.955
Breast-AdenoCA::S.56	393	0.875	177.637	45.2%	62.962	49.61%	0.21189	0.859
Breast-AdenoCA::S.57	362	0.989	85.705	23.675%	19.372	15.572%	0.10872	0.988
Breast-AdenoCA::S.58	250	0.99	64.714	25.886%	14.673	14.735%	0.33822	0.989
Breast-AdenoCA::S.59	418	0.952	160.326	38.356%	29.587	31.49%	0.1933	0.938
Breast-AdenoCA::S.60	698	0.909	341.743	48.96%	119.826	53.971%	0.23921	0.902
Breast-AdenoCA::S.61	74	0.997	19.734	26.668%	6.669	13.518%	0.17292	0.997
Breast-AdenoCA::S.62	293	0.957	99.165	33.845%	23.877	29.164%	0.14266	0.949
Breast-AdenoCA::S.63	1128	0.943	416.116	36.89%	124.944	33.451%	0.13099	0.935
Breast-AdenoCA::S.64	372	0.953	186.954	50.256%	45.612	32.059%	0.62983	0.949
Breast-AdenoCA::S.65	782	0.923	339.994	43.477%	89.45	43.183%	0.19954	0.91
Breast-AdenoCA::S.66	358	0.984	127.852	35.713%	30.811	23.645%	0.15711	0.983
Breast-AdenoCA::S.67	596	0.931	258.332	43.344%	53.829	36.672%	0.17748	0.913
Breast-AdenoCA::S.68	97	0.939	46.786	48.233%	10.499	37.473%	0.26276	0.93
Breast-AdenoCA::S.69	358	0.978	101.258	28.284%	23.08	20.817%	0.13129	0.975
Breast-AdenoCA::S.70	146	0.983	51.304	35.14%	10.004	18.488%	0.25139	0.981
Breast-AdenoCA::S.71	375	0.852	239.077	63.754%	59.526	53.992%	0.51396	0.827
Breast-AdenoCA::S.72	708	0.871	393.64	55.599%	130.345	49.17%	0.3088	0.858
Breast-AdenoCA::S.73	298	0.987	79.513	26.682%	19.826	16.469%	0.12971	0.986
Breast-AdenoCA::S.74	507	0.995	119.515	23.573%	21.593	11.928%	0.09986	0.995
Breast-AdenoCA::S.75	427	0.961	151.606	35.505%	36.106	29.602%	0.15551	0.955
Breast-AdenoCA::S.76	213	0.977	100.248	47.065%	29.929	31.407%	0.32519	0.977
Breast-AdenoCA::S.77	218	0.969	98.192	45.042%	23.6	36.057%	1.2574	0.969
Breast-AdenoCA::S.78	505	0.99	127.827	25.312%	30.796	14.213%	0.12896	0.989
Breast-AdenoCA::S.79	404	0.987	90.961	22.515%	17.475	15.996%	0.09523	0.985
Breast-AdenoCA::S.80	370	0.996	74.434	20.117%	15.774	9.641%	0.0899	0.996
Breast-AdenoCA::S.81	753	0.967	224.171	29.77%	51.662	25.567%	0.15826	0.961
Breast-AdenoCA::S.82	943	0.923	418.588	44.389%	130.072	43.744%	0.23416	0.915
Breast-AdenoCA::S.83	139	0.977	49.93	35.921%	11.416	21.57%	0.23116	0.975
Breast-AdenoCA::S.84	277	0.981	87.856	31.717%	15.853	19.921%	0.15625	0.978
Breast-AdenoCA::S.85	655	0.968	215.044	32.831%	52.901	25.907%	0.27668	0.963
Breast-AdenoCA::S.86	648	0.971	187.727	28.97%	49.786	24.763%	0.08492	0.967
Breast-AdenoCA::S.87	319	0.965	103.859	32.558%	29.709	26.87%	0.12089	0.961
Breast-AdenoCA::S.88	307	0.991	107.321	34.958%	20.456	14.456%	0.20716	0.99
Breast-AdenoCA::S.89	504	0.962	187.471	37.197%	55.904	31.349%	0.19925	0.959
Breast-AdenoCA::S.90	611	0.977	184.613	30.215%	40.152	23.493%	0.17347	0.974
Breast-AdenoCA::S.91	119	0.994	35.724	30.02%	9.04	13.46%	0.21993	0.994
Breast-AdenoCA::S.92	310	0.953	131.637	42.464%	35.709	38.6%	0.23169	0.949
Breast-AdenoCA::S.93	28	0.999	5.094	18.193%	2.288	8.468%	0.10055	0.999
Breast-AdenoCA::S.94	1273	0.969	347.697	27.313%	92.987	24.915%	0.09925	0.964
Breast-AdenoCA::S.95	937	0.973	304.675	32.516%	82.956	26.063%	0.13432	0.971
Breast-AdenoCA::S.96	328	0.968	109.946	33.52%	22.759	25.297%	0.15778	0.962
Breast-AdenoCA::S.97	1381	0.968	483.899	35.04%	119.998	25.716%	0.16062	0.964
Breast-AdenoCA::S.98	832	0.943	407.818	49.017%	109.555	41.079%	0.41045	0.938
Breast-AdenoCA::S.99	381	0.957	137.361	36.053%	41.73	29.202%	0.15754	0.953
Breast-AdenoCA::S.100	407	0.949	137.272	33.728%	33.385	31.449%	0.14009	0.938
