Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Lung-AdenoCA::S.42	14266	0.992	2246.848	15.75%	699.323	13.188%	0.02012	0.991
Lung-AdenoCA::S.43	84471	0.969	15938.543	18.869%	2922.957	24.689%	0.03199	0.934
Lung-AdenoCA::S.44	188486	0.982	37303.705	19.791%	6281.993	19.303%	0.03238	0.972
Lung-AdenoCA::S.45	26319	0.987	3820.087	14.515%	558.51	16.317%	0.01897	0.967
Lung-AdenoCA::S.46	53024	0.962	13901.363	26.217%	2892.067	27.609%	0.089	0.948
Lung-AdenoCA::S.47	7818	0.964	2131.522	27.264%	1071.17	26.782%	0.05148	0.962
Lung-AdenoCA::S.48	12635	0.972	2684.159	21.244%	422.093	23.56%	0.04435	0.941
Lung-AdenoCA::S.49	41809	0.951	9591.128	22.94%	2184.156	31.019%	0.0457	0.921
Lung-AdenoCA::S.50	73828	0.964	16281.546	22.053%	3197.095	26.501%	0.04452	0.941
Lung-AdenoCA::S.51	14147	0.99	2313.276	16.352%	493.684	14.268%	0.03143	0.988
Lung-AdenoCA::S.52	5985	0.983	1576.456	26.34%	503.154	18.434%	0.07982	0.982
Lung-AdenoCA::S.53	71559	0.959	17331.687	24.22%	3819.979	28.229%	0.04073	0.942
Lung-AdenoCA::S.54	17329	0.979	3977.78	22.954%	985.496	20.662%	0.04634	0.975
Lung-AdenoCA::S.55	25886	0.984	4345.447	16.787%	785.182	17.942%	0.02228	0.975
Lung-AdenoCA::S.56	30760	0.971	6578.062	21.385%	1230.809	23.792%	0.0328	0.954
Lung-AdenoCA::S.57	546	0.94	215.185	39.411%	93.496	35.759%	0.12222	0.937
Lung-AdenoCA::S.58	64369	0.965	13135.91	20.407%	3220.597	26.154%	0.03239	0.951
Lung-AdenoCA::S.59	24719	0.967	5735.496	23.203%	780.436	25.426%	0.04167	0.895
Lung-AdenoCA::S.60	39878	0.95	9415.752	23.611%	1831.15	31.401%	0.04444	0.899
Lung-AdenoCA::S.61	1089	0.984	302.065	27.738%	48.957	18.086%	0.08988	0.98
Lung-AdenoCA::S.62	46012	0.981	7449.297	16.19%	1460.801	19.214%	0.02459	0.97
Lung-AdenoCA::S.63	75154	0.962	17475.293	23.253%	3086.224	27.305%	0.0497	0.929
Lung-AdenoCA::S.64	17473	0.985	2927.46	16.754%	432.934	17.01%	0.02019	0.971
Lung-AdenoCA::S.65	9785	0.97	2095.07	21.411%	316.826	24.132%	0.03614	0.928
Lung-AdenoCA::S.66	49504	0.961	11707.416	23.649%	2144.396	27.665%	0.05504	0.931
Lung-AdenoCA::S.67	22154	0.979	5438.204	24.547%	948.284	20.578%	0.05677	0.972
Lung-AdenoCA::S.68	2284	0.996	335.016	14.668%	59.153	8.928%	0.03341	0.995
Lung-AdenoCA::S.69	30351	0.955	8412.748	27.718%	1253.842	29.832%	0.05958	0.898
Lung-AdenoCA::S.70	100797	0.98	17995.739	17.853%	2874.476	19.918%	0.02446	0.959
Lung-AdenoCA::S.71	20577	0.948	5572.042	27.079%	1110.827	31.929%	0.08419	0.917
Lung-AdenoCA::S.72	22229	0.984	3763.16	16.929%	504.514	17.964%	0.02094	0.952
Lung-AdenoCA::S.73	25747	0.983	5969.839	23.187%	1066.473	18.265%	0.04236	0.979
Lung-AdenoCA::S.74	43833	0.968	9114.511	20.794%	1619.482	24.944%	0.03899	0.939
Lung-AdenoCA::S.75	113396	0.977	25094.549	22.13%	4443.935	21.38%	0.0406	0.967
Lung-AdenoCA::S.76	17068	0.995	2819.952	16.522%	428.43	9.94%	0.02831	0.994
Lung-AdenoCA::S.77	80349	0.982	12396.505	15.428%	2170.057	18.783%	0.02036	0.964
Lung-AdenoCA::S.78	38823	0.983	8001.432	20.61%	1809.59	18.268%	0.03537	0.98
Lung-AdenoCA::S.79	4094	0.994	731.48	17.867%	214.646	10.987%	0.03704	0.994
Lung-AdenoCA::S.80	16868	0.977	3755.753	22.266%	1527.627	21.493%	0.039	0.976
Lung-AdenoCA::S.81	95330	0.962	22821.725	23.94%	5201.323	27.413%	0.04569	0.949
Lung-AdenoCA::S.82	27561	0.984	4891.328	17.747%	770.345	18.047%	0.031	0.971
Lung-AdenoCA::S.83	19832	0.983	5271.484	26.581%	1224.591	20.019%	0.10298	0.982
Lung-AdenoCA::S.84	29405	0.99	4007.944	13.63%	592.296	14.032%	0.01578	0.98
Lung-AdenoCA::S.85	31832	0.972	7995.17	25.117%	1563.314	23.571%	0.05201	0.963
Lung-AdenoCA::S.86	56219	0.963	13781.562	24.514%	2635.926	27.271%	0.053	0.942
Lung-AdenoCA::S.87	18298	0.986	4224.754	23.089%	965.548	17.43%	0.04965	0.984
Lung-AdenoCA::S.88	17080	0.96	4434.947	25.966%	834.003	29.057%	0.05217	0.939
Lung-AdenoCA::S.89	38160	0.977	7151.665	18.741%	982.24	21.558%	0.02698	0.91
Lung-AdenoCA::S.90	37192	0.972	7339.081	19.733%	1063.226	23.615%	0.0319	0.902
Lung-AdenoCA::S.91	11092	0.963	2404.933	21.682%	352.811	27.011%	0.03561	0.844
Lung-AdenoCA::S.92	94645	0.932	33143.951	35.019%	5776.366	36.764%	0.14537	0.891
Lung-AdenoCA::S.93	9012	0.976	2048.461	22.73%	313.075	22.113%	0.04391	0.959
Lung-AdenoCA::S.94	55379	0.998	6833.387	12.339%	1034.96	6.67%	0.0202	0.998
Lung-AdenoCA::S.95	24904	0.954	6541.531	26.267%	1603.124	30.422%	0.05556	0.94
Lung-AdenoCA::S.96	22744	0.947	5955.6	26.185%	1131.874	32.265%	0.09261	0.906
Lung-AdenoCA::S.97	9604	0.959	2646.614	27.557%	456.454	28.604%	0.05571	0.933
Lung-AdenoCA::S.98	55964	0.976	10384.82	18.556%	1589.526	21.883%	0.02855	0.935
Lung-AdenoCA::S.99	46187	0.975	9841.399	21.308%	1682.68	22.428%	0.04476	0.958
Lung-AdenoCA::S.100	20621	0.955	5763.525	27.95%	1163.578	29.722%	0.09916	0.936
