Sample.ID,Tool,MD,SMD,sens,prec,F1,Combined,spec,scaled_L2,KL,cancer.type
Breast-AdenoCA::S.18,deconstruct_0.00,33.1750209617237,0.0835642845383469,0.8,0.8,0.8,2.51643571546165,0.666666666666667,0.960014493047358,0.116787753664742,Breast-AdenoCA
Breast-AdenoCA::S.19,deconstruct_0.00,170.424651238654,0.237691284851679,1,1,1,2.76230871514832,1,0.850786679015308,0.0765639826767772,Breast-AdenoCA
Breast-AdenoCA::S.20,deconstruct_0.00,79.9282405641174,0.3004821073839,1,0.75,0.857142857142857,2.4495178926161,0.8,0.814441567470518,0.322816505536322,Breast-AdenoCA
Breast-AdenoCA::S.21,deconstruct_0.00,6.0765939236008,0.0351248203676347,1,1,1,2.96487517963237,1,0.978417669484804,0.00220854153639362,Breast-AdenoCA
Breast-AdenoCA::S.22,deconstruct_0.00,57.4090072978818,0.181674073727474,1,1,1,2.81832592627253,1,0.898239643243111,0.0575109028836168,Breast-AdenoCA
Breast-AdenoCA::S.23,deconstruct_0.00,89.845907668404,0.100274450522772,1,0.833333333333333,0.909090909090909,2.73305888281056,0.666666666666667,0.95257495512571,0.0552539690986921,Breast-AdenoCA
Breast-AdenoCA::S.24,deconstruct_0.00,72.0771720787895,0.138343900343166,1,0.8,0.888888888888889,2.66165609965683,0.75,0.912737987147732,0.0586182773802694,Breast-AdenoCA
Breast-AdenoCA::S.25,deconstruct_0.00,250.216684378243,0.192031223621061,1,0.833333333333333,0.909090909090909,2.64130210971227,0.666666666666667,0.891743267268438,0.0784599255837698,Breast-AdenoCA
Breast-AdenoCA::S.26,deconstruct_0.00,18.070043301688,0.0856400156478104,1,0.833333333333333,0.909090909090909,2.74769331768552,0.666666666666667,0.952329486024615,0.0957249302736284,Breast-AdenoCA
Breast-AdenoCA::S.27,deconstruct_0.00,52.2313726620317,0.150090151327677,0.75,1,0.857142857142857,2.59990984867232,1,0.908585047775172,0.259350931090394,Breast-AdenoCA
Breast-AdenoCA::S.28,deconstruct_0.00,38.2851175193135,0.099961142348077,1,1,1,2.90003885765192,1,0.929333114095655,0.0496462730287687,Breast-AdenoCA
Breast-AdenoCA::S.29,deconstruct_0.00,91.594374162242,0.309440453250818,1,0.666666666666667,0.8,2.35722621341585,0.5,0.849526469902016,0.32634946452794,Breast-AdenoCA
Breast-AdenoCA::S.30,deconstruct_0.00,111.95147186635,0.221247968115315,1,1,1,2.77875203188468,1,0.870821908545454,0.0814430613992084,Breast-AdenoCA
Breast-AdenoCA::S.31,deconstruct_0.00,235.249366239536,0.901338567967569,1,0.8,0.888888888888889,1.89866143203243,0.75,0.447832755980013,0.942777860779694,Breast-AdenoCA
Breast-AdenoCA::S.32,deconstruct_0.00,173.452857815994,0.126239343388642,0.75,1,0.857142857142857,2.62376065661136,1,0.924396910966655,0.182440878025377,Breast-AdenoCA
Breast-AdenoCA::S.33,deconstruct_0.00,18.62820077418,0.221764294930714,1,0.6,0.75,2.37823570506929,0.6,0.896891994289125,0.180459051250655,Breast-AdenoCA
Breast-AdenoCA::S.34,deconstruct_0.00,117.210289050144,0.470724052410215,1,0.666666666666667,0.8,2.19594261425645,0.5,0.758632416301284,0.454589746029881,Breast-AdenoCA
Breast-AdenoCA::S.35,deconstruct_0.00,155.925114193863,0.228964925394806,1,0.833333333333333,0.909090909090909,2.60436840793853,0.666666666666667,0.874228270189625,0.150386872959372,Breast-AdenoCA
Breast-AdenoCA::S.36,deconstruct_0.00,343.164301799367,0.759213057078246,1,0.8,0.888888888888889,2.04078694292175,0.75,0.513433136725976,0.91005246750068,Breast-AdenoCA
Breast-AdenoCA::S.37,deconstruct_0.00,15.6998529762266,0.06305161837842,1,1,1,2.93694838162158,1,0.961958078318294,0.0295305210276984,Breast-AdenoCA
Breast-AdenoCA::S.38,deconstruct_0.00,120.043556781457,0.190243354645732,1,0.857142857142857,0.923076923076923,2.66689950249713,0.5,0.890455612982458,0.0828693205780725,Breast-AdenoCA
Breast-AdenoCA::S.39,deconstruct_0.00,37.8992543288398,0.0989536666549342,1,1,1,2.90104633334507,1,0.937865034216539,0.0115067436625563,Breast-AdenoCA
Breast-AdenoCA::S.40,deconstruct_0.00,172.839749486207,0.252689692231296,1,1,1,2.7473103077687,1,0.863269018676127,0.171035343361788,Breast-AdenoCA
Breast-AdenoCA::S.41,deconstruct_0.00,29.5991060578411,0.116074925717024,1,1,1,2.88392507428298,1,0.92764812283128,0.0335670337239517,Breast-AdenoCA
Breast-AdenoCA::S.42,deconstruct_0.00,17.9248886562761,0.143399109250209,1,0.8,0.888888888888889,2.65660089074979,0.75,0.918163481567485,0.0964516024237108,Breast-AdenoCA
Breast-AdenoCA::S.43,deconstruct_0.00,180.32188615807,0.441965407250171,1,0.833333333333333,0.909090909090909,2.39136792608316,0.666666666666667,0.724788323858304,0.54580864178953,Breast-AdenoCA
Breast-AdenoCA::S.44,deconstruct_0.00,23.710632789634,0.0755115693937387,1,0.8,0.888888888888889,2.72448843060626,0.75,0.959592438183748,0.00761033061455969,Breast-AdenoCA
Breast-AdenoCA::S.45,deconstruct_0.00,12.1374978845238,0.0396650257664177,1,1,1,2.96033497423358,1,0.976906952314728,0.00167950352801465,Breast-AdenoCA
Breast-AdenoCA::S.46,deconstruct_0.00,112.483318172757,0.551388814572337,1,0.833333333333333,0.909090909090909,2.281944518761,0.666666666666667,0.747093937815754,0.569038001250604,Breast-AdenoCA
Breast-AdenoCA::S.47,deconstruct_0.00,60.4303728238876,0.198132369914386,1,0.75,0.857142857142857,2.55186763008561,0.8,0.88742764963245,0.102589215006071,Breast-AdenoCA
Breast-AdenoCA::S.48,deconstruct_0.00,88.6583839560072,0.241575978081763,1,0.75,0.857142857142857,2.50842402191824,0.8,0.859638951182434,0.249617584916218,Breast-AdenoCA
Breast-AdenoCA::S.49,deconstruct_0.00,49.082450445043,0.306765315281519,1,0.666666666666667,0.8,2.35990135138515,0.5,0.828250900337992,0.34548346800782,Breast-AdenoCA
Breast-AdenoCA::S.50,deconstruct_0.00,50.5485235982572,0.128950315301677,0.666666666666667,0.5,0.571428571428571,2.03771635136499,0.6,0.93445551651543,0.320146976124854,Breast-AdenoCA
Breast-AdenoCA::S.51,deconstruct_0.00,99.2776809292702,0.0870093610247767,1,0.857142857142857,0.923076923076923,2.77013349611808,0.5,0.954532414314344,0.0251457647046022,Breast-AdenoCA
Breast-AdenoCA::S.52,deconstruct_0.00,3.2189029317944,0.0894139703276223,1,1,1,2.91058602967238,1,0.936774775248525,0.00841137174285314,Breast-AdenoCA
Breast-AdenoCA::S.53,deconstruct_0.00,120.275374780904,0.179515484747618,1,1,1,2.82048451525238,1,0.882153428060111,0.0839703792081799,Breast-AdenoCA
Breast-AdenoCA::S.54,deconstruct_0.00,68.9693041040395,0.165791596403941,0.6,1,0.75,2.43420840359606,1,0.918806089240048,0.292436297257327,Breast-AdenoCA
Breast-AdenoCA::S.55,deconstruct_0.00,22,0.0756013745704467,0.5,1,0.666666666666667,2.42439862542955,1,0.946541755374213,0.194840457906043,Breast-AdenoCA
Breast-AdenoCA::S.56,deconstruct_0.00,96.8778344996702,0.246508484731985,1,0.75,0.857142857142857,2.50349151526801,0.8,0.837813233277357,0.229894995787962,Breast-AdenoCA
Breast-AdenoCA::S.57,deconstruct_0.00,54.9821289754496,0.151884334186325,1,0.8,0.888888888888889,2.64811566581368,0.75,0.926075244797189,0.11111563962477,Breast-AdenoCA
Breast-AdenoCA::S.58,deconstruct_0.00,56.7702589499148,0.227081035799659,0.75,1,0.857142857142857,2.52291896420034,1,0.863997199328317,0.275654742890117,Breast-AdenoCA
Breast-AdenoCA::S.59,deconstruct_0.00,116.695077536952,0.279174826643425,1,0.857142857142857,0.923076923076923,2.57796803049943,0.5,0.865023303438804,0.152277973458997,Breast-AdenoCA
Breast-AdenoCA::S.60,deconstruct_0.00,42.0132222951324,0.0601908628870091,1,1,1,2.93980913711299,1,0.962927765706702,0.00650238598006279,Breast-AdenoCA
Breast-AdenoCA::S.61,deconstruct_0.00,15.0215318362832,0.202993673463286,1,0.666666666666667,0.8,2.46367299320338,0.833333333333333,0.873831555294125,0.208750806854485,Breast-AdenoCA
Breast-AdenoCA::S.62,deconstruct_0.00,145.929814139315,0.498053973171723,1,0.428571428571429,0.6,1.93051745539971,0.2,0.682927248503853,0.53186253273195,Breast-AdenoCA
Breast-AdenoCA::S.63,deconstruct_0.00,161.04406521304,0.142769561359078,0.8,1,0.888888888888889,2.65723043864092,1,0.916615058790477,0.340568443238356,Breast-AdenoCA
Breast-AdenoCA::S.64,deconstruct_0.00,43.1778384109214,0.116069458093875,1,1,1,2.88393054190613,1,0.922458872945103,0.0310551339223829,Breast-AdenoCA
Breast-AdenoCA::S.65,deconstruct_0.00,209.626821499417,0.268064989129689,1,0.833333333333333,0.909090909090909,2.56526834420364,0.666666666666667,0.853988470890975,0.226858777837538,Breast-AdenoCA
Breast-AdenoCA::S.66,deconstruct_0.00,136.317877178577,0.38077619323625,1,0.8,0.888888888888889,2.41922380676375,0.75,0.763455043194753,0.42449089265036,Breast-AdenoCA
Breast-AdenoCA::S.67,deconstruct_0.00,226.174905041993,0.379488095708042,1,1,1,2.62051190429196,1,0.770186163872385,0.276318164582672,Breast-AdenoCA
Breast-AdenoCA::S.68,deconstruct_0.00,45.8711991555677,0.472898960366678,1,0.571428571428571,0.727272727272727,2.09852961106189,0.25,0.721722911605377,0.458815838650991,Breast-AdenoCA
Breast-AdenoCA::S.69,deconstruct_0.00,48.2129200675457,0.13467296108253,1,0.666666666666667,0.8,2.53199370558414,0.5,0.935928101289963,0.107969032573386,Breast-AdenoCA
Breast-AdenoCA::S.70,deconstruct_0.00,66.2155500158603,0.453531164492194,1,0.666666666666667,0.8,2.21313550217447,0.5,0.705860299708187,0.496773972689902,Breast-AdenoCA
Breast-AdenoCA::S.71,deconstruct_0.00,59.3443804350744,0.158251681160198,1,0.833333333333333,0.909090909090909,2.67508165217314,0.666666666666667,0.922306475902372,0.129995043841899,Breast-AdenoCA
Breast-AdenoCA::S.72,deconstruct_0.00,45.7246937947627,0.0645829008400603,1,1,1,2.93541709915994,1,0.961320936234225,0.00886941724684794,Breast-AdenoCA
Breast-AdenoCA::S.73,deconstruct_0.00,31.1083001434014,0.104390268937589,1,0.666666666666667,0.8,2.56227639772908,0.5,0.945865888046271,0.0671892588594348,Breast-AdenoCA
Breast-AdenoCA::S.74,deconstruct_0.00,59.0061894332788,0.116383016633686,0.8,0.8,0.8,2.48361698336631,0.666666666666667,0.942507572580764,0.189769386633271,Breast-AdenoCA
Breast-AdenoCA::S.75,deconstruct_0.00,116.970640025358,0.273935925117933,1,0.8,0.888888888888889,2.52606407488207,0.75,0.841624785897623,0.291785880099215,Breast-AdenoCA
Breast-AdenoCA::S.76,deconstruct_0.00,54.7295339580561,0.256946168817165,1,0.6,0.75,2.34305383118284,0.6,0.864876212700147,0.288049485529233,Breast-AdenoCA
Breast-AdenoCA::S.77,deconstruct_0.00,43.0630711172622,0.19753702347368,1,1,1,2.80246297652632,1,0.869526153788446,0.0544328699500198,Breast-AdenoCA
Breast-AdenoCA::S.78,deconstruct_0.00,111.794335107095,0.221374921004149,1,0.833333333333333,0.909090909090909,2.61195841232918,0.666666666666667,0.878749960083174,0.437579068796251,Breast-AdenoCA
Breast-AdenoCA::S.79,deconstruct_0.00,58.4210626134091,0.14460659062725,1,0.833333333333333,0.909090909090909,2.68872674270608,0.666666666666667,0.925777705275119,0.0908229172079167,Breast-AdenoCA
Breast-AdenoCA::S.80,deconstruct_0.00,38.7616227138345,0.104761142469823,1,0.8,0.888888888888889,2.69523885753018,0.75,0.937051020595398,0.0137387510706191,Breast-AdenoCA
Breast-AdenoCA::S.81,deconstruct_0.00,76.454076139796,0.101532637635851,0.8,1,0.888888888888889,2.69846736236415,1,0.943662854816665,0.184866365468456,Breast-AdenoCA
Breast-AdenoCA::S.82,deconstruct_0.00,219.408091488232,0.232670298502897,1,0.833333333333333,0.909090909090909,2.60066303483044,0.666666666666667,0.852587362744387,0.112490612020873,Breast-AdenoCA
Breast-AdenoCA::S.83,deconstruct_0.00,20.3601615457601,0.146475982343598,1,1,1,2.8535240176564,1,0.902068550373531,0.0307438028088775,Breast-AdenoCA
Breast-AdenoCA::S.84,deconstruct_0.00,180.699752304805,0.652345676190632,1,0.666666666666667,0.8,2.01432099047603,0.5,0.677066705606511,0.68023921714632,Breast-AdenoCA
Breast-AdenoCA::S.85,deconstruct_0.00,114.27960830662,0.174472684437588,0.8,1,0.888888888888889,2.62552731556241,1,0.900319942926878,0.192770535879324,Breast-AdenoCA
Breast-AdenoCA::S.86,deconstruct_0.00,105.223277010429,0.162381600324735,1,0.8,0.888888888888889,2.63761839967526,0.75,0.900555624234864,0.139690306043388,Breast-AdenoCA
Breast-AdenoCA::S.87,deconstruct_0.00,26.6813846921602,0.0836407043641385,1,0.75,0.857142857142857,2.66635929563586,0.8,0.957435550360715,0.0541006379958433,Breast-AdenoCA
Breast-AdenoCA::S.88,deconstruct_0.00,61.8055604282543,0.201321043740242,1,0.666666666666667,0.8,2.46534562292642,0.5,0.894983921321478,0.115922270001965,Breast-AdenoCA
Breast-AdenoCA::S.89,deconstruct_0.00,54.7028146500722,0.108537330654905,1,1,1,2.89146266934509,1,0.942284470429423,0.0359641888552321,Breast-AdenoCA
Breast-AdenoCA::S.90,deconstruct_0.00,238.644284699082,0.390579844024684,1,1,1,2.60942015597532,1,0.754906333126036,0.263904814458084,Breast-AdenoCA
Breast-AdenoCA::S.91,deconstruct_0.00,19.9979027323526,0.168049602792879,1,0.75,0.857142857142857,2.58195039720712,0.8,0.898257958579636,0.175830037102528,Breast-AdenoCA
Breast-AdenoCA::S.92,deconstruct_0.00,143.346553102616,0.462408235814891,1,0.666666666666667,0.8,2.20425843085178,0.5,0.725863960109805,0.488339009603468,Breast-AdenoCA
Breast-AdenoCA::S.93,deconstruct_0.00,0,0,1,1,1,3,1,1,0,Breast-AdenoCA
Breast-AdenoCA::S.94,deconstruct_0.00,207.058664001286,0.162654095837617,1,1,1,2.83734590416238,1,0.903151478239344,0.0328132633336529,Breast-AdenoCA
Breast-AdenoCA::S.95,deconstruct_0.00,60.3349350080046,0.0643916061985108,1,0.8,0.888888888888889,2.73560839380149,0.75,0.9590513018137,0.0222675334133661,Breast-AdenoCA
Breast-AdenoCA::S.96,deconstruct_0.00,165.552025354274,0.504731784616688,1,0.666666666666667,0.8,2.16193488204998,0.5,0.73017125446674,0.466222786129117,Breast-AdenoCA
Breast-AdenoCA::S.97,deconstruct_0.00,117.21816662915,0.0848791937937364,1,0.714285714285714,0.833333333333333,2.62940652049198,0.333333333333333,0.965255642140705,0.0529207467080709,Breast-AdenoCA
Breast-AdenoCA::S.98,deconstruct_0.00,254.96545970627,0.306448869839267,0.666666666666667,1,0.8,2.3602177968274,1,0.815508711887625,0.592901501183805,Breast-AdenoCA
Breast-AdenoCA::S.99,deconstruct_0.00,31.1111730718916,0.0816566222359359,1,1,1,2.91834337776406,1,0.951705387024835,0.0350453001634649,Breast-AdenoCA
Breast-AdenoCA::S.100,deconstruct_0.00,78.5956791638082,0.193109776815254,1,1,1,2.80689022318475,1,0.868554949730228,0.0701972410075802,Breast-AdenoCA
ColoRect-AdenoCA::S.1,deconstruct_0.00,232.116867426526,0.128170550760092,1,1,1,2.87182944923991,1,0.919828686419322,0.0345597617776552,ColoRect-AdenoCA
ColoRect-AdenoCA::S.2,deconstruct_0.00,67.813966658725,0.0397502735396981,1,1,1,2.9602497264603,1,0.971892312026059,0.00221981282220679,ColoRect-AdenoCA
ColoRect-AdenoCA::S.3,deconstruct_0.00,376.370258710976,0.139035928596593,1,0.75,0.857142857142857,2.61096407140341,0,0.922880413509574,0.0925597883075084,ColoRect-AdenoCA
ColoRect-AdenoCA::S.4,deconstruct_0.00,33.055741766528,0.0187072675532134,1,1,1,2.98129273244679,1,0.987069815198842,0.000616435153073493,ColoRect-AdenoCA
ColoRect-AdenoCA::S.5,deconstruct_0.00,330.572523267901,0.209887316360572,1,0.75,0.857142857142857,2.54011268363943,0,0.861224086367854,0.230439247646486,ColoRect-AdenoCA
ColoRect-AdenoCA::S.6,deconstruct_0.00,240.523537961098,0.095332357495481,1,1,1,2.90466764250452,1,0.93897576943754,0.0660629227048321,ColoRect-AdenoCA
ColoRect-AdenoCA::S.7,deconstruct_0.00,48.144622098757,0.0311414114480964,1,1,1,2.9688585885519,1,0.980621985017827,0.0011576416583603,ColoRect-AdenoCA
ColoRect-AdenoCA::S.8,deconstruct_0.00,164.348336024277,0.132432180519159,1,0.75,0.857142857142857,2.61756781948084,0,0.931203153484277,0.110795209848395,ColoRect-AdenoCA
ColoRect-AdenoCA::S.9,deconstruct_0.00,81.1356921590991,0.0805716903268115,1,0.75,0.857142857142857,2.66942830967319,0,0.94909916585768,0.0789784958727473,ColoRect-AdenoCA
ColoRect-AdenoCA::S.10,deconstruct_0.00,46.9556088149779,0.0524643673910367,1,0.666666666666667,0.8,2.61420229927563,0.5,0.965313542271121,0.0473900054953925,ColoRect-AdenoCA
ColoRect-AdenoCA::S.11,deconstruct_0.00,150.872598726583,0.161880470736677,1,0.666666666666667,0.8,2.50478619592999,0.5,0.8993084490804,0.166141668398045,ColoRect-AdenoCA
ColoRect-AdenoCA::S.12,deconstruct_0.00,36.781954042472,0.0606962937994587,1,1,1,2.93930370620054,1,0.957081239061512,0.00578863614961963,ColoRect-AdenoCA
ColoRect-AdenoCA::S.13,deconstruct_0.00,111.151208762532,0.17126534478048,1,0.666666666666667,0.8,2.49540132188619,0.5,0.894948826089165,0.175242682523925,ColoRect-AdenoCA
ColoRect-AdenoCA::S.14,deconstruct_0.00,252.940809740246,0.132083973754698,1,1,1,2.8679160262453,1,0.913564900099231,0.0451142906471705,ColoRect-AdenoCA
ColoRect-AdenoCA::S.15,deconstruct_0.00,34.9769113564591,0.0242390238090499,1,1,1,2.97576097619095,1,0.984953042669191,0.000778182582747422,ColoRect-AdenoCA
ColoRect-AdenoCA::S.16,deconstruct_0.00,78.3512405399026,0.0389807166865187,1,0.666666666666667,0.8,2.62768594998015,0.5,0.975771321975842,0.026919016044134,ColoRect-AdenoCA
ColoRect-AdenoCA::S.17,deconstruct_0.00,149.614908073,0.182903310602689,1,0.666666666666667,0.8,2.48376335606398,0.5,0.877434403168908,0.189106322116389,ColoRect-AdenoCA
ColoRect-AdenoCA::S.18,deconstruct_0.00,504.550821004048,0.144529023490131,1,0.75,0.857142857142857,2.60547097650987,0,0.913720430166114,0.0480846155132791,ColoRect-AdenoCA
ColoRect-AdenoCA::S.19,deconstruct_0.00,412.08830270558,0.345132581830469,1,1,1,2.65486741816953,1,0.784657010987608,0.19796294854792,ColoRect-AdenoCA
ColoRect-AdenoCA::S.20,deconstruct_0.00,74.2374293279091,0.0583169122764407,1,1,1,2.94168308772356,1,0.960031578721006,0.00634008406119457,ColoRect-AdenoCA
ColoRect-AdenoCA::S.21,deconstruct_0.00,37.965070695808,0.0459625553218014,1,1,1,2.9540374446782,1,0.969811859255094,0.00246297858974194,ColoRect-AdenoCA
ColoRect-AdenoCA::S.22,deconstruct_0.00,141.607828094754,0.25983087723808,1,0.666666666666667,0.8,2.40683578942859,0.5,0.829107204253287,0.238793462337606,ColoRect-AdenoCA
ColoRect-AdenoCA::S.23,deconstruct_0.00,126.165453972046,0.108482763518526,1,1,1,2.89151723648147,1,0.927882081766793,0.0513745620304259,ColoRect-AdenoCA
ColoRect-AdenoCA::S.24,deconstruct_0.00,109.029295606387,0.0503832234779978,1,0.666666666666667,0.8,2.61628344318867,0.5,0.968690141413858,0.0521659092188773,ColoRect-AdenoCA
ColoRect-AdenoCA::S.25,deconstruct_0.00,86.0434138567389,0.0438326102173912,1,1,1,2.95616738978261,1,0.972310178920652,0.00347133896217237,ColoRect-AdenoCA
ColoRect-AdenoCA::S.26,deconstruct_0.00,69.83709593213,0.130050457974171,1,0.666666666666667,0.8,2.5366162086925,0.5,0.90999149150951,0.133685770756308,ColoRect-AdenoCA
ColoRect-AdenoCA::S.27,deconstruct_0.00,34.2520584458969,0.0284722015344114,1,1,1,2.97152779846559,1,0.979867113219708,0.00259100030024919,ColoRect-AdenoCA
ColoRect-AdenoCA::S.28,deconstruct_0.00,30.1318055363261,0.0371538909202541,1,1,1,2.96284610907975,1,0.973728231782823,0.00145264989760013,ColoRect-AdenoCA
ColoRect-AdenoCA::S.29,deconstruct_0.00,102.615934994814,0.0944028840798657,1,1,1,2.90559711592013,1,0.933247080503559,0.0102478889511535,ColoRect-AdenoCA
ColoRect-AdenoCA::S.30,deconstruct_0.00,38.961583350406,0.0296511288815876,1,1,1,2.97034887111841,1,0.980034025291644,0.00122085430312984,ColoRect-AdenoCA
ColoRect-AdenoCA::S.31,deconstruct_0.00,193.239104440151,0.0624762704300521,1,1,1,2.93752372956995,1,0.958361045822199,0.00714461419687563,ColoRect-AdenoCA
ColoRect-AdenoCA::S.32,deconstruct_0.00,53.5422242567425,0.0500862715217423,1,0.666666666666667,0.8,2.61658039514492,0.5,0.967813216543352,0.0518702121757851,ColoRect-AdenoCA
ColoRect-AdenoCA::S.33,deconstruct_0.00,976.153077517602,0.414326433581325,1,1,1,2.58567356641867,1,0.747677344363402,0.221957093406759,ColoRect-AdenoCA
ColoRect-AdenoCA::S.34,deconstruct_0.00,82.2400620434941,0.0572702381918482,1,0.666666666666667,0.8,2.60939642847482,0.5,0.964889086436453,0.0624667731252992,ColoRect-AdenoCA
ColoRect-AdenoCA::S.35,deconstruct_0.00,368.132060865182,0.391629851984236,1,0.666666666666667,0.8,2.27503681468243,0.5,0.747567488873795,0.403216140033436,ColoRect-AdenoCA
ColoRect-AdenoCA::S.36,deconstruct_0.00,466.726101965954,0.341673573913583,1,1,1,2.65832642608642,1,0.779497049387902,0.187810777689883,ColoRect-AdenoCA
ColoRect-AdenoCA::S.37,deconstruct_0.00,42.179180371002,0.0257033396532614,1,1,1,2.97429666034674,1,0.982192029813668,0.000879358264261987,ColoRect-AdenoCA
ColoRect-AdenoCA::S.38,deconstruct_0.00,717.86940811405,0.223705019667825,1,1,1,2.77629498033218,1,0.867780452923492,0.0900061875039832,ColoRect-AdenoCA
ColoRect-AdenoCA::S.39,deconstruct_0.00,5.20000479592409,0.00495710657380752,1,1,1,2.99504289342619,1,0.996494796326596,2.55737689115539e-05,ColoRect-AdenoCA
ColoRect-AdenoCA::S.40,deconstruct_0.00,197.201377265255,0.177819095820789,1,0.666666666666667,0.8,2.48884757084588,0.5,0.88965548977443,0.183739156552644,ColoRect-AdenoCA
ColoRect-AdenoCA::S.41,deconstruct_0.00,157.014845467832,0.119950225720269,1,0.666666666666667,0.8,2.5467164409464,0.5,0.918321648078677,0.127512124754733,ColoRect-AdenoCA
ColoRect-AdenoCA::S.42,deconstruct_0.00,426.895139942636,0.201937152290745,1,1,1,2.79806284770925,1,0.879262654408892,0.0475897761679695,ColoRect-AdenoCA
ColoRect-AdenoCA::S.43,deconstruct_0.00,463.187593644365,0.184610439874199,1,1,1,2.8153895601258,1,0.872060161848231,0.149365744306792,ColoRect-AdenoCA
ColoRect-AdenoCA::S.44,deconstruct_0.00,42.6728901921381,0.0272148534388636,1,1,1,2.97278514656114,1,0.980756192584382,0.000822665174753151,ColoRect-AdenoCA
ColoRect-AdenoCA::S.45,deconstruct_0.00,139.41670077146,0.111000557939061,1,1,1,2.88899944206094,1,0.9215107527658,0.0150543541290766,ColoRect-AdenoCA
ColoRect-AdenoCA::S.46,deconstruct_0.00,36.560552350136,0.0277394175645949,1,1,1,2.97226058243541,1,0.98038526973391,0.000832587105130613,ColoRect-AdenoCA
ColoRect-AdenoCA::S.47,deconstruct_0.00,34.170328502438,0.0438081134646641,1,1,1,2.95619188653534,1,0.969022985898146,0.00229807676798741,ColoRect-AdenoCA
ColoRect-AdenoCA::S.48,deconstruct_0.00,312.952775981121,0.12624153932276,1,1,1,2.87375846067724,1,0.910733751477449,0.0485927876252001,ColoRect-AdenoCA
ColoRect-AdenoCA::S.49,deconstruct_0.00,230,0.155615696887686,0.666666666666667,1,0.8,2.51105096977898,1,0.903680276235919,0.466429909919685,ColoRect-AdenoCA
ColoRect-AdenoCA::S.50,deconstruct_0.00,236.021190793545,0.0750703533058349,1,1,1,2.92492964669416,1,0.946917244111374,0.0111252313299033,ColoRect-AdenoCA
ColoRect-AdenoCA::S.51,deconstruct_0.00,120.474389117078,0.0913376718097635,1,1,1,2.90866232819024,1,0.935414512885525,0.0204846231788452,ColoRect-AdenoCA
