Sample,DBS2,DBS4,DBS5,DBS9
Liver-HCC::S.40,199.04162676809676,73.28051480581499,0.0,10.300940598920022
Liver-HCC::S.41,18.45983506883524,9.508977478995348,0.0,0.0
Liver-HCC::S.42,38.73664503842704,0.0,0.35642718595355166,6.180157771529141
Liver-HCC::S.43,13.952323700923658,96.69917213750148,3.505509957762813,0.0
Liver-HCC::S.44,194.17867791206152,0.0,0.0,0.0
Liver-HCC::S.45,163.71684783954294,26.477454721951478,0.0,0.0
Liver-HCC::S.46,321.9744760848791,72.73177325506883,0.0,0.0
Liver-HCC::S.47,40.940361908957854,157.05556652919054,6.293279292366185,0.0
Liver-HCC::S.48,261.3331215087495,196.92591362690706,2.444491120728001,0.0
Liver-HCC::S.49,38.29223428452668,23.431093703676733,0.0,11.750446243745552
Liver-HCC::S.50,40.68287231050985,60.179901318529694,37.30101252644523,5.853710807224204
Liver-HCC::S.51,26.704739805294654,178.15801019784226,0.0,0.0
Liver-HCC::S.52,21.973309010751418,7.126520838658487,2.3703219146798777,5.905603647728407
Liver-HCC::S.53,25.8592810889902,0.0,2.833319111714802,8.415378363031419
Liver-HCC::S.54,5.707207953967266,18.654438737475594,0.7940112399518543,9.500984414669052
Liver-HCC::S.55,143.23242462435604,3.0683052894091776,6.012464560965632,26.15818943426199
Liver-HCC::S.56,20.88069244815774,52.68795885482506,2.7156072147762456,7.8517014184518965
Liver-HCC::S.57,164.68785269364906,32.65681459056597,0.0,0.0
Liver-HCC::S.58,108.81011038175271,17.651208807185064,0.0,0.8032297555116549
Liver-HCC::S.59,18.458620940206345,24.407081401270045,1.2950013059675993,0.4752331493567692
Liver-HCC::S.60,303.40116440257515,0.0,1.9757814735561834,8.481084031285812
Liver-HCC::S.61,338.2089380448885,0.0,0.0,0.0
Liver-HCC::S.62,42.54120485721671,86.9338892009889,0.0,5.880566384990958
Liver-HCC::S.63,132.23353453242197,175.58086834424122,4.696810141344196,0.0
Liver-HCC::S.64,350.1802324281462,38.92051152664481,0.0,0.0
Liver-HCC::S.65,17.621400265702384,69.68151547395294,0.37317304948411595,0.0
Liver-HCC::S.66,151.0829361976212,23.603304977769394,0.0,2.9742353287171084
Liver-HCC::S.67,28.024979600672562,0.0,0.31601363692294,1.1982190554759689
Liver-HCC::S.68,27.182676492177603,249.9286653001764,9.073063084165225,0.0
Liver-HCC::S.69,125.13593555132226,48.50654626796792,150.77870863436885,0.07472030542640148
Liver-HCC::S.70,14.304639769222389,80.89786236485895,5.860293491033834,1.4610596104298048
Liver-HCC::S.71,276.69910529618124,0.0,0.0,0.0
Liver-HCC::S.72,200.53377914424416,29.259368805463897,0.0,0.0
Liver-HCC::S.73,85.46275949931874,9.080806762991507,0.0,4.503337341109965
Liver-HCC::S.74,4.014209944478572,47.45067208300842,3.821553485122624,6.93762338648361
Liver-HCC::S.75,267.7382399956146,62.193887989471214,2.9705314848930184,13.688478169229214
Liver-HCC::S.76,9.083479399911768,97.41039305892808,1.3050816175669766,0.0
Liver-HCC::S.77,109.43730830468805,26.256277176156,0.0,2.7521984673437245
Liver-HCC::S.78,13.58606937821013,10.718458901577266,0.5793220610416028,11.374723655927752
Liver-HCC::S.79,8.486227850038798,2.226022008923116,1.895473143123822,9.92129412084106
Liver-HCC::S.80,432.9257524838057,9.044968596642981,0.0,0.0
Liver-HCC::S.81,368.6577122702133,318.0674965013515,0.0,0.0
Liver-HCC::S.82,6.44655667924578,49.88081222966481,66.56405686599044,33.21907843817217
Liver-HCC::S.83,389.9761433110387,0.0,0.0,0.0
Liver-HCC::S.84,33.11164926706645,104.14567860010524,5.478652877427815,0.0
Liver-HCC::S.85,43.45183587297662,2.252066853557766,1.5142560503902305,0.0
Liver-HCC::S.86,291.41324280170653,35.193705830370824,0.0,0.0
Liver-HCC::S.87,47.768206495066,79.86609956495927,1.049438056115526,1.2333650542923773
Liver-HCC::S.88,20.262369007710582,0.06353779005253352,1.557267360327256,8.022721260516878
Liver-HCC::S.89,179.45582947059893,40.620236057349764,35.13802573796448,7.50367004231056
Liver-HCC::S.90,250.02712634643504,0.0,3.5212788594821327,0.0
Liver-HCC::S.91,12.604180473141348,93.071558349365,219.20628327571978,19.00998711655891
Liver-HCC::S.92,363.07492126831346,22.953366787976144,0.0,0.0
Liver-HCC::S.93,455.8248286061116,0.0,2.8953254056396105,0.0
Liver-HCC::S.94,97.0342477892597,89.9580548590289,0.764169321851868,8.26933854177962
Liver-HCC::S.95,56.43099095727591,0.6615960043527874,0.0,0.0
Liver-HCC::S.96,150.66756428904304,139.4942670970841,76.91352667015055,0.0
Liver-HCC::S.97,213.35001158153028,0.0,0.6064299451341243,0.0
Liver-HCC::S.98,79.80754369076752,129.73470493899814,0.0,0.0
Liver-HCC::S.99,101.33268157888546,71.22823732075001,0.0,36.74387889699985
