,SBS1,SBS4,SBS5,SBS9,SBS12,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS22a,SBS24,SBS29,SBS30,SBS31,SBS35,SBS40
Liver-HCC::S.22,0.0,0.0,0.0,0.0,3496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,0.0
Liver-HCC::S.23,282.0,0.0,0.0,0.0,6917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,0.0,0.0,1952.0
Liver-HCC::S.24,0.0,0.0,4344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,0.0,0.0,0.0
Liver-HCC::S.25,0.0,671.0,10804.0,0.0,2098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.26,0.0,0.0,8606.0,0.0,3133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.27,284.0,1780.0,5374.0,0.0,0.0,0.0,0.0,0.0,0.0,1389.0,0.0,0.0,0.0,396.0,0.0,0.0,0.0
Liver-HCC::S.28,0.0,0.0,6001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3139.0
Liver-HCC::S.29,0.0,0.0,6982.0,0.0,2087.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.30,0.0,0.0,1806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,0.0,0.0,0.0,0.0
Liver-HCC::S.31,0.0,0.0,0.0,0.0,4524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2422.0,0.0,0.0,0.0,0.0
Liver-HCC::S.32,0.0,0.0,4071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1815.0,0.0,0.0,0.0,4060.0
Liver-HCC::S.33,142.0,0.0,4722.0,0.0,2322.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.34,0.0,0.0,4767.0,0.0,5928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,0.0,0.0,0.0
Liver-HCC::S.35,0.0,0.0,4841.0,0.0,3932.0,1535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.37,0.0,0.0,7438.0,0.0,1759.0,742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0,1874.0,0.0
Liver-HCC::S.38,316.0,0.0,3385.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,0.0,0.0,0.0,0.0,3072.0,0.0,0.0
Liver-HCC::S.39,0.0,0.0,8768.0,0.0,0.0,0.0,0.0,0.0,897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9017.0
Liver-HCC::S.40,0.0,3366.0,11192.0,0.0,0.0,1801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.41,203.0,0.0,8455.0,0.0,4545.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.42,0.0,0.0,10506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.43,243.0,0.0,2246.0,0.0,2194.0,0.0,0.0,0.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850.0
Liver-HCC::S.44,0.0,0.0,10107.0,0.0,3382.0,2701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.45,150.0,0.0,4155.0,0.0,3853.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,0.0,432.0,0.0,0.0,0.0
Liver-HCC::S.46,0.0,4641.0,10815.0,0.0,1258.0,0.0,0.0,471.0,0.0,0.0,0.0,1855.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.47,0.0,4301.0,8640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0.0,0.0,0.0
Liver-HCC::S.48,306.0,0.0,12072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,0.0,0.0,0.0
Liver-HCC::S.49,0.0,0.0,4125.0,0.0,912.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,611.0,0.0,0.0,0.0,0.0
Liver-HCC::S.50,0.0,0.0,5955.0,0.0,0.0,2839.0,0.0,0.0,0.0,0.0,8591.0,0.0,1575.0,0.0,0.0,0.0,0.0
Liver-HCC::S.52,0.0,0.0,9818.0,0.0,1611.0,1849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8283.0
Liver-HCC::S.53,0.0,3076.0,9410.0,0.0,1113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.54,0.0,3708.0,3310.0,0.0,1979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.55,0.0,4649.0,3332.0,0.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.56,0.0,0.0,5507.0,0.0,0.0,1510.0,0.0,0.0,0.0,3266.0,0.0,0.0,2974.0,1255.0,0.0,0.0,0.0
Liver-HCC::S.57,0.0,0.0,6730.0,0.0,2330.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.58,0.0,0.0,22491.0,0.0,0.0,1129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.59,0.0,0.0,3718.0,0.0,12420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2188.0,1052.0,0.0,3779.0,0.0
Liver-HCC::S.60,0.0,2634.0,2526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.61,0.0,0.0,8112.0,0.0,6363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.62,159.0,0.0,7215.0,0.0,1510.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.63,288.0,0.0,7204.0,0.0,1361.0,0.0,0.0,0.0,0.0,0.0,0.0,924.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.64,0.0,0.0,6359.0,0.0,3874.0,834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,0.0,0.0,0.0
Liver-HCC::S.65,0.0,0.0,6968.0,0.0,1414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0
Liver-HCC::S.66,0.0,0.0,7095.0,0.0,554.0,872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.67,0.0,833.0,6876.0,0.0,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.68,384.0,1761.0,11039.0,0.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.69,0.0,0.0,7056.0,0.0,0.0,0.0,0.0,0.0,641.0,0.0,0.0,0.0,809.0,0.0,0.0,0.0,0.0
Liver-HCC::S.70,0.0,2198.0,4509.0,0.0,2529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5043.0
Liver-HCC::S.71,0.0,0.0,9361.0,0.0,5702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.72,0.0,0.0,4149.0,0.0,624.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.73,0.0,0.0,6590.0,0.0,2597.0,1587.0,0.0,0.0,0.0,0.0,0.0,0.0,2977.0,0.0,0.0,0.0,0.0
Liver-HCC::S.74,187.0,0.0,4389.0,0.0,682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.0,0.0,0.0,0.0,0.0
Liver-HCC::S.75,0.0,0.0,8706.0,0.0,2266.0,0.0,0.0,0.0,0.0,1253.0,0.0,0.0,0.0,1073.0,0.0,0.0,0.0
Liver-HCC::S.76,0.0,0.0,5967.0,0.0,1384.0,657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.0,0.0,0.0,1860.0
Liver-HCC::S.77,285.0,0.0,10808.0,0.0,1563.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.78,0.0,0.0,6875.0,0.0,713.0,786.0,0.0,0.0,711.0,0.0,0.0,457.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.79,588.0,0.0,4653.0,0.0,1538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,429.0,0.0,0.0,0.0
Liver-HCC::S.80,0.0,0.0,8854.0,0.0,0.0,1929.0,0.0,0.0,0.0,0.0,0.0,0.0,1120.0,0.0,0.0,0.0,10885.0
Liver-HCC::S.81,0.0,0.0,5146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.82,0.0,0.0,7202.0,0.0,0.0,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,0.0
Liver-HCC::S.83,0.0,0.0,7284.0,0.0,0.0,0.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,671.0,0.0,0.0
Liver-HCC::S.84,0.0,5081.0,4997.0,0.0,4860.0,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1313.0,0.0
Liver-HCC::S.85,0.0,0.0,6095.0,0.0,2736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4049.0
Liver-HCC::S.86,407.0,1039.0,1464.0,0.0,1869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.0,0.0,0.0,0.0,1696.0
Liver-HCC::S.87,316.0,0.0,19848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.88,0.0,0.0,8389.0,0.0,1387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.89,0.0,0.0,2669.0,0.0,4308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.90,203.0,0.0,8326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.91,0.0,0.0,3831.0,0.0,2680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.92,0.0,0.0,4329.0,0.0,2085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.93,0.0,0.0,6013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.0,0.0,0.0,0.0,0.0
Liver-HCC::S.94,156.0,0.0,2630.0,0.0,2403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,887.0,0.0,0.0,0.0,0.0
Liver-HCC::S.95,0.0,2142.0,0.0,0.0,2279.0,0.0,155.0,0.0,0.0,0.0,0.0,542.0,0.0,0.0,0.0,0.0,2173.0
Liver-HCC::S.96,154.0,0.0,1337.0,0.0,3699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059.0,254.0,0.0,0.0,0.0
Liver-HCC::S.97,502.0,0.0,8864.0,0.0,2377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983.0,0.0,0.0,0.0,0.0
Liver-HCC::S.98,0.0,0.0,10659.0,0.0,2306.0,0.0,0.0,0.0,0.0,0.0,3014.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.99,0.0,0.0,11055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
