"Mutation type","Eso-AdenoCA::S.1","Eso-AdenoCA::S.2","Eso-AdenoCA::S.3","Eso-AdenoCA::S.4","Eso-AdenoCA::S.5","Eso-AdenoCA::S.6","Eso-AdenoCA::S.7","Eso-AdenoCA::S.8","Eso-AdenoCA::S.9","Eso-AdenoCA::S.10","Eso-AdenoCA::S.11","Eso-AdenoCA::S.12","Eso-AdenoCA::S.13","Eso-AdenoCA::S.14","Eso-AdenoCA::S.15","Eso-AdenoCA::S.16","Eso-AdenoCA::S.17","Eso-AdenoCA::S.18","Eso-AdenoCA::S.19","Eso-AdenoCA::S.20","Eso-AdenoCA::S.21","Eso-AdenoCA::S.22","Eso-AdenoCA::S.23","Eso-AdenoCA::S.24","Eso-AdenoCA::S.25","Eso-AdenoCA::S.26","Eso-AdenoCA::S.27","Eso-AdenoCA::S.28","Eso-AdenoCA::S.29","Eso-AdenoCA::S.30","Eso-AdenoCA::S.31","Eso-AdenoCA::S.32","Eso-AdenoCA::S.33","Eso-AdenoCA::S.34","Eso-AdenoCA::S.35","Eso-AdenoCA::S.36","Eso-AdenoCA::S.37","Eso-AdenoCA::S.38","Eso-AdenoCA::S.39","Eso-AdenoCA::S.40","Eso-AdenoCA::S.41","Eso-AdenoCA::S.42","Eso-AdenoCA::S.43","Eso-AdenoCA::S.44","Eso-AdenoCA::S.45","Eso-AdenoCA::S.46","Eso-AdenoCA::S.47","Eso-AdenoCA::S.48","Eso-AdenoCA::S.49","Eso-AdenoCA::S.50","Eso-AdenoCA::S.51","Eso-AdenoCA::S.52","Eso-AdenoCA::S.53","Eso-AdenoCA::S.54","Eso-AdenoCA::S.55","Eso-AdenoCA::S.56","Eso-AdenoCA::S.57","Eso-AdenoCA::S.58","Eso-AdenoCA::S.59","Eso-AdenoCA::S.60","Eso-AdenoCA::S.61","Eso-AdenoCA::S.62","Eso-AdenoCA::S.63","Eso-AdenoCA::S.64","Eso-AdenoCA::S.65","Eso-AdenoCA::S.66","Eso-AdenoCA::S.67","Eso-AdenoCA::S.68","Eso-AdenoCA::S.69","Eso-AdenoCA::S.70","Eso-AdenoCA::S.71","Eso-AdenoCA::S.72","Eso-AdenoCA::S.73","Eso-AdenoCA::S.74","Eso-AdenoCA::S.75","Eso-AdenoCA::S.76","Eso-AdenoCA::S.77","Eso-AdenoCA::S.78","Eso-AdenoCA::S.79","Eso-AdenoCA::S.80","Eso-AdenoCA::S.81","Eso-AdenoCA::S.82","Eso-AdenoCA::S.83","Eso-AdenoCA::S.84","Eso-AdenoCA::S.85","Eso-AdenoCA::S.86","Eso-AdenoCA::S.87","Eso-AdenoCA::S.88","Eso-AdenoCA::S.89","Eso-AdenoCA::S.90","Eso-AdenoCA::S.91","Eso-AdenoCA::S.92","Eso-AdenoCA::S.93","Eso-AdenoCA::S.94","Eso-AdenoCA::S.95","Eso-AdenoCA::S.96","Eso-AdenoCA::S.97","Eso-AdenoCA::S.98","Eso-AdenoCA::S.99","Eso-AdenoCA::S.100"
"DEL_T_1_4",106,191,108,41,19,30,56,57,19,68,40,191,23,66,55,36,13,18,79,11,19,34,9,34,13,53,129,102,138,20,17,43,73,44,32,164,39,34,54,57,9,48,26,66,24,32,173,32,31,35,84,59,15,48,13,28,78,51,38,49,6,46,86,65,73,14,111,15,2,107,122,14,49,39,58,61,47,71,87,58,63,3,57,107,59,23,3,73,49,44,56,44,8,92,80,101,20,105,7,35
"DEL_T_1_5+",486,1048,1014,31,243,492,421,610,30,544,77,929,690,167,284,134,676,663,460,3,26,614,325,145,316,289,1595,486,1224,517,249,180,537,1137,428,764,742,176,187,1082,230,435,215,1005,944,193,2740,660,576,781,421,333,783,1734,389,295,701,147,412,183,35,64,1553,816,798,42,3866,636,116,818,649,161,118,242,288,499,1252,904,352,338,963,43,874,2143,762,409,38,339,80,1077,39,417,103,1272,781,1396,925,1410,124,263
"INS_C_1_0",506,0,0,0,0,42,64,0,0,0,1,0,0,44,55,100,0,0,151,0,46,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,266,1,0,54,0,0,26,481,0,1,171,0,2,0,103,0,0,199,0,15,0,0,0,1,0,0,9,2,0,227,70,186,0,29,0,12,0,0,532,127,0,0,199,672,102,0,238,1,11,0,91,0,1,0,23,0,44,0,1,0,0,0,0,401
"INS_C_1_1",15,2,3,0,0,0,1,1,0,0,2,0,0,1,2,5,1,0,10,1,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,11,1,0,4,0,0,3,6,0,0,5,0,1,1,7,2,0,5,0,2,0,0,0,1,0,1,1,1,3,10,2,4,0,0,0,0,0,0,6,5,1,0,3,3,1,0,12,0,0,0,3,2,0,0,3,0,1,0,1,0,1,0,0,5
"INS_C_1_2",5,2,1,0,0,0,1,0,2,0,1,2,0,0,0,2,0,0,3,0,0,0,0,1,2,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,1,6,4,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,1,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,3,0,0,0,2,0,0,0,0,1
"INS_C_1_3",3,1,0,0,0,1,1,1,1,1,1,4,2,2,0,3,1,2,3,0,0,0,0,0,0,0,2,3,2,1,0,0,0,2,0,0,1,4,0,1,0,1,0,1,3,0,1,0,0,1,2,1,0,1,1,1,0,1,0,2,0,1,6,2,2,2,0,1,0,0,3,0,1,0,6,1,0,2,2,6,1,0,0,3,3,1,0,0,1,0,6,2,0,2,0,2,0,0,0,2
"INS_C_1_4",5,1,3,0,2,1,5,2,2,5,0,2,2,1,8,2,2,1,3,2,0,6,3,1,0,9,3,12,6,2,0,2,0,3,5,7,3,2,1,1,11,5,1,6,9,0,3,1,0,1,3,1,6,3,1,1,8,3,4,3,2,0,12,9,1,2,4,5,0,3,3,2,7,0,8,2,7,5,2,7,2,0,6,3,6,2,1,2,0,3,5,5,1,2,2,12,6,13,0,7
"INS_C_1_5+",39,46,24,4,11,5,34,20,31,14,13,21,31,20,14,25,9,31,23,11,8,47,16,3,14,9,20,37,6,2,16,11,14,8,5,15,6,7,5,18,43,15,13,12,36,2,32,13,4,11,23,25,7,17,19,16,22,6,31,47,5,12,55,81,64,10,21,15,2,18,18,12,38,6,27,32,37,33,5,51,6,8,29,42,24,14,28,12,4,15,49,16,20,34,8,66,44,59,25,19
"INS_T_1_0",25,4,10,4,2,5,14,0,4,13,8,6,1,10,15,19,0,4,23,0,3,3,0,3,5,2,4,6,2,2,2,3,7,3,1,5,10,4,5,14,0,1,2,15,3,5,19,2,0,2,26,7,6,13,0,3,2,5,4,8,0,8,10,6,9,26,8,12,0,15,8,1,3,1,12,9,5,9,13,34,12,3,18,13,5,1,3,3,3,3,4,5,8,4,10,16,2,4,0,16
"INS_T_1_1",26,5,16,3,0,3,4,0,8,11,5,3,0,8,1,12,0,0,2,4,0,0,0,11,3,0,4,0,7,0,0,2,7,13,1,4,3,8,1,0,0,0,0,4,0,11,2,0,5,0,45,9,1,0,0,1,1,5,0,16,0,11,4,1,14,1,0,2,0,3,3,0,3,0,0,2,5,0,2,2,5,0,1,6,0,0,2,1,8,3,11,0,0,0,4,0,0,0,0,17
"INS_T_1_2",21,4,24,1,0,0,21,0,22,18,38,19,2,20,0,5,0,0,22,6,0,0,0,5,11,1,16,2,5,1,0,0,11,26,0,9,1,23,9,1,2,0,11,11,2,10,2,0,4,1,49,11,4,5,0,19,2,2,0,49,0,10,2,3,17,4,0,1,0,8,0,0,0,1,2,1,11,0,0,5,18,0,4,13,1,0,0,9,32,22,21,0,0,2,6,0,2,1,0,17
"INS_T_1_3",39,12,8,0,1,0,19,7,10,18,14,28,3,6,0,8,1,0,13,6,2,4,3,13,3,1,16,6,9,1,4,2,7,12,0,11,1,17,11,2,17,3,6,8,3,12,1,3,3,2,18,14,2,7,0,12,9,3,7,75,1,11,5,5,9,2,2,3,1,8,10,3,9,1,7,5,11,4,1,12,24,2,7,21,1,2,2,3,13,31,24,1,0,5,17,13,5,3,1,12
"INS_T_1_4",27,23,12,3,10,9,22,7,9,9,8,23,11,19,7,8,2,7,12,23,9,35,5,9,12,9,17,8,17,1,0,5,7,10,11,23,10,29,9,14,3,6,11,18,14,14,8,25,15,8,64,32,6,13,19,12,30,14,21,29,16,16,19,32,43,6,3,5,4,11,25,10,10,2,23,8,13,23,8,19,14,11,11,11,18,3,7,10,7,19,58,33,4,21,8,45,18,13,14,22
"INS_T_1_5+",896,151,483,143,214,88,609,400,1085,146,251,464,189,374,94,820,285,672,1734,719,406,287,369,155,273,163,1322,693,230,33,80,191,225,344,291,641,303,663,42,122,756,217,191,697,492,520,153,636,268,274,639,512,254,357,709,1173,531,571,325,616,573,683,512,781,1308,536,42,240,36,110,243,421,1437,158,1100,385,274,520,368,2551,114,223,691,1275,565,204,995,158,31,306,2228,915,194,496,18,1856,394,453,1028,730
"DEL_repeats_2_0",12,19,22,10,0,1,15,0,12,12,23,8,0,12,0,11,0,0,20,0,5,0,0,11,25,6,8,3,16,1,3,17,2,4,2,24,0,13,16,1,1,3,18,9,0,10,4,1,22,0,25,12,6,3,1,15,0,86,2,23,0,12,4,4,15,1,2,24,0,10,5,3,3,0,0,10,5,0,25,25,6,1,2,11,2,0,11,3,26,9,27,0,1,3,8,23,1,0,0,8
"DEL_repeats_2_1",25,25,18,4,2,5,14,1,15,11,51,38,3,11,5,11,2,2,17,2,4,5,2,3,19,61,5,8,15,13,0,14,41,17,1,44,3,12,21,2,0,24,16,11,4,3,12,2,80,0,45,22,5,1,4,8,5,73,5,51,0,22,7,5,14,5,8,69,0,5,14,2,0,0,6,14,12,6,35,20,10,1,7,14,5,4,7,15,26,11,40,5,34,6,9,63,6,3,4,12
"DEL_repeats_2_2",12,15,14,0,3,0,1,0,3,3,4,8,3,6,4,6,0,4,3,0,1,3,2,1,2,5,4,2,6,4,4,3,2,7,0,8,0,2,1,1,3,14,3,3,1,2,3,2,24,2,21,2,2,4,3,1,4,41,1,3,1,2,7,2,3,0,1,15,0,2,4,0,1,0,6,5,4,2,34,15,7,0,5,8,5,1,7,6,3,2,11,2,6,6,2,20,1,4,0,4
"DEL_repeats_2_3",0,2,1,0,2,0,0,0,2,0,8,1,2,1,0,1,0,0,3,0,0,1,0,0,1,1,0,0,0,1,0,2,1,0,0,3,1,0,1,3,0,1,3,2,1,0,2,1,2,1,3,1,0,1,1,1,2,2,1,2,0,0,3,3,0,0,3,3,0,1,2,0,1,0,0,0,2,2,5,3,5,0,2,2,2,0,1,1,3,2,1,2,4,2,0,8,0,0,0,0
"DEL_repeats_2_4",2,3,2,0,0,1,1,0,1,1,1,2,3,1,2,0,0,0,1,0,0,1,1,0,0,0,1,0,2,1,0,0,0,2,0,0,1,1,0,1,0,3,0,0,0,0,2,1,3,0,4,1,0,1,1,0,7,4,0,0,0,1,0,0,1,0,0,2,0,1,3,0,1,0,1,4,0,1,0,1,0,0,0,1,0,3,0,1,0,0,1,1,1,1,0,2,4,1,0,0
"DEL_repeats_2_5+",26,6,6,0,0,0,9,0,12,6,35,14,0,3,0,2,0,0,10,0,0,0,0,16,4,0,6,0,8,0,0,0,3,4,0,7,0,5,3,0,0,0,15,4,0,8,0,0,2,0,25,16,0,0,0,4,0,3,0,8,0,5,2,1,14,0,0,0,0,4,1,0,0,0,0,0,7,0,0,0,4,0,1,3,0,0,1,10,9,6,15,0,0,0,8,0,0,0,0,4
"DEL_repeats_3_0",19,12,6,0,0,3,3,0,14,3,20,8,0,6,1,1,0,0,8,1,1,0,0,4,5,1,23,0,10,0,0,1,4,12,0,9,2,15,8,0,1,2,5,0,0,9,1,0,4,0,5,4,1,0,0,3,0,6,0,20,0,12,1,2,23,0,0,0,1,9,0,0,0,0,1,0,1,0,0,1,4,0,7,14,1,0,1,2,13,3,9,0,1,1,12,4,2,0,0,17
"DEL_repeats_3_1",13,17,5,0,2,5,11,6,11,20,19,6,4,12,12,8,0,8,10,2,6,13,6,3,9,14,5,11,7,3,4,14,5,14,2,22,10,7,6,13,8,22,11,5,9,6,7,3,24,4,37,14,3,17,8,8,7,124,3,19,3,13,12,4,13,4,16,17,2,8,12,3,3,2,13,25,12,6,20,32,10,7,20,14,13,3,3,13,7,11,19,13,10,6,2,43,6,10,2,14
"DEL_repeats_3_2",3,5,1,1,3,0,4,3,1,3,6,7,3,9,6,0,2,0,5,1,1,5,1,1,3,7,0,1,2,4,1,2,3,2,1,10,4,2,2,2,3,5,3,1,3,5,4,1,7,0,1,3,4,4,7,2,2,11,2,0,0,1,1,1,7,0,10,1,0,4,2,0,3,2,5,5,4,2,14,5,1,2,4,9,7,2,10,4,3,2,2,5,8,4,1,10,11,1,1,2
"DEL_repeats_3_3",1,4,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,0,0,1,0,2,3,1,0,2,1,0,6,0,1,0,0,1,0,1,0,2,0,0,1,0,0,1,6,0,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,2,0,1,2,0,0,0,1,2,2,0,0,2,2,1,0,2,2,1,1,1,2,1,0,1
"DEL_repeats_3_4",13,3,1,0,0,0,4,0,0,5,2,9,0,1,0,1,0,0,2,0,0,0,0,3,3,0,4,0,3,0,0,0,2,2,0,2,0,1,0,0,0,0,5,2,0,3,0,0,3,0,11,6,3,0,0,1,0,0,0,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,2,1,1,10,0,0,0,1,0,0,0,0,2
"DEL_repeats_3_5+",2,3,2,0,0,0,4,0,2,5,9,8,0,6,0,0,0,0,3,0,0,0,0,6,2,0,7,0,4,1,0,0,4,1,0,3,0,8,6,0,0,0,2,3,0,4,0,0,2,0,25,11,0,0,0,1,0,1,0,25,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,5,0,0,1,0,0,0,0,4,7,20,0,0,0,5,1,0,0,0,8
"DEL_repeats_4_0",19,5,8,0,0,1,12,0,0,8,7,7,0,7,0,4,0,0,6,3,0,0,0,5,2,0,2,0,3,1,0,0,5,5,0,3,0,6,3,0,0,2,0,3,0,1,0,0,1,0,14,1,1,0,0,2,0,4,0,5,0,1,1,0,4,1,0,1,1,2,1,0,1,0,0,1,8,0,0,3,4,0,2,2,0,0,0,6,8,5,5,0,1,0,5,7,2,0,0,9
"DEL_repeats_4_1",7,9,4,4,1,1,4,3,1,4,6,3,3,4,5,0,6,2,2,0,3,2,1,0,8,14,4,7,6,7,1,6,6,1,5,24,3,5,2,1,2,13,9,2,0,1,1,1,18,5,12,6,3,2,4,2,3,38,1,0,0,2,6,8,4,1,2,20,0,4,8,1,1,1,1,9,5,4,15,16,3,1,2,3,7,5,11,4,4,8,7,3,13,3,3,22,7,6,0,2
"DEL_repeats_4_2",0,5,1,1,1,0,2,0,1,2,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,1,2,0,0,0,5,1,0,0,1,1,5,1,1,0,0,0,0,0,0,3,0,0,2,0,0,0,8,0,0,0,0,1,2,0,0,3,5,0,0,0,0,0,2,0,0,0,0,2,1,2,0,1,3,1,1,1,1,0,3,4,1,5,1,2,5,1,2,0,0
"DEL_repeats_4_3",0,1,2,0,0,0,1,0,1,2,2,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0,3,0,5,0,2,0,0,0,0,0,1,0,1,0,0,3,0,2,3,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,5,0,0,2,1,4,5,5,0,1,0,3,1,0,0,0,3
"DEL_repeats_4_4",2,2,3,0,0,0,2,0,3,0,7,4,0,8,0,1,0,0,2,0,0,0,0,4,2,1,1,0,2,0,0,0,5,2,0,1,0,8,2,0,0,0,0,0,0,2,0,0,2,0,18,5,1,0,0,1,0,1,0,6,0,2,2,0,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,2,1,2,0,0,0,1,0,0,0,0,9
"DEL_repeats_4_5+",1,1,3,0,0,0,1,0,0,0,4,2,1,1,2,1,0,0,1,0,0,2,0,3,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,2,0,0,2,0,0
"DEL_repeats_5+_0",63,7,14,0,1,17,16,1,3,9,18,7,0,6,2,8,0,4,49,1,2,0,0,7,9,0,8,0,7,0,0,1,9,14,0,9,3,28,12,3,0,0,6,7,0,3,2,0,7,0,41,15,0,1,0,1,0,2,0,6,0,37,1,43,17,19,0,3,0,8,4,0,0,0,0,3,27,0,4,2,6,0,37,8,0,0,2,1,11,5,58,8,0,0,4,0,32,0,0,5
"DEL_repeats_5+_1",25,13,4,0,3,2,2,5,0,3,1,3,1,7,2,1,0,3,1,0,1,1,2,0,2,3,8,4,4,2,1,1,1,2,2,0,1,0,0,5,1,7,1,5,3,0,10,3,6,3,5,1,0,9,2,2,1,8,2,2,0,2,8,5,5,0,17,4,1,6,5,1,1,1,2,3,2,4,3,2,7,0,3,6,7,3,3,3,4,8,1,2,0,2,3,16,7,11,1,2
"DEL_repeats_5+_2",0,1,2,0,0,0,0,0,1,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,0,1,2,0,2,4,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,2,0,1,4,1,1,0,2,1,0,0,0,0,1,2,2,0,1,0,0
"DEL_repeats_5+_3",0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"DEL_repeats_5+_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DEL_repeats_5+_5+",0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"INS_repeats_2_0",22,4,7,0,0,4,3,0,4,2,8,4,0,4,9,12,0,1,17,1,6,1,0,2,2,0,2,0,1,0,0,1,4,2,0,13,19,1,4,4,0,1,5,18,0,9,10,1,2,0,14,7,1,5,0,2,0,3,0,9,0,3,4,1,5,8,11,8,0,1,2,0,0,0,18,8,5,0,10,19,4,0,11,7,5,0,3,4,0,6,8,0,1,0,4,2,1,1,1,34
"INS_repeats_2_1",14,7,5,0,0,1,6,0,3,6,8,25,0,4,1,4,1,0,10,0,0,0,0,6,22,0,11,0,2,0,0,5,10,10,1,2,1,11,0,0,0,0,7,6,0,2,0,0,10,1,20,12,1,1,0,2,1,2,0,35,0,19,4,0,9,0,0,3,0,4,1,0,0,1,0,1,10,0,0,1,8,0,1,3,0,0,0,5,8,11,13,1,0,2,6,1,1,0,0,6
"INS_repeats_2_2",2,2,6,0,1,0,3,1,7,5,4,13,1,3,4,1,0,1,4,0,0,0,0,3,4,0,5,0,6,0,1,1,3,4,1,6,3,8,1,0,0,1,1,2,1,2,6,0,2,0,6,3,2,2,0,5,1,0,0,3,0,2,2,3,9,1,1,0,0,3,4,0,0,0,0,0,1,4,1,1,5,0,2,4,0,0,0,3,0,5,3,3,3,2,1,4,0,1,1,5
