,ID1,ID2,ID3,ID5,ID6,ID8,ID9
Lung-AdenoCA::S.30,152.0,36.0,3960.0,0.0,0.0,0.0,228.0
Lung-AdenoCA::S.31,151.0,0.0,1240.0,607.0,33.0,39.0,0.0
Lung-AdenoCA::S.32,167.0,0.0,672.0,0.0,0.0,59.0,433.0
Lung-AdenoCA::S.33,350.0,0.0,1083.0,208.0,0.0,0.0,0.0
Lung-AdenoCA::S.34,272.0,73.0,1305.0,0.0,0.0,46.0,0.0
Lung-AdenoCA::S.35,54.0,0.0,1128.0,0.0,173.0,59.0,0.0
Lung-AdenoCA::S.36,130.0,0.0,1398.0,0.0,736.0,0.0,297.0
Lung-AdenoCA::S.37,394.0,0.0,1370.0,256.0,0.0,0.0,0.0
Lung-AdenoCA::S.38,19.0,0.0,834.0,0.0,0.0,126.0,320.0
Lung-AdenoCA::S.39,251.0,0.0,78.0,39.0,0.0,0.0,0.0
Lung-AdenoCA::S.40,0.0,30.0,30.0,225.0,0.0,158.0,0.0
Lung-AdenoCA::S.41,60.0,37.0,70.0,156.0,0.0,68.0,0.0
Lung-AdenoCA::S.42,447.0,28.0,314.0,306.0,0.0,103.0,0.0
Lung-AdenoCA::S.43,57.0,0.0,764.0,142.0,0.0,0.0,261.0
Lung-AdenoCA::S.44,334.0,37.0,0.0,279.0,0.0,0.0,192.0
Lung-AdenoCA::S.45,133.0,144.0,65.0,222.0,0.0,0.0,0.0
Lung-AdenoCA::S.46,109.0,0.0,0.0,122.0,645.0,141.0,0.0
Lung-AdenoCA::S.47,114.0,0.0,2771.0,222.0,0.0,0.0,0.0
Lung-AdenoCA::S.48,79.0,0.0,2395.0,189.0,0.0,0.0,0.0
Lung-AdenoCA::S.49,203.0,88.0,4248.0,462.0,0.0,0.0,0.0
Lung-AdenoCA::S.50,0.0,0.0,1836.0,0.0,0.0,0.0,334.0
Lung-AdenoCA::S.51,164.0,0.0,1399.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.52,62.0,0.0,890.0,185.0,0.0,0.0,0.0
Lung-AdenoCA::S.53,174.0,0.0,74.0,180.0,1134.0,90.0,0.0
Lung-AdenoCA::S.54,56.0,0.0,127.0,344.0,0.0,0.0,0.0
Lung-AdenoCA::S.55,76.0,69.0,124.0,138.0,0.0,31.0,0.0
Lung-AdenoCA::S.56,0.0,12.0,153.0,285.0,0.0,0.0,0.0
Lung-AdenoCA::S.57,0.0,22.0,0.0,0.0,0.0,75.0,0.0
Lung-AdenoCA::S.58,106.0,0.0,221.0,345.0,0.0,0.0,0.0
Lung-AdenoCA::S.59,118.0,66.0,60.0,223.0,0.0,64.0,0.0
Lung-AdenoCA::S.60,0.0,0.0,227.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.61,0.0,37.0,95.0,0.0,0.0,0.0,47.0
Lung-AdenoCA::S.62,125.0,227.0,515.0,448.0,0.0,0.0,0.0
Lung-AdenoCA::S.63,16.0,118.0,106.0,909.0,0.0,0.0,46.0
Lung-AdenoCA::S.64,85.0,0.0,3138.0,701.0,0.0,71.0,0.0
Lung-AdenoCA::S.65,118.0,0.0,516.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.66,80.0,0.0,380.0,398.0,0.0,0.0,0.0
Lung-AdenoCA::S.67,275.0,20.0,0.0,151.0,0.0,53.0,322.0
Lung-AdenoCA::S.68,0.0,0.0,0.0,118.0,0.0,0.0,0.0
Lung-AdenoCA::S.69,136.0,0.0,211.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.70,17.0,30.0,740.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.71,113.0,0.0,74.0,155.0,0.0,46.0,0.0
Lung-AdenoCA::S.72,0.0,321.0,199.0,0.0,0.0,49.0,0.0
Lung-AdenoCA::S.73,46.0,309.0,0.0,82.0,0.0,0.0,79.0
Lung-AdenoCA::S.74,112.0,0.0,284.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.75,118.0,0.0,0.0,97.0,842.0,0.0,0.0
Lung-AdenoCA::S.76,20.0,0.0,645.0,112.0,97.0,58.0,236.0
Lung-AdenoCA::S.77,92.0,0.0,137.0,0.0,0.0,80.0,544.0
Lung-AdenoCA::S.78,217.0,0.0,43.0,118.0,0.0,49.0,0.0
Lung-AdenoCA::S.79,40.0,0.0,219.0,0.0,19.0,54.0,0.0
Lung-AdenoCA::S.80,116.0,0.0,0.0,230.0,0.0,0.0,0.0
Lung-AdenoCA::S.81,6.0,0.0,0.0,317.0,0.0,0.0,0.0
Lung-AdenoCA::S.82,54.0,0.0,116.0,369.0,299.0,0.0,0.0
Lung-AdenoCA::S.83,38.0,0.0,2427.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.84,0.0,108.0,245.0,284.0,0.0,55.0,381.0
Lung-AdenoCA::S.85,181.0,0.0,874.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.86,36.0,0.0,581.0,317.0,0.0,0.0,0.0
Lung-AdenoCA::S.87,28.0,68.0,2042.0,0.0,0.0,42.0,937.0
Lung-AdenoCA::S.88,30.0,0.0,151.0,417.0,0.0,58.0,0.0
Lung-AdenoCA::S.89,0.0,0.0,1102.0,94.0,0.0,0.0,0.0
Lung-AdenoCA::S.90,102.0,0.0,1382.0,0.0,0.0,45.0,1033.0
Lung-AdenoCA::S.91,22.0,78.0,100.0,123.0,0.0,0.0,161.0
Lung-AdenoCA::S.92,97.0,54.0,1996.0,350.0,0.0,0.0,0.0
Lung-AdenoCA::S.93,62.0,21.0,2029.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.94,126.0,0.0,975.0,297.0,0.0,0.0,0.0
Lung-AdenoCA::S.95,127.0,0.0,2337.0,0.0,0.0,44.0,0.0
Lung-AdenoCA::S.96,114.0,18.0,37.0,0.0,481.0,51.0,0.0
Lung-AdenoCA::S.97,37.0,0.0,0.0,326.0,0.0,126.0,0.0
Lung-AdenoCA::S.98,291.0,0.0,647.0,120.0,0.0,0.0,0.0
Lung-AdenoCA::S.99,0.0,0.0,1187.0,250.0,0.0,0.0,0.0
Lung-AdenoCA::S.100,71.0,0.0,2028.0,166.0,0.0,114.0,383.0
