Sample.ID,Tool,MD,SMD,sens,prec,F1,Combined,spec,scaled_L2,KL,sum_sens_spec,cancer.type
Breast-AdenoCA::S.12,deconstruct,36.7131152384288,0.28459779254596,0.8,1,0.888888888888889,2.51540220745404,1,0.867152641625919,0.453246071941515,1.8,Breast-AdenoCA
Breast-AdenoCA::S.13,deconstruct,28.1682558126295,0.176051598828934,1,1,1,2.82394840117107,1,0.901817071117582,0.0335850388258514,2,Breast-AdenoCA
Breast-AdenoCA::S.14,deconstruct,45.3703264752878,0.378086053960732,0.8,1,0.888888888888889,2.42191394603927,1,0.791046536162001,0.935129545976307,1.8,Breast-AdenoCA
Breast-AdenoCA::S.15,deconstruct,54.61678916496,0.262580717139231,0.8,1,0.888888888888889,2.53741928286077,1,0.839985078032626,0.798823589230937,1.8,Breast-AdenoCA
Breast-AdenoCA::S.16,deconstruct,35.7648686494579,0.376472301573241,0.75,1,0.857142857142857,2.37352769842676,1,0.776699464198131,0.875627362803993,1.75,Breast-AdenoCA
Breast-AdenoCA::S.17,deconstruct,13.1463239464535,0.0973801773811371,1,1,1,2.90261982261886,1,0.943410414575862,0.016356164076923,2,Breast-AdenoCA
Breast-AdenoCA::S.18,deconstruct,43.7065784016775,0.210127780777296,0.75,1,0.857142857142857,2.5398722192227,1,0.877263816860569,0.356971985126688,1.75,Breast-AdenoCA
Breast-AdenoCA::S.19,deconstruct,34,0.576271186440678,0.666666666666667,0.666666666666667,0.666666666666667,1.75706214689265,0.5,0.657229358061642,1.67243053559308,1.16666666666667,Breast-AdenoCA
Breast-AdenoCA::S.20,deconstruct,10.6583324882493,0.101507928459517,1,1,1,2.89849207154048,1,0.937116549689649,0.0113303388047073,2,Breast-AdenoCA
Breast-AdenoCA::S.21,deconstruct,75.4787392718217,0.480756301094406,0.6,1,0.75,2.11924369890559,1,0.744414265341653,1.37292045143538,1.6,Breast-AdenoCA
Breast-AdenoCA::S.22,deconstruct,53.7604960281573,0.430083968225258,0.666666666666667,1,0.8,2.23658269844141,1,0.744062082989652,0.9062000283906,1.66666666666667,Breast-AdenoCA
Breast-AdenoCA::S.23,deconstruct,64.3320908726414,0.365523243594553,0.8,1,0.888888888888889,2.43447675640545,1,0.815400989356986,0.807895107043726,1.8,Breast-AdenoCA
Breast-AdenoCA::S.24,deconstruct,62.1318853606808,0.564835321460735,0.75,1,0.857142857142857,2.18516467853927,1,0.624004249989526,1.53581464148017,1.75,Breast-AdenoCA
Breast-AdenoCA::S.25,deconstruct,63.3753132467525,0.45593750537232,0.75,1,0.857142857142857,2.29406249462768,1,0.711625198322885,1.23997465955985,1.75,Breast-AdenoCA
Breast-AdenoCA::S.26,deconstruct,50,0.381679389312977,0.5,1,0.666666666666667,2.11832061068702,1,0.776586373159182,1.04208507224732,1.5,Breast-AdenoCA
Breast-AdenoCA::S.27,deconstruct,36.7008121309796,0.370715274050299,0.8,1,0.888888888888889,2.4292847259497,1,0.7973362443809,0.942586689560479,1.8,Breast-AdenoCA
Breast-AdenoCA::S.28,deconstruct,92.2219621747334,0.731920334720106,0.6,1,0.75,1.86807966527989,1,0.593619802797028,1.63188783197344,1.6,Breast-AdenoCA
Breast-AdenoCA::S.29,deconstruct,58.4737258486863,0.400504971566345,0.5,1,0.666666666666667,2.09949502843366,1,0.777484114462519,1.11229208949745,1.5,Breast-AdenoCA
Breast-AdenoCA::S.30,deconstruct,37.2044849021461,0.453713230513977,1,1,1,2.54628676948602,1,0.729290331144364,0.224032220099787,2,Breast-AdenoCA
Breast-AdenoCA::S.31,deconstruct,101.186178239549,0.562145434664159,0.4,1,0.571428571428571,1.83785456533584,1,0.702244818428294,1.3986127697113,1.4,Breast-AdenoCA
Breast-AdenoCA::S.32,deconstruct,47.9430741950338,0.570750883274212,0.5,1,0.666666666666667,1.92924911672579,1,0.674821688212539,1.55492232231007,1.5,Breast-AdenoCA
Breast-AdenoCA::S.33,deconstruct,49.518162236701,0.707402317667157,0.75,1,0.857142857142857,2.04259768233284,1,0.586605836655985,1.7261431613957,1.75,Breast-AdenoCA
Breast-AdenoCA::S.34,deconstruct,53.7426973035438,0.285865411189063,0.6,1,0.75,2.31413458881094,1,0.849853937223931,0.78207774761532,1.6,Breast-AdenoCA
Breast-AdenoCA::S.35,deconstruct,78,0.582089552238806,0.6,1,0.75,2.01791044776119,1,0.719152927879996,1.4569143035423,1.6,Breast-AdenoCA
Breast-AdenoCA::S.36,deconstruct,27.4398111000101,0.110644399596815,1,1,1,2.88935560040319,1,0.936847006295029,0.0181135660530219,2,Breast-AdenoCA
Breast-AdenoCA::S.37,deconstruct,27.7021176174817,0.174227154826929,1,1,1,2.82577284517307,1,0.912526955072831,0.0342106085122455,2,Breast-AdenoCA
Breast-AdenoCA::S.38,deconstruct,49.8322089195299,0.327843479733749,0.666666666666667,1,0.8,2.33882318693292,1,0.804981832590886,0.506567815681635,1.66666666666667,Breast-AdenoCA
Breast-AdenoCA::S.39,deconstruct,64,0.316831683168317,0.333333333333333,1,0.5,2.01650165016502,1,0.802848438101585,0.848930033252008,1.33333333333333,Breast-AdenoCA
Breast-AdenoCA::S.40,deconstruct,79.9999999999999,1.19402985074627,0.666666666666667,0.666666666666667,0.666666666666667,1.13930348258707,0.5,0.246822341555083,2.65783510019292,1.16666666666667,Breast-AdenoCA
Breast-AdenoCA::S.41,deconstruct,39.2875259981244,0.714318654511353,1,1,1,2.28568134548865,1,0.547559409670373,0.493635945224766,2,Breast-AdenoCA
Breast-AdenoCA::S.42,deconstruct,176.210655325171,0.93729071981474,0.6,1,0.75,1.66270928018526,1,0.469694666812414,2.11005609508871,1.6,Breast-AdenoCA
Breast-AdenoCA::S.43,deconstruct,23.0595582019148,0.247952238730267,0.75,1,0.857142857142857,2.50204776126973,1,0.846484967901824,0.54216696671003,1.75,Breast-AdenoCA
Breast-AdenoCA::S.44,deconstruct,38.3634560981691,0.416994088023577,0.8,1,0.888888888888889,2.38300591197642,1,0.771489528637999,0.568466790608588,1.8,Breast-AdenoCA
Breast-AdenoCA::S.45,deconstruct,107.076073662521,0.594867075902892,0.8,1,0.888888888888889,2.20513292409711,1,0.680545111675475,1.36048644007651,1.8,Breast-AdenoCA
Breast-AdenoCA::S.46,deconstruct,22.8704661821937,0.222043360992172,0.8,1,0.888888888888889,2.57795663900783,1,0.882701854805838,0.365374804976075,1.8,Breast-AdenoCA
Breast-AdenoCA::S.47,deconstruct,24.5782045432566,0.336687733469268,0.75,1,0.857142857142857,2.41331226653073,1,0.798987486908947,0.855723992410081,1.75,Breast-AdenoCA
Breast-AdenoCA::S.48,deconstruct,35.8325405728073,0.231177681114886,0.8,1,0.888888888888889,2.56882231888511,1,0.876913121629089,0.299524990719714,1.8,Breast-AdenoCA
Breast-AdenoCA::S.49,deconstruct,52.0892115765763,0.342692181424844,0.8,1,0.888888888888889,2.45730781857516,1,0.831360021913776,0.757354728356515,1.8,Breast-AdenoCA
Breast-AdenoCA::S.50,deconstruct,16.3447147622212,0.163447147622212,1,1,1,2.83655285237779,1,0.898851431504131,0.0759670166469614,2,Breast-AdenoCA
Breast-AdenoCA::S.51,deconstruct,57.4726699766131,0.495454051522527,0.75,1,0.857142857142857,2.25454594847747,1,0.675295846071555,1.32243884057908,1.75,Breast-AdenoCA
Breast-AdenoCA::S.52,deconstruct,20,0.175438596491228,0.75,1,0.857142857142857,2.57456140350877,1,0.889943639946805,0.534878278996013,1.75,Breast-AdenoCA
Breast-AdenoCA::S.53,deconstruct,35.0560137402908,0.292133447835757,1,1,1,2.70786655216424,1,0.857925332207349,0.101714794886701,2,Breast-AdenoCA
Breast-AdenoCA::S.54,deconstruct,228.101126680401,0.958408095295803,0.2,1,0.333333333333333,1.2415919047042,1,0.472485093923925,2.1477359511322,1.2,Breast-AdenoCA
Breast-AdenoCA::S.55,deconstruct,96,0.888888888888889,0.4,1,0.571428571428571,1.51111111111111,1,0.52360651653935,1.97472132286073,1.4,Breast-AdenoCA
Breast-AdenoCA::S.56,deconstruct,35.4572579749617,0.25146991471604,0.75,1,0.857142857142857,2.49853008528396,1,0.857322991836708,0.402164863185166,1.75,Breast-AdenoCA
Breast-AdenoCA::S.57,deconstruct,43.5238429722411,0.489031943508327,0.6,1,0.75,2.11096805649167,1,0.756063249878071,1.09175607264113,1.6,Breast-AdenoCA
Breast-AdenoCA::S.58,deconstruct,50.9010097381314,0.771227420274718,0.6,1,0.75,1.82877257972528,1,0.574115392464457,1.81672072108201,1.6,Breast-AdenoCA
Breast-AdenoCA::S.59,deconstruct,11.4678214745266,0.084946825737234,1,1,1,2.91505317426277,1,0.944070829912932,0.0185860357501338,2,Breast-AdenoCA
Breast-AdenoCA::S.60,deconstruct,18.8313852841415,0.13261538932494,0.75,1,0.857142857142857,2.61738461067506,1,0.902888145654887,0.55684884339623,1.75,Breast-AdenoCA
Breast-AdenoCA::S.61,deconstruct,56,0.35,0.6,1,0.75,2.25,1,0.820197279433919,0.931592233533834,1.6,Breast-AdenoCA
Breast-AdenoCA::S.62,deconstruct,47.4714769561077,0.484402826082732,0.5,1,0.666666666666667,2.01559717391727,1,0.698714733326102,1.24678364496289,1.5,Breast-AdenoCA
Breast-AdenoCA::S.63,deconstruct,28.9402606644471,0.241168838870393,1,1,1,2.75883116112961,1,0.83591827944077,0.0993782504842704,2,Breast-AdenoCA
Breast-AdenoCA::S.64,deconstruct,57.1513304823727,0.303996438736025,0.6,1,0.75,2.29600356126398,1,0.831648235519188,1.04857936593326,1.6,Breast-AdenoCA
Breast-AdenoCA::S.65,deconstruct,46.1478390768915,0.530434931918293,0.75,0.75,0.75,1.96956506808171,0,0.701829367226693,1.17284920945175,0.75,Breast-AdenoCA
Breast-AdenoCA::S.66,deconstruct,31.3541797723376,0.222370069307359,1,1,1,2.77762993069264,1,0.895831718345918,0.0801350838089257,2,Breast-AdenoCA
Breast-AdenoCA::S.67,deconstruct,22.5711093541344,0.417983506558044,0.75,1,0.857142857142857,2.33201649344196,1,0.782976046548858,0.843017093186326,1.75,Breast-AdenoCA
Breast-AdenoCA::S.68,deconstruct,33.5060562570577,0.368198420407227,0.8,1,0.888888888888889,2.43180157959277,1,0.823687862919599,0.700883975120987,1.8,Breast-AdenoCA
Breast-AdenoCA::S.69,deconstruct,63.4626840171782,0.327127237201949,1,1,1,2.67287276279805,1,0.842249816049436,0.155517499977248,2,Breast-AdenoCA
Breast-AdenoCA::S.70,deconstruct,31.2664105953402,0.300638563416733,0.6,1,0.75,2.29936143658327,1,0.849955396985597,0.922548854575471,1.6,Breast-AdenoCA
Breast-AdenoCA::S.71,deconstruct,44.0371290345218,0.543668259685454,0.75,0.75,0.75,1.95633174031455,0,0.731389831151157,1.17706751271626,0.75,Breast-AdenoCA
Breast-AdenoCA::S.72,deconstruct,35.4014685729502,0.270240218114124,0.75,1,0.857142857142857,2.47975978188588,1,0.834357576403375,0.806956225080457,1.75,Breast-AdenoCA
Breast-AdenoCA::S.73,deconstruct,38.2514992054377,0.341531242905694,0.6,1,0.75,2.25846875709431,1,0.838972165080765,0.908835427111379,1.6,Breast-AdenoCA
Breast-AdenoCA::S.74,deconstruct,7.1141425055136,0.0646740227773964,1,1,1,2.9353259772226,1,0.962466031363363,0.00702714872132044,2,Breast-AdenoCA
Breast-AdenoCA::S.75,deconstruct,51.6568059360068,0.394326762870281,0.8,1,0.888888888888889,2.40567323712972,1,0.813792639300442,0.707029235701967,1.8,Breast-AdenoCA
Breast-AdenoCA::S.76,deconstruct,22.3500577123088,0.157394772621893,0.8,1,0.888888888888889,2.64260522737811,1,0.919391310056185,0.283802461074688,1.8,Breast-AdenoCA
Breast-AdenoCA::S.77,deconstruct,52.1985793800308,0.470257471892169,0.75,1,0.857142857142857,2.27974252810783,1,0.719752798170785,0.524883115398791,1.75,Breast-AdenoCA
Breast-AdenoCA::S.78,deconstruct,114,1.04587155963303,0.25,0.5,0.333333333333333,0.704128440366973,0,0.481045864686652,2.2528275897195,0.25,Breast-AdenoCA
Breast-AdenoCA::S.79,deconstruct,50.6499325242731,0.322611035186453,0.75,1,0.857142857142857,2.42738896481355,1,0.833950444016466,0.730486639745906,1.75,Breast-AdenoCA
Breast-AdenoCA::S.80,deconstruct,65.5912791174634,0.493167512161379,0.6,1,0.75,2.10683248783862,1,0.724453263786513,1.27042256030133,1.6,Breast-AdenoCA
Breast-AdenoCA::S.81,deconstruct,50.1605426026333,0.345934776569885,0.75,1,0.857142857142857,2.40406522343012,1,0.814671991257046,0.648584891386657,1.75,Breast-AdenoCA
Breast-AdenoCA::S.82,deconstruct,38.6844100067331,0.28655118523506,0.75,1,0.857142857142857,2.46344881476494,1,0.837829111559016,0.398425705795354,1.75,Breast-AdenoCA
Breast-AdenoCA::S.83,deconstruct,58.1610358468325,0.447392583437173,0.75,1,0.857142857142857,2.30260741656283,1,0.731384405673823,0.877406786179908,1.75,Breast-AdenoCA
Breast-AdenoCA::S.84,deconstruct,61.2676693231891,0.307877735292408,0.75,1,0.857142857142857,2.44212226470759,1,0.804802557337086,1.03680961916439,1.75,Breast-AdenoCA
Breast-AdenoCA::S.85,deconstruct,42.9495436061894,0.5237749220267,0.666666666666667,0.666666666666667,0.666666666666667,1.80955841130663,0.5,0.728728784983467,0.800887222833887,1.16666666666667,Breast-AdenoCA
Breast-AdenoCA::S.86,deconstruct,100,0.840336134453782,0.4,1,0.571428571428571,1.55966386554622,1,0.547479369654309,1.85953269436179,1.4,Breast-AdenoCA
Breast-AdenoCA::S.87,deconstruct,49.0964762959694,0.361003502176246,0.8,1,0.888888888888889,2.43899649782375,1,0.832662930545539,0.544366353924525,1.8,Breast-AdenoCA
Breast-AdenoCA::S.88,deconstruct,63.6184362284556,0.589059594707922,0.75,1,0.857142857142857,2.16094040529208,1,0.699078346296216,1.05771050908891,1.75,Breast-AdenoCA
Breast-AdenoCA::S.89,deconstruct,20.1187359854845,0.203219555408934,1,1,1,2.79678044459107,1,0.895573596484252,0.0440113446003812,2,Breast-AdenoCA
Breast-AdenoCA::S.90,deconstruct,27.4981162990832,0.151923294470073,1,1,1,2.84807670552993,1,0.899534322048045,0.0306547097302426,2,Breast-AdenoCA
Breast-AdenoCA::S.91,deconstruct,27.8834689677408,0.171064226795956,1,1,1,2.82893577320404,1,0.89720861296973,0.0500270939643609,2,Breast-AdenoCA
Breast-AdenoCA::S.92,deconstruct,38.2666013819466,0.329884494671953,0.8,1,0.888888888888889,2.47011550532805,1,0.832955051515828,0.592965692609359,1.8,Breast-AdenoCA
Breast-AdenoCA::S.93,deconstruct,23.7200952968981,0.179697691643167,1,1,1,2.82030230835683,1,0.904632912867082,0.0400590925664385,2,Breast-AdenoCA
Breast-AdenoCA::S.94,deconstruct,39.5548361224747,0.28662924726431,1,1,1,2.71337075273569,1,0.853764273506405,0.0927410512067813,2,Breast-AdenoCA
Breast-AdenoCA::S.95,deconstruct,47.5729991292034,0.380583993033627,1,1,1,2.61941600696637,1,0.798939120170717,0.175142544918578,2,Breast-AdenoCA
Breast-AdenoCA::S.96,deconstruct,39.5499968511648,0.290808800376212,0.8,1,0.888888888888889,2.50919119962379,1,0.845136407860907,0.215140214506416,1.8,Breast-AdenoCA
Breast-AdenoCA::S.97,deconstruct,17.0479115106638,0.126280826004917,0.75,1,0.857142857142857,2.62371917399508,1,0.930161304855628,0.108064501354935,1.75,Breast-AdenoCA
Breast-AdenoCA::S.98,deconstruct,95.3008742098894,1.02474058290204,0.666666666666667,0.666666666666667,0.666666666666667,1.3085927504313,0.5,0.391483641051958,2.30076348853433,1.16666666666667,Breast-AdenoCA
Breast-AdenoCA::S.99,deconstruct,23.4124373677038,0.196743171157175,0.8,1,0.888888888888889,2.60325682884283,1,0.899823808968483,0.307093356640682,1.8,Breast-AdenoCA
Breast-AdenoCA::S.100,deconstruct,20.3267924527085,0.173733268826568,1,1,1,2.82626673117343,1,0.893600218051785,0.0398489414757687,2,Breast-AdenoCA
ColoRect-AdenoCA::S.1,deconstruct,43.144650306987,0.362560086613336,0.5,0.666666666666667,0.571428571428571,1.80410658005333,0.75,0.802422305778534,0.459013621014352,1.25,ColoRect-AdenoCA
ColoRect-AdenoCA::S.2,deconstruct,162,1.48623853211009,0.666666666666667,0.5,0.571428571428571,0.680428134556575,0.6,0.111608611653694,2.99916237521669,1.26666666666667,ColoRect-AdenoCA
ColoRect-AdenoCA::S.3,deconstruct,66.8379303809327,0.491455370448035,0.5,0.5,0.5,1.50854462955197,0.5,0.775221419747841,0.951137173121657,1,ColoRect-AdenoCA
ColoRect-AdenoCA::S.4,deconstruct,53.6745462015713,0.501631272911881,1,0.8,0.888888888888889,2.29836872708812,0.75,0.699214793451696,0.416348589384053,1.75,ColoRect-AdenoCA
ColoRect-AdenoCA::S.5,deconstruct,9.9143567647898,0.132191423530531,0.75,1,0.857142857142857,2.61780857646947,1,0.929059369153252,0.305386075263211,1.75,ColoRect-AdenoCA
ColoRect-AdenoCA::S.6,deconstruct,129.33709711774,0.49745037352977,0.6,1,0.75,2.10254962647023,1,0.704666552948211,0.462403407188033,1.6,ColoRect-AdenoCA
ColoRect-AdenoCA::S.7,deconstruct,86.6241939923306,0.573670158889607,0.5,0.5,0.5,1.42632984111039,0.5,0.740405541343125,1.16717640501766,1,ColoRect-AdenoCA
ColoRect-AdenoCA::S.8,deconstruct,41.999931408952,0.320610163427115,0.6,1,0.75,2.27938983657289,1,0.847847319997678,0.737347694722971,1.6,ColoRect-AdenoCA
ColoRect-AdenoCA::S.9,deconstruct,13.4139979778653,0.169797442757789,0.666666666666667,1,0.8,2.49686922390888,1,0.891431574243854,0.541374468675355,1.66666666666667,ColoRect-AdenoCA
ColoRect-AdenoCA::S.10,deconstruct,87.972717129773,0.22499416145722,0.25,1,0.4,2.02500583854278,1,0.869398471321056,0.546750662728436,1.25,ColoRect-AdenoCA
ColoRect-AdenoCA::S.11,deconstruct,125.546368618673,0.350688180499087,0.4,0.666666666666667,0.5,1.71597848616758,0.666666666666667,0.823286312029298,0.588008559325883,1.06666666666667,ColoRect-AdenoCA
ColoRect-AdenoCA::S.12,deconstruct,39.392885948892,0.358117144989927,0.333333333333333,1,0.5,1.97521618834341,1,0.784387767402796,1.05803707487826,1.33333333333333,ColoRect-AdenoCA
ColoRect-AdenoCA::S.13,deconstruct,40.7331801615593,0.306264512492927,0.5,1,0.666666666666667,2.19373548750707,1,0.819765145098007,0.966607799517422,1.5,ColoRect-AdenoCA
ColoRect-AdenoCA::S.14,deconstruct,11.6592478237805,0.259094396084011,0.666666666666667,1,0.8,2.40757227058266,1,0.817415817717043,0.952207300682929,1.66666666666667,ColoRect-AdenoCA
ColoRect-AdenoCA::S.15,deconstruct,264,1.25714285714286,0.5,1,0.666666666666667,1.24285714285714,1,0.312901705950179,2.60446720017294,1.5,ColoRect-AdenoCA
ColoRect-AdenoCA::S.16,deconstruct,131.018689401706,0.413308168459641,0.4,0.666666666666667,0.5,1.65335849820703,0.666666666666667,0.786916418696218,0.994063646225702,1.06666666666667,ColoRect-AdenoCA
ColoRect-AdenoCA::S.17,deconstruct,19.5897513915745,0.283909440457601,1,1,1,2.7160905595424,1,0.806901608479946,0.115380504850779,2,ColoRect-AdenoCA
ColoRect-AdenoCA::S.18,deconstruct,53.0633691728524,0.325542142164739,0.8,0.8,0.8,2.27445785783526,0.666666666666667,0.853805290615991,0.613756630951402,1.46666666666667,ColoRect-AdenoCA
ColoRect-AdenoCA::S.19,deconstruct,17.6716597102733,0.196351774558592,0.75,1,0.857142857142857,2.55364822544141,1,0.896016647842743,0.40661815611345,1.75,ColoRect-AdenoCA
ColoRect-AdenoCA::S.20,deconstruct,60,0.606060606060606,0.75,0.75,0.75,1.89393939393939,0.75,0.625939303879204,1.78310971598404,1.5,ColoRect-AdenoCA
ColoRect-AdenoCA::S.21,deconstruct,68,0.731182795698925,0.75,0.75,0.75,1.76881720430108,0.75,0.559637117542425,1.9547320567261,1.5,ColoRect-AdenoCA
ColoRect-AdenoCA::S.22,deconstruct,58.6764266589893,0.188065470060863,0.4,1,0.571428571428571,2.21193452993914,1,0.89534655932461,0.224976899428003,1.4,ColoRect-AdenoCA
ColoRect-AdenoCA::S.23,deconstruct,41.6766166809718,0.320589359084398,0.5,0.666666666666667,0.571428571428571,1.84607730758227,0.75,0.824714991363282,1.04579085757574,1.25,ColoRect-AdenoCA
ColoRect-AdenoCA::S.24,deconstruct,2.5358775509156,0.0347380486426795,1,1,1,2.96526195135732,1,0.978725354272704,0.00137902255617643,2,ColoRect-AdenoCA
ColoRect-AdenoCA::S.25,deconstruct,33.0759483012589,0.167898214727203,0.5,1,0.666666666666667,2.3321017852728,1,0.913878294904013,0.410092686637241,1.5,ColoRect-AdenoCA
ColoRect-AdenoCA::S.26,deconstruct,20,0.714285714285715,0.5,0.333333333333333,0.4,1.11904761904762,0.666666666666667,0.553562385520608,2.00905682681959,1.16666666666667,ColoRect-AdenoCA
ColoRect-AdenoCA::S.27,deconstruct,185.865987303858,0.801146496999388,0.5,0.666666666666667,0.571428571428571,1.36552016966728,0.75,0.577803948647752,1.06041154839969,1.25,ColoRect-AdenoCA
ColoRect-AdenoCA::S.28,deconstruct,17.9230014295891,0.119486676197261,0.5,1,0.666666666666667,2.38051332380274,1,0.934117241242738,0.32773314304342,1.5,ColoRect-AdenoCA
ColoRect-AdenoCA::S.29,deconstruct,70.8180688170025,0.296309911368211,0.5,1,0.666666666666667,2.20369008863179,1,0.817703815209632,0.717662616968103,1.5,ColoRect-AdenoCA
ColoRect-AdenoCA::S.30,deconstruct,12.6013678919703,0.101623934612664,1,1,1,2.89837606538734,1,0.947553112677097,0.018124868245872,2,ColoRect-AdenoCA
ColoRect-AdenoCA::S.31,deconstruct,14.5062938573141,0.127248191730825,1,1,1,2.87275180826918,1,0.912794451461606,0.0511750373065177,2,ColoRect-AdenoCA
ColoRect-AdenoCA::S.32,deconstruct,2.92962782623586,0.183101739139741,1,1,1,2.81689826086026,1,0.870527518607239,0.0368964411371901,2,ColoRect-AdenoCA
ColoRect-AdenoCA::S.33,deconstruct,62.8056787693665,0.550927006748829,0.75,0.75,0.75,1.94907299325117,0.75,0.732230713796775,1.2879722516108,1.5,ColoRect-AdenoCA
ColoRect-AdenoCA::S.34,deconstruct,26.9781920333919,0.212426708924346,0.666666666666667,1,0.8,2.45423995774232,1,0.873305656132405,0.535556850243202,1.66666666666667,ColoRect-AdenoCA
ColoRect-AdenoCA::S.35,deconstruct,19.8879098100241,0.0662930327000803,0.75,1,0.857142857142857,2.68370696729992,1,0.961955989299868,0.112626592821926,1.75,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.1,deconstruct,1028.68803072245,0.584149932267149,1,1,1,2.41585006773285,1,0.584606299040018,0.341618420762936,2,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.2,deconstruct,951.659387245087,0.626091702134926,1,1,1,2.37390829786507,1,0.557146070031219,0.382611490566815,2,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.3,deconstruct,24.9925719808805,0.124962859904402,1,0.5,0.666666666666667,2.3750371400956,0.857142857142857,0.911637914365133,0.128400084822274,1.85714285714286,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.4,deconstruct,423.500082815304,0.282145291682414,1,0.5,0.666666666666667,2.21785470831759,0.857142857142857,0.800493150971508,0.286161959809936,1.85714285714286,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.5,deconstruct,4422.76315610462,1.01114841246105,1,1,1,1.98885158753895,1,0.284488814393188,0.860110834137268,2,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.6,deconstruct,1055.4067851997,0.3577650119321,0.5,0.5,0.5,1.6422349880679,0.833333333333333,0.788619195594317,0.916369318378804,1.33333333333333,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.7,deconstruct,688.305457886493,0.408975316628932,0.5,0.333333333333333,0.4,1.4243580167044,0.666666666666667,0.75114268459619,1.39896561701959,1.16666666666667,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.8,deconstruct,0,0,1,1,1,3,1,1,0,2,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.9,deconstruct,2954,0.619417068567834,0.5,1,0.666666666666667,1.88058293143217,1,0.562005990432992,1.6752069894491,1.5,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.10,deconstruct,517.953182787704,0.169431855671477,1,1,1,2.83056814432852,1,0.880193585905678,0.0399058228757115,2,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.11,deconstruct,960.98019754436,0.483633717938782,1,0.666666666666667,0.8,2.18303294872788,0.833333333333333,0.703835875202544,0.384964759800309,1.83333333333333,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.12,deconstruct,13.235809297305,0.0259525672496176,1,1,1,2.97404743275038,1,0.980693916734052,0.000749569509746905,2,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.13,deconstruct,2270,1.60310734463277,0.5,1,0.666666666666667,0.896892655367232,1,-0.13356807435979,3.04776540948789,1.5,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.14,deconstruct,230.069682901884,0.223803193484323,1,0.5,0.666666666666667,2.27619680651568,0.857142857142857,0.84174724423603,0.227997997648983,1.85714285714286,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.15,deconstruct,157.815099851223,0.206024934531623,1,0.5,0.666666666666667,2.29397506546838,0.857142857142857,0.847647364934827,0.156389727003511,1.85714285714286,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.16,deconstruct,182.73362805725,0.0477360574862199,1,1,1,2.95226394251378,1,0.95226394251378,0,2,ColoRect-AdenoCA
