Sample.ID,Tool,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS9,SBS10a,SBS10b,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22a,SBS22b,SBS24,SBS26,SBS28,SBS29,SBS30,SBS31,SBS35,SBS37,SBS39,SBS40,SBS40a,SBS40b,SBS40c,SBS41,SBS44,SBS38
Breast-AdenoCA::S.12,deconstruct,806.350767006949,489.488385370185,1157.50327122672,0,732.297113595798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.13,deconstruct,0,2732.5028124791,0,0,0,0,0,0,0,0,0,0,0,0,0,2088.27698824681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848.353755212096,0,0,0,768.485570364231,0,0
Breast-AdenoCA::S.14,deconstruct,0,0,0,0,4007.24279025361,0,0,0,0,0,0,0,0,0,0,1519.6696517981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.15,deconstruct,783.395809711624,6395.8864860586,0,0,2610.05996696324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.16,deconstruct,305.314822924069,0,0,0,893.666593691467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.17,deconstruct,649.773184890517,0,0,0,1462.61637818906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602.255094872469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.18,deconstruct,0,0,0,0,1878.97439015312,0,0,0,0,0,0,0,0,0,0,377.182153192751,0,0,0,0,0,1265.12673474359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.19,deconstruct,239.202558718602,0,416.575967958079,0,2847.98228283596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.20,deconstruct,0,0,2254.02860419316,0,844.21045558742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.21,deconstruct,0,854.097836124662,0,0,3519.25482898071,0,0,0,0,0,0,0,0,0,0,1108.37458059296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.22,deconstruct,0,0,0,0,2272.73273546077,0,0,0,0,0,0,488.315797487849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.23,deconstruct,0,952.63886775982,2999.29226240038,0,3624.25708363157,0,0,0,0,0,0,0,0,0,0,2257.45413320049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.24,deconstruct,566.624305232503,3544.91760964329,0,0,1013.40545597088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623.052629153328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.25,deconstruct,563.435931895721,1249.90807399447,0,0,2423.65599410981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.26,deconstruct,0,1611.1616214115,0,0,1428.98903905572,0,0,0,0,0,0,0,0,0,0,1999.23790612409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.27,deconstruct,1026.17065668918,1204.20330518622,1241.68751159462,0,0,0,0,0,0,0,0,0,0,0,0,1440.00703228989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966.795349396615,0,0,0,0,0,0
Breast-AdenoCA::S.28,deconstruct,597.512130610862,0,3339.57228712459,0,1730.80091787246,0,0,0,0,0,0,0,0,0,0,2500.15593205166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.313529748518,0,0,0,0,0,0
Breast-AdenoCA::S.29,deconstruct,510.449548232832,0,0,0,4463.00484680447,0,0,0,0,0,0,0,0,0,0,989.645802195189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550.9524041514,0,0
Breast-AdenoCA::S.30,deconstruct,0,762.164793955456,0,0,3346.05004804716,0,0,0,0,0,0,0,0,0,0,4980.45708304318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763.269778338838,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.31,deconstruct,488.339402375401,325.432682889884,0,0,1593.07281603012,0,0,0,0,0,0,0,0,0,0,847.806161101524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538.348937603071,0,0,0,0,0,0
Breast-AdenoCA::S.32,deconstruct,283.788043249394,0,0,0,2487.46862546252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.743331288085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.33,deconstruct,529.59146348733,0,0,0,1046.97748987103,0,0,0,0,0,0,0,0,0,0,1236.22146020229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.34,deconstruct,571.419448393505,0,0,0,2907.1790585915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.35,deconstruct,125.037299488868,0,0,0,1371.223758524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.141617580504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.36,deconstruct,0,0,3473.28581575793,0,2166.29755997126,0,0,0,0,0,0,0,0,0,0,1379.5440731421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.24820913978,0,0,0,0,0,0
Breast-AdenoCA::S.37,deconstruct,0,2792.98479849039,3066.63503441623,0,1801.94371682818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762.315689070603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858.543984765727,0,0,0,0,0,0
Breast-AdenoCA::S.38,deconstruct,849.061655418725,147.755176778556,0,0,726.416838812662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.766328990057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.39,deconstruct,0,0,3229.21033632147,0,2650.54084298525,0,0,0,0,0,0,7278.64507693982,0,0,0,3345.38863926202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.40,deconstruct,421.512978532447,252.918892802161,0,0,1656.69599040892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.41,deconstruct,0,0,7769.72714946899,0,4224.34223196376,0,0,0,0,0,999.413259170915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.42,deconstruct,432.982698891124,0,0,0,4137.35190719627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631.172577547629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.43,deconstruct,0,0,2711.71405283107,0,959.768885126053,0,0,0,0,0,0,0,0,0,0,767.113575631648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.44,deconstruct,0,5182.87468211037,0,0,3662.86588332955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.45,deconstruct,672.428396089714,0,0,0,715.360881422754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.46,deconstruct,0,828.584184700351,5698.26015621441,0,3242.70869144605,0,0,0,0,0,0,0,0,0,0,958.885196643497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.47,deconstruct,1332.67751295571,0,5656.60105682267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.48,deconstruct,0,0,1360.21498804462,0,2454.33745063063,0,0,0,0,0,632.733318600977,0,0,0,0,2172.67783105799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839.432764326849,0,0,0,0,0,0
Breast-AdenoCA::S.49,deconstruct,0,8362.61868498792,0,0,0,0,0,0,0,0,0,0,0,0,0,4582.29234296483,0,0,0,0,0,1325.92203085435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.50,deconstruct,0,2417.52770316019,7104.95585852416,0,1074.97355271792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123.35776488747,0,0
Breast-AdenoCA::S.51,deconstruct,0,521.037107416224,0,0,3404.22455791558,0,0,0,0,0,0,0,0,0,0,611.84154197348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.440690103474,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.52,deconstruct,0,4349.37126144323,5353.7226413967,0,1293.77373841799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678.66186875712,0,0,0,0,0,0
Breast-AdenoCA::S.53,deconstruct,356.910723792927,0,0,0,1734.45858308428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.54,deconstruct,0,3223.79544706432,9987.70901447575,0,1791.69058496058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.55,deconstruct,0,2888.10388532305,3716.38952007539,0,0,0,0,0,0,0,0,0,0,0,0,1077.09741001343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019.71926798721,0,0,0,0,0,0
Breast-AdenoCA::S.56,deconstruct,344.488756424246,171.034426827039,0,0,908.515551593853,0,0,0,0,0,0,0,0,0,0,275.961265154861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.57,deconstruct,306.144945060881,562.231452243839,0,0,1342.91616963593,0,0,0,0,0,0,0,0,0,0,1107.74032019132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678.149435236527,0,0,0,0,0,0
Breast-AdenoCA::S.58,deconstruct,0,0,8069.40611555505,0,1522.66264982774,0,0,0,0,0,0,0,0,0,0,5858.67379369098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.59,deconstruct,510.098174865422,0,0,0,2074.59918000462,0,0,0,0,0,0,0,0,0,0,2923.30264512996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.60,deconstruct,0,1169.57472273079,0,0,0,0,0,0,0,0,0,0,0,0,0,14474.0555782005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.61,deconstruct,0,671.286797810296,0,0,2591.6080207697,0,0,0,0,0,0,0,0,0,0,2103.37764798687,0,0,0,0,4144.53594253707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.62,deconstruct,177.485316840687,0,0,0,850.638602466451,0,0,0,0,0,0,0,0,0,0,166.800539396697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.63,deconstruct,0,0,2392.46585227638,0,6178.91949111235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.7809983954,0,0,0,0,0,0
Breast-AdenoCA::S.64,deconstruct,0,1649.193476166,0,0,3147.28708375006,0,0,0,0,0,0,0,0,0,0,2620.4770785563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.65,deconstruct,0,911.309326455404,784.003279805321,0,0,0,0,0,0,0,0,0,0,0,0,4264.55192479277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.66,deconstruct,429.465356213373,1495.24778178524,0,0,1215.95023052014,0,0,0,0,0,0,0,0,0,0,1500.6955219351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.67,deconstruct,0,780.619306536904,5115.14245906992,0,1910.36096249606,0,0,0,0,0,0,0,0,0,0,3490.20023204787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.68,deconstruct,410.832613644598,946.07571089263,1180.8208284814,0,2423.60711322295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.69,deconstruct,0,0,0,0,2282.78107011669,0,0,0,0,0,0,0,0,0,0,5403.59776472007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.70,deconstruct,680.757366436435,0,0,0,1489.47973100632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800.073475093422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.71,deconstruct,700.395070953297,922.797034348992,0,0,2236.84732832052,0,0,0,0,0,0,0,0,0,0,1509.19004505044,0,0,0,0,0,438.490940173539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538.294621136656,0,0,0,0,0,0
Breast-AdenoCA::S.72,deconstruct,680.13134576606,0,0,0,1471.95647918432,0,0,0,0,0,0,0,0,0,0,442.358385389604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.73,deconstruct,495.987295293443,124.41222993919,0,0,455.409639575278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.74,deconstruct,0,3636.35368094039,0,0,0,0,0,0,0,0,0,0,0,0,0,8864.43098855945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2414.32238469669,0,0,0,0,0,0
Breast-AdenoCA::S.75,deconstruct,0,0,0,0,3529.92988235708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.354521031866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.76,deconstruct,0,0,3115.50004828947,0,2338.95429547054,0,0,0,0,0,0,0,0,0,0,5617.47096365119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2757.77084439015,0,0,0,0,0,0
Breast-AdenoCA::S.77,deconstruct,0,0,1994.19439244098,0,2233.23388631137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430.374496511305,0,0,0,0,0,0
Breast-AdenoCA::S.78,deconstruct,0,833.758837487209,0,0,539.630859310932,0,0,0,0,0,0,0,0,0,0,4090.22785741185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409.85481408374,0,0,0,0,0,0
Breast-AdenoCA::S.79,deconstruct,0,3030.47377082905,0,0,992.694173784301,0,0,0,0,0,0,0,0,0,0,3174.69237568357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977.785370288216,0,0,0,0,0,0
Breast-AdenoCA::S.80,deconstruct,0,3088.86911828546,0,0,4246.72804426147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771.40283745307,0,0,0,0,0,0
Breast-AdenoCA::S.81,deconstruct,0,0,0,0,2690.55660322112,0,0,0,0,0,0,0,0,0,0,2305.33208638781,0,0,0,0,0,650.632652621676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.82,deconstruct,0,0,0,0,872.86531138471,0,0,0,0,0,0,0,0,0,0,8949.37191550459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.83,deconstruct,0,1273.41517835681,4482.70718688915,0,3125.78322472988,0,0,0,0,0,0,0,0,0,0,1482.65552296268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.84,deconstruct,315.985502600904,0,0,0,2062.04407569175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.122143134755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.85,deconstruct,683.746730533826,442.69881418508,0,0,3227.25689095815,0,0,0,0,0,1998.22582450845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.86,deconstruct,0,5546.44242403668,0,0,1200.02367620556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521.58805795373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.87,deconstruct,0,0,11567.4216927824,0,0,0,0,0,0,0,0,0,0,0,0,2867.55867453735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.88,deconstruct,0,5691.58442476678,0,0,0,0,0,0,0,0,0,0,0,0,0,5265.17731376409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.89,deconstruct,449.930815986065,277.786882733942,0,0,1518.24743656598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705.418334028828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.90,deconstruct,383.347054826741,0,0,0,828.296307616611,0,0,0,0,0,0,2398.76523645337,0,0,0,1147.1415916652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538.685769922956,0,0,0,0,0,0
Breast-AdenoCA::S.91,deconstruct,0,3640.44975293122,6848.53300568981,0,2240.19952492344,0,0,0,0,0,0,0,0,0,0,2263.67162723435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.92,deconstruct,0,0,4284.1212514043,0,1888.99922699095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.93,deconstruct,0,1474.61151467686,2436.22352043529,0,4582.81431147149,0,0,0,0,0,0,0,0,0,0,1258.93773390102,0,0,0,1224.28697331689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.94,deconstruct,278.448564133895,0,0,0,1597.81311972544,0,0,0,0,0,0,0,0,0,0,540.72374141014,0,0,0,0,0,454.965569093516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901.442567560267,0,0,0,0,0,0
Breast-AdenoCA::S.95,deconstruct,0,0,2929.68309797432,0,1752.29061178688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784.32276579687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515.893084162213,0,0,0,0,0,0
Breast-AdenoCA::S.96,deconstruct,684.864182320424,0,0,0,2533.84611840822,0,0,0,0,0,0,0,0,0,0,4037.26483781221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.97,deconstruct,485.396561525618,401.622373533829,0,0,714.343086006327,0,0,0,0,0,0,0,0,0,0,1242.20162855491,0,0,0,0,0,448.547916531527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.293932040695,0,0,0,0,0,0
Breast-AdenoCA::S.98,deconstruct,237.69442544559,1508.75625921363,0,0,693.283139044454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.99,deconstruct,743.978409994223,2635.05107016334,0,0,3737.79597441802,0,0,0,0,0,0,0,0,0,0,2777.33841192806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.100,deconstruct,435.420895625489,1097.24562907016,0,0,2273.30268755222,0,0,0,0,0,0,0,0,0,0,832.670054586143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.1,deconstruct,2349.04872150829,0,0,0,0,0,0,0,0,0,0,0,700.365264491035,0,0,0,0,0,0,0,0,5246.58601400068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.2,deconstruct,1791.73366866831,0,0,0,857.37735583056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3593.64104422502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7937.24793127611,0,0,0,0,0,0
ColoRect-AdenoCA::S.3,deconstruct,2163.29128469326,0,0,0,1571.40671188877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5869.30200341796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.4,deconstruct,2148.66183109165,0,0,0,1668.26097310003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.5,deconstruct,3784.6720244327,0,0,0,2453.68897460205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2235.41817379832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18461.9826830757,0,0,0,0,0,0
ColoRect-AdenoCA::S.6,deconstruct,1440.34544670049,0,0,0,6488.30112702862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1856.13750640448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8383.37147648978,0,0,0,0,0,0
ColoRect-AdenoCA::S.7,deconstruct,2566.59885936471,0,0,0,1739.97419227362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4522.91897782227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
