,ID1,ID2,ID3,ID5,ID6,ID7,ID8,ID14
Stomach-AdenoCA::S.77,373.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.78,1075.0,68.0,0.0,203.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.79,0.0,171.0,0.0,41.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.80,281.0,248.0,0.0,124.0,644.0,0.0,0.0,512.0
Stomach-AdenoCA::S.81,149.0,107.0,0.0,197.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.82,391.0,315.0,0.0,463.0,0.0,0.0,355.0,0.0
Stomach-AdenoCA::S.83,179.0,40.0,0.0,448.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.84,36.0,681.0,0.0,420.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.85,139.0,60.0,0.0,352.0,0.0,65.0,648.0,0.0
Stomach-AdenoCA::S.86,444.0,1793.0,0.0,123.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.87,339.0,141.0,0.0,554.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.88,330.0,111.0,0.0,528.0,1822.0,0.0,0.0,814.0
Stomach-AdenoCA::S.89,835.0,1393.0,0.0,241.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.90,137.0,64.0,0.0,354.0,0.0,0.0,0.0,570.0
