Sample,DBS2,DBS4,DBS5,DBS9
Liver-HCC::S.60,303.4011644584147,0.0,1.9757818490784695,8.481086710222785
Liver-HCC::S.61,338.2089381704442,0.0,0.0,0.0
Liver-HCC::S.62,42.5412048681974,86.93388887189585,0.0,5.880571937467441
Liver-HCC::S.63,132.2335347589185,175.58086827153107,4.6968110391701705,0.0
Liver-HCC::S.64,350.18023255091686,38.92051217137474,0.0,0.0
Liver-HCC::S.65,17.621400303351226,69.68151545419232,0.37317347127749345,0.0
Liver-HCC::S.66,151.0829362346093,23.6033045624886,0.0,2.9742381507919924
Liver-HCC::S.67,28.024979607024054,0.0,0.31601365501595796,1.1982192903751223
Liver-HCC::S.68,27.182676729892847,249.92866526739914,9.073064472795007,0.0
Liver-HCC::S.69,125.13593560578391,48.506544681319205,150.77870893083664,0.07472195257675782
Liver-HCC::S.70,14.304639816447274,80.89786206078126,5.860293911872739,1.4610625881725674
Liver-HCC::S.71,276.69910540050756,0.0,0.0,0.0
Liver-HCC::S.72,200.53377922333223,29.259369114330383,0.0,0.0
Liver-HCC::S.73,85.46275951431392,9.080806888338223,0.0,4.503338309714196
Liver-HCC::S.74,4.014209946315406,47.45067200087477,3.8215539038711044,6.9376256642898015
Liver-HCC::S.75,267.7382400656599,62.19388774645737,2.9705319730859654,13.688482930872711
Liver-HCC::S.76,9.083479465758503,97.41039284264215,1.305082206314036,0.0
Liver-HCC::S.77,109.43730829100886,26.25627708330063,0.0,2.752201233980405
Liver-HCC::S.78,13.586069372438157,10.718458730976394,0.5793221216511101,11.374724822346138
Liver-HCC::S.79,8.486227836198074,2.226021996490815,1.895473171832514,9.921294465752394
Liver-HCC::S.80,432.92575262543505,9.044969283914305,0.0,0.0
Liver-HCC::S.81,368.65771265896166,318.0674971959195,0.0,0.0
Liver-HCC::S.82,6.446556667218809,49.88081196721154,66.56405712057774,33.2190798585033
Liver-HCC::S.83,389.97614340307337,0.0,0.0,0.0
Liver-HCC::S.84,33.11164936296193,104.1456783901986,5.478653451820587,0.0
Liver-HCC::S.85,43.45183588889237,2.2520666047286273,1.514256225150559,0.0
Liver-HCC::S.86,291.4132428986762,35.19370631426712,0.0,0.0
Liver-HCC::S.87,47.76820654382149,79.86609933880139,1.049438518678601,1.233368254671423
Liver-HCC::S.88,20.26236899203738,0.06353754018891614,1.557267523616205,8.02272350076
Liver-HCC::S.89,179.4558295154746,40.62023541607587,35.13802638470416,7.503672761930071
Liver-HCC::S.90,250.02712640849953,0.0,3.521279141959795,0.0
Liver-HCC::S.91,12.604180408963005,93.0715579242429,219.20628359587977,19.009994467178316
Liver-HCC::S.92,363.0749214028314,22.953367441388426,0.0,0.0
Liver-HCC::S.93,455.8248287626518,0.0,2.8953256810566907,0.0
Liver-HCC::S.94,97.03424783490652,89.9580546085947,0.7641699058185452,8.26934411691289
Liver-HCC::S.95,56.43099097317005,0.6615960021244872,0.0,0.0
Liver-HCC::S.96,150.66756441536944,139.49426725387303,76.91352746907029,0.0
Liver-HCC::S.97,213.3500116503835,0.0,0.606430101903522,0.0
Liver-HCC::S.98,79.80754378141286,129.73470502488158,0.0,0.0
Liver-HCC::S.99,101.33268154836621,71.22823749711813,0.0,36.74388268094956
