Sample Names	MutationType	DBS2	DBS4	DBS5	DBS9
Liver-HCC::S.2	AC>GA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	AC>GG	1.0	0.0	0.0	0.0
Liver-HCC::S.2	AC>GT	1.0	0.0	0.0	0.0
Liver-HCC::S.2	AC>TA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	AC>TG	1.0	0.0	0.0	0.0
Liver-HCC::S.2	AC>TT	1.0	0.0	0.0	0.0
Liver-HCC::S.2	AT>CA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	AT>CC	1.0	0.0	0.0	0.0
Liver-HCC::S.2	AT>CG	1.0	0.0	0.0	0.0
Liver-HCC::S.2	AT>GA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	AT>GC	1.0	0.0	0.0	0.0
Liver-HCC::S.2	AT>TA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CC>AA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CC>AG	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CC>AT	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CC>GA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CC>GG	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CC>GT	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CC>TA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CC>TG	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CC>TT	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CG>AT	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CG>GC	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CG>GT	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CG>TA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CG>TC	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CG>TT	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CT>AA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CT>AC	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CT>AG	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CT>GA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CT>GC	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CT>GG	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CT>TA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CT>TC	1.0	0.0	0.0	0.0
Liver-HCC::S.2	CT>TG	1.0	0.0	0.0	0.0
Liver-HCC::S.2	GC>AA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	GC>AG	1.0	0.0	0.0	0.0
Liver-HCC::S.2	GC>AT	1.0	0.0	0.0	0.0
Liver-HCC::S.2	GC>CA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	GC>CG	1.0	0.0	0.0	0.0
Liver-HCC::S.2	GC>TA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TA>AT	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TA>CG	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TA>CT	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TA>GC	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TA>GG	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TA>GT	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TC>AA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TC>AG	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TC>AT	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TC>CA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TC>CG	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TC>CT	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TC>GA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TC>GG	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TC>GT	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TG>AA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TG>AC	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TG>AT	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TG>CA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TG>CC	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TG>CT	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TG>GA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TG>GC	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TG>GT	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TT>AA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TT>AC	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TT>AG	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TT>CA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TT>CC	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TT>CG	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TT>GA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TT>GC	1.0	0.0	0.0	0.0
Liver-HCC::S.2	TT>GG	1.0	0.0	0.0	0.0
Liver-HCC::S.3	AC>CA	0.09735909460563734	0.9026409053943626	0.0	0.0
Liver-HCC::S.3	AC>CG	0.4328677426254051	0.5671322573745948	0.0	0.0
Liver-HCC::S.3	AC>CT	0.9999999999999448	5.527979709071408e-14	0.0	0.0
Liver-HCC::S.3	AC>GA	0.06042507424234835	0.9395749257576516	0.0	0.0
Liver-HCC::S.3	AC>GG	0.4153461217681401	0.5846538782318599	0.0	0.0
Liver-HCC::S.3	AC>GT	0.9999665142016051	3.348579839499953e-05	0.0	0.0
Liver-HCC::S.3	AC>TA	0.5818328048080407	0.4181671951919594	0.0	0.0
Liver-HCC::S.3	AC>TG	0.12513956945046972	0.8748604305495302	0.0	0.0
Liver-HCC::S.3	AC>TT	0.9558586432633531	0.044141356736646854	0.0	0.0
Liver-HCC::S.3	AT>CA	0.04694741226182341	0.9530525877381766	0.0	0.0
Liver-HCC::S.3	AT>CC	0.41569282136894825	0.5843071786310517	0.0	0.0
Liver-HCC::S.3	AT>CG	0.3448753462603878	0.6551246537396122	0.0	0.0
Liver-HCC::S.3	AT>GA	0.3823704716856505	0.6176295283143495	0.0	0.0
Liver-HCC::S.3	AT>GC	0.28415508412582297	0.7158449158741771	0.0	0.0
Liver-HCC::S.3	AT>TA	0.1077117189878619	0.8922882810121381	0.0	0.0
Liver-HCC::S.3	CC>AA	1.0	8.094206413163246e-18	0.0	0.0
Liver-HCC::S.3	CC>AG	0.9410497841617597	0.058950215838240304	0.0	0.0
Liver-HCC::S.3	CC>AT	0.8837864890825445	0.11621351091745538	0.0	0.0
Liver-HCC::S.3	CC>GA	0.8561770150224471	0.14382298497755275	0.0	0.0
Liver-HCC::S.3	CC>GG	0.8804304879513124	0.11956951204868754	0.0	0.0
Liver-HCC::S.3	CC>GT	0.9426766485546257	0.057323351445374184	0.0	0.0
Liver-HCC::S.3	CC>TA	0.9911795609603609	0.008820439039639182	0.0	0.0
Liver-HCC::S.3	CC>TG	0.971516393442623	0.028483606557377052	0.0	0.0
Liver-HCC::S.3	CC>TT	0.41569282136894825	0.5843071786310517	0.0	0.0
Liver-HCC::S.3	CG>AT	0.8256222267937262	0.17437777320627382	0.0	0.0
Liver-HCC::S.3	CG>GC	0.9885616732505218	0.011438326749478282	0.0	0.0
Liver-HCC::S.3	CG>GT	0.9999999999999954	4.578285209250622e-15	0.0	0.0
Liver-HCC::S.3	CG>TA	0.41569282136894825	0.5843071786310517	0.0	0.0
Liver-HCC::S.3	CG>TC	0.9999999999999972	2.7256770232962394e-15	0.0	0.0
Liver-HCC::S.3	CG>TT	0.9484243467118794	0.051575653288120735	0.0	0.0
Liver-HCC::S.3	CT>AA	0.9999999999999981	1.825609406338198e-15	0.0	0.0
Liver-HCC::S.3	CT>AC	0.41569282136894825	0.5843071786310517	0.0	0.0
Liver-HCC::S.3	CT>AG	0.6587880739213623	0.3412119260786377	0.0	0.0
Liver-HCC::S.3	CT>GA	0.03110558757850341	0.9688944124214965	0.0	0.0
Liver-HCC::S.3	CT>GC	0.6891444450281449	0.3108555549718552	0.0	0.0
Liver-HCC::S.3	CT>GG	0.10375109397903243	0.8962489060209676	0.0	0.0
Liver-HCC::S.3	CT>TA	0.9999999999999982	1.7337887941256569e-15	0.0	0.0
Liver-HCC::S.3	CT>TC	0.9999999999998473	1.52641817269053e-13	0.0	0.0
Liver-HCC::S.3	CT>TG	0.9379850602690132	0.06201493973098682	0.0	0.0
Liver-HCC::S.3	GC>AA	0.01815610490533663	0.9818438950946634	0.0	0.0
Liver-HCC::S.3	GC>AG	0.033199567292092745	0.9668004327079073	0.0	0.0
Liver-HCC::S.3	GC>AT	0.10964180960059734	0.8903581903994026	0.0	0.0
Liver-HCC::S.3	GC>CA	0.09612923620295558	0.9038707637970445	0.0	0.0
Liver-HCC::S.3	GC>CG	0.9878458859368635	0.012154114063136422	0.0	0.0
Liver-HCC::S.3	GC>TA	0.04729897299595478	0.9527010270040452	0.0	0.0
Liver-HCC::S.3	TA>AT	0.09747813872826706	0.9025218612717328	0.0	0.0
Liver-HCC::S.3	TA>CG	0.054818287963748005	0.9451817120362519	0.0	0.0
Liver-HCC::S.3	TA>CT	0.03692263780095793	0.963077362199042	0.0	0.0
Liver-HCC::S.3	TA>GC	0.5830534546852968	0.41694654531470327	0.0	0.0
Liver-HCC::S.3	TA>GG	0.040698431243180185	0.9593015687568198	0.0	0.0
Liver-HCC::S.3	TA>GT	0.16147792585483547	0.8385220741451644	0.0	0.0
Liver-HCC::S.3	TC>AA	0.004547156507011027	0.995452843492989	0.0	0.0
Liver-HCC::S.3	TC>AG	0.11323636876974259	0.8867636312302574	0.0	0.0
Liver-HCC::S.3	TC>AT	5.918866601226344e-16	0.9999999999999994	0.0	0.0
Liver-HCC::S.3	TC>CA	0.009533317362170403	0.9904666826378297	0.0	0.0
Liver-HCC::S.3	TC>CG	0.011475615312651339	0.9885243846873487	0.0	0.0
Liver-HCC::S.3	TC>CT	0.9979350828677984	0.0020649171322014914	0.0	0.0
Liver-HCC::S.3	TC>GA	0.028210092583755727	0.9717899074162443	0.0	0.0
Liver-HCC::S.3	TC>GG	0.5312611461663672	0.4687388538336327	0.0	0.0
Liver-HCC::S.3	TC>GT	0.9999999999999316	6.839493329209019e-14	0.0	0.0
Liver-HCC::S.3	TG>AA	0.31656092833732885	0.6834390716626711	0.0	0.0
Liver-HCC::S.3	TG>AC	0.690021825685465	0.30997817431453506	0.0	0.0
Liver-HCC::S.3	TG>AT	0.9999999999999986	1.366015254377983e-15	0.0	0.0
Liver-HCC::S.3	TG>CA	0.1761702979694405	0.8238297020305594	0.0	0.0
Liver-HCC::S.3	TG>CC	0.37141912435579666	0.6285808756442034	0.0	0.0
Liver-HCC::S.3	TG>CT	0.9781020371117308	0.021897962888269135	0.0	0.0
Liver-HCC::S.3	TG>GA	0.1827278448542211	0.8172721551457789	0.0	0.0
Liver-HCC::S.3	TG>GC	0.3496691893325908	0.650330810667409	0.0	0.0
Liver-HCC::S.3	TG>GT	0.9957926731826365	0.004207326817363567	0.0	0.0
Liver-HCC::S.3	TT>AA	0.9965158705743786	0.0034841294256214065	0.0	0.0
Liver-HCC::S.3	TT>AC	0.9984010139251922	0.0015989860748077984	0.0	0.0
Liver-HCC::S.3	TT>AG	0.9999999999999728	2.7256706858683125e-14	0.0	0.0
Liver-HCC::S.3	TT>CA	0.41569282136894825	0.5843071786310517	0.0	0.0
Liver-HCC::S.3	TT>CC	0.9999999999980331	1.966928115141276e-12	0.0	0.0
Liver-HCC::S.3	TT>CG	0.9999999999996005	3.9939362713997996e-13	0.0	0.0
Liver-HCC::S.3	TT>GA	0.9999999999998777	1.2236838795682283e-13	0.0	0.0
Liver-HCC::S.3	TT>GC	0.9999999999961938	3.806133625396247e-12	0.0	0.0
Liver-HCC::S.3	TT>GG	0.41569282136894825	0.5843071786310517	0.0	0.0
Liver-HCC::S.4	AC>CA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	AC>CG	1.0	0.0	0.0	0.0
Liver-HCC::S.4	AC>CT	1.0	0.0	0.0	0.0
Liver-HCC::S.4	AC>GA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	AC>GG	1.0	0.0	0.0	0.0
Liver-HCC::S.4	AC>GT	1.0	0.0	0.0	0.0
Liver-HCC::S.4	AC>TA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	AC>TG	1.0	0.0	0.0	0.0
Liver-HCC::S.4	AC>TT	1.0	0.0	0.0	0.0
Liver-HCC::S.4	AT>CA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	AT>CC	1.0	0.0	0.0	0.0
Liver-HCC::S.4	AT>CG	1.0	0.0	0.0	0.0
Liver-HCC::S.4	AT>GA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	AT>GC	1.0	0.0	0.0	0.0
Liver-HCC::S.4	AT>TA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CC>AA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CC>AG	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CC>AT	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CC>GA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CC>GG	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CC>GT	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CC>TA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CC>TG	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CC>TT	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CG>AT	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CG>GC	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CG>GT	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CG>TA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CG>TC	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CG>TT	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CT>AA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CT>AC	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CT>AG	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CT>GA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CT>GC	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CT>GG	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CT>TA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CT>TC	1.0	0.0	0.0	0.0
Liver-HCC::S.4	CT>TG	1.0	0.0	0.0	0.0
Liver-HCC::S.4	GC>AA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	GC>AG	1.0	0.0	0.0	0.0
Liver-HCC::S.4	GC>AT	1.0	0.0	0.0	0.0
Liver-HCC::S.4	GC>CA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	GC>CG	1.0	0.0	0.0	0.0
Liver-HCC::S.4	GC>TA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TA>AT	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TA>CG	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TA>CT	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TA>GC	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TA>GG	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TA>GT	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TC>AA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TC>AG	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TC>AT	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TC>CA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TC>CG	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TC>CT	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TC>GA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TC>GG	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TC>GT	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TG>AA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TG>AC	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TG>AT	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TG>CA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TG>CC	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TG>CT	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TG>GA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TG>GC	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TG>GT	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TT>AA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TT>AC	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TT>AG	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TT>CA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TT>CC	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TT>CG	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TT>GA	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TT>GC	1.0	0.0	0.0	0.0
Liver-HCC::S.4	TT>GG	1.0	0.0	0.0	0.0
Liver-HCC::S.5	AC>CA	1.0	0.0	0.0	0.0
Liver-HCC::S.5	AC>CG	1.0	0.0	0.0	0.0
Liver-HCC::S.5	AC>CT	1.0	0.0	0.0	0.0
Liver-HCC::S.5	AC>GA	1.0	0.0	0.0	0.0
Liver-HCC::S.5	AC>GG	1.0	0.0	0.0	0.0
Liver-HCC::S.5	AC>GT	1.0	0.0	0.0	0.0
Liver-HCC::S.5	AC>TA	1.0	0.0	0.0	0.0
Liver-HCC::S.5	AC>TG	1.0	0.0	0.0	0.0
Liver-HCC::S.5	AC>TT	1.0	0.0	0.0	0.0
Liver-HCC::S.5	AT>CA	1.0	0.0	0.0	0.0
Liver-HCC::S.5	AT>CC	1.0	0.0	0.0	0.0
Liver-HCC::S.5	AT>CG	1.0	0.0	0.0	0.0
Liver-HCC::S.5	AT>GA	1.0	0.0	0.0	0.0
Liver-HCC::S.5	AT>GC	1.0	0.0	0.0	0.0
Liver-HCC::S.5	AT>TA	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CC>AA	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CC>AG	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CC>AT	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CC>GA	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CC>GG	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CC>GT	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CC>TA	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CC>TG	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CC>TT	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CG>AT	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CG>GC	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CG>GT	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CG>TA	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CG>TC	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CG>TT	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CT>AA	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CT>AC	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CT>AG	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CT>GA	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CT>GC	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CT>GG	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CT>TA	1.0	0.0	0.0	0.0
Liver-HCC::S.5	CT>TC	1.0	0.0	0.0	0.0
