Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Kidney-RCC::S.53	3884	0.975	810.964	20.88%	115.497	22.22%	0.03807	0.939
Kidney-RCC::S.54	2542	0.952	673.421	26.492%	104.983	30.481%	0.05928	0.886
Kidney-RCC::S.55	3174	0.939	916.845	28.886%	151.156	35.749%	0.07082	0.861
Kidney-RCC::S.56	3936	0.973	933.65	23.721%	124.885	23.009%	0.04772	0.94
Kidney-RCC::S.57	4463	0.972	920.886	20.634%	134.328	23.758%	0.04268	0.919
Kidney-RCC::S.58	5566	0.957	1413.539	25.396%	268.788	29.165%	0.04949	0.929
Kidney-RCC::S.59	5560	0.97	1233.838	22.191%	177.556	24.533%	0.03492	0.92
Kidney-RCC::S.60	2588	0.969	617.494	23.86%	97.973	24.633%	0.04096	0.945
Kidney-RCC::S.61	3871	0.986	687.729	17.766%	107.491	16.866%	0.02784	0.977
Kidney-RCC::S.62	5220	0.961	1277.973	24.482%	192.783	28.165%	0.04494	0.902
Kidney-RCC::S.63	4377	0.967	1009.977	23.075%	144.525	25.547%	0.05233	0.913
Kidney-RCC::S.64	5587	0.972	1204.686	21.562%	178.627	23.804%	0.03601	0.934
Kidney-RCC::S.65	7905	0.98	1363.483	17.248%	196.517	20.056%	0.02588	0.936
Kidney-RCC::S.66	7363	0.963	1762.611	23.939%	251.782	26.888%	0.04186	0.894
Kidney-RCC::S.67	2296	0.964	577.968	25.173%	86.961	27.123%	0.06024	0.922
Kidney-RCC::S.68	1807	0.954	541.086	29.944%	79.589	31.195%	0.07283	0.908
Kidney-RCC::S.69	3494	0.969	782.14	22.385%	113.512	24.802%	0.04102	0.919
Kidney-RCC::S.70	2647	0.964	648.824	24.512%	89.643	26.808%	0.04666	0.893
Kidney-RCC::S.71	4832	0.959	1191.236	24.653%	181.453	28.74%	0.05313	0.894
Kidney-RCC::S.72	2899	0.965	664.43	22.919%	100.474	26.138%	0.04132	0.913
Kidney-RCC::S.73	6501	0.967	1457.816	22.424%	219.75	25.391%	0.03988	0.919
Kidney-RCC::S.74	3919	0.979	688.563	17.57%	102.656	20.455%	0.0275	0.941
Kidney-RCC::S.75	5289	0.974	1103.649	20.867%	177.154	22.656%	0.03784	0.95
Kidney-RCC::S.76	1479	0.92	529.972	35.833%	82.074	39.266%	0.10141	0.824
Kidney-RCC::S.77	4686	0.965	1096.324	23.396%	152.413	26.758%	0.04241	0.89
Kidney-RCC::S.78	7566	0.969	1605.675	21.222%	237.415	24.843%	0.03816	0.907
Kidney-RCC::S.79	1957	0.951	602.914	30.808%	82.069	31.165%	0.06973	0.883
Kidney-RCC::S.80	3745	0.947	1048.701	28.003%	165.083	32.196%	0.05687	0.876
Kidney-RCC::S.81	4312	0.965	997.728	23.138%	145.598	26.297%	0.04468	0.902
Kidney-RCC::S.82	13083	0.982	2758.406	21.084%	447.222	18.754%	0.05395	0.974
Kidney-RCC::S.83	2836	0.962	701.761	24.745%	98.459	27.167%	0.05143	0.893
Kidney-RCC::S.84	2505	0.969	583.836	23.307%	79.609	24.875%	0.0424	0.911
Kidney-RCC::S.85	3716	0.951	1016.56	27.356%	158.629	31.128%	0.05536	0.888
Kidney-RCC::S.86	5057	0.971	1114.333	22.035%	185.76	24.357%	0.04825	0.947
Kidney-RCC::S.87	3522	0.966	791.139	22.463%	115.628	26.073%	0.0406	0.9
Kidney-RCC::S.88	5130	0.962	1143.663	22.294%	189.158	27.257%	0.04068	0.91
Kidney-RCC::S.89	4275	0.955	1043.868	24.418%	160.607	30.115%	0.05275	0.862
Kidney-RCC::S.90	1994	0.958	570.755	28.624%	76.803	28.704%	0.06766	0.9
Kidney-RCC::S.91	5126	0.968	1115.789	21.767%	169.155	25.107%	0.03795	0.917
Kidney-RCC::S.92	5874	0.98	1087.032	18.506%	149.428	20.115%	0.02552	0.942
Kidney-RCC::S.93	4869	0.981	826.866	16.982%	114.031	19.433%	0.02179	0.931
Kidney-RCC::S.94	4821	0.975	951.387	19.734%	139.922	22.359%	0.03073	0.935
Kidney-RCC::S.95	5892	0.969	1290.538	21.903%	194.141	24.947%	0.03955	0.926
Kidney-RCC::S.96	3367	0.957	776.516	23.063%	132.632	29.21%	0.05037	0.896
Kidney-RCC::S.97	2231	0.944	635.259	28.474%	108.12	33.077%	0.06261	0.888
Kidney-RCC::S.98	4278	0.954	1149.532	26.871%	188.004	29.969%	0.0662	0.909
Kidney-RCC::S.99	4891	0.964	1086.348	22.211%	174.82	26.781%	0.04299	0.911
