Sample,DBS2,DBS4,DBS5,DBS6,DBS11
Lung-AdenoCA::S.43,402.84009743436457,23.416495907006347,0.0,141.79205841492563,0.0
Lung-AdenoCA::S.44,390.8185032115744,18.377786121734314,0.0,0.0,0.0
Lung-AdenoCA::S.45,185.42343838824723,21.246101830671677,83.52400943953839,11.621114280872353,44.71513967677774
Lung-AdenoCA::S.46,103.86522111077254,12.613725720527945,0.0,0.0,0.0
Lung-AdenoCA::S.47,213.56525390601996,0.0,0.0,168.60817888855405,0.0
Lung-AdenoCA::S.48,588.2682914225991,34.230914500446126,203.99680539425086,0.0,0.0
Lung-AdenoCA::S.49,153.66025201362837,0.0,0.0,370.0286527545097,0.0
Lung-AdenoCA::S.50,96.5070863924384,3.3440563353826214,0.0,5.037999752095517,8.336805938471691
Lung-AdenoCA::S.51,95.91551153058882,0.0,0.0,5.164865770286608,0.0
Lung-AdenoCA::S.52,28.17690724624267,6.679347311895588,0.0,28.33367229066456,28.994842549515845
Lung-AdenoCA::S.53,65.34202786006396,0.0,0.0,25.324780084487767,12.849344296784622
Lung-AdenoCA::S.54,798.7970927548434,0.0,457.29799753867064,0.0,104.19964806768029
Lung-AdenoCA::S.55,92.38517294653631,3.798003601266249,0.0,0.0,0.0
Lung-AdenoCA::S.56,520.4092418594265,0.0,0.0,43.013620496059225,0.0
Lung-AdenoCA::S.57,709.6303331215474,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.58,1125.4950843232589,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.59,5551.09397416482,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.60,395.9304308211138,0.0,174.07548841421837,74.26550560527328,0.0
Lung-AdenoCA::S.61,497.3063693307528,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.62,470.6790714279973,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.63,1617.1965035407795,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.64,47.330327325597715,0.0,0.0,137.7529452130152,0.0
Lung-AdenoCA::S.65,29.830964978883873,0.0,0.0,88.78377640782993,0.0
Lung-AdenoCA::S.66,1025.3560183596146,0.0,0.0,0.0,43.258286074452265
Lung-AdenoCA::S.67,1.2412252031397268,0.0,0.0,3.4969393805832074,37.43915439502484
Lung-AdenoCA::S.68,271.4253848453933,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.69,430.8936413431694,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.70,91.73689261509678,0.0,3.1599857624186107,8.358008420244916,0.0
Lung-AdenoCA::S.71,694.1857482350684,0.0,0.0,0.0,67.93113805158309
Lung-AdenoCA::S.72,5343.7808572935965,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.73,51.94936969810951,4.483613427201181,2.9572099532316933,0.0,0.0
Lung-AdenoCA::S.74,33.586121736140434,20.09186464634863,62.58329979497267,17.845765940496754,7.776898275238283
Lung-AdenoCA::S.75,3220.079946067289,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.76,9.16948970305973,5.284225158464522,0.0,10.808438509807146,11.34226108004498
Lung-AdenoCA::S.77,417.573597094142,0.0,0.0,0.0,101.7834587907552
Lung-AdenoCA::S.78,1092.6623518386377,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.79,564.0883745182678,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.80,2686.421229539763,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.81,708.171316057911,71.90105513878089,0.0,467.94105722019924,120.78585494549424
Lung-AdenoCA::S.82,3.832686054923819,0.0,0.0,14.058651395613538,178.5997279738914
Lung-AdenoCA::S.83,3818.32913488907,0.0,96.84386352091457,0.0,0.0
Lung-AdenoCA::S.84,35.53294373855179,21.638874747489282,12.91017797816581,20.439976708587395,7.874069415820527
Lung-AdenoCA::S.85,133.54612334069967,0.0,371.4300684510776,127.9836858151553,68.43988740933983
Lung-AdenoCA::S.86,1820.7665917730565,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.87,2165.2093351460917,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.88,629.8630966254841,0.0,58.788080989915464,411.21872662958907,0.0
Lung-AdenoCA::S.89,381.17315368583724,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.90,10.92747271313393,0.0,0.0,12.432466050912875,17.37578784149101
Lung-AdenoCA::S.91,478.6321274641855,0.0,0.0,18.264257014608898,99.17161985145461
Lung-AdenoCA::S.92,571.6160490216562,76.52849185421313,0.0,69.1115301407675,0.0
Lung-AdenoCA::S.93,91.40708606109835,27.85536977130224,0.0,65.74846755018153,0.0
Lung-AdenoCA::S.94,1147.1597751034892,0.0,180.8206694281816,391.7481122414662,0.0
Lung-AdenoCA::S.95,1545.7056700696367,0.0,0.0,301.7317733633389,0.0
Lung-AdenoCA::S.96,65.534595249133,0.0,0.0,843.1733205551986,0.0
Lung-AdenoCA::S.97,5476.636319582355,0.0,778.9331750252311,0.0,0.0
Lung-AdenoCA::S.98,4864.516208146341,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.99,1012.6350951153543,0.0,0.0,45.5386801741981,0.0
Lung-AdenoCA::S.100,4156.319391519358,0.0,0.0,0.0,0.0
