Sample,SBS1,SBS2,SBS3,SBS5,SBS13,SBS17a,SBS17b,SBS18,SBS28,SBS40
Eso-AdenoCA::S.32,633.7091852546423,1267.6351953075625,2583.2206179187856,5491.046546033304,420.627200999218,12943.434488900959,17864.858131668898,3089.501937375051,0.0,0.0
Eso-AdenoCA::S.33,1545.6708409628416,0.0,0.0,5793.419757350679,0.0,2561.154553151958,1063.9089273552472,1523.4491096433248,0.0,0.0
Eso-AdenoCA::S.34,845.341166465382,0.0,0.0,0.0,0.0,2741.707350065722,6148.201101733582,0.0,1564.622682760826,0.0
Eso-AdenoCA::S.35,2128.6728422446845,122.65917569620156,0.0,1274.1553056564967,1199.8160463461254,4476.401308322307,1717.9967204861407,0.0,0.0,13835.357554936503
Eso-AdenoCA::S.36,1341.823919319032,0.0,0.0,24388.366766606814,317.9535924498853,10790.747615306549,6221.103442837783,0.0,0.0,16389.88440644296
Eso-AdenoCA::S.37,466.06981887000796,0.0,10593.33327503448,4603.767721929721,0.0,226.67929652214661,5275.6297923545135,4801.48254806658,0.0,11629.232025395611
Eso-AdenoCA::S.38,1725.2068442319494,129.01953427490514,0.0,12607.525894573422,0.0,0.0,10684.472673589778,638.3888025889321,429.8548269088308,4042.251830545343
Eso-AdenoCA::S.39,2516.8259299234815,0.0,1908.3534244297575,7830.206566177706,162.69433455742302,121.62147092312213,0.0,813.4078416623119,0.0,8836.41054893567
Eso-AdenoCA::S.40,1001.155399609525,0.0,0.0,1926.7262344651429,0.0,3827.9419630630487,10355.710119720716,1189.8238422583133,757.5583039854215,0.0
Eso-AdenoCA::S.41,1075.48003476895,4592.402807347038,12900.057006187106,4949.762859038043,0.0,692.8149672373204,2971.062207635844,364.0866517659917,0.0,4139.3696825619845
Eso-AdenoCA::S.42,2490.455680174301,0.0,0.0,17424.20574694772,0.0,3280.9836980506393,614.2609747226302,0.0,178.38732201708427,0.0
Eso-AdenoCA::S.43,3416.22080902554,218.5626318966984,0.0,6770.590393358537,0.0,0.0,2398.1094123280022,706.91908217116,0.0,12426.86785856833
Eso-AdenoCA::S.44,783.2140939206943,951.9733436869515,0.0,6009.355399530023,0.0,0.0,6152.478471875444,0.0,0.0,0.0
Eso-AdenoCA::S.45,3627.2184917424074,0.0,0.0,9137.468888445115,0.0,4046.8961420628334,6146.932331719856,1021.3305266635908,8315.01655157519,8350.167619721204
Eso-AdenoCA::S.46,1388.6046232246404,119.91001457852933,1310.6177734374282,8282.945037330677,572.320612435001,2406.3963521495302,9582.35414468884,524.696440453019,0.0,0.0
Eso-AdenoCA::S.47,2072.255668730347,0.0,1099.8204477277068,0.0,2581.8859472487297,4445.788781890154,7264.009805384883,0.0,0.0,0.0
Eso-AdenoCA::S.48,339.52591537184014,0.0,0.0,3139.581910540673,0.0,1796.2927563524518,4158.379213130138,0.0,0.0,3910.397368507675
Eso-AdenoCA::S.49,1662.8901275278324,0.0,0.0,36908.80841827934,232.45894853384746,7924.2780757546225,3946.5339531257223,0.0,0.0,0.0
Eso-AdenoCA::S.50,518.4171370755117,884.4384270036115,0.0,6288.407482120462,768.5996184644744,3592.7241914974534,31851.88171909829,7062.742451949631,0.0,0.0
Eso-AdenoCA::S.51,957.8473735209521,343.64171920825504,0.0,16344.195873041312,1535.5414496423246,4269.300284096184,6136.979419938618,8717.27469655748,0.0,0.0
Eso-AdenoCA::S.52,1996.229827313048,184.03569774993952,0.0,2405.312599633663,1121.9790433663009,8982.917873449609,12868.718217060044,2210.7027091940386,2166.8819225977163,14291.600327702477
Eso-AdenoCA::S.53,1172.9135605892736,435.0562283859378,0.0,5955.800630953375,0.0,10407.039433735821,5817.400324453621,0.0,201.14229635982184,12827.635737250825
Eso-AdenoCA::S.54,1029.0806856061997,0.0,0.0,1283.0718697411296,1268.9045384786034,0.0,21206.496284976118,0.0,0.0,0.0
Eso-AdenoCA::S.55,986.2477508628226,0.0,0.0,13244.27168303339,0.0,0.0,27165.268566770603,0.0,0.0,0.0
Eso-AdenoCA::S.56,1867.030053790369,121.06002491619357,0.0,6580.787718798421,592.4560575532523,472.975611089597,1447.7652751388098,0.0,0.0,988.5864268027605
Eso-AdenoCA::S.57,3042.752829502706,0.0,0.0,1359.4658392844567,0.0,2463.63373822073,2638.8507978703924,0.0,0.0,0.0
Eso-AdenoCA::S.58,2174.5504180777743,210.77996128628723,3182.7979978978497,9664.286101898115,0.0,1617.4597624799383,24981.801666623604,1014.3871381996427,0.0,0.0
Eso-AdenoCA::S.59,1074.5679496751684,0.0,0.0,7528.577283387175,0.0,1048.4513056656747,11238.2609111005,0.0,2275.047246865091,12296.850454854119
Eso-AdenoCA::S.60,1231.8674725422054,0.0,0.0,6606.751249331539,0.0,8789.387624153314,2718.956535175735,4521.762547142652,601.3293265168691,0.0
Eso-AdenoCA::S.61,3475.249592503934,0.0,6559.938578262396,0.0,0.0,6913.506672060053,4480.122961466809,0.0,1278.578674848471,0.0
Eso-AdenoCA::S.62,2280.409985306664,995.1826974757478,0.0,1245.9919054457237,0.0,7661.471448129812,4144.658149016775,0.0,0.0,0.0
Eso-AdenoCA::S.63,1209.4711138343882,0.0,0.0,965.4908293849351,0.0,3712.458902096122,8135.699762881053,2075.2598918523145,593.8749185185097,1817.8725594005116
Eso-AdenoCA::S.64,1258.446146876948,967.4995223792934,1641.6197634207888,1062.975160306686,179.5508547470165,408.04068693773155,14689.18659251538,1087.0532346901962,0.0,0.0
Eso-AdenoCA::S.65,732.8773198333811,135.6706163607095,2178.5203589451444,10373.90385458546,0.0,0.0,2651.888518420636,602.3646891742405,0.0,0.0
Eso-AdenoCA::S.66,1314.6883407677776,2654.2914053273885,0.0,13722.100673386883,0.0,3213.188471995927,13104.17735425126,0.0,0.0,1751.3358509611378
Eso-AdenoCA::S.67,1922.5256256911039,0.0,9713.60966205967,0.0,0.0,5820.356794572451,9151.256075371071,423.12948511599274,488.35794340594293,13469.475341409245
Eso-AdenoCA::S.68,1523.4306071851745,806.4543182433242,0.0,2144.6006014918808,0.0,3591.7459485087543,6249.932959179091,547.9840031968208,0.0,16038.327598278185
Eso-AdenoCA::S.69,2231.3057492814246,0.0,0.0,0.0,0.0,11928.721208380644,236.25755622074988,0.0,0.0,6798.896911455382
Eso-AdenoCA::S.70,2252.589525614102,0.0,0.0,0.0,1456.917346121218,9538.98647237201,2574.736626930046,0.0,4460.590471675761,7432.042128803508
Eso-AdenoCA::S.71,1172.213638322367,457.74698904398707,0.0,0.0,0.0,2348.903937105481,3661.3078072464086,4685.416331851702,306.29456643297493,7921.031804504916
Eso-AdenoCA::S.72,1755.9145079655034,0.0,0.0,8401.539768320145,0.0,17831.232246905227,3663.723771618709,405.3042728502689,0.0,0.0
Eso-AdenoCA::S.73,1177.1237213476068,0.0,1662.5925463386384,3547.01888878358,177.0198085170334,472.43487178930474,8406.770837640399,3273.1845935314404,0.0,8104.360422083039
Eso-AdenoCA::S.74,1208.8776402854542,0.0,0.0,5260.745396200015,277.0703900626958,15806.124522453649,348.5457870653995,0.0,232.2703142284488,8829.486814348607
Eso-AdenoCA::S.75,1381.6768320044919,0.0,1554.5910656857218,0.0,182.75326078743066,8672.489786112135,2406.376961468169,0.0,139.85306948760623,0.0
Eso-AdenoCA::S.76,2251.568316592618,1207.805381415491,912.7007881152113,0.0,0.0,0.0,1057.587473423884,0.0,0.0,7052.130018408299
Eso-AdenoCA::S.77,1679.817806116905,0.0,7718.726770984768,3223.80681255106,72.91542948636256,2523.044531197627,586.3989848207793,0.0,0.0,0.0
Eso-AdenoCA::S.78,733.517359569912,2098.455092420217,0.0,21454.44834495908,0.0,113.68682890776299,131.2845459475355,1962.1400350817564,0.0,6202.93377081461
Eso-AdenoCA::S.79,2753.974368889483,455.3487570019048,0.0,0.0,0.0,1400.9940006340928,2020.9952506853242,0.0,265.54939736199873,18060.576930743784
Eso-AdenoCA::S.80,837.4082455712719,0.0,1768.511856112463,12214.514693140572,0.0,981.795707486126,10423.578151707545,5677.811480804282,930.6304888492872,3017.5897929275466
Eso-AdenoCA::S.81,2003.4669028884061,822.8206631095057,0.0,4778.752141874746,0.0,22690.839507078996,1810.445265207434,5038.471141022278,0.0,4007.7834328069343
Eso-AdenoCA::S.82,5139.493820637214,0.0,1939.6063170993793,5418.3516333756825,0.0,2594.223959509084,3451.2659836593803,0.0,761.0297742395427,7920.915084242267
Eso-AdenoCA::S.83,657.1336190738856,0.0,0.0,13393.523979760894,0.0,752.9245720365004,2871.7019789407086,0.0,1044.7566453306295,4034.5772595112785
Eso-AdenoCA::S.84,1659.3572605448708,0.0,0.0,0.0,490.54315147328816,4320.7192836222775,28064.940391547952,0.0,695.5888011386065,16401.299672048877
Eso-AdenoCA::S.85,504.32756018892366,439.1609966036698,0.0,6033.014514218988,388.0867860395062,4743.915852372043,21484.20837449817,0.0,0.0,4772.21380529766
Eso-AdenoCA::S.86,962.5426825910291,151.28746959237256,2423.4484185703427,22779.897973803796,301.2091126403873,685.1990546185516,6670.009430766599,0.0,3477.4439812860555,2754.968461781886
Eso-AdenoCA::S.87,2970.6393608863773,2468.912063999459,1310.9238533246569,5414.5981838087055,0.0,5579.400518099947,10349.860743488485,4264.73659196167,0.0,0.0
Eso-AdenoCA::S.88,731.2347665804333,0.0,0.0,6892.701345049344,0.0,2502.994780235684,401.4190307829814,3797.643498651736,0.0,0.0
Eso-AdenoCA::S.89,1659.4122037428956,0.0,16026.323105406185,5260.409872419546,239.51392885711954,719.9411503180164,17858.779279250608,1146.6480564905987,0.0,0.0
Eso-AdenoCA::S.90,390.3732868645824,365.6838887786916,0.0,23870.330070393946,1716.2651596982582,2697.0650334812553,26529.674359696226,7838.726663325318,0.0,0.0
Eso-AdenoCA::S.91,2457.9947858895785,122.50699608106969,0.0,10555.164295240564,0.0,734.3635281543368,0.0,0.0,0.0,4821.111056887884
Eso-AdenoCA::S.92,1641.4670877801664,0.0,0.0,15867.519080140944,0.0,5994.4920255778125,2432.225053448346,0.0,1225.4707910871175,3596.8517730747913
Eso-AdenoCA::S.93,996.838894645018,0.0,0.0,1235.6187595360016,0.0,0.0,1671.404057345077,5367.37524846546,0.0,21515.294849324684
Eso-AdenoCA::S.94,774.2868324632456,1481.101003706495,0.0,25289.61368302683,0.0,1483.5433142271759,24538.21022731143,5141.495687853996,0.0,0.0
Eso-AdenoCA::S.95,1304.3860382715402,312.9631111634048,2890.881111181701,1688.601886964245,96.57811737857445,0.0,416.7160696467531,249.0926924701462,551.486544050246,8692.537127226044
Eso-AdenoCA::S.96,1739.5186928232438,1539.5059094231092,0.0,0.0,0.0,7498.52983810293,367.31528282838116,503.65418443821375,0.0,16472.451789808696
Eso-AdenoCA::S.97,3529.1629207462097,0.0,1989.9758266855551,1205.9524721442326,0.0,5848.242181192105,2850.6576350063465,677.7238573092071,0.0,6037.353299033662
Eso-AdenoCA::S.98,1677.251004629002,0.0,990.1216819268233,3448.4758246195715,721.7832537430708,2355.7440930036114,5682.146822823693,2541.020908527687,0.0,0.0
Eso-AdenoCA::S.99,1071.66136058693,159.77139097590276,6801.944368917558,10478.401590719954,381.2742556403664,6603.580101166474,0.0,6193.382188376391,0.0,1452.9770044958059
Eso-AdenoCA::S.100,2060.3487141289006,0.0,0.0,9806.816809492653,0.0,3950.347251081991,2259.8566065517016,4471.993532946708,0.0,1944.8567765583477
