Sample.ID,Tool,ID1,ID2,ID3,ID4,ID5,ID6,ID7,ID8,ID9,ID10,ID11,ID13,ID14
Breast-AdenoCA::S.43,Ground-Truth,60,57,0,0,0,158,0,42,106,0,0,0,0
Breast-AdenoCA::S.44,Ground-Truth,130,11,0,0,0,0,0,56,77,0,0,0,0
Breast-AdenoCA::S.45,Ground-Truth,45,66,0,0,0,135,0,64,0,0,0,0,0
Breast-AdenoCA::S.46,Ground-Truth,30,43,0,0,0,54,0,28,42,0,0,0,0
Breast-AdenoCA::S.47,Ground-Truth,66,0,0,0,0,0,0,128,71,0,0,0,0
Breast-AdenoCA::S.48,Ground-Truth,182,0,0,0,0,0,0,72,73,0,0,0,0
Breast-AdenoCA::S.49,Ground-Truth,38,17,0,0,0,0,0,116,16,0,0,0,0
Breast-AdenoCA::S.50,Ground-Truth,155,0,0,0,0,0,0,206,16,0,0,0,0
Breast-AdenoCA::S.51,Ground-Truth,268,154,0,237,0,287,0,122,42,0,0,0,0
Breast-AdenoCA::S.52,Ground-Truth,17,0,0,0,0,0,0,11,0,0,0,0,0
Breast-AdenoCA::S.53,Ground-Truth,181,188,0,0,0,264,0,25,0,0,0,0,0
Breast-AdenoCA::S.54,Ground-Truth,23,4,0,0,0,208,0,7,162,0,0,0,0
Breast-AdenoCA::S.55,Ground-Truth,11,0,0,0,0,0,0,145,0,0,0,0,0
Breast-AdenoCA::S.56,Ground-Truth,28,0,0,0,0,246,0,116,0,0,0,0,0
Breast-AdenoCA::S.57,Ground-Truth,30,82,0,0,0,0,0,292,33,0,0,0,0
Breast-AdenoCA::S.58,Ground-Truth,75,72,0,0,0,0,0,4,92,0,0,0,0
Breast-AdenoCA::S.59,Ground-Truth,45,16,0,0,77,122,0,114,37,0,0,0,0
Breast-AdenoCA::S.60,Ground-Truth,45,18,0,0,0,95,0,345,76,0,0,0,0
Breast-AdenoCA::S.61,Ground-Truth,59,15,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.62,Ground-Truth,0,48,0,0,0,0,0,162,89,0,0,0,0
Breast-AdenoCA::S.63,Ground-Truth,107,0,0,0,66,445,0,359,55,0,0,0,0
Breast-AdenoCA::S.64,Ground-Truth,20,121,0,0,0,0,0,49,169,0,0,0,0
Breast-AdenoCA::S.65,Ground-Truth,155,25,0,397,0,0,0,181,36,0,0,0,0
Breast-AdenoCA::S.66,Ground-Truth,123,10,0,0,0,0,0,137,111,0,0,0,0
Breast-AdenoCA::S.67,Ground-Truth,16,0,0,0,91,121,0,193,137,0,0,0,0
Breast-AdenoCA::S.68,Ground-Truth,12,19,0,0,0,0,0,78,9,0,0,0,0
Breast-AdenoCA::S.69,Ground-Truth,47,85,0,0,0,0,0,131,126,0,0,0,0
Breast-AdenoCA::S.70,Ground-Truth,1,59,0,0,0,0,0,102,19,0,0,0,0
Breast-AdenoCA::S.71,Ground-Truth,23,27,0,234,0,0,0,34,40,0,0,0,0
Breast-AdenoCA::S.72,Ground-Truth,43,63,0,0,0,420,0,183,0,0,0,0,0
Breast-AdenoCA::S.73,Ground-Truth,43,123,0,0,0,0,0,102,50,0,0,0,0
Breast-AdenoCA::S.74,Ground-Truth,159,107,0,0,143,0,0,18,86,0,0,0,0
Breast-AdenoCA::S.75,Ground-Truth,35,22,0,0,0,0,0,142,247,0,0,0,0
Breast-AdenoCA::S.76,Ground-Truth,95,0,0,0,0,0,0,40,48,0,0,0,0
Breast-AdenoCA::S.77,Ground-Truth,25,55,0,0,80,0,0,0,58,0,0,0,0
Breast-AdenoCA::S.78,Ground-Truth,106,223,0,0,0,60,0,40,53,0,0,0,0
Breast-AdenoCA::S.79,Ground-Truth,41,31,0,0,0,223,0,43,76,0,0,0,0
Breast-AdenoCA::S.80,Ground-Truth,93,139,0,0,0,0,0,88,50,0,0,0,0
Breast-AdenoCA::S.81,Ground-Truth,61,50,0,243,0,0,0,40,372,0,0,0,0
Breast-AdenoCA::S.82,Ground-Truth,78,69,0,0,0,541,0,159,82,0,0,0,0
Breast-AdenoCA::S.83,Ground-Truth,45,0,0,0,0,0,0,44,39,0,0,0,0
Breast-AdenoCA::S.84,Ground-Truth,64,6,0,0,0,0,0,114,80,0,0,0,0
Breast-AdenoCA::S.85,Ground-Truth,19,70,0,486,0,0,0,24,58,0,0,0,0
Breast-AdenoCA::S.86,Ground-Truth,41,8,0,0,0,350,0,264,0,0,0,0,0
Breast-AdenoCA::S.87,Ground-Truth,52,0,0,0,0,0,0,142,68,0,0,0,0
Breast-AdenoCA::S.88,Ground-Truth,36,142,0,0,105,0,0,29,0,0,0,0,0
Breast-AdenoCA::S.89,Ground-Truth,132,30,0,0,18,0,0,189,49,0,0,0,0
Breast-AdenoCA::S.90,Ground-Truth,0,64,0,0,193,0,0,245,202,0,0,0,0
Breast-AdenoCA::S.91,Ground-Truth,10,84,0,0,0,0,0,0,25,0,0,0,0
Breast-AdenoCA::S.92,Ground-Truth,51,53,0,0,0,0,0,350,11,0,0,0,0
Breast-AdenoCA::S.93,Ground-Truth,28,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.94,Ground-Truth,38,76,0,0,0,836,0,82,240,0,0,0,0
Breast-AdenoCA::S.95,Ground-Truth,219,0,0,0,0,535,0,115,81,0,0,0,0
Breast-AdenoCA::S.96,Ground-Truth,39,59,0,0,0,0,0,176,91,0,0,0,0
Breast-AdenoCA::S.97,Ground-Truth,401,53,0,611,0,0,0,256,87,0,0,0,0
Breast-AdenoCA::S.98,Ground-Truth,4,6,0,157,0,519,0,108,69,0,0,0,0
Breast-AdenoCA::S.99,Ground-Truth,47,12,0,0,0,0,0,169,33,0,0,0,0
Breast-AdenoCA::S.100,Ground-Truth,66,6,0,0,97,117,0,160,6,0,0,0,0
ColoRect-AdenoCA::S.1,Ground-Truth,376,1045,0,0,0,0,0,0,0,0,0,0,390
ColoRect-AdenoCA::S.2,Ground-Truth,441,1265,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.3,Ground-Truth,577,1099,0,0,0,0,0,0,0,0,0,0,1031
ColoRect-AdenoCA::S.4,Ground-Truth,606,739,0,0,422,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.5,Ground-Truth,920,173,0,0,0,0,0,0,0,0,0,0,482
ColoRect-AdenoCA::S.6,Ground-Truth,1132,1211,0,0,180,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.7,Ground-Truth,1034,336,0,0,176,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.8,Ground-Truth,947,59,0,0,0,0,0,0,0,0,0,0,235
ColoRect-AdenoCA::S.9,Ground-Truth,440,342,0,0,0,0,0,0,0,0,0,0,225
ColoRect-AdenoCA::S.10,Ground-Truth,480,415,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.11,Ground-Truth,505,427,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.12,Ground-Truth,467,139,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.13,Ground-Truth,291,358,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.14,Ground-Truth,601,1008,0,0,306,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.15,Ground-Truth,939,211,0,0,293,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.16,Ground-Truth,776,1234,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.17,Ground-Truth,264,554,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.18,Ground-Truth,874,1783,0,0,0,0,0,0,0,0,0,0,834
ColoRect-AdenoCA::S.19,Ground-Truth,213,211,0,0,0,0,0,0,0,0,0,0,770
ColoRect-AdenoCA::S.20,Ground-Truth,239,423,0,0,0,0,0,0,0,0,0,0,611
ColoRect-AdenoCA::S.21,Ground-Truth,259,173,0,0,394,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.22,Ground-Truth,193,352,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.23,Ground-Truth,598,98,0,0,467,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.24,Ground-Truth,1552,612,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.25,Ground-Truth,1427,220,0,0,316,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.26,Ground-Truth,49,488,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.27,Ground-Truth,1084,119,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.28,Ground-Truth,459,352,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.29,Ground-Truth,408,679,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.30,Ground-Truth,418,472,0,0,424,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.31,Ground-Truth,574,1918,0,0,0,0,0,0,0,0,0,0,601
ColoRect-AdenoCA::S.32,Ground-Truth,732,337,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.33,Ground-Truth,510,477,0,0,414,0,0,0,0,0,0,0,955
ColoRect-AdenoCA::S.34,Ground-Truth,104,1332,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.35,Ground-Truth,534,406,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.36,Ground-Truth,293,330,0,0,244,0,0,0,0,0,0,0,499
ColoRect-AdenoCA::S.37,Ground-Truth,956,230,0,0,455,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.38,Ground-Truth,335,476,0,0,470,0,0,0,0,0,0,0,1928
ColoRect-AdenoCA::S.39,Ground-Truth,530,519,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.40,Ground-Truth,650,459,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.41,Ground-Truth,768,541,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.42,Ground-Truth,696,125,0,0,256,0,0,0,0,0,0,0,1037
ColoRect-AdenoCA::S.43,Ground-Truth,299,1906,0,0,304,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.44,Ground-Truth,601,967,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.45,Ground-Truth,430,826,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.46,Ground-Truth,542,776,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.47,Ground-Truth,260,520,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.48,Ground-Truth,339,2140,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.49,Ground-Truth,115,785,0,0,0,0,0,0,0,0,0,0,578
ColoRect-AdenoCA::S.50,Ground-Truth,2575,569,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.51,Ground-Truth,199,1120,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.52,Ground-Truth,390,938,0,0,284,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.53,Ground-Truth,159,596,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.54,Ground-Truth,1222,292,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.55,Ground-Truth,776,710,0,0,393,0,0,0,0,0,0,0,1596
ColoRect-AdenoCA::S.56,Ground-Truth,883,373,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.57,Ground-Truth,1135,571,0,0,0,0,0,0,0,0,0,0,858
ColoRect-AdenoCA::S.58,Ground-Truth,269,181,0,0,310,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.59,Ground-Truth,242,814,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.60,Ground-Truth,360,122,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.61,Ground-Truth,270,163,0,0,356,0,0,0,0,0,0,0,851
ColoRect-AdenoCA::S.62,Ground-Truth,442,530,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.63,Ground-Truth,472,94,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.64,Ground-Truth,199,1730,0,0,371,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.65,Ground-Truth,293,536,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.66,Ground-Truth,531,422,0,0,463,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.67,Ground-Truth,1520,853,0,0,0,0,0,0,0,0,0,0,682
ColoRect-AdenoCA::S.68,Ground-Truth,210,157,0,0,0,0,0,0,0,0,0,0,130
ColoRect-AdenoCA::S.69,Ground-Truth,953,497,0,0,0,0,0,0,0,0,0,0,691
ColoRect-AdenoCA::S.70,Ground-Truth,173,424,0,0,439,0,0,0,0,0,0,0,488
ColoRect-AdenoCA::S.71,Ground-Truth,390,425,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.1,Ground-Truth,4319,2052,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.2,Ground-Truth,9853,4050,0,0,0,0,0,0,0,0,0,0,4411
ColoRect-AdenoCA::POLE.S.3,Ground-Truth,5424,1494,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.4,Ground-Truth,6093,6724,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.5,Ground-Truth,5837,2362,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.6,Ground-Truth,2664,1611,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.7,Ground-Truth,2763,14392,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.8,Ground-Truth,6896,5351,0,0,0,0,0,0,0,0,0,0,918
ColoRect-AdenoCA::POLE.S.9,Ground-Truth,11684,10956,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.10,Ground-Truth,4571,4559,0,0,0,0,0,0,0,0,0,0,1213
ColoRect-AdenoCA::POLE.S.11,Ground-Truth,4444,5775,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.12,Ground-Truth,2717,1488,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.13,Ground-Truth,3226,11034,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.14,Ground-Truth,2105,4293,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::MSI-H.S.1,Ground-Truth,7943,31983,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::MSI-H.S.2,Ground-Truth,14715,16583,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::MSI-H.S.3,Ground-Truth,26644,41572,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::MSI-H.S.4,Ground-Truth,3655,61716,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::MSI-H.S.5,Ground-Truth,8145,83084,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::MSI-H.S.6,Ground-Truth,3165,117319,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::MSI-H.S.7,Ground-Truth,20606,9339,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::MSI-H.S.8,Ground-Truth,7973,29454,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::MSI-H.S.9,Ground-Truth,34305,60703,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::MSI-H.S.10,Ground-Truth,4071,75237,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::MSI-H.S.11,Ground-Truth,44527,199759,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::MSI-H.S.12,Ground-Truth,11992,39582,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::MSI-H.S.13,Ground-Truth,20027,66440,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::MSI-H.S.14,Ground-Truth,6756,40609,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::MSI-H.S.15,Ground-Truth,68048,75786,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.1,Ground-Truth,878,529,0,17,821,978,0,0,0,0,0,0,773
Eso-AdenoCA::S.2,Ground-Truth,212,1554,0,103,402,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.3,Ground-Truth,521,1199,0,0,587,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.4,Ground-Truth,154,39,0,0,0,0,0,0,395,0,0,0,0
Eso-AdenoCA::S.5,Ground-Truth,228,368,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.6,Ground-Truth,90,547,0,0,0,0,0,76,95,0,0,0,95
Eso-AdenoCA::S.7,Ground-Truth,673,495,0,0,449,0,0,0,0,0,0,0,176
Eso-AdenoCA::S.8,Ground-Truth,465,764,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.9,Ground-Truth,1197,0,0,0,447,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.10,Ground-Truth,181,619,0,0,530,0,0,0,290,0,0,0,0
Eso-AdenoCA::S.11,Ground-Truth,281,87,0,70,1013,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.12,Ground-Truth,518,1107,0,0,899,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.13,Ground-Truth,219,867,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.14,Ground-Truth,406,355,0,0,419,0,0,0,142,0,0,0,95
Eso-AdenoCA::S.15,Ground-Truth,66,480,0,0,0,0,0,0,0,0,0,0,166
Eso-AdenoCA::S.16,Ground-Truth,845,131,0,0,280,0,0,0,97,0,0,0,244
Eso-AdenoCA::S.17,Ground-Truth,300,742,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.18,Ground-Truth,738,726,0,0,0,0,0,34,0,0,0,0,0
Eso-AdenoCA::S.19,Ground-Truth,1613,500,0,0,476,0,0,60,0,0,0,0,607
Eso-AdenoCA::S.20,Ground-Truth,829,5,0,0,55,124,0,0,0,0,0,0,0
Eso-AdenoCA::S.21,Ground-Truth,429,31,0,31,0,0,0,0,169,0,0,0,80
Eso-AdenoCA::S.22,Ground-Truth,442,751,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.23,Ground-Truth,417,375,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.24,Ground-Truth,173,151,0,0,470,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.25,Ground-Truth,293,340,0,51,415,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.26,Ground-Truth,205,433,0,144,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.27,Ground-Truth,1368,1868,0,0,431,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.28,Ground-Truth,775,770,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.29,Ground-Truth,249,1450,0,0,433,138,0,0,0,0,0,0,0
Eso-AdenoCA::S.30,Ground-Truth,47,604,0,56,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.31,Ground-Truth,95,306,0,0,0,0,0,0,49,0,0,0,0
Eso-AdenoCA::S.32,Ground-Truth,220,248,0,59,77,0,0,0,99,0,0,0,0
Eso-AdenoCA::S.33,Ground-Truth,255,665,0,0,477,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.34,Ground-Truth,374,1260,0,0,341,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.35,Ground-Truth,320,521,0,0,0,0,0,0,102,0,0,0,0
Eso-AdenoCA::S.36,Ground-Truth,701,933,0,131,727,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.37,Ground-Truth,205,823,0,0,0,0,0,0,26,0,0,0,596
Eso-AdenoCA::S.38,Ground-Truth,724,192,0,0,580,0,0,102,62,0,0,0,0
Eso-AdenoCA::S.39,Ground-Truth,63,232,0,0,290,0,0,0,283,0,0,0,0
Eso-AdenoCA::S.40,Ground-Truth,135,1234,0,0,0,0,0,0,0,0,0,0,143
Eso-AdenoCA::S.41,Ground-Truth,870,316,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.42,Ground-Truth,233,640,0,145,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.43,Ground-Truth,162,236,0,52,292,0,0,0,0,0,0,0,135
Eso-AdenoCA::S.44,Ground-Truth,582,1163,0,0,196,0,0,0,0,0,0,0,790
Eso-AdenoCA::S.45,Ground-Truth,581,1147,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.46,Ground-Truth,557,225,0,0,349,0,0,0,65,0,0,0,0
Eso-AdenoCA::S.47,Ground-Truth,60,3123,0,0,0,0,0,0,77,0,0,0,437
Eso-AdenoCA::S.48,Ground-Truth,696,773,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.49,Ground-Truth,283,690,0,332,320,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.50,Ground-Truth,292,899,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.51,Ground-Truth,620,432,0,91,1424,452,0,0,0,0,0,0,353
Eso-AdenoCA::S.52,Ground-Truth,613,394,0,0,611,0,0,38,0,0,0,0,0
Eso-AdenoCA::S.53,Ground-Truth,296,854,0,0,87,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.54,Ground-Truth,333,1942,0,0,0,0,0,0,86,0,0,0,328
Eso-AdenoCA::S.55,Ground-Truth,760,509,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.56,Ground-Truth,1214,337,0,0,316,0,0,0,0,0,0,0,33
Eso-AdenoCA::S.57,Ground-Truth,604,1007,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.58,Ground-Truth,635,224,0,601,0,0,0,0,155,0,0,0,0
Eso-AdenoCA::S.59,Ground-Truth,412,530,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.60,Ground-Truth,749,169,0,0,1118,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.61,Ground-Truth,621,50,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.62,Ground-Truth,740,91,0,0,435,111,0,62,0,58,0,0,0
Eso-AdenoCA::S.63,Ground-Truth,556,1967,0,0,85,0,0,0,112,0,0,0,38
Eso-AdenoCA::S.64,Ground-Truth,928,1019,0,0,0,111,0,132,0,0,0,0,0
Eso-AdenoCA::S.65,Ground-Truth,1463,929,0,0,618,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.66,Ground-Truth,417,41,0,0,0,0,0,75,48,0,0,0,508
Eso-AdenoCA::S.67,Ground-Truth,11,4303,0,0,0,0,0,0,0,0,0,0,123
Eso-AdenoCA::S.68,Ground-Truth,145,786,0,215,0,0,0,0,0,0,0,0,401
Eso-AdenoCA::S.69,Ground-Truth,48,132,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA::S.70,Ground-Truth,126,974,0,0,178,0,0,0,337,95,0,0,61
Eso-AdenoCA::S.71,Ground-Truth,267,1054,0,30,0,0,0,21,237,0,0,0,0
Eso-AdenoCA::S.72,Ground-Truth,475,202,0,0,0,0,0,0,0,0,0,0,25
Eso-AdenoCA::S.73,Ground-Truth,1549,220,0,0,0,0,0,0,122,0,0,0,0
