,ID1,ID2,ID4,ID5,ID6,ID8,ID9,ID11
Breast-AdenoCA::S.55,0.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0
Breast-AdenoCA::S.56,33.0,0.0,0.0,0.0,195.0,118.0,0.0,0.0
Breast-AdenoCA::S.57,33.0,95.0,0.0,0.0,0.0,207.0,21.0,0.0
Breast-AdenoCA::S.58,77.0,56.0,0.0,0.0,0.0,11.0,123.0,0.0
Breast-AdenoCA::S.59,25.0,17.0,0.0,108.0,103.0,112.0,25.0,0.0
Breast-AdenoCA::S.60,46.0,17.0,0.0,0.0,98.0,443.0,92.0,0.0
Breast-AdenoCA::S.61,54.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.62,0.0,51.0,0.0,0.0,57.0,80.0,95.0,0.0
Breast-AdenoCA::S.63,96.0,0.0,0.0,0.0,466.0,528.0,72.0,0.0
Breast-AdenoCA::S.64,22.0,125.0,0.0,0.0,0.0,51.0,200.0,0.0
Breast-AdenoCA::S.65,149.0,21.0,300.0,0.0,0.0,187.0,23.0,0.0
Breast-AdenoCA::S.66,126.0,8.0,0.0,58.0,0.0,98.0,58.0,0.0
Breast-AdenoCA::S.67,25.0,0.0,0.0,194.0,116.0,210.0,53.0,0.0
Breast-AdenoCA::S.68,10.0,20.0,0.0,0.0,0.0,36.0,12.0,0.0
Breast-AdenoCA::S.69,54.0,82.0,0.0,0.0,0.0,94.0,110.0,0.0
Breast-AdenoCA::S.70,0.0,55.0,0.0,0.0,32.0,38.0,21.0,0.0
Breast-AdenoCA::S.71,15.0,26.0,253.0,29.0,0.0,58.0,0.0,0.0
Breast-AdenoCA::S.72,37.0,69.0,0.0,0.0,474.0,197.0,0.0,0.0
Breast-AdenoCA::S.73,40.0,128.0,0.0,0.0,0.0,69.0,52.0,0.0
Breast-AdenoCA::S.74,164.0,97.0,19.0,114.0,0.0,16.0,86.0,0.0
Breast-AdenoCA::S.75,32.0,11.0,0.0,63.0,0.0,107.0,220.0,0.0
Breast-AdenoCA::S.76,97.0,0.0,0.0,0.0,0.0,65.0,28.0,0.0
Breast-AdenoCA::S.77,23.0,53.0,11.0,43.0,0.0,0.0,80.0,0.0
Breast-AdenoCA::S.78,106.0,219.0,0.0,46.0,86.0,76.0,0.0,0.0
Breast-AdenoCA::S.79,42.0,31.0,0.0,0.0,201.0,46.0,69.0,0.0
Breast-AdenoCA::S.80,92.0,160.0,0.0,0.0,0.0,84.0,51.0,0.0
Breast-AdenoCA::S.81,63.0,50.0,217.0,0.0,18.0,0.0,391.0,0.0
Breast-AdenoCA::S.82,69.0,66.0,0.0,0.0,643.0,82.0,93.0,0.0
Breast-AdenoCA::S.83,44.0,0.0,0.0,0.0,0.0,67.0,32.0,0.0
Breast-AdenoCA::S.84,59.0,0.0,0.0,64.0,37.0,74.0,55.0,0.0
Breast-AdenoCA::S.85,14.0,63.0,550.0,0.0,0.0,18.0,41.0,0.0
Breast-AdenoCA::S.86,38.0,8.0,0.0,0.0,362.0,199.0,39.0,0.0
Breast-AdenoCA::S.87,46.0,0.0,0.0,0.0,0.0,212.0,74.0,0.0
Breast-AdenoCA::S.88,33.0,161.0,14.0,85.0,0.0,22.0,0.0,0.0
Breast-AdenoCA::S.89,129.0,28.0,0.0,47.0,0.0,294.0,27.0,0.0
Breast-AdenoCA::S.90,0.0,88.0,0.0,0.0,0.0,156.0,290.0,0.0
Breast-AdenoCA::S.91,10.0,80.0,0.0,0.0,0.0,0.0,18.0,0.0
Breast-AdenoCA::S.92,52.0,55.0,0.0,31.0,0.0,127.0,0.0,0.0
Breast-AdenoCA::S.93,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.94,48.0,79.0,0.0,0.0,753.0,136.0,318.0,0.0
Breast-AdenoCA::S.95,221.0,0.0,0.0,0.0,560.0,73.0,79.0,0.0
Breast-AdenoCA::S.96,44.0,45.0,0.0,0.0,47.0,68.0,113.0,0.0
Breast-AdenoCA::S.97,413.0,36.0,651.0,64.0,0.0,210.0,65.0,0.0
Breast-AdenoCA::S.98,0.0,0.0,122.0,0.0,652.0,0.0,61.0,0.0
Breast-AdenoCA::S.99,46.0,7.0,0.0,0.0,0.0,316.0,39.0,0.0
Breast-AdenoCA::S.100,67.0,0.0,0.0,131.0,116.0,80.0,0.0,0.0
