"Mutation type","Eso-AdenoCA::S.1","Eso-AdenoCA::S.2","Eso-AdenoCA::S.3","Eso-AdenoCA::S.4","Eso-AdenoCA::S.5","Eso-AdenoCA::S.6","Eso-AdenoCA::S.7","Eso-AdenoCA::S.8","Eso-AdenoCA::S.9","Eso-AdenoCA::S.10","Eso-AdenoCA::S.11","Eso-AdenoCA::S.12","Eso-AdenoCA::S.13","Eso-AdenoCA::S.14","Eso-AdenoCA::S.15","Eso-AdenoCA::S.16","Eso-AdenoCA::S.17","Eso-AdenoCA::S.18","Eso-AdenoCA::S.19","Eso-AdenoCA::S.20","Eso-AdenoCA::S.21","Eso-AdenoCA::S.22","Eso-AdenoCA::S.23","Eso-AdenoCA::S.24","Eso-AdenoCA::S.25","Eso-AdenoCA::S.26","Eso-AdenoCA::S.27","Eso-AdenoCA::S.28","Eso-AdenoCA::S.29","Eso-AdenoCA::S.30","Eso-AdenoCA::S.31","Eso-AdenoCA::S.32","Eso-AdenoCA::S.33","Eso-AdenoCA::S.34","Eso-AdenoCA::S.35","Eso-AdenoCA::S.36","Eso-AdenoCA::S.37","Eso-AdenoCA::S.38","Eso-AdenoCA::S.39","Eso-AdenoCA::S.40","Eso-AdenoCA::S.41","Eso-AdenoCA::S.42","Eso-AdenoCA::S.43","Eso-AdenoCA::S.44","Eso-AdenoCA::S.45","Eso-AdenoCA::S.46","Eso-AdenoCA::S.47","Eso-AdenoCA::S.48","Eso-AdenoCA::S.49","Eso-AdenoCA::S.50","Eso-AdenoCA::S.51","Eso-AdenoCA::S.52","Eso-AdenoCA::S.53","Eso-AdenoCA::S.54","Eso-AdenoCA::S.55","Eso-AdenoCA::S.56","Eso-AdenoCA::S.57","Eso-AdenoCA::S.58","Eso-AdenoCA::S.59","Eso-AdenoCA::S.60","Eso-AdenoCA::S.61","Eso-AdenoCA::S.62","Eso-AdenoCA::S.63","Eso-AdenoCA::S.64","Eso-AdenoCA::S.65","Eso-AdenoCA::S.66","Eso-AdenoCA::S.67","Eso-AdenoCA::S.68","Eso-AdenoCA::S.69","Eso-AdenoCA::S.70","Eso-AdenoCA::S.71","Eso-AdenoCA::S.72","Eso-AdenoCA::S.73","Eso-AdenoCA::S.74","Eso-AdenoCA::S.75","Eso-AdenoCA::S.76","Eso-AdenoCA::S.77","Eso-AdenoCA::S.78","Eso-AdenoCA::S.79","Eso-AdenoCA::S.80","Eso-AdenoCA::S.81","Eso-AdenoCA::S.82","Eso-AdenoCA::S.83","Eso-AdenoCA::S.84","Eso-AdenoCA::S.85","Eso-AdenoCA::S.86","Eso-AdenoCA::S.87","Eso-AdenoCA::S.88","Eso-AdenoCA::S.89","Eso-AdenoCA::S.90","Eso-AdenoCA::S.91","Eso-AdenoCA::S.92","Eso-AdenoCA::S.93","Eso-AdenoCA::S.94","Eso-AdenoCA::S.95","Eso-AdenoCA::S.96","Eso-AdenoCA::S.97","Eso-AdenoCA::S.98","Eso-AdenoCA::S.99","Eso-AdenoCA::S.100"
"AT>CC",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"AT>CG",0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AT>GA",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,3,1,0,0,0,1,2,1,0,0,1,2,1,0,0,1,0,3,0,0,1,4,0,0,3,0,0,0,0,0,4,1,1,1,1,4,4,1,1,4,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,2,1,0,5,2,0,0,0,1,2,5,1,0,0,0,0,2,2,3,1,1,0
"AT>GC",0,0,0,0,2,1,1,0,0,0,0,3,0,1,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,1,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,7,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"AT>TA",2,0,0,0,1,0,0,0,0,0,0,1,4,0,0,2,2,4,4,0,2,3,4,1,0,0,1,0,0,2,7,4,0,1,3,0,0,4,2,5,1,4,2,4,1,0,13,0,0,0,0,2,0,0,0,3,6,3,1,1,0,3,0,1,0,2,0,1,2,3,0,1,0,0,1,0,2,0,0,0,0,1,4,0,1,0,2,0,1,2,0,0,0,0,2,2,2,1,1,2
"CC>AA",29,2,1,18,3,86,1,11,10,6,15,3,22,30,1,0,4,31,2,4,11,12,38,90,7,5,6,9,5,6,42,4,18,2,1,16,21,76,5,12,13,1,0,2,13,5,9,12,2,3,27,10,0,38,3,2,0,8,4,47,3,5,2,19,21,54,15,61,34,11,62,5,1,12,3,20,26,43,3,12,2,9,23,3,0,16,11,12,22,0,4,5,1,21,12,55,10,6,0,5
"CC>AG",2,3,0,10,9,5,1,2,6,0,5,3,3,0,2,3,0,10,8,5,2,1,0,5,3,1,2,5,6,7,4,6,1,4,1,4,3,3,1,1,1,1,2,0,0,4,5,1,2,0,0,3,6,1,1,8,2,0,3,1,3,0,2,6,1,8,2,2,2,12,4,6,7,2,1,3,1,6,0,13,7,4,1,1,1,1,6,3,15,1,2,0,0,0,0,3,0,1,2,10
"CC>AT",3,2,2,4,2,10,5,3,1,3,3,1,2,0,7,1,0,12,9,3,3,1,3,11,9,3,8,3,7,0,10,1,5,4,2,3,6,3,1,7,2,1,2,8,4,4,4,4,10,4,6,0,1,2,0,1,0,1,5,0,3,3,3,1,4,2,3,4,1,2,9,0,2,3,0,2,0,2,3,3,2,2,4,0,0,0,6,2,13,3,4,2,0,2,1,4,5,2,2,4
"CC>GA",0,1,1,0,2,1,0,0,0,0,1,0,0,1,2,1,3,3,3,3,1,0,2,2,0,0,0,3,2,1,1,0,2,3,2,0,2,1,7,0,2,2,1,3,1,0,1,2,0,1,1,1,3,4,1,1,1,3,4,0,0,0,1,3,0,1,3,0,1,5,2,2,0,2,1,0,2,1,0,2,3,1,0,1,1,0,3,0,0,0,0,0,0,0,1,2,0,1,1,0
"CC>GG",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,3,1,0,0,0,2,1,0,3,2,0,0,0,2,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,1,0,0,0,0,1,0,0,1,1,0,0
"CC>GT",1,3,0,1,2,0,4,3,1,0,2,0,0,7,1,1,1,2,1,0,4,0,1,3,3,1,1,1,1,0,2,0,2,3,2,0,2,1,2,0,0,0,0,1,1,0,1,0,1,2,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,2,3,1,10,2,2,1,2,0,0,4,1,3,4,1,2,0,7,2,1,3,0,1,2,2,1,0,1,7,2,0,5,2,4
"CC>TA",1,2,0,1,1,1,1,2,1,0,1,3,0,7,3,0,3,0,0,3,1,1,1,0,1,3,0,0,2,1,6,0,7,2,0,0,1,0,0,0,1,0,1,0,0,1,2,1,2,4,1,3,3,1,1,0,3,3,2,1,0,1,0,0,0,0,7,0,2,1,0,0,1,0,2,7,1,3,3,3,1,6,1,2,0,1,2,0,11,0,0,4,0,1,0,4,0,1,1,0
"CC>TG",0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,4,2,0,0,0,1,0,1,0,0,0,1,0,0,3,1,0,1,1,1,0,0,0,4,4,1,0,1,1,0,0,0,2,1,0,1,3,0,0,1,2,3,3,0,8,1,0,0,1,0,0,0,0,1,0,1,2,2,0,0,0,4,0,4,1,0,3,0,0,1,1,1,2,0,2
"CC>TT",1,1,0,0,0,0,2,21,9,0,8,0,0,9,23,2,9,5,6,0,0,0,3,24,0,0,6,0,5,0,4,0,0,17,2,18,2,18,2,1,0,0,2,1,3,1,1,0,14,2,0,12,22,0,4,0,5,8,1,0,0,0,0,3,1,0,15,4,1,25,6,1,10,8,8,9,2,3,0,1,1,2,0,9,6,0,1,0,42,3,11,1,0,1,14,1,2,30,0,0
"CG>AT",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
"CG>GC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG>GT",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG>TA",0,0,0,0,1,7,0,9,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0
"CG>TC",0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CG>TT",0,1,0,0,3,2,1,1,0,0,1,0,2,0,0,0,0,0,0,1,0,2,0,4,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,1,0,0,2,0,0,0,0,1,0,1,0,2,1,0,0,0,0,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0
"CT>AA",0,0,0,0,0,0,0,1,2,0,1,8,7,0,0,0,0,1,1,1,1,2,1,0,0,1,0,1,0,0,46,0,0,0,0,0,2,1,1,2,0,0,0,0,0,2,1,88,0,0,1,2,0,0,0,0,3,0,0,0,0,1,3,0,0,0,1,1,0,1,1,2,0,1,0,0,0,0,46,0,1,1,0,1,0,0,1,5,0,0,0,0,0,1,0,0,7,3,3,4
"CT>AC",0,0,0,0,0,0,0,13,2,0,3,9,2,0,2,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55,0,1,0,0,3,0,0,0,0,2,0,1,1,0,0,1,2,1,1,2,4
"CT>AG",0,0,0,2,2,5,1,33,4,0,5,1,1,2,4,1,0,2,3,0,1,3,0,1,0,0,0,3,7,2,8,0,1,43,1,1,3,0,0,1,1,1,1,1,0,0,0,2,1,2,1,0,1,0,0,3,0,0,0,0,6,0,0,0,2,0,0,0,1,5,0,0,0,3,1,0,0,2,1,0,0,1,3,2,0,1,0,1,0,0,3,5,0,0,0,3,2,0,1,0
"CT>GA",0,0,1,1,0,0,0,1,0,1,0,3,0,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,7,1,0,1,0,0,1,0,0,0,0,0
"CT>GC",2,1,0,0,0,0,2,0,0,0,0,1,2,0,2,2,2,3,1,0,0,0,1,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,2,3,2,6,3,0,1,1,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,2,1,3,0,0,0
"CT>GG",0,2,0,0,0,0,1,1,1,0,1,0,2,0,0,1,0,2,3,0,2,0,2,1,0,1,0,0,2,0,5,0,3,0,2,0,0,0,1,1,1,3,1,0,0,0,0,0,1,1,1,0,0,0,3,1,1,0,1,0,2,0,0,1,0,1,1,2,3,2,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
"CT>TA",2,0,0,1,1,0,0,1,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,2,1,0,0,2,1,1,1,1,0,1,0,1,1,1,0,0,0,1,2,6,0,0,1,4,0,4,2,0,0,0,15,0,0,0,0,0,7,1,1,2,1,0
"CT>TC",1,0,0,0,1,1,9,0,1,0,1,1,0,1,3,0,5,7,2,0,0,3,3,0,2,0,0,0,1,1,9,6,2,2,0,0,1,11,3,0,4,6,10,10,1,1,1,0,1,0,2,0,1,2,13,14,1,6,0,0,0,6,0,0,0,2,0,0,1,0,0,0,0,5,0,0,3,0,0,0,3,8,0,0,0,0,2,1,9,0,0,0,0,0,1,0,7,0,0,0
"CT>TG",0,1,1,0,0,2,0,13,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1,0,0,0,0,2,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0
"GC>AA",6,14,20,4,0,4,9,0,2,11,17,10,0,9,16,0,32,10,6,9,11,3,0,51,5,1,2,15,10,5,3,0,5,88,5,2,34,14,2,3,6,0,5,3,3,5,7,10,1,3,2,0,11,3,3,4,3,13,4,0,0,3,4,8,11,4,15,20,4,33,1,1,4,22,14,3,0,7,8,11,1,0,20,28,44,0,5,13,11,0,38,1,9,14,11,3,11,4,19,7
"GC>AG",5,8,2,2,0,0,0,5,4,3,3,0,7,0,9,1,4,8,8,1,13,4,3,0,0,13,5,5,5,0,7,1,11,2,2,3,0,1,14,24,6,7,2,3,0,0,0,0,2,1,10,1,2,0,22,0,2,2,4,0,5,5,2,8,0,1,4,6,6,0,1,1,1,0,4,0,1,2,7,9,2,0,13,19,2,1,6,1,5,4,0,1,0,1,2,3,0,1,2,9
"GC>AT",3,14,5,0,17,0,16,6,0,6,0,2,4,1,15,1,3,2,1,1,3,0,3,1,3,7,0,0,4,0,1,0,21,4,7,6,1,3,2,14,4,4,22,0,1,2,11,0,7,4,2,0,4,36,26,9,3,5,1,13,0,6,0,8,1,2,9,5,7,1,0,4,1,6,0,0,0,2,4,2,2,0,3,3,1,1,5,1,9,9,2,7,0,4,1,6,2,16,3,5
"GC>CA",0,6,2,0,0,5,1,0,1,0,0,2,2,0,0,2,1,1,0,3,1,0,1,1,0,1,3,4,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,2,0,0,2,8,1,2,1,3,4,1,3,1,0,0,0,1,1,1,2,0,2,0,2,2,2,0,0,1,2,2,2,2,0,1,0,0,0,0,1,0,0,2,1,0,4,0,2,4,1
"GC>CG",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,1,0,0,1,1
"GC>TA",0,5,1,0,0,0,0,1,1,1,6,1,1,1,2,1,2,2,0,1,2,3,3,2,1,3,1,2,7,0,1,0,1,2,1,0,4,0,0,0,0,3,1,0,2,0,2,0,9,0,1,2,0,1,0,0,0,0,0,2,0,1,0,1,0,1,2,0,1,1,4,1,0,0,1,1,0,0,3,2,0,2,0,0,0,0,1,1,0,0,1,2,1,2,0,1,1,5,1,0
"TA>AT",2,4,1,7,0,6,0,1,4,0,3,5,11,1,5,3,11,30,8,0,1,5,1,5,1,1,0,2,3,2,6,4,3,0,6,1,1,4,5,2,2,6,5,3,7,1,44,1,0,0,0,1,2,2,5,8,3,6,3,2,5,6,1,4,1,1,4,1,8,4,4,1,1,5,1,0,7,0,2,2,2,2,10,3,0,1,1,2,2,0,0,0,2,2,5,6,9,5,6,6
"TA>CG",0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TA>CT",3,2,1,1,2,5,3,1,2,1,0,0,2,0,0,3,0,2,1,2,0,1,3,4,1,3,2,1,1,1,6,2,3,1,3,0,1,5,1,4,6,3,0,6,0,0,5,0,2,3,2,1,4,0,4,1,2,9,0,3,3,1,0,2,0,1,2,0,0,4,1,0,0,1,0,0,1,0,3,1,5,5,5,1,1,0,7,4,1,2,3,0,1,3,5,3,7,3,2,2
"TA>GC",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"TA>GG",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0
"TA>GT",0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,2,5,1,0,1,2,4,4,0,0,2,0,0,1,1,3,2,0,1,1,1,8,1,0,2,2,1,2,1,0,0,0,3,1,0,0,3,0,2,1,2,3,2,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,1,0,0,1,0,0,1,5,2,1,0,1,0,1,1,5,0,0,0,0,7,0,7,1,0,0
"TC>AA",1,56,15,3,4,15,8,5,1,20,4,31,12,6,8,16,3,11,5,9,29,7,10,14,1,4,44,22,18,10,36,4,9,31,15,1,14,13,9,7,3,2,3,28,11,6,10,7,15,0,1,23,7,8,5,17,8,6,5,22,12,27,2,13,0,3,27,11,4,7,1,16,11,7,6,26,1,4,12,37,8,4,7,15,13,2,7,10,28,8,12,1,10,19,3,7,18,31,10,8
"TC>AG",1,8,0,1,2,0,2,3,3,0,1,3,3,1,2,4,1,3,2,0,0,0,1,1,0,2,1,2,2,0,2,0,4,2,0,0,2,1,2,0,1,4,1,5,1,0,0,3,6,0,3,2,3,5,10,1,2,2,2,0,8,0,1,3,0,1,3,6,1,6,1,3,2,3,0,7,3,0,3,5,3,2,2,6,0,3,6,1,4,1,2,1,0,1,1,6,2,3,3,1
