"Mutation type","Kidney-RCC::S.1","Kidney-RCC::S.2","Kidney-RCC::S.3","Kidney-RCC::S.4","Kidney-RCC::S.5","Kidney-RCC::S.6","Kidney-RCC::S.7","Kidney-RCC::S.8","Kidney-RCC::S.9","Kidney-RCC::S.10","Kidney-RCC::S.11","Kidney-RCC::S.12","Kidney-RCC::S.13","Kidney-RCC::S.14","Kidney-RCC::S.15","Kidney-RCC::S.16","Kidney-RCC::S.17","Kidney-RCC::S.18","Kidney-RCC::S.19","Kidney-RCC::S.20","Kidney-RCC::S.21","Kidney-RCC::S.22","Kidney-RCC::S.23","Kidney-RCC::S.24","Kidney-RCC::S.25","Kidney-RCC::S.26","Kidney-RCC::S.27","Kidney-RCC::S.28","Kidney-RCC::S.29","Kidney-RCC::S.30","Kidney-RCC::S.31","Kidney-RCC::S.32","Kidney-RCC::S.33","Kidney-RCC::S.34","Kidney-RCC::S.35","Kidney-RCC::S.36","Kidney-RCC::S.37","Kidney-RCC::S.38","Kidney-RCC::S.39","Kidney-RCC::S.40","Kidney-RCC::S.41","Kidney-RCC::S.42","Kidney-RCC::S.43","Kidney-RCC::S.44","Kidney-RCC::S.45","Kidney-RCC::S.46","Kidney-RCC::S.47","Kidney-RCC::S.48","Kidney-RCC::S.49","Kidney-RCC::S.50","Kidney-RCC::S.51","Kidney-RCC::S.52","Kidney-RCC::S.53","Kidney-RCC::S.54","Kidney-RCC::S.55","Kidney-RCC::S.56","Kidney-RCC::S.57","Kidney-RCC::S.58","Kidney-RCC::S.59","Kidney-RCC::S.60","Kidney-RCC::S.61","Kidney-RCC::S.62","Kidney-RCC::S.63","Kidney-RCC::S.64","Kidney-RCC::S.65","Kidney-RCC::S.66","Kidney-RCC::S.67","Kidney-RCC::S.68","Kidney-RCC::S.69","Kidney-RCC::S.70","Kidney-RCC::S.71","Kidney-RCC::S.72","Kidney-RCC::S.73","Kidney-RCC::S.74","Kidney-RCC::S.75","Kidney-RCC::S.76","Kidney-RCC::S.77","Kidney-RCC::S.78","Kidney-RCC::S.79","Kidney-RCC::S.80","Kidney-RCC::S.81","Kidney-RCC::S.82","Kidney-RCC::S.83","Kidney-RCC::S.84","Kidney-RCC::S.85","Kidney-RCC::S.86","Kidney-RCC::S.87","Kidney-RCC::S.88","Kidney-RCC::S.89","Kidney-RCC::S.90","Kidney-RCC::S.91","Kidney-RCC::S.92","Kidney-RCC::S.93","Kidney-RCC::S.94","Kidney-RCC::S.95","Kidney-RCC::S.96","Kidney-RCC::S.97","Kidney-RCC::S.98","Kidney-RCC::S.99"
"DEL_repeats_2_1",24,38,9,24,7,11,32,35,23,4,8,15,29,10,5,41,20,13,32,32,22,13,26,33,11,19,6,23,4,33,7,12,4,6,11,7,7,5,8,16,9,2,12,21,26,6,19,6,9,20,21,12,7,8,29,22,8,22,9,11,14,29,22,18,5,8,25,4,22,16,4,3,18,27,8,18,13,8,28,21,10,26,11,13,8,20,16,13,11,8,20,10,8,4,7,9,22,14,8
"DEL_repeats_2_2",4,2,3,10,3,0,5,7,4,4,0,4,1,1,2,6,2,9,5,6,1,6,5,6,2,3,3,6,1,10,0,1,7,2,8,2,4,0,1,2,6,3,2,4,6,1,2,1,1,2,3,9,4,2,5,3,1,7,6,2,8,11,5,4,2,3,4,4,2,4,3,3,3,5,1,7,1,4,4,3,3,4,0,2,2,11,0,4,3,1,1,6,4,7,3,1,3,4,6
"DEL_repeats_2_3",0,0,0,4,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,4,1,1,0,2,0,1,1,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,0,2,3,0,1,2,3,1,3,0,1,0,1,0,0,0,3,0,2,1,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,2,0,0
"DEL_repeats_2_4",0,0,1,0,0,1,1,2,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,2,1,0,2,0,0,1,3,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,2,1,2,1,2,1,2,0,0,0,1,0,1,2,0,1,1,1,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"DEL_repeats_2_5+",18,5,9,6,7,5,3,37,25,6,3,5,18,6,19,27,5,16,30,18,32,16,39,11,2,18,11,14,4,13,5,5,6,16,2,14,23,4,10,7,3,29,22,14,2,11,8,4,1,7,16,3,13,10,3,8,16,33,10,2,11,15,23,15,2,0,23,13,21,11,3,4,14,4,11,6,8,5,11,10,6,25,4,6,14,29,13,3,7,4,36,6,10,3,10,10,6,8,3
"DEL_repeats_3_0",4,10,14,4,2,12,11,25,5,6,4,3,29,10,10,20,10,16,8,7,9,16,42,11,8,35,9,25,8,39,3,5,0,11,7,13,14,3,0,11,2,3,18,17,15,10,15,7,6,3,9,7,8,10,12,19,4,28,3,5,10,12,27,2,2,3,17,18,18,9,5,12,14,10,11,2,6,5,13,11,3,3,3,7,8,21,9,16,9,8,8,14,8,6,11,2,16,12,6
"DEL_repeats_3_1",3,5,4,4,1,4,6,1,0,4,1,1,6,0,3,8,3,7,4,17,4,6,5,4,6,3,1,5,2,7,2,2,3,5,6,1,6,3,1,4,3,0,4,5,5,5,6,1,2,2,8,2,4,4,7,5,0,2,3,5,1,3,10,10,2,3,6,2,11,2,1,0,2,4,1,8,2,2,5,1,7,6,1,6,7,2,4,4,6,2,2,0,6,2,4,3,8,4,3
"DEL_repeats_3_2",0,3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,2,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,3,1,0,0,0,1,0,0,1,0,2,0,2,0,0,1,1,1,0,1,1,0,1,1,3,0,1,0,0,3,0,0,0,2,4,0,0,0,2,1,1,0,0,0,0,0,0,1
"DEL_repeats_3_3",0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,2
"DEL_repeats_3_4",4,4,3,1,2,2,1,14,2,3,3,0,9,0,1,2,1,7,6,1,9,1,2,4,4,7,5,2,4,7,2,3,5,1,4,3,6,0,5,2,1,0,0,2,2,5,2,1,0,2,3,2,4,0,3,7,1,3,7,4,0,7,7,0,5,2,13,3,2,3,0,0,2,2,1,2,5,1,1,4,3,5,1,4,0,4,2,0,4,1,6,1,1,1,2,2,2,0,0
"DEL_repeats_3_5+",0,14,6,1,0,1,1,9,2,3,3,5,6,1,6,12,3,2,12,2,7,1,6,1,3,11,3,3,5,13,3,4,6,2,6,9,7,1,0,2,1,1,7,14,7,0,6,1,1,6,6,3,7,2,6,10,1,9,4,7,8,1,8,15,1,1,5,3,4,5,3,6,3,8,4,1,6,1,12,4,0,7,5,3,4,3,5,1,2,2,3,7,2,5,12,4,3,0,3
"DEL_repeats_4_0",5,9,3,4,1,3,14,6,4,4,7,3,10,1,12,7,6,5,16,13,4,8,13,1,7,11,1,8,8,8,1,6,9,8,4,14,9,4,7,7,1,8,5,8,10,6,4,4,4,5,10,6,4,2,11,15,1,9,2,3,9,3,0,6,1,5,1,1,9,2,5,1,8,3,3,16,3,5,11,9,7,6,6,8,10,12,10,2,3,2,3,17,2,2,3,5,10,1,5
"DEL_repeats_4_1",0,4,0,6,1,2,3,5,1,0,2,1,1,1,1,4,1,2,1,0,2,2,1,8,2,5,3,2,2,2,1,0,1,1,0,0,4,2,2,4,0,0,3,4,2,1,5,0,1,2,3,5,0,0,4,7,1,7,1,3,6,6,4,6,1,0,4,1,1,1,2,2,4,1,3,2,2,0,5,0,5,1,2,2,1,8,3,2,0,6,2,1,2,0,2,0,2,1,4
"DEL_repeats_4_2",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEL_repeats_4_3",4,2,0,1,2,1,10,1,2,1,3,1,2,0,2,6,2,2,2,0,0,10,4,1,0,5,1,2,1,0,0,0,1,1,2,2,2,0,3,4,0,0,0,0,2,1,1,1,0,1,2,3,2,1,2,6,1,11,2,1,0,2,5,0,2,0,2,1,2,3,1,1,3,1,3,0,3,0,4,0,0,6,1,1,1,5,0,2,0,0,3,4,0,0,0,0,6,0,1
"DEL_repeats_4_4",0,2,3,3,0,1,4,2,2,0,1,1,5,0,2,4,0,2,2,1,3,5,2,0,1,4,0,3,3,7,1,0,4,1,5,1,7,0,1,1,0,1,2,4,2,1,2,1,0,0,5,1,5,0,2,6,1,5,1,0,2,2,0,7,6,0,3,5,1,1,0,0,3,3,5,2,4,1,1,2,1,1,1,3,1,6,1,2,1,3,2,0,2,1,3,3,1,3,10
"DEL_repeats_4_5+",0,0,0,0,1,1,0,3,1,0,0,0,1,2,2,1,0,0,3,0,0,2,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,1,0,1,0,3,2,1,0,0,0,0,0,2,0,1,0,8,0,2,0,0,0,1,1,1,0,0,0,1,1,0,3,0,1,1,4,2,1,0,0,0,0,0,0,0,0,2,0,2
"DEL_repeats_5+_0",13,20,35,9,74,14,20,55,14,42,39,44,39,36,6,45,33,46,42,32,104,37,40,40,21,47,20,43,15,32,58,30,44,39,15,72,70,17,14,33,26,14,70,57,32,34,39,58,14,20,22,41,32,24,33,48,26,38,40,32,67,27,60,65,33,43,40,19,44,37,48,28,46,27,40,37,25,49,65,34,96,37,18,50,28,35,70,55,14,18,49,25,61,20,41,60,67,26,59
"DEL_repeats_5+_1",0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,1,2,0,2,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,1,1,0,3,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"DEL_repeats_5+_2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,2,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"DEL_repeats_5+_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"DEL_repeats_5+_4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"DEL_repeats_5+_5+",0,0,0,0,0,0,1,0,1,2,0,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,1
"INS_repeats_2_0",4,6,6,2,4,5,4,3,6,6,3,2,9,1,2,4,7,1,4,4,6,8,3,11,1,7,2,7,2,5,2,1,8,3,4,2,3,2,6,7,2,3,17,4,5,5,3,3,0,1,11,1,1,4,4,7,1,11,9,7,4,1,8,3,3,2,2,7,11,1,0,4,10,6,2,3,4,5,3,13,1,10,3,3,1,3,3,3,4,2,4,2,3,4,0,3,3,5,4
"INS_repeats_2_1",10,6,2,5,1,3,8,14,13,9,7,13,15,5,5,13,6,15,7,22,16,12,6,5,2,39,12,6,4,5,0,1,15,11,9,9,16,6,4,14,5,7,19,6,8,7,4,2,9,2,17,8,0,5,14,19,10,6,17,4,3,3,18,10,7,3,7,17,12,5,4,13,5,3,2,12,11,7,12,6,9,27,0,1,2,9,9,15,10,3,3,13,17,2,4,3,14,7,6
"INS_repeats_2_2",0,4,3,1,2,1,1,7,8,3,1,2,2,3,3,9,1,3,5,4,4,8,4,6,1,2,5,9,0,7,2,0,6,7,9,5,14,0,2,12,2,1,4,4,4,4,0,1,6,4,16,2,2,2,3,6,4,10,2,1,1,8,4,6,0,0,2,6,8,2,0,2,5,2,1,1,2,2,5,2,0,3,1,2,2,11,2,2,0,1,2,2,3,5,8,5,6,5,8
"INS_repeats_2_3",2,4,0,0,1,1,0,1,0,2,0,2,2,1,1,1,1,0,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,0,1,1,3,1,0,2,1,0,0,2,2,0,1,2,0,0,3,0,0,0,0,3,0,2,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1,2,0,2,0,0,0,0,0,2,0,1,0,0,1,1,0,0,1,2,0,0,3,3,4,1,1
"INS_repeats_2_4",0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"INS_repeats_2_5+",1,3,2,0,1,2,0,1,0,0,1,3,4,1,1,2,0,0,1,0,0,0,2,1,4,4,3,1,0,0,2,1,0,1,3,0,2,1,0,3,0,3,3,1,3,1,1,10,3,0,1,0,1,2,0,7,4,1,0,1,1,0,2,4,0,2,2,1,0,0,1,3,1,1,2,0,0,2,1,1,0,6,0,1,1,0,1,1,3,1,4,3,1,0,0,0,4,1,0
