MutationType	ID1	ID2	ID5	ID14
5:Del:R:1	0.000190676000907555	0.00297751201786507	0.00041033499753799	0.000314462002201234
5:Del:R:2	0.000126355000601408	0.00039752500238515	0.00047092499717445	2.13000001491e-05
5:Del:R:3	1.89000000899578e-05	0.000158151000948906	0.000257166998456998	2.85000001995e-05
5:Del:R:4	3.11000001480257e-06	8.47000005082e-05	9.72999994162e-05	1.5000000105e-05
5:Del:R:5	3.13000001489777e-05	2.12000001272e-05	0.000585017996489892	9.08000006356e-05
2:Ins:R:0	0.000402036001913559	0.000331853001991118	0.00634945396190328	0.0239422561675958
2:Ins:R:1	7.8800000375062e-06	0.00027166500162999	0.0183876418896741	0.000123773000866411
2:Ins:R:2	0.000221347001053539	0.00103534100621205	0.00720795195675229	0.00111419900779939
2:Ins:R:3	0.000514268002447746	0.000381326002287956	0.00117229199296625	0.000871483006100381
2:Ins:R:4	0.00291310001386539	0.00197742301186454	6.87999995872e-05	0.00297397802081785
2:Ins:R:5	0.0181215840862528	0.0136333760818003	0.000994121994035268	0.000544275003809925
3:Ins:R:0	3.06000001456459e-07	5.78000003468e-05	0.00379247797724513	0.00662349704636448
3:Ins:R:1	0.000254695001212264	0.0012270500073623	0.00612276096326343	0.0025232000176624
3:Ins:R:2	4.41000002099014e-05	0.00021007500126045	0.00114346799313919	0.000204501001431507
3:Ins:R:3	0.000166702000793446	3.02000001812e-06	1.01999999388e-05	0.000327493002292451
3:Ins:R:4	8.89000004231347e-05	0.000141807000850842	1.17999999292e-05	0.00060186000421302
3:Ins:R:5	0.00124869600594338	0.00186470701118824	0.000102573999384556	0.00220599701544198
4:Ins:R:0	3.31000001575451e-18	1.68000001008e-05	0.00243918598536488	0.00594693004162851
4:Ins:R:1	0.000744381003543008	0.00120372800722237	0.00361229797832621	0.00132692600928848
4:Ins:R:2	7.55000003593551e-05	1.22000000732e-05	0.000376458997741246	8.45000005915e-05
4:Ins:R:3	0.000157544000749857	0.000134169000805014	1.86999998878e-06	0.000713852004996964
4:Ins:R:4	0.000319653001521443	0.00024938500149631	6.40999996154e-06	0.00166501001165507
4:Ins:R:5	0.00100132000476595	0.00219354501316127	0.000635976996184138	0.000274449001921143
5:Ins:R:0	3.31000001575451e-18	3.9500000237e-18	0.00475007097149957	0.00271214101898499
5:Ins:R:1	0.0014431260068688	0.000135658000813948	0.00479343097123941	0.0264555251851887
5:Ins:R:2	0.000254832001212916	5.53000003318e-06	0.000298795998207224	0.000488313003418191
5:Ins:R:3	0.000237087001128456	9.77000005862e-05	0.000165545999006724	0.000103831000726817
5:Ins:R:4	0.000261865001246391	2.1500000129e-06	0.000126706999239758	0.000157593001103151
5:Ins:R:5	0.00011983400057037	0.000115629000693774	0.000626341996241948	2.15000001505e-05
2:Del:M:1	0.0011978150057012	0.000175553001053318	0.0286879458278723	0.00264092501848648
3:Del:M:1	8.1900000389817e-05	5.46000003276e-07	0.0131571469210571	0.00157517301102621
3:Del:M:2	0.00147959300704237	0.00294406301766438	0.00900420994597474	0.00323693502265854
4:Del:M:1	8.38000003988604e-05	0.00014700500088203	0.00873220194760679	8.2000000574e-06
4:Del:M:2	0.000145479000692432	0.000550614003303684	0.00604718696371688	0.000950493006653451
4:Del:M:3	0.000160684000764803	0.000693566004161396	0.00344244197934535	0.00223043401561304
5:Del:M:1	8.16000003883891e-07	0.000624963003749778	0.00861707294829756	0.00655170604586194
5:Del:M:2	2.38000001132801e-10	0.000117708000706248	0.00785102095289387	0.00449863403149044
5:Del:M:3	2.33000001109003e-12	5.67000003402e-05	0.00715797495705215	0.00140448700983141
5:Del:M:4	3.88000001846752e-05	0.000462842002777052	0.00249254898504471	0.000100143000701001
5:Del:M:5	0.000665116003165733	0.00236731901420391	0.0011123669933258	0.000931512006520584
