,ID1,ID2,ID3,ID5,ID6,ID8,ID9
Lung-AdenoCA::S.61,0.0,37.0,96.0,0.0,0.0,0.0,47.0
Lung-AdenoCA::S.62,125.0,227.0,515.0,448.0,0.0,0.0,0.0
Lung-AdenoCA::S.63,0.0,117.0,0.0,939.0,0.0,0.0,0.0
Lung-AdenoCA::S.64,0.0,0.0,3164.0,715.0,0.0,0.0,0.0
Lung-AdenoCA::S.65,118.0,0.0,516.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.66,80.0,0.0,381.0,400.0,0.0,0.0,0.0
Lung-AdenoCA::S.67,275.0,0.0,0.0,0.0,0.0,0.0,318.0
Lung-AdenoCA::S.68,0.0,0.0,0.0,120.0,0.0,0.0,0.0
Lung-AdenoCA::S.69,136.0,0.0,231.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.70,0.0,0.0,751.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.71,113.0,0.0,74.0,155.0,0.0,47.0,0.0
Lung-AdenoCA::S.72,0.0,322.0,207.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.73,47.0,309.0,0.0,0.0,0.0,0.0,80.0
Lung-AdenoCA::S.74,112.0,0.0,284.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.75,119.0,0.0,0.0,0.0,842.0,0.0,0.0
Lung-AdenoCA::S.76,0.0,0.0,654.0,0.0,127.0,0.0,232.0
Lung-AdenoCA::S.77,93.0,0.0,137.0,0.0,0.0,91.0,545.0
Lung-AdenoCA::S.78,217.0,0.0,0.0,129.0,0.0,49.0,0.0
Lung-AdenoCA::S.79,40.0,0.0,219.0,0.0,0.0,63.0,0.0
Lung-AdenoCA::S.80,116.0,0.0,0.0,238.0,0.0,0.0,0.0
Lung-AdenoCA::S.81,0.0,0.0,0.0,325.0,0.0,0.0,0.0
Lung-AdenoCA::S.82,54.0,0.0,115.0,373.0,299.0,0.0,0.0
Lung-AdenoCA::S.83,0.0,0.0,2454.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.84,0.0,108.0,247.0,283.0,0.0,0.0,381.0
Lung-AdenoCA::S.85,182.0,0.0,878.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.86,36.0,0.0,581.0,319.0,0.0,0.0,0.0
Lung-AdenoCA::S.87,0.0,0.0,2054.0,0.0,0.0,0.0,938.0
Lung-AdenoCA::S.88,30.0,0.0,151.0,418.0,0.0,61.0,0.0
Lung-AdenoCA::S.89,0.0,0.0,1127.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.90,0.0,0.0,1386.0,0.0,0.0,0.0,1039.0
Lung-AdenoCA::S.91,0.0,78.0,101.0,126.0,0.0,0.0,162.0
Lung-AdenoCA::S.92,98.0,0.0,1993.0,389.0,0.0,0.0,0.0
Lung-AdenoCA::S.93,0.0,0.0,2046.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.94,126.0,0.0,975.0,297.0,0.0,0.0,0.0
Lung-AdenoCA::S.95,128.0,0.0,2343.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.96,114.0,0.0,0.0,0.0,483.0,0.0,0.0
Lung-AdenoCA::S.97,37.0,0.0,0.0,331.0,0.0,126.0,0.0
Lung-AdenoCA::S.98,291.0,0.0,680.0,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.99,0.0,0.0,1205.0,280.0,0.0,0.0,0.0
Lung-AdenoCA::S.100,0.0,0.0,2045.0,0.0,0.0,0.0,443.0
