Sample,SBS1,SBS2,SBS5,SBS7a,SBS7b,SBS7c,SBS7d,SBS13,SBS17a,SBS17b,SBS38,SBS40
Skin-Melanoma::S.33,0.0,0.0,0.0,0.0,19262.951237330304,7614.2017190331035,0.0,0.0,402.7700220352256,0.0,0.0,1891.2493845264908
Skin-Melanoma::S.34,0.0,16110.626917352662,0.0,109493.63519431929,19106.32145916165,7469.7844461839595,0.0,0.0,0.0,0.0,0.0,10473.620676981775
Skin-Melanoma::S.35,612.9151361303473,4950.7993849308305,2409.236398883156,0.0,19080.358958175035,0.0,3586.384185061916,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.36,0.0,0.0,2474.147698287684,37778.92879487787,39619.50337735976,1337.267313592102,5810.861241484601,580.4145892543069,0.0,0.0,0.0,0.0
Skin-Melanoma::S.37,0.0,13202.75948200146,10710.911405611547,40627.667484284444,27072.143821210688,5157.791261678043,1770.3560250557941,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.38,0.0,0.0,4415.961380046655,43990.54754757788,58863.51071320441,2043.994219514554,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.39,0.0,18436.89779379188,38774.30574807786,82051.49908444268,46208.36745665039,16864.001805368534,1799.0053156555057,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.40,0.0,5232.227159015736,0.0,87604.89366534005,32400.551884864934,0.0,5829.282605706064,0.0,0.0,2586.408313761847,0.0,8130.5928643187335
Skin-Melanoma::S.41,1843.1765439298874,0.0,0.0,75205.15114423756,48746.80677354398,1599.6343734980173,1441.9795989164052,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.42,0.0,0.0,0.0,78174.83248226931,25068.899285730884,5076.587896329235,1431.8169060138468,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.43,0.0,0.0,0.0,158980.77817976233,60595.549735280554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.44,4686.3572937700055,3790.166371653567,0.0,311350.93730559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.45,0.0,0.0,0.0,146957.69509555527,26950.805012740093,9509.100425305278,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.46,0.0,0.0,4234.905062041457,2423.2282407502917,61695.57853955885,754.946544329513,466.9469549025809,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.47,1325.611666231662,0.0,4368.850898005771,0.0,11054.196248840955,11956.20229673344,921.8426217631613,0.0,0.0,0.0,0.0,11019.386641708397
Skin-Melanoma::S.48,5663.553380175552,28719.296943865593,9670.161131787345,129651.09496647966,99131.32198237645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.49,0.0,0.0,0.0,197591.93116788982,105573.31158550632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.50,0.0,0.0,0.0,468770.9412013667,26612.482947821147,16868.120790409164,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.51,406.8428111265202,0.0,1155.9722466078533,0.0,796.902544503201,112.42894233741328,463.29925828893073,12.838404380305388,0.0,13.159750386221894,0.0,0.0
Skin-Melanoma::S.52,0.0,0.0,0.0,200644.2283232314,0.0,9708.399248045393,3495.387998181422,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.53,4202.677823272608,83972.10049096766,15906.01854786401,288634.66202004295,18664.11962726089,13236.10207443754,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.54,0.0,30323.25906167487,11194.592250943566,61976.472728379114,26326.96775056024,0.0,9101.535338162143,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.55,431.003061926458,0.0,2450.695969460388,929.1714561456482,0.0,23153.743801258734,2444.111178180924,0.0,0.0,0.0,0.0,2342.0790616393824
Skin-Melanoma::S.56,0.0,2939.670302988237,4659.441168360408,20086.519174431094,10756.642152350265,0.0,4463.910120513945,490.2472714886481,0.0,0.0,524.3239232444002,0.0
Skin-Melanoma::S.57,0.0,0.0,0.0,11360.627170212718,25314.662031571577,0.0,4436.932704346614,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.58,3829.5752032847568,6271.088172364061,7602.493849336493,89478.86746988753,42833.113069208266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.59,0.0,0.0,4893.106765328288,593.9903392103071,4178.292722006378,0.0,157.97402240304416,0.0,0.0,101.42992395741553,159.59777802498405,2801.463538904275
Skin-Melanoma::S.60,0.0,0.0,5616.985909324652,94799.73306875843,12604.313422657371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.61,55.0383007132526,213.38210995838145,3152.3992723098945,0.0,5696.707698684586,1154.9452661097705,472.0317847488037,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.62,0.0,0.0,0.0,66766.95943049534,11259.77408678201,1179.068872421335,5148.769269521668,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.63,0.0,4919.483434124597,20949.875808836583,24514.413965956435,23634.285870266234,5160.077342844681,1662.193125069058,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.64,877.8599747066576,0.0,8507.022776219783,0.0,26936.365529860508,0.0,2227.8805154193847,0.0,0.0,0.0,0.0,5154.10821197851
Skin-Melanoma::S.65,0.0,0.0,0.0,9348.386654242377,25697.09243140007,432.6501997154978,1464.6287132266975,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.66,0.0,323.5426298055875,15066.6377708961,15544.799542271248,20706.501868346557,1875.6015646735902,0.0,0.0,0.0,0.0,0.0,1786.1208329450399
Skin-Melanoma::S.67,0.0,0.0,0.0,222648.84220386902,71266.83233673728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.68,0.0,966.157641050853,3411.421824482377,13546.104407867457,11792.899528479484,0.0,3793.8476899257344,0.0,0.0,0.0,0.0,5198.394695740768
Skin-Melanoma::S.69,0.0,170.7763946741028,0.0,0.0,10910.362924902125,0.0,2745.737694592201,0.0,0.0,0.0,101.64916083738166,1071.2060105748171
Skin-Melanoma::S.70,0.0,0.0,0.0,23841.826629485866,864.7576142353711,25108.422711613046,844.4385265749365,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.71,0.0,0.0,0.0,497.76387522086617,17317.252321621352,0.0,363.3902509490446,0.0,0.0,0.0,0.0,1804.295185274302
Skin-Melanoma::S.72,1151.8413313715664,6381.053731529384,0.0,91568.37517559473,15643.805313265006,20643.11655226063,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.73,338.13144086974125,0.0,0.0,1022.8334475548443,16692.661252090562,0.0,2635.135260885105,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.74,0.0,0.0,0.0,219882.49552393888,47795.56332891986,10481.363735076407,4896.372079089227,0.0,0.0,0.0,4521.871728573293,0.0
Skin-Melanoma::S.75,1580.2319867273873,10509.015683301042,4587.468202720213,24771.614141563055,5827.40819153201,14525.142362167355,949.0178773022801,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.76,678.5090572288462,0.0,0.0,40967.85007423517,11256.015446812673,0.0,4731.593681525732,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.77,0.0,0.0,0.0,99001.63034193347,12232.022806634848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.78,0.0,17496.1449424142,7708.0176750595265,90842.68694847536,26636.98650891692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.79,0.0,0.0,0.0,84341.46622684658,18871.310405981963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.80,2393.097680342746,0.0,0.0,217180.41427304843,12292.335742876197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.81,0.0,860.5152402772501,5958.898556972727,0.0,59658.48438951365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.82,0.0,0.0,0.0,109659.14226085044,13330.656917809863,5066.341533083195,1373.538926380827,971.5544648702875,0.0,0.0,0.0,0.0
Skin-Melanoma::S.83,0.0,3686.38883576068,11618.230805111774,0.0,71455.13025260097,0.0,0.0,0.0,0.0,0.0,2614.757433176016,0.0
Skin-Melanoma::S.84,2387.061511244583,0.0,0.0,141856.05526718375,50669.91304946618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.85,0.0,3263.371161376502,2943.315081270005,8243.459216928877,8614.218484526926,863.1230661364413,0.0,0.0,0.0,0.0,0.0,1572.2350012041727
Skin-Melanoma::S.86,0.0,0.0,0.0,234175.29203588868,28915.638287558573,4546.538411372486,3866.1833834179483,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.87,912.5196912366007,26360.96845868362,10862.793879742132,94824.57072502305,0.0,7025.159925022126,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.88,0.0,10198.686115363917,0.0,259732.00522414394,7345.550085921759,0.0,0.0,0.0,0.0,0.0,0.0,15661.922778457012
Skin-Melanoma::S.89,0.0,0.0,0.0,17683.999577646122,50712.769810490994,0.0,5247.287990656908,0.0,545.4623153505579,0.0,0.0,0.0
Skin-Melanoma::S.90,0.0,0.0,7506.380179555512,0.0,0.0,97.54136600550859,980.8569378343934,107.56158085607596,0.0,0.0,401.0345877815741,3864.16985127595
Skin-Melanoma::S.91,0.0,0.0,0.0,51888.461331779006,2225.0670290903463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.92,545.1704873949838,0.0,8232.456277791163,8365.86198363423,1464.0587675977051,4273.229108237001,412.2931394636084,1011.8603184493904,0.0,0.0,0.0,0.0
Skin-Melanoma::S.93,199.73850818758072,0.0,0.0,11900.615051425031,9251.44852431247,0.0,4978.679026688621,0.0,0.0,0.0,272.7012313995198,0.0
Skin-Melanoma::S.94,631.7220917366781,9976.279458108955,1603.7611955563962,39134.22979652716,19117.130493300177,2744.7343419205886,626.1221195396822,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.95,0.0,0.0,0.0,70647.41467613867,4324.5987279252795,15487.820749812625,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.96,1091.9173602337207,0.0,0.0,73334.29350045514,90303.87254837928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skin-Melanoma::S.97,0.0,247.48399427244306,2834.439422606749,0.0,1107.585602236071,118.26444734830415,2211.4731090367145,99.38980682622228,0.0,0.0,35.46179461558862,0.0
Skin-Melanoma::S.98,0.0,1048.4368243240017,2607.635190000366,3670.348542616399,9898.13492540813,264.56704099397024,742.3260460531208,0.0,0.0,0.0,0.0,1409.8975166124612
Skin-Melanoma::S.99,2986.7802061052507,3604.71409375966,16910.93229883535,0.0,76940.07637435818,3213.216186536709,1784.7469597941138,0.0,0.0,0.0,0.0,0.0
