Sample,SBS1,SBS5,SBS10a,SBS10b,SBS17a,SBS17b,SBS18,SBS28,SBS37,SBS40
ColoRect-AdenoCA::S.46,1769.215247798838,4533.063663064118,0.0,0.0,0.0,0.0,3371.1023334524816,0.0,0.0,0.0
ColoRect-AdenoCA::S.47,3230.5730505857664,0.0,0.0,0.0,2605.749112819074,0.0,2189.3938518168316,0.0,0.0,7559.414674463484
ColoRect-AdenoCA::S.48,3309.002786282032,3287.711776074191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16914.04214583153
ColoRect-AdenoCA::S.49,1563.2050352788158,0.0,302.1213482765812,0.0,0.0,0.0,4338.84795111358,0.0,0.0,11302.819809481234
ColoRect-AdenoCA::S.50,4757.676589362552,4309.447784309879,0.0,0.0,0.0,2005.4317656837209,0.0,687.8482630266191,0.0,4974.626990524928
ColoRect-AdenoCA::S.51,2121.5338840929903,1812.2551629712507,194.17624819724358,0.0,0.0,0.0,2631.5268650225466,0.0,0.0,2151.5330766145526
ColoRect-AdenoCA::S.52,3134.3500869966624,0.0,0.0,0.0,0.0,0.0,3660.8662689701678,0.0,0.0,0.0
ColoRect-AdenoCA::S.53,3101.9146885133505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15244.6611320482
ColoRect-AdenoCA::S.54,2158.1377982257877,0.0,0.0,0.0,0.0,0.0,5290.277003908354,489.01047655787494,0.0,4931.112321426807
ColoRect-AdenoCA::S.55,1860.0963840265927,3838.3392963356664,0.0,0.0,0.0,11813.43444631605,0.0,0.0,0.0,0.0
ColoRect-AdenoCA::S.56,3236.876460331553,2580.914564784107,0.0,0.0,0.0,0.0,2542.9296567276474,0.0,0.0,3215.971361670478
ColoRect-AdenoCA::S.57,2124.6815493792833,0.0,0.0,0.0,0.0,0.0,3433.8006125078577,0.0,0.0,7867.798251067444
ColoRect-AdenoCA::S.58,2980.535748644654,0.0,0.0,0.0,0.0,0.0,7032.829926750698,0.0,0.0,0.0
ColoRect-AdenoCA::S.59,4041.004855934613,0.0,0.0,0.0,0.0,0.0,3953.662211678809,0.0,0.0,8080.668449374855
ColoRect-AdenoCA::S.60,2210.620131105323,0.0,0.0,0.0,0.0,0.0,1874.2791867329734,0.0,0.0,10164.164287925347
ColoRect-AdenoCA::S.61,1805.8140582175722,0.0,0.0,0.0,0.0,0.0,1817.402528249437,0.0,2114.8145665888046,7082.585525368051
ColoRect-AdenoCA::S.62,3446.389382550616,0.0,0.0,0.0,0.0,0.0,3449.042170708875,0.0,0.0,14974.483555623543
ColoRect-AdenoCA::S.63,2204.3564492947667,5990.74067080192,0.0,737.0192077305522,0.0,0.0,7050.492826547674,0.0,0.0,3777.425991371681
ColoRect-AdenoCA::S.64,2264.884590587611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15866.254608270045
ColoRect-AdenoCA::S.65,2607.66518327664,4523.9946806186435,0.0,0.0,0.0,0.0,5072.129005080378,0.0,0.0,3495.4779825242517
ColoRect-AdenoCA::S.66,1743.7118652877289,2276.0110947093876,0.0,0.0,0.0,0.0,0.0,0.0,1883.6070069305201,4232.717725941326
ColoRect-AdenoCA::S.67,3685.244596040069,0.0,0.0,0.0,0.0,0.0,1484.729662827655,0.0,0.0,7253.287650533458
ColoRect-AdenoCA::S.68,2171.4614431348127,3898.0681912635555,0.0,0.0,0.0,0.0,4902.290261059267,0.0,0.0,4313.378312041809
ColoRect-AdenoCA::S.69,3224.5159314259245,3179.4801512292074,0.0,0.0,0.0,0.0,3874.6537886907,912.7003329267205,0.0,5916.7164576323585
ColoRect-AdenoCA::S.70,3838.6201441139533,0.0,717.1897790601599,0.0,0.0,0.0,3357.710123283631,0.0,0.0,14468.01826096913
ColoRect-AdenoCA::POLE.S.1,0.0,338515.5476631766,189134.52086983493,84730.60169443041,0.0,0.0,0.0,158084.05952592436,0.0,0.0
ColoRect-AdenoCA::POLE.S.2,0.0,192601.76360737288,87461.01030139292,169318.32930136318,0.0,0.0,0.0,149563.96765422236,0.0,0.0
ColoRect-AdenoCA::POLE.S.3,75619.13901226773,0.0,227601.68556746532,162141.80862610135,0.0,0.0,0.0,57878.93062294559,0.0,0.0
ColoRect-AdenoCA::POLE.S.4,0.0,0.0,442308.1304383179,249245.1482994702,0.0,0.0,0.0,162251.004650894,0.0,454791.7875361041
ColoRect-AdenoCA::POLE.S.5,0.0,0.0,325034.772711503,175644.70810278924,0.0,0.0,0.0,1125899.6949334259,0.0,0.0
ColoRect-AdenoCA::POLE.S.6,0.0,115704.59050988173,353441.89921644767,281106.0334234435,0.0,0.0,0.0,135903.19392521857,0.0,0.0
ColoRect-AdenoCA::POLE.S.7,0.0,353602.40505503543,772411.7483929527,84384.33526102567,0.0,0.0,0.0,259014.8417997303,0.0,0.0
ColoRect-AdenoCA::POLE.S.8,0.0,0.0,875599.1942845605,161825.8794315636,0.0,0.0,0.0,472741.11369764264,0.0,0.0
ColoRect-AdenoCA::POLE.S.9,0.0,599539.1579168701,345746.8226783488,79367.57603731146,0.0,0.0,0.0,40788.52597519011,0.0,0.0
ColoRect-AdenoCA::POLE.S.10,0.0,250840.7449560213,716520.8951843171,0.0,0.0,0.0,0.0,89080.30182527275,0.0,0.0
ColoRect-AdenoCA::POLE.S.11,33816.539638582035,88096.15934587717,130085.91113277775,57399.26615691655,0.0,0.0,0.0,16313.144498608242,0.0,0.0
ColoRect-AdenoCA::POLE.S.12,0.0,227339.49965850296,980667.3138278233,283764.4755142352,0.0,0.0,0.0,182675.38713691162,0.0,0.0
ColoRect-AdenoCA::POLE.S.13,0.0,93762.26902841446,246828.6550417796,165737.22288848515,0.0,0.0,0.0,104508.01657886425,0.0,0.0
ColoRect-AdenoCA::POLE.S.14,47172.694150048104,224892.58528464515,412048.95725845353,95620.25578091264,0.0,25614.919146943466,0.0,96903.54304940492,0.0,0.0
