Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ColoRect-AdenoCA::S.28	16688	0.963	3625.965	21.728%	663.647	26.99%	0.04371	0.928
ColoRect-AdenoCA::S.29	9503	0.98	1541.686	16.223%	305.202	19.863%	0.02251	0.968
ColoRect-AdenoCA::S.30	22632	0.969	4385.706	19.378%	843.919	24.747%	0.03567	0.942
ColoRect-AdenoCA::S.31	15960	0.96	3411.784	21.377%	652.964	28.115%	0.03521	0.919
ColoRect-AdenoCA::S.32	5463	0.985	1309.92	23.978%	282.557	17.585%	0.04341	0.983
ColoRect-AdenoCA::S.33	14188	0.965	3266.542	23.023%	499.118	26.116%	0.04323	0.917
ColoRect-AdenoCA::S.34	13475	0.957	3531.248	26.206%	593.493	29.037%	0.05628	0.92
ColoRect-AdenoCA::S.35	10725	0.95	2865.815	26.721%	798.387	31.293%	0.04904	0.938
ColoRect-AdenoCA::S.36	16927	0.971	4245.37	25.08%	840.508	23.905%	0.05889	0.962
ColoRect-AdenoCA::S.37	19727	0.956	4476.267	22.691%	819.448	29.271%	0.04112	0.908
ColoRect-AdenoCA::S.38	10819	0.979	2181.112	20.16%	406.926	20.536%	0.0328	0.969
ColoRect-AdenoCA::S.39	20651	0.969	4788.43	23.187%	930.608	25.028%	0.04199	0.955
ColoRect-AdenoCA::S.40	7491	0.982	1417.977	18.929%	312.681	18.887%	0.03436	0.977
ColoRect-AdenoCA::S.41	17729	0.967	4178.718	23.57%	607.966	25.637%	0.03877	0.918
ColoRect-AdenoCA::S.42	14959	0.971	2968.439	19.844%	477.806	23.779%	0.0312	0.931
ColoRect-AdenoCA::S.43	18410	0.974	3444.146	18.708%	570.82	22.539%	0.02915	0.942
ColoRect-AdenoCA::S.44	21703	0.966	4753.897	21.904%	734.955	26.006%	0.03516	0.909
ColoRect-AdenoCA::S.45	17622	0.954	4462.985	25.326%	685.563	29.959%	0.05144	0.875
ColoRect-AdenoCA::S.46	10138	0.966	2342.897	23.11%	405.874	26.294%	0.04537	0.938
ColoRect-AdenoCA::S.47	14506	0.974	2911.392	20.07%	455.587	22.489%	0.03925	0.944
ColoRect-AdenoCA::S.48	26149	0.959	6515.826	24.918%	984.1	28.228%	0.04618	0.899
ColoRect-AdenoCA::S.49	17527	0.981	3083.054	17.59%	504.477	19.322%	0.02757	0.964
ColoRect-AdenoCA::S.50	14243	0.984	3214.306	22.568%	534.464	19.36%	0.04658	0.979
ColoRect-AdenoCA::S.51	9691	0.948	2400.913	24.775%	571.301	31.995%	0.05142	0.924
ColoRect-AdenoCA::S.52	7333	0.969	1623.659	22.142%	463.346	24.77%	0.04175	0.963
ColoRect-AdenoCA::S.53	18224	0.952	5509.664	30.233%	773.365	30.748%	0.06069	0.89
ColoRect-AdenoCA::S.54	15054	0.968	3697.738	24.563%	698.969	25.822%	0.05162	0.954
ColoRect-AdenoCA::S.55	12612	0.991	2150.784	17.053%	433.527	13.309%	0.02636	0.99
ColoRect-AdenoCA::S.56	11694	0.954	3578.381	30.6%	777.112	30.184%	0.07269	0.941
ColoRect-AdenoCA::S.57	12807	0.97	2591.288	20.233%	433.255	24.523%	0.03217	0.932
ColoRect-AdenoCA::S.58	9068	0.965	2198.022	24.239%	491.068	26.533%	0.04621	0.953
ColoRect-AdenoCA::S.59	16165	0.984	2918.095	18.052%	454.473	17.792%	0.02597	0.973
ColoRect-AdenoCA::S.60	13972	0.968	3292.431	23.564%	530.705	25.109%	0.04203	0.94
ColoRect-AdenoCA::S.61	13741	0.973	2788.695	20.295%	438.021	23.023%	0.02983	0.94
ColoRect-AdenoCA::S.62	22431	0.959	5858.737	26.119%	899.256	28.396%	0.05391	0.914
ColoRect-AdenoCA::S.63	19958	0.969	4074.501	20.415%	757.622	24.679%	0.02951	0.944
ColoRect-AdenoCA::S.64	18625	0.961	4281.904	22.99%	644.176	27.709%	0.04045	0.877
ColoRect-AdenoCA::S.65	16100	0.977	3384.324	21.021%	538.599	21.982%	0.03578	0.96
ColoRect-AdenoCA::S.66	10862	0.979	2227.784	20.51%	310.176	20.412%	0.0333	0.954
ColoRect-AdenoCA::S.67	11344	0.968	2699.72	23.799%	394.273	25.07%	0.04393	0.929
ColoRect-AdenoCA::S.68	13923	0.971	2645.568	19.001%	498.036	24.105%	0.03137	0.943
ColoRect-AdenoCA::S.69	17117	0.983	2854.266	16.675%	460.591	18.47%	0.02272	0.966
ColoRect-AdenoCA::S.70	21959	0.953	5326.383	24.256%	976.004	30.363%	0.04267	0.906
ColoRect-AdenoCA::POLE.S.1	904544	0.993	161245.591	17.826%	30920.336	12.976%	0.03292	0.991
ColoRect-AdenoCA::POLE.S.2	700886	0.994	96272.035	13.736%	22878.599	11.283%	0.02651	0.993
ColoRect-AdenoCA::POLE.S.3	594131	0.997	67330.794	11.333%	17886.475	8.176%	0.01642	0.996
ColoRect-AdenoCA::POLE.S.4	1500727	0.998	185842.689	12.384%	36502.147	6.248%	0.0191	0.998
ColoRect-AdenoCA::POLE.S.5	1353132	0.997	146927.507	10.858%	31512.916	7.196%	0.0158	0.997
ColoRect-AdenoCA::POLE.S.6	897103	0.997	107847.133	12.022%	26919.796	8.577%	0.01734	0.996
ColoRect-AdenoCA::POLE.S.7	1623061	0.999	172228.022	10.611%	28842.119	4.36%	0.01543	0.999
ColoRect-AdenoCA::POLE.S.8	1377181	0.999	121431.765	8.817%	27651.561	5.17%	0.01146	0.999
ColoRect-AdenoCA::POLE.S.9	1176688	0.995	207898.974	17.668%	36839.463	10.492%	0.03485	0.995
ColoRect-AdenoCA::POLE.S.10	1039919	0.997	161819.315	15.561%	37297.475	7.662%	0.0362	0.997
ColoRect-AdenoCA::POLE.S.11	305481	0.991	56474.628	18.487%	12047.993	13.046%	0.04274	0.99
ColoRect-AdenoCA::POLE.S.12	1314844	0.989	295646.983	22.485%	62749.338	15.409%	0.0504	0.988
ColoRect-AdenoCA::POLE.S.13	528070	0.997	65050.593	12.319%	13195.559	7.97%	0.01698	0.997
ColoRect-AdenoCA::POLE.S.14	1115897	0.999	100075.756	8.968%	17804.738	4.329%	0.01138	0.999
