Sample,SBS1,SBS2,SBS3,SBS5,SBS8,SBS13,SBS18,SBS35,SBS39,SBS40,SBS41
Ovary-AdenoCA::S.19,1082.8520630246899,316.7339963110635,3001.3623335339958,1069.6642926570962,0.0,0.0,0.0,0.0,0.0,3997.7526387174594,0.0
Ovary-AdenoCA::S.20,477.25279644812383,698.4926215425958,12480.60119497562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.21,489.4628487474088,0.0,3656.49232526621,1463.8285751035362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.22,302.69946571581016,0.0,0.0,1642.9486043015688,0.0,0.0,1381.3747398550952,0.0,904.1555462873133,5955.645329657483,0.0
Ovary-AdenoCA::S.23,541.517939551673,0.0,7363.717489936352,4275.626970643214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.24,491.29210872209615,0.0,2488.7067887684852,2550.296466901005,0.0,225.6488015617722,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.25,565.9830141639923,311.0184207516364,5926.445826837625,1405.6489191028827,0.0,0.0,0.0,0.0,0.0,3660.631350672152,0.0
Ovary-AdenoCA::S.26,575.114064169034,0.0,9719.563747557315,0.0,0.0,0.0,0.0,0.0,0.0,5378.791785967054,0.0
Ovary-AdenoCA::S.27,642.7259494133666,0.0,13202.32027862834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.28,688.7911483833184,0.0,2130.2992454416153,1852.8182536687807,0.0,1105.7310632033266,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.29,656.4644254671977,253.2651915719451,0.0,2359.8712580514543,0.0,229.23538522918602,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.30,404.4671475369902,0.0,5359.799262886818,1444.1443111042279,0.0,0.0,990.4785276239566,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.31,864.864268010935,195.07145323829351,3876.040780812188,0.0,0.0,0.0,0.0,0.0,0.0,6566.434281483775,0.0
Ovary-AdenoCA::S.32,577.2454314064053,0.0,2582.2076311664932,489.7297983105436,0.0,295.13774285011783,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.33,557.6683263306771,268.2755026864598,6976.624158500673,1230.7451331406141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.34,269.22981232926276,0.0,7172.789049191752,1323.0200757062667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.35,519.5926224454258,0.0,5256.753387280058,2353.6368508710834,0.0,0.0,0.0,0.0,0.0,5654.402835565659,0.0
Ovary-AdenoCA::S.36,538.2097327575478,0.0,5845.641462800936,5551.890651120114,0.0,694.1974404811837,0.0,0.0,0.0,5277.797544526805,0.0
Ovary-AdenoCA::S.37,492.8605781417598,497.4219142981001,12413.529496519282,2174.3815916923995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.38,465.0376111797083,0.0,6006.923069333713,4292.650947952365,0.0,0.0,0.0,0.0,0.0,5193.5085859014025,0.0
Ovary-AdenoCA::S.39,567.3346977995355,0.0,4064.554393739858,0.0,0.0,0.0,1256.119220264321,0.0,0.0,1461.3035190606486,0.0
Ovary-AdenoCA::S.40,0.0,0.0,6216.407083701223,0.0,0.0,1565.892211402761,2338.355581824501,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.41,408.9880857523281,0.0,4065.6873326025425,0.0,0.0,885.7265749725876,0.0,0.0,0.0,4697.0866989678325,0.0
Ovary-AdenoCA::S.42,334.9174811370777,229.58677603158682,3146.65658471391,2200.9241954887075,0.0,0.0,760.4524555222579,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.43,842.3549823931786,99.39151639392118,3135.4232833997316,2107.8744628294994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.44,754.1967381012657,464.6110893701645,3045.50862312153,6357.372705059876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.45,1120.6168023631794,0.0,0.0,2047.9344887662862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.46,307.98817737211226,670.4450839533215,6191.05649576306,0.0,0.0,0.0,0.0,0.0,0.0,5191.364436838959,0.0
Ovary-AdenoCA::S.47,714.1148670831077,0.0,1979.10376628256,1772.287359120044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.48,998.0795580382676,0.0,5406.495696820869,1422.4857945847996,0.0,0.0,0.0,0.0,0.0,3965.3265898106733,0.0
Ovary-AdenoCA::S.49,452.85167014758815,0.0,1433.203164717059,0.0,0.0,349.16343042856937,0.0,0.0,0.0,5756.3570563012445,0.0
Ovary-AdenoCA::S.50,599.7731945429445,0.0,3254.417609743448,1090.3963766727077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.51,529.173102297443,0.0,4560.334354467739,0.0,0.0,317.2148782018633,1138.0321590901742,0.0,0.0,5685.901699544011,0.0
Ovary-AdenoCA::S.52,829.085897220116,0.0,4621.205555624525,1943.6246521163393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.53,465.41019741537355,0.0,4584.906703846333,0.0,0.0,773.3842039438688,1166.6959633946965,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.54,902.4630139900893,270.618503020182,5573.811568447277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.55,777.4146190123219,0.0,4431.972909088655,1572.6676057256627,0.0,0.0,0.0,0.0,932.0006636790997,0.0,0.0
Ovary-AdenoCA::S.56,890.4012924876287,0.0,3877.8365160081203,1315.0836009541574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.57,895.338889813028,0.0,2911.7355047947576,1639.2551090671427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.58,626.727123441228,0.0,2895.3791162533307,0.0,0.0,1099.1159660434062,0.0,0.0,0.0,9869.566161611452,0.0
Ovary-AdenoCA::S.59,343.82268214626697,387.6644190700658,4819.086561897539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.0393081121011
Ovary-AdenoCA::S.60,716.572441151008,335.16313392255455,3590.195585245925,0.0,0.0,467.43255236461715,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.61,419.6675570619223,503.09371779278575,7966.096984435244,2719.3773462241234,0.0,0.0,907.6251586467448,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.62,664.9503118771377,0.0,1645.4462353224292,2845.9580197109212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.63,802.8638120592939,0.0,15091.603986011944,3934.1787835790524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.64,212.74326874243673,387.32610163792185,6169.554250205371,1577.5434716401803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.65,1043.3075353143704,270.57654220360155,3791.073988264449,1473.3268309840855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.66,272.8536905592962,175.74150362455077,3813.6340804520178,993.0767090563593,2235.6448710881255,320.16394698444293,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.67,486.0408914652183,0.0,6785.522815703984,1642.6460489975996,2392.3563297095343,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.68,298.34026937156307,0.0,2007.2704483474847,1473.0971857501877,0.0,0.0,0.0,0.0,0.0,4245.7979336830385,0.0
Ovary-AdenoCA::S.69,274.7233163737313,0.0,2364.0975225000275,0.0,0.0,269.04281739379036,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.70,477.8806305681469,0.0,3409.8554760938077,1029.256094540365,0.0,483.8284115895346,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.71,374.4323571882739,659.513030841142,1825.73725972342,0.0,0.0,0.0,0.0,0.0,0.0,7128.309460845311,0.0
Ovary-AdenoCA::S.72,367.5318183590652,407.2119386639507,5557.124529978451,2242.5248314389005,0.0,330.56378251513235,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.73,325.81958285690547,0.0,4456.338249315525,0.0,552.9063883138139,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.74,415.9398504726624,199.30968420857022,5999.550863769061,0.0,0.0,1023.4920420923787,0.0,0.0,0.0,3277.3704312955692,0.0
Ovary-AdenoCA::S.75,335.2584661733974,304.1427897067032,0.0,0.0,0.0,838.418681039564,0.0,0.0,0.0,0.0,569.442843980588
Ovary-AdenoCA::S.76,450.464649808064,0.0,3526.842643158809,1224.9502351469778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.77,379.1637150431089,0.0,6067.038750413852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.78,250.31264043599515,0.0,5221.68160643383,0.0,0.0,0.0,0.0,0.0,0.0,2908.297478995173,0.0
Ovary-AdenoCA::S.79,166.55724754407336,259.8777928974871,4147.931689382939,1457.6247399615418,0.0,368.5384049826021,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.80,174.12815382428488,0.0,6741.788229427633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.81,418.1182233347296,73.25125268375349,3410.673834921257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.82,454.0412359377806,0.0,0.0,2891.5765217341623,0.0,0.0,532.962853897354,0.0,0.0,4727.875103703216,0.0
Ovary-AdenoCA::S.83,592.1213485533686,0.0,5391.585940402439,788.0760954983327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.84,718.2591490390606,0.0,5623.952389441304,0.0,0.0,0.0,2098.965672424193,0.0,0.0,5557.07281928931,0.0
Ovary-AdenoCA::S.85,489.559966535228,210.13997555837895,2831.179664232272,590.1953501744466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.86,630.931516258041,0.0,4099.313903967959,0.0,0.0,0.0,0.0,0.0,0.0,8001.0606889685705,0.0
Ovary-AdenoCA::S.87,530.0160690882749,0.0,7190.668259360205,2460.1137555814757,0.0,643.3831476698512,0.0,657.463039598623,0.0,0.0,0.0
Ovary-AdenoCA::S.88,650.1839516943344,0.0,5090.708685000403,1692.3254976877345,0.0,907.4905997640172,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.89,216.93258296216908,445.2205991565345,0.0,3082.262237987299,0.0,0.0,0.0,0.0,0.0,4531.607606739826,0.0
Ovary-AdenoCA::S.90,350.91116541023484,283.2424368893119,3112.37841968286,1374.0753758178996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.91,287.12862404524634,459.7681273319301,3161.2111559585487,1153.76817189146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.92,524.7953314392122,0.0,0.0,2142.4210171292602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.93,510.04851151435105,0.0,3415.2034321506553,2345.508950597954,0.0,909.0599538732403,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.94,501.68784317886434,496.62221744920816,2161.3665058520405,0.0,0.0,462.64749249591335,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.95,905.5851101130175,0.0,1820.8387630419297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.96,351.1077010765233,180.5401427180298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.97,621.823943715427,265.85075018923385,6287.381589195036,3482.0034457910347,0.0,0.0,0.0,0.0,0.0,4520.431967025471,0.0
Ovary-AdenoCA::S.98,629.170007215681,0.0,5318.826060219275,1653.8223189400385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.99,513.5796940644293,0.0,0.0,2079.9494314928243,0.0,0.0,0.0,0.0,0.0,9741.200308790894,0.0
