Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Eso-AdenoCA::S.46	23581	0.99	4690.311	19.89%	875.334	14.149%	0.0491	0.988
Eso-AdenoCA::S.47	17466	0.977	4119.791	23.587%	1134.735	21.564%	0.0583	0.974
Eso-AdenoCA::S.48	13457	0.993	2695.556	20.031%	410.856	14.032%	0.04031	0.992
Eso-AdenoCA::S.49	48492	0.96	11472.748	23.659%	2202.28	28.292%	0.04694	0.933
Eso-AdenoCA::S.50	48325	0.983	15437.735	31.946%	3529.808	18.37%	0.14943	0.982
Eso-AdenoCA::S.51	37950	0.973	8388.431	22.104%	1406.594	23.065%	0.05535	0.954
Eso-AdenoCA::S.52	46317	0.988	9466.056	20.438%	1608.357	15.59%	0.03962	0.985
Eso-AdenoCA::S.53	36176	0.987	5989.258	16.556%	1174.947	16.133%	0.02342	0.983
Eso-AdenoCA::S.54	22874	0.988	5927.834	25.915%	2027.06	16.231%	0.13576	0.988
Eso-AdenoCA::S.55	40811	0.998	4951.212	12.132%	991.153	6.164%	0.01847	0.998
Eso-AdenoCA::S.56	12289	0.977	2687.124	21.866%	405.433	21.683%	0.04269	0.958
Eso-AdenoCA::S.57	9430	0.991	1538.595	16.316%	346.889	13.602%	0.02729	0.989
Eso-AdenoCA::S.58	43117	0.997	6892.154	15.985%	1326.943	8.871%	0.02705	0.996
Eso-AdenoCA::S.59	35948	0.989	7802.363	21.705%	1372.035	17.035%	0.04051	0.988
Eso-AdenoCA::S.60	24528	0.993	3895.431	15.882%	622.892	11.97%	0.02549	0.991
Eso-AdenoCA::S.61	22758	0.976	5310.107	23.333%	1125.249	21.663%	0.04341	0.97
Eso-AdenoCA::S.62	16122	0.995	2690.96	16.691%	543.656	11.46%	0.03862	0.994
Eso-AdenoCA::S.63	18992	0.983	5564.488	29.299%	1160.742	21.066%	0.10475	0.981
Eso-AdenoCA::S.64	20687	0.99	5495.241	26.564%	1226.925	14.078%	0.10296	0.99
Eso-AdenoCA::S.65	16703	0.98	3256.698	19.498%	510.435	20.639%	0.0385	0.964
Eso-AdenoCA::S.66	36101	0.995	5283.935	14.637%	926.16	10.608%	0.0236	0.993
Eso-AdenoCA::S.67	41188	0.992	6707.873	16.286%	963.802	12.809%	0.02585	0.989
Eso-AdenoCA::S.68	31951	0.982	6716.554	21.021%	1035.643	19.194%	0.0377	0.971
Eso-AdenoCA::S.69	20777	0.997	2931.925	14.111%	514.671	8.499%	0.02132	0.996
Eso-AdenoCA::S.70	28148	0.949	10271.893	36.492%	2178.203	33.657%	0.15049	0.938
Eso-AdenoCA::S.71	20092	0.986	4060.261	20.208%	605.2	17.28%	0.03246	0.979
Eso-AdenoCA::S.72	31238	0.995	5022.902	16.079%	927.613	9.968%	0.02327	0.995
Eso-AdenoCA::S.73	27090	0.99	5027.303	18.558%	809.063	14.268%	0.03658	0.987
Eso-AdenoCA::S.74	31718	0.991	5798.768	18.282%	1125.243	13.698%	0.03441	0.989
Eso-AdenoCA::S.75	14646	0.964	3741.314	25.545%	1287.883	27.233%	0.06999	0.96
Eso-AdenoCA::S.76	12321	0.971	2914.762	23.657%	481.23	23.849%	0.05167	0.952
Eso-AdenoCA::S.77	15708	0.977	2986.92	19.015%	488.297	21.402%	0.03288	0.954
Eso-AdenoCA::S.78	32694	0.96	7823.978	23.931%	1272.76	28.818%	0.05091	0.912
Eso-AdenoCA::S.79	25356	0.974	4956.838	19.549%	779.864	22.681%	0.0337	0.939
Eso-AdenoCA::S.80	35861	0.984	6780.325	18.907%	1342.787	18.18%	0.03031	0.979
Eso-AdenoCA::S.81	41490	0.989	10664.91	25.705%	1930.553	16.76%	0.1041	0.988
Eso-AdenoCA::S.82	27055	0.978	5375.283	19.868%	949.699	21.065%	0.03115	0.964
Eso-AdenoCA::S.83	23032	0.976	4888.543	21.225%	749.986	22.37%	0.03972	0.954
Eso-AdenoCA::S.84	51462	0.998	6577.18	12.781%	1105.781	6.393%	0.01922	0.998
Eso-AdenoCA::S.85	37750	0.995	6171.814	16.349%	1332.018	10.111%	0.03662	0.994
Eso-AdenoCA::S.86	40425	0.983	8198.932	20.282%	1257.74	18.85%	0.03239	0.973
Eso-AdenoCA::S.87	32696	0.995	4676.365	14.303%	747.928	9.955%	0.02224	0.994
Eso-AdenoCA::S.88	14116	0.98	2824.958	20.012%	430.017	19.862%	0.03407	0.964
Eso-AdenoCA::S.89	42037	0.99	8450.059	20.101%	1562.298	14.008%	0.04142	0.988
Eso-AdenoCA::S.90	63242	0.985	16436.667	25.99%	3016.347	18.084%	0.08375	0.983
Eso-AdenoCA::S.91	18528	0.96	4522.562	24.409%	728.393	28.614%	0.05128	0.914
Eso-AdenoCA::S.92	30726	0.971	7579.636	24.668%	1200.772	24.266%	0.0515	0.951
Eso-AdenoCA::S.93	30745	0.973	6001.886	19.522%	931.24	22.914%	0.0282	0.933
Eso-AdenoCA::S.94	55451	0.982	15057.236	27.154%	2913.394	18.794%	0.07061	0.98
Eso-AdenoCA::S.95	15974	0.955	3635.8	22.761%	600.688	29.558%	0.04694	0.869
Eso-AdenoCA::S.96	27237	0.977	6058.168	22.242%	1058.042	21.344%	0.03749	0.967
Eso-AdenoCA::S.97	22003	0.984	3806.757	17.301%	772.051	18.076%	0.02452	0.977
Eso-AdenoCA::S.98	17543	0.985	3705.882	21.125%	709.175	17.845%	0.06079	0.981
Eso-AdenoCA::S.99	33523	0.981	6708.384	20.011%	1044.026	20.955%	0.03492	0.967
Eso-AdenoCA::S.100	24499	0.981	4419.806	18.041%	736.073	19.591%	0.03037	0.965
