Mutation type,Stomach-AdenoCA::MSI-H.S.1,Stomach-AdenoCA::MSI-H.S.2,Stomach-AdenoCA::MSI-H.S.3,Stomach-AdenoCA::MSI-H.S.4,Stomach-AdenoCA::MSI-H.S.5,Stomach-AdenoCA::MSI-H.S.6,Stomach-AdenoCA::MSI-H.S.7,Stomach-AdenoCA::MSI-H.S.8,Stomach-AdenoCA::MSI-H.S.9,Stomach-AdenoCA::MSI-H.S.10,Stomach-AdenoCA::MSI-H.S.11,Stomach-AdenoCA::MSI-H.S.12,Stomach-AdenoCA::MSI-H.S.13,Stomach-AdenoCA::MSI-H.S.14,Stomach-AdenoCA::MSI-H.S.15,Stomach-AdenoCA::MSI-H.S.16,Stomach-AdenoCA::MSI-H.S.17,Stomach-AdenoCA::MSI-H.S.18,Stomach-AdenoCA::MSI-H.S.19,Stomach-AdenoCA::MSI-H.S.20,Stomach-AdenoCA::MSI-H.S.21,Stomach-AdenoCA::MSI-H.S.22,Stomach-AdenoCA::MSI-H.S.23,Stomach-AdenoCA::MSI-H.S.24,Stomach-AdenoCA::MSI-H.S.25,Stomach-AdenoCA::MSI-H.S.26,Stomach-AdenoCA::MSI-H.S.27,Stomach-AdenoCA::MSI-H.S.28,Stomach-AdenoCA::MSI-H.S.29,Stomach-AdenoCA::MSI-H.S.30,Stomach-AdenoCA::MSI-H.S.31,Stomach-AdenoCA::MSI-H.S.32,Stomach-AdenoCA::MSI-H.S.33,Stomach-AdenoCA::MSI-H.S.34
AT>CC,-0.1367161164488675,-0.03824303350017,-0.1582315800131826,-0.1410674131715032,0.5908780652777335,2.148286268385832,-0.29137554393502496,2.9834532914517835,0.07769097397366664,-0.9816967877870962,0.353690247104276,0.33673823638365086,2.258432592708117,0.37832045656601365,0.7840544822705197,-0.2646769729979557,2.3639250841468495,1.4750721940582796,0.5759841408612145,-1.7868764654497618,-0.22200490772327594,-0.4291851873431801,-0.6354645009410056,-0.7839374324210278,-0.36060400554860994,1.5156355855365418,-1.2905347612568778,0.3034250997035547,-1.0218214917052064,-2.0554244709769947,-1.090760297351162,7.581568894165807,-0.588762014323309,-0.766907978452183
AT>CG,-0.5850118075573043,0.7887917219809757,-0.42728970853400977,-0.011758294453130123,-0.04976252801016704,0.4020736507260769,-0.05850639456500973,-1.0050815629754022,0.9897143735335352,-0.8711141165848896,-0.12154915181849263,-0.5538678129764937,-0.7472909268327135,-0.7975181993283104,-0.10032740281105722,1.0986282469408,-0.6115516234547933,-0.12988308518965871,-0.1552659720237417,-1.0029377710486043,-0.06121441462752598,0.7902730767488851,-0.6003629827867928,-0.8114163971402941,-0.06319390845555095,-0.2935768318854347,-1.3287750287408742,-0.10119156592934966,-1.0063523199613393,-2.2671223321495813,0.04920659243999781,-0.2662295714609665,0.29345309882966586,-0.9021741663095104
AT>GA,-2.1169436587169037,-1.1779018662502811,-0.4260081740584094,-0.420061676517093,-0.11429711292631906,1.5929611855895063,1.128028780609327,3.839195854900514,-1.0294309302252436,0.6507286522245388,-0.641200946369723,-3.6513229537782173,1.1835438465726607,3.5251387246206627,-0.46416686439846455,-1.9147455596830354,2.089212176274164,0.7577833465116792,0.03455684214622878,-3.1535742173016073,-0.5463002142826564,0.1888234370241315,1.0602509770505923,1.1398637247036572,-0.8463958499226456,-0.9579604785439139,-1.5751699598802678,-1.7735384820621418,3.6408974681905995,-1.9930894720430752,-1.5671242755074848,-1.242811048503187,-0.4821009511837118,0.2864634096021448
AT>GC,-1.5718892383066732,-0.1671637182442416,1.061536194692514,-0.1744242926450429,1.4524852194420035,-0.9405942160957342,-0.3113215552299086,0.03187096056934968,-0.7464390651503421,-0.9675901684663397,1.1334192255006803,-2.250828454805188,1.2547986598697571,1.4941778263015015,0.7514374244990958,-0.4480734998204148,-1.5685054295725989,-0.7186059451089211,0.47284635977915457,-2.2707566327220374,-0.27902618576640725,-0.5515411903358706,1.4718953910764627,-0.7136044373078735,-0.5306953062409013,-0.6541188535693385,1.8926529056504064,-0.9724124493106984,0.11391204184881798,-1.812351768877139,-0.6391976161429143,1.9042887940627304,0.5071215668539665,0.35016553788287486
AT>TA,-2.2002845452247417,0.6192461154051765,29.008630553344297,-0.746537457974572,10.706542350907204,-0.9574992600874142,-0.43946710123307664,-1.5334927572541388,-1.8134824692764213,-2.759614234722151,-3.439669388748586,-8.037726050402648,1.100186204464761,3.0669766403702283,-0.9007291998186081,-4.420655553400023,2.81693109916172,-0.8575034763536458,0.04190665905535451,-6.337837821752094,-1.075595878917517,-0.9377842897243867,-0.618983397997378,7.198563498550131,9.025536871566686,-1.9778360587979518,1.0360916395606306,3.2520065054316363,0.5798768471749649,1.7614624287128917,-2.992241726616192,-4.654647298599306,-1.0531502389877354,-1.550642843619304
CC>AA,-0.12327982671707138,-1.9541335058883131,-0.4795239941459819,-4.745752474466326e-16,0.447517359894116,0.25543424792110514,0.7373865961404427,-0.5811067138418486,-0.6109757783462504,-0.7930637748270115,-0.09209162044530483,-0.556219998990831,0.039166707773159004,-0.10638606111581206,0.02667680914524695,-0.47383152916205856,-0.662941874466588,-0.5794165181564557,-0.315058665442395,-0.7040760757435666,-0.0693398589457841,-0.11127967442497386,0.09238367499422973,-0.3329537289908524,-0.008208163550277536,-0.5723032313488936,0.20637371620782208,0.47198214867334887,0.5866543321350037,-0.0566863448518613,0.059895926703159574,-0.0307407287717103,1.3469706184420147,0.48018201387647963
CC>AG,3.308858617884212,-2.0271608188911143,0.14576002692615808,-1.1096031336664443,-2.2165187243743647,-1.5465062826965985,-2.8931525734919803,-0.500846474108208,0.7927047447950009,-1.302903120385639,-3.102253897304859,3.45130835646931,0.8521081898847558,-0.6952222612047334,0.6687317338234631,-0.010492561818452203,4.696213165996083,-0.8539558564887575,-1.057539324966633,0.47852068889838095,2.622377475164946,0.6960161664029292,-0.8982956459329698,3.7817358910319037,-0.42291716289480197,-0.7196488800978307,-1.71203388247989,-1.3565473418185738,-3.3398452437221375,0.961695102819693,0.0030335887930625915,0.3733654570784015,-2.1437275873437818,-1.4378515585498843
CC>AT,-1.8095532719853757,-0.9457042568544543,3.714858446279152,-0.8279690825181929,-1.020952149266293,-0.2879267756877457,-3.582149453787734,2.1428973068923174,-2.0469088735966507,6.5506956723271035,2.9520408077071094,1.4508588645460625,-0.6759919797443308,0.970148626300718,-1.3450729492671452,-0.4147329295075656,0.6521328258189052,4.686972371449758,2.9917128666549595,0.8525323214080318,-1.3192275865805185,-0.5600578112071423,-0.6720798077979229,-0.6394191244523921,0.45654430415321323,-1.77749550710375,0.10801369384222825,-2.0436948398009145,-1.0941794257911384,-0.8404905157679192,0.06578530581936093,-0.030303215434116293,-7.372491322494779,-2.960098161030788
CC>GA,3.5152780532386303,1.3244264699437622,-0.5739367984619106,-0.46516739930546763,-0.9264076005499015,-1.1601624350890662,0.4991553980632706,0.726882038600166,1.030635697628171,0.14508693252978866,-0.21738314110285195,-0.45663739163103245,-0.1427572954082874,1.6389107297193277,3.522478404728285,-0.07127819740647086,2.1130426966702607,-0.7554515475132998,-0.7950479927639225,0.6220572064834228,-0.5124662536304985,-0.16674659396962463,-1.2548679727784033,1.546809761470386,-0.1643485509495147,-0.8546426631897985,-0.5591833785761426,-0.9470417594103571,-1.4309895619888853,0.474016202919626,0.09653692271129144,-0.2158487475949822,-1.2900316314324387,-1.110793521361925
CC>GG,-0.31556101359392497,-0.39148618061960294,-0.349183967273336,-0.15022694949459203,0.6846250981731201,-0.32029158005260006,-0.37307745559019273,-0.1917082962782207,-0.31395301578603896,-0.307344083604414,-0.42392886798901075,-0.7426817731138297,-0.1113828533733066,1.8911701632186586,-0.136141439924159,-0.26293281963850546,-0.3442349261762741,-0.2669184477403252,-0.261829550806826,-0.4764348685364601,-0.15835234580149926,-0.1272560946796129,-0.3496511602427623,-0.16657758248792917,0.8624366836565731,0.7282051851013637,1.5379925812162631,-0.4173525337264334,-0.4378221477936389,-0.326946942487953,-0.2619646097053586,-0.46495786641239123,-0.09017403516726427,-0.167987292983795
CC>GT,0.792958086795941,-2.0769081939890244,-0.14049327526909272,-0.7534750770352242,1.6967188196417944,4.0051298382178855,-2.0465161900960913,-0.3281439836872019,-1.4993975339726708,4.958707436831334,-0.5716733623591008,-1.9102095694418435,-0.046105075492616734,-0.43516404047575613,0.42277042753954863,-0.020605874414547285,7.257326075909524,0.25846452376068796,-1.0356431251342866,-0.35878587662010447,1.3360918166329538,-0.12205782031191795,-1.8536358228931966,0.5656668293252627,-0.14432021709958692,0.8112831656429971,-1.1013911425510816,-1.374124439045448,-2.135566961208839,-0.5971535218992613,1.4643917781211806,-0.04581701223119579,-0.08221308531003316,4.434292494271383
CC>TA,-0.3666961504084476,-0.8008523366837794,-2.4061133112938733,-0.02885201992669763,-0.08923134757014912,-0.3237899626368952,-0.3304287190531419,0.6572549195051509,-1.4554358761350992,-0.38701248149095124,-0.2766635446156417,-0.9753308747895051,-1.185466555408169,-0.36066089562046755,-0.24589616520442953,-1.084234962219016,2.5041146489815604,1.7456538081340915,0.6503608442946569,3.5118651710788957,-0.17348741784314312,0.7464518506531931,3.080305338848504,1.7656765175714202,-0.06567583003388432,-1.098713370127768,-1.0568988861649173,-0.145179595104474,-1.5772475391616612,0.8767826233966556,-3.0071926368186945,-0.15683995111161628,-2.096594842972024,2.049876948890235
CC>TG,-0.16346172116773225,11.292953151234892,-0.04229717337794932,0.3465447124393257,-1.1353920023919641,-0.8445803924918706,-1.7641908438295393,-0.29182061899542294,-1.302785003357306,2.0708210131062157,1.6401875387168492,3.337121868604883,-0.03619504226927957,0.6312160963638533,0.5032016854542412,-0.031345945903887534,6.348590950185307,1.36036466652935,0.1063477386307472,-0.31384279296228335,-0.57303137090326,-0.11359532807696587,-0.6057610782232921,-0.3757591090996132,-0.12736213869107887,-1.000756233592977,-1.8209786896453102,2.8056945436370087,1.1512254318163126,-0.529609522180188,-0.34329172285803977,-0.05593268912899829,-0.02527102621500205,0.5385982647225307
CC>TT,-0.7187040394190252,3.9262600453474055,0.08268579606242565,-4.745752474466326e-16,-1.2370091489870286e-15,-0.07456209929239556,-1.2847340939173451e-15,-1.4892776892259206e-15,-1.7353529861723583e-15,-0.05777728240419027,-0.0030885026374886954,0.7178187688855011,-0.19129476038623183,-0.22631607195459807,-5.33327545069871e-16,-1.721410481081712e-15,-0.09234279787946792,-0.018412042745547443,-0.0381934049238153,3.6229716029200607,-0.005513543575129416,0.9719097418394294,-1.6557295738825709e-15,-1.2246459273615118e-15,-0.01353062976110949,-0.7068429582655145,-0.04350194309502912,-0.01332740438819128,-0.07656118772923175,4.999999999999997,0.22686336770916693,-2.082571047874346e-15,-1.0538230334849988e-15,-0.13661324280393547
CG>AT,-0.03723011072763184,-0.05008723721280038,-0.0240365534458448,-0.009855197703481684,-0.02956420852105403,-0.05980792467866457,-0.043232901393263926,-0.027526306756959835,-0.03900156242113931,-0.052736549416177066,-0.04119167855614317,-0.05739698046514582,-0.020405554853480803,-0.022868893800358756,-0.017417915390170777,-0.022654436271476914,-0.07166187851323198,-0.03530566158453342,-0.02682322901427795,-0.03347712206261919,-0.01680835679069957,-0.015128677208438843,-0.041919161603112265,-0.03249010440951444,-0.009519603608446529,-0.020806559275157458,-0.0685809676916002,-0.02771648729828826,-0.05105511777703141,-0.0584834793956411,-0.0328331274679043,-0.02414089248082353,-0.09648856755351015,-0.07386607551803438
CG>GC,-0.027923276124973192,-0.007883844967702603,-0.03733400339597769,-0.0024848672718864916,-0.010271475198573278,-0.024602140664666806,-0.007403155406202493,-0.012323007411315276,-0.005881244913559091,-0.01595781162747639,-0.018739672018644366,-0.0436904893652043,-0.009811995641297299,-0.0037479566189230784,0.9938479851541768,-0.023639868193374217,-0.02536226027867084,-0.016068490913395246,-0.011028028411131388,-0.03891344465264669,-0.006511132872648794,-0.009992815862562685,-0.004252156234240282,-0.011256328469480222,-0.011501785841501772,-0.008270842911587122,-0.012807108406122375,-0.019478542864442488,-0.008682565733281458,-0.021012083493208152,-0.021948201581435664,-0.04515001160682436,-0.031142430062609538,-0.01862666470814493
CG>GT,-0.016812716416176675,-0.012426706244250145,-0.018927321689074496,-0.0043937898110088264,-0.01832097382387713,-0.04452880455896463,-0.026032672263827057,-0.0030991382537618618,-0.008842719823738198,-0.05748086494963134,-0.022634799645157272,-0.03964953805391301,-0.0020145636633282144,-0.003635410960727924,-0.012229086700462322,-0.0026168196342409296,-0.041016270293648606,-0.015165926458494836,-0.015755244652339632,-0.006120310522881082,-0.011673760428757517,-0.008746016498197954,-0.011518334789282684,-0.013561800742881715,-0.005416452893649807,-0.007465935594761921,-0.024996385227764928,-0.015600037625918281,-0.01564067971057706,-0.008428633897024845,-0.010289578875369134,-0.016435422985523924,-0.09224594375676715,-0.04752286251388078
CG>TA,-0.7717779696829119,0.7684695519665752,3.679685193706298,-4.745752474466322e-16,-1.2370091489870278e-15,0.27526013852936515,-0.32150958969651283,-6.258564057768664,-6.580256182629051,-2.3425199837832418,-0.3089252899571992,1.1446943047629796,0.1978988452098882,0.028817431649432734,-0.5428810538825567,-5.103202057751993,-1.5769605226887116,-0.6766842063825945,-0.3693385844969521,-1.4346819738164562,-0.34257980776200864,-0.48546121075336046,-2.921165671719298,-1.1232774877123894,-0.2351439541008246,0.6151306272607915,0.7154224265871676,-0.23161217334815354,-0.7648064264445171,-6.41628466262574,0.46864985028955886,-0.1109331538313331,-2.538158147606751,-0.09766122450060877
CG>TC,-0.1214009580454149,-0.3282014835985644,0.7208206640360326,-0.0061014985948372805,-0.01642593879469991,0.8912160290163027,-0.042376240126090654,-0.05166009719198286,-0.060908330224653404,0.9238912635759677,0.9615956789083552,-0.09581720433113658,-0.06150141421031248,-0.07161341058912364,-0.023684806718103593,-0.04379194263528188,-0.1273710999290091,-0.030029454696883104,-0.03518407434569661,2.9032491525100714,-0.02043614847843285,-0.01434318801217422,-0.04495330474626192,-0.060363964399041535,-0.011350124731822292,-0.10933599865177009,2.8989956109149433,-0.026587599379323788,-0.07994727703864347,-0.12085135424069869,-0.39694315811140796,-0.029656407121540794,0.8130824759485014,-0.13891458355231356
CG>TT,-0.47686727817135516,0.7462017229086466,-0.7921681058635694,-0.0038131237828528306,-0.0301074706581582,-0.44997910791954515,-0.10118064318870365,-0.46369479910596834,-0.4896658613083416,-0.48231609495747313,-0.09066777568902008,0.6739621633507884,-0.4091239552427894,0.5377793014501429,-0.08074255628114309,-0.3777051354335231,-0.8675600166742247,-0.09659739274007834,0.8859575806388135,-0.5111757362439727,0.9446642102764952,0.9044927541578042,-0.30805862985001686,-0.4241649044059835,-0.02441489782084713,-0.35534411515152114,0.30014477829327957,-0.0411268945791107,-0.5264539726622937,-1.0753844161893813,0.6730716612081475,-0.06178846444804402,0.272976398236638,-0.6772166408191057
CT>AA,-0.8840505142853277,-0.40213661679218826,0.5978451880304991,-4.745752474466326e-16,-0.5444369565683725,-0.11260976067602071,-0.03683986566853617,-0.006584597527575492,-0.00692304787344484,-1.8827278840087143,-0.032187795306187775,-0.9713089493033946,-0.0430581805305594,-0.05064043548725527,-0.02357415254267919,-0.005369048130215234,-1.2324563267650845,-0.028424211596013754,-0.031191055264609115,-0.07706501967999094,-0.05159173712203555,-0.51316991220971,-0.006535314309515248,-0.03135950475519147,-0.011445227966918282,-0.13600741605550182,-0.3026513300032789,-0.018145439268617506,-0.029201069782484795,0.9772150090383566,-0.544913598438714,-0.10844909714886655,-0.31214605368039455,-0.1424725420263031
CT>AC,-1.4628352681647867,-2.1494163764712964,-1.2099555655916758,-4.858038889964692e-16,-0.24109168615488427,-1.0662825664777398,-0.0955661803898734,-1.8603086218699498,-1.9559290593922916,5.103744061377974,-0.07782048694807583,1.8456195581566621,-1.4516684575316419,-0.6403611733745784,-0.16189463968587242,-1.5168864134891014,0.4586584714257427,-0.117647858546872,-0.23383341456695986,-1.6891974483018586,-0.09133898346337681,0.45855483497937055,-0.1655354550258592,-1.5228536761228855,-0.00853874693662279,-0.7732996105339858,1.319392996736497,-0.00841049791487866,-0.9608532297142185,-2.2851264931808872,-0.7422331806690896,-0.06958916369513982,0.6150874154369745,-0.7874799086014459
CT>AG,1.1760299786932107,-3.981504005525851,0.3147713517119457,-0.037789575721000904,-0.1388301125458793,1.7754837651294402,-0.46382348549398456,-6.381393265307526,-4.743889549009406,-5.569702560661281,-0.45862754969723585,2.9876711919804757,-4.528443432236149,3.80636465595759,-0.6766345832210974,-6.101726293242763,-5.965242982575887,-0.5669961245194728,1.0386761234062845,-5.442019381065806,-0.3480428305449859,-1.302662383423178,-4.652014704014108,-6.038639328049866,-0.09472045390693189,-0.27614678890591815,0.8593788365364521,-0.1769682756819328,-4.705476294447592,-10.94068284963081,-0.5974904799481315,-0.4221626001756668,2.635606431210161,-2.925180320799128
CT>GA,1.656027852514983,1.626833394458728,-0.31530250243632074,-0.13908083312734398,0.6772460765724295,-0.28144494983102236,-0.34912372500147554,-0.17569788914353043,-0.2871637171020317,-0.3773040732204904,-0.39877270974404555,0.287995719769366,-0.10616487889185562,-0.1004629196623206,0.8771694439367068,-0.23729526084485267,0.640697429094838,-0.2684740019912775,0.758469482482623,-0.4389736914822208,-0.14550926189846008,0.854312747967964,-0.3346652145735702,-0.14851604781963834,-0.1274737107248419,1.7467184857804896,-0.44317100113388963,-0.3824807039564028,-0.4041853787714511,0.7076692499411943,-0.25431195821894476,1.5763673697533676,-0.05499171235808007,-0.15850956379754688
CT>GC,-2.206430896900076,0.2770090278762458,0.38105855731756977,-0.29586274217717357,0.06867020701715187,1.745762876796465,-0.5038954573711226,-0.06530843713633017,2.3314100337420776,-0.1611134984690592,-0.4393864225755837,-3.528611527640406,-0.7864194137095258,2.6762421948908948,3.6282523515757217,-1.9734981639546687,0.27445053081272563,-1.1741779074352907,-0.8142945362780297,-0.2510165941149052,-0.4482039919671825,-0.8338625024038429,0.4569229577729965,1.2589065722591548,-0.8877080545842345,2.2307925719464263,-1.0921451653710712,-1.634408829293887,4.106261300016453,1.2482664217667196,-1.5337715325760928,-0.5110937782415306,2.57014014962849,-0.5396695413045788
CT>GG,0.3106000764270961,1.7378465870605964,-0.6739851440664044,-0.47914225735476573,0.048171518693890136,-0.8331960817915134,-1.2315993579673585,1.5486685152809034,1.0229246215033982,0.15335177533301647,0.7826573409676862,0.09637459085465672,-0.22866060629166177,0.6848969445694928,0.599890711739724,0.49121198201064586,1.1545587041675294,0.2740163457474123,-0.7606830542744342,-0.008723162011455177,-0.4668424574469446,-0.29131185267416126,-1.152589901636084,0.580601740828343,1.6977899354691304,3.1835758755952424,-1.422490047943957,1.8545766002937218,0.623530199378133,1.2322484336121244,0.38086980687348093,0.0993164717634587,-0.11648456236727678,1.5509077785079586
CT>TA,-0.15687210687641845,0.5826729597240541,0.5866113860262827,-4.745752474466326e-16,-0.01110063085474144,-0.12082810883526816,-0.03903898155645928,-0.011762776165770468,-0.012367386492372118,-0.07089993667112933,-0.03407319946950956,-0.09875805208842826,-0.047789614808389266,-0.05602207443111833,-0.024011436365039305,-0.009591309281164497,-0.09493946816273986,-0.03010815356627315,-0.033186910581048334,-0.08293486353214898,-0.020647973143076016,-0.01100185870094403,-0.00990721427561101,-0.03697369887027183,-0.011980338313076627,-0.1403495491480138,-0.04964256011807794,-0.019036456209844163,-0.03531072055849479,-0.035116092490197266,0.43820864408543503,-0.02890011407384233,-0.24827977328181,-0.153717307100128
