Sample,DBS1,DBS6
Skin-Melanoma::S.40,208.3058444037025,17.38176915324388
Skin-Melanoma::S.41,2345.6138192638773,28.890418050212748
Skin-Melanoma::S.42,10358.46709137338,0.0
Skin-Melanoma::S.43,3326.1734424220813,55.323898239515515
Skin-Melanoma::S.44,2469.7039266903553,30.266830345631668
Skin-Melanoma::S.45,1440.320435050866,0.0
Skin-Melanoma::S.46,2707.621876919144,15.17305878819494
Skin-Melanoma::S.47,9471.886510686802,0.0
Skin-Melanoma::S.48,5578.937359103764,0.0
Skin-Melanoma::S.49,1161.8231724741277,39.29409023393531
Skin-Melanoma::S.50,2642.0326852739395,0.0
Skin-Melanoma::S.51,1013.8192777254166,0.0
Skin-Melanoma::S.52,1182.2285686259038,0.0
Skin-Melanoma::S.53,154.80457065182725,14.184843432923849
Skin-Melanoma::S.54,69.72089078736792,9.024138947406357
Skin-Melanoma::S.55,5594.507661102749,0.0
Skin-Melanoma::S.56,3771.458127946735,14.63558037246428
Skin-Melanoma::S.57,4002.586381079952,0.0
Skin-Melanoma::S.58,453.93302254331843,0.0
Skin-Melanoma::S.59,800.7635025208796,19.575010529706553
Skin-Melanoma::S.60,11019.204133387742,0.0
Skin-Melanoma::S.61,668.4272859417542,5.606867540282969
Skin-Melanoma::S.62,1777.944529798397,21.033848574248218
Skin-Melanoma::S.63,1109.6342430380594,0.0
Skin-Melanoma::S.64,558.1622237084217,34.94417306528683
Skin-Melanoma::S.65,1109.8985968205516,0.0
Skin-Melanoma::S.66,165.63205429306169,39.288144269575675
Skin-Melanoma::S.67,85.83519660922227,5.99148195049165
Skin-Melanoma::S.68,507.0870303767244,0.0
Skin-Melanoma::S.69,6294.449773441908,0.0
Skin-Melanoma::S.70,8677.213625335147,0.0
Skin-Melanoma::S.71,2752.7669158728468,0.0
Skin-Melanoma::S.72,61.82914443469859,0.0
Skin-Melanoma::S.73,537.8843111253515,3.5282449864480863
Skin-Melanoma::S.74,94.63208964880143,3.1479375883069536
Skin-Melanoma::S.75,1103.1793771098444,0.4320961146033201
Skin-Melanoma::S.76,209.93559915819117,1.963960594049309
Skin-Melanoma::S.77,3362.5003022264896,0.0
Skin-Melanoma::S.78,455.1337311704245,0.0
Skin-Melanoma::S.79,898.6876875509007,3.0208276812887545
Skin-Melanoma::S.80,2243.338791582922,0.0
Skin-Melanoma::S.81,162.26189978354572,7.863496593020337
Skin-Melanoma::S.82,5843.065684008706,0.0
Skin-Melanoma::S.83,17810.03975940683,0.0
Skin-Melanoma::S.84,24616.016710708274,0.0
Skin-Melanoma::S.85,1617.6312323171135,0.0
Skin-Melanoma::S.86,16682.024136975433,0.0
Skin-Melanoma::S.87,513.0486861255739,17.457208674674884
Skin-Melanoma::S.88,488.8153874468598,81.19258304099237
Skin-Melanoma::S.89,439.7756282941157,5.777015563833088
Skin-Melanoma::S.90,605.702967378315,16.150577356540442
Skin-Melanoma::S.91,823.0331042376401,2.2759207366830987
Skin-Melanoma::S.92,179.2027254280318,18.326253277734168
Skin-Melanoma::S.93,390.60156540666037,2.8939132620975316
Skin-Melanoma::S.94,1136.786903240883,0.0
Skin-Melanoma::S.95,3197.0075743738807,0.0
Skin-Melanoma::S.96,893.9532128989079,7.199617302420832
Skin-Melanoma::S.97,1947.9824407318188,0.0
Skin-Melanoma::S.98,6456.879415878942,0.0
