,ID1,ID2,ID4,ID5,ID8,ID9,ID13
Skin-Melanoma::S.81,17.0,25.0,321.0,268.0,21.0,0.0,0.0
Skin-Melanoma::S.82,101.0,39.0,0.0,0.0,161.0,0.0,708.0
Skin-Melanoma::S.83,39.0,0.0,0.0,165.0,0.0,0.0,64.0
Skin-Melanoma::S.84,45.0,0.0,0.0,523.0,516.0,80.0,633.0
Skin-Melanoma::S.85,63.0,0.0,0.0,236.0,33.0,0.0,0.0
Skin-Melanoma::S.86,135.0,30.0,0.0,94.0,275.0,0.0,103.0
Skin-Melanoma::S.87,146.0,46.0,0.0,301.0,0.0,0.0,0.0
Skin-Melanoma::S.88,117.0,0.0,0.0,140.0,153.0,0.0,350.0
Skin-Melanoma::S.89,17.0,146.0,570.0,119.0,85.0,0.0,144.0
Skin-Melanoma::S.90,181.0,0.0,0.0,199.0,95.0,31.0,181.0
Skin-Melanoma::S.91,25.0,15.0,0.0,0.0,32.0,0.0,682.0
Skin-Melanoma::S.92,180.0,53.0,0.0,220.0,87.0,0.0,0.0
Skin-Melanoma::S.93,104.0,55.0,0.0,438.0,823.0,0.0,781.0
Skin-Melanoma::S.94,72.0,36.0,0.0,164.0,55.0,0.0,130.0
Skin-Melanoma::S.95,17.0,21.0,0.0,86.0,368.0,34.0,77.0
Skin-Melanoma::S.96,82.0,0.0,0.0,233.0,195.0,0.0,699.0
Skin-Melanoma::S.97,163.0,48.0,0.0,0.0,406.0,0.0,329.0
Skin-Melanoma::S.98,280.0,0.0,0.0,50.0,114.0,19.0,0.0
Skin-Melanoma::S.99,10.0,82.0,0.0,572.0,0.0,0.0,0.0
