"Mutation type","ID1","ID2","ID5","ID14"
"INS_repeats_5+_0",3.31000001575451e-18,3.9500000237e-18,0.00475007097149957,0.00271214101898499
"INS_repeats_5+_1",0.0014431260068688,0.000135658000813948,0.00479343097123941,0.0264555251851887
"INS_repeats_5+_2",0.000254832001212916,5.53000003318e-06,0.000298795998207224,0.000488313003418191
"INS_repeats_5+_3",0.000237087001128456,9.77000005862e-05,0.000165545999006724,0.000103831000726817
"INS_repeats_5+_4",0.000261865001246391,2.1500000129e-06,0.000126706999239758,0.000157593001103151
"INS_repeats_5+_5+",0.00011983400057037,0.000115629000693774,0.000626341996241948,2.15000001505e-05
"DEL_MH_2_1",0.0011978150057012,0.000175553001053318,0.0286879458278723,0.00264092501848648
"DEL_MH_3_1",8.1900000389817e-05,5.46000003276e-07,0.0131571469210571,0.00157517301102621
"DEL_MH_3_2",0.00147959300704237,0.00294406301766438,0.00900420994597474,0.00323693502265854
"DEL_MH_4_1",8.38000003988604e-05,0.00014700500088203,0.00873220194760679,8.2000000574e-06
"DEL_MH_4_2",0.000145479000692432,0.000550614003303684,0.00604718696371688,0.000950493006653451
"DEL_MH_4_3",0.000160684000764803,0.000693566004161396,0.00344244197934535,0.00223043401561304
"DEL_MH_5+_1",8.16000003883891e-07,0.000624963003749778,0.00861707294829756,0.00655170604586194
"DEL_MH_5+_2",2.38000001132801e-10,0.000117708000706248,0.00785102095289387,0.00449863403149044
"DEL_MH_5+_3",2.33000001109003e-12,5.67000003402e-05,0.00715797495705215,0.00140448700983141
"DEL_MH_5+_4",3.88000001846752e-05,0.000462842002777052,0.00249254898504471,0.000100143000701001
"DEL_MH_5+_5+",0.000665116003165733,0.00236731901420391,0.0011123669933258,0.000931512006520584
