"Mutation type","ColoRect-AdenoCA::S.1","ColoRect-AdenoCA::S.2","ColoRect-AdenoCA::S.3","ColoRect-AdenoCA::S.4","ColoRect-AdenoCA::S.5","ColoRect-AdenoCA::S.6","ColoRect-AdenoCA::S.7","ColoRect-AdenoCA::S.8","ColoRect-AdenoCA::S.9","ColoRect-AdenoCA::S.10","ColoRect-AdenoCA::S.11","ColoRect-AdenoCA::S.12","ColoRect-AdenoCA::S.13","ColoRect-AdenoCA::S.14","ColoRect-AdenoCA::S.15","ColoRect-AdenoCA::S.16","ColoRect-AdenoCA::S.17","ColoRect-AdenoCA::S.18","ColoRect-AdenoCA::S.19","ColoRect-AdenoCA::S.20","ColoRect-AdenoCA::S.21","ColoRect-AdenoCA::S.22","ColoRect-AdenoCA::S.23","ColoRect-AdenoCA::S.24","ColoRect-AdenoCA::S.25","ColoRect-AdenoCA::S.26","ColoRect-AdenoCA::S.27","ColoRect-AdenoCA::S.28","ColoRect-AdenoCA::S.29","ColoRect-AdenoCA::S.30","ColoRect-AdenoCA::S.31","ColoRect-AdenoCA::S.32","ColoRect-AdenoCA::S.33","ColoRect-AdenoCA::S.34","ColoRect-AdenoCA::S.35","ColoRect-AdenoCA::S.36","ColoRect-AdenoCA::S.37","ColoRect-AdenoCA::S.38","ColoRect-AdenoCA::S.39","ColoRect-AdenoCA::S.40","ColoRect-AdenoCA::S.41","ColoRect-AdenoCA::S.42","ColoRect-AdenoCA::S.43","ColoRect-AdenoCA::S.44","ColoRect-AdenoCA::S.45","ColoRect-AdenoCA::S.46","ColoRect-AdenoCA::S.47","ColoRect-AdenoCA::S.48","ColoRect-AdenoCA::S.49","ColoRect-AdenoCA::S.50","ColoRect-AdenoCA::S.51","ColoRect-AdenoCA::S.52","ColoRect-AdenoCA::S.53","ColoRect-AdenoCA::S.54","ColoRect-AdenoCA::S.55","ColoRect-AdenoCA::S.56","ColoRect-AdenoCA::S.57","ColoRect-AdenoCA::S.58","ColoRect-AdenoCA::S.59","ColoRect-AdenoCA::S.60","ColoRect-AdenoCA::S.61","ColoRect-AdenoCA::S.62","ColoRect-AdenoCA::S.63","ColoRect-AdenoCA::S.64","ColoRect-AdenoCA::S.65","ColoRect-AdenoCA::S.66","ColoRect-AdenoCA::S.67","ColoRect-AdenoCA::S.68","ColoRect-AdenoCA::S.69","ColoRect-AdenoCA::S.70","ColoRect-AdenoCA::S.71","ColoRect-AdenoCA::POLE.S.1","ColoRect-AdenoCA::POLE.S.2","ColoRect-AdenoCA::POLE.S.3","ColoRect-AdenoCA::POLE.S.4","ColoRect-AdenoCA::POLE.S.5","ColoRect-AdenoCA::POLE.S.6","ColoRect-AdenoCA::POLE.S.7","ColoRect-AdenoCA::POLE.S.8","ColoRect-AdenoCA::POLE.S.9","ColoRect-AdenoCA::POLE.S.10","ColoRect-AdenoCA::POLE.S.11","ColoRect-AdenoCA::POLE.S.12","ColoRect-AdenoCA::POLE.S.13","ColoRect-AdenoCA::POLE.S.14"
"INS_repeats_5+_0",2,0,4,2,4,1,0,1,1,0,0,0,0,0,1,0,0,5,0,2,3,0,0,0,1,0,0,0,0,4,1,0,6,0,0,7,1,10,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,2,0,0,2,0,3,0,2,3,1,0,0,11,0,0,0,0,0,1,0,5,0,0,0,0
"INS_repeats_5+_1",10,1,32,4,17,3,0,7,4,2,0,0,0,3,2,1,2,48,23,15,4,0,3,0,4,1,8,0,0,2,9,1,21,0,0,14,6,59,0,2,3,37,0,1,0,1,0,0,8,1,1,4,0,1,76,0,52,4,0,1,41,0,0,5,0,3,35,13,39,20,2,4,117,7,13,21,11,6,35,30,26,3,11,27,4
"INS_repeats_5+_2",0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,0,0,5,5,1,0,2,1,0
"INS_repeats_5+_3",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6,0,3,3,1,0,3,2,1,3,1,2,1
"INS_repeats_5+_4",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,4,2,1,3,3,0,3,4,2,1,0,2,1
"INS_repeats_5+_5+",0,0,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,2,4,0,3,1,1,4,1,6,0,1,2,5,2
"DEL_MH_2_1",0,2,3,25,3,4,4,1,3,0,2,0,0,5,7,0,1,1,3,2,19,1,9,2,4,0,1,1,0,16,3,2,11,0,1,11,14,16,0,2,0,16,10,1,3,1,1,0,4,1,0,8,0,3,18,1,2,23,0,2,15,0,1,10,0,10,4,1,3,19,0,2,16,7,7,7,11,2,34,13,5,1,17,8,4
"DEL_MH_3_1",1,0,5,4,2,6,0,1,0,0,0,0,0,5,13,0,0,1,2,1,5,0,3,0,1,0,0,0,0,2,0,0,3,0,0,6,6,6,0,0,0,8,8,0,0,0,0,0,0,0,0,9,0,0,5,0,0,5,0,0,9,0,0,3,0,10,0,0,2,9,0,0,11,1,1,0,0,1,1,0,2,1,0,0,0
"DEL_MH_3_2",8,2,8,4,5,5,7,2,1,3,1,2,3,6,3,1,7,11,3,2,0,3,4,2,2,4,1,0,2,1,6,4,15,4,2,5,8,13,1,2,10,9,3,0,0,0,0,3,7,4,3,5,1,5,11,7,7,2,0,4,4,3,0,3,3,6,4,1,8,2,0,7,56,13,27,16,11,47,34,41,21,28,20,24,33
"DEL_MH_4_1",0,0,0,4,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,1,2,0,3,0,0,0,2,2,1,0,9,1,0,2,5,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,1,0,1,3,1,3,0,0,0,2,0,1,2,3,0,1,1,1,1,5,2,1,2,3,0
"DEL_MH_4_2",1,0,3,5,1,0,2,0,0,0,1,0,0,5,1,0,0,0,1,0,4,0,7,2,4,0,2,0,1,2,0,0,1,0,3,2,3,4,0,1,1,1,3,0,0,2,1,0,0,1,0,1,0,1,4,1,2,2,1,1,3,1,0,2,0,4,0,2,4,2,0,2,6,1,12,2,2,6,6,14,4,2,3,7,1
"DEL_MH_4_3",4,1,3,3,3,2,2,2,2,0,0,1,0,0,0,1,0,7,1,2,0,0,2,1,0,0,0,0,0,1,2,0,2,0,0,2,3,12,0,0,0,7,2,0,0,0,0,2,0,1,2,1,0,0,4,0,2,1,0,1,2,0,0,3,0,0,2,1,2,2,0,3,18,3,3,3,1,7,5,4,12,0,2,4,3
"DEL_MH_5+_1",5,1,12,3,8,2,3,1,0,0,1,1,1,1,2,0,1,4,4,0,1,1,2,1,3,0,0,0,0,10,4,0,4,1,0,7,9,19,1,0,1,7,3,2,0,1,0,0,0,0,0,1,0,0,11,1,5,3,0,0,8,1,0,1,4,8,2,1,9,13,0,0,19,1,5,10,1,5,12,7,12,0,2,10,7
"DEL_MH_5+_2",2,0,3,1,5,4,1,0,1,0,0,0,0,7,0,1,0,3,0,3,1,0,5,0,2,2,0,0,0,5,0,0,8,1,0,4,5,9,0,0,1,6,3,0,0,0,0,0,0,0,0,6,0,1,8,0,2,9,0,0,5,0,0,2,1,6,1,0,7,3,0,0,49,0,1,0,0,2,2,0,5,0,0,1,0
"DEL_MH_5+_3",1,0,1,6,0,2,1,1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,3,0,0,3,1,0,4,3,1,0,1,0,2,2,0,0,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,3,0,0,2,0,4,2,0,4,4,0,1,3,0,0,0,0,0,0,2,1,1,1,0,0
"DEL_MH_5+_4",0,0,4,3,1,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,2,0,0,0,5,0,2,1,0,0,0,0,0,1,0,0,0,0,4,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,5,0,1,2,7,5,5,4,2,7,8
"DEL_MH_5+_5+",2,0,6,1,2,1,2,0,1,1,0,1,3,2,2,0,6,1,2,3,0,1,2,1,2,3,1,0,0,3,6,1,1,4,2,2,1,3,0,0,0,2,2,0,2,3,1,4,4,1,5,2,1,0,2,0,1,0,0,3,4,2,1,2,2,1,2,0,1,1,3,5,23,3,31,5,5,25,11,16,13,8,12,19,9
