Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Eso-AdenoCA::S.22	163	0.847	146.259	89.729%	37.563	96.698%	0.97904	0.843
Eso-AdenoCA::S.23	157	0.933	115.595	73.627%	22.306	49.569%	0.60176	0.928
Eso-AdenoCA::S.24	260	0.952	128.41	49.388%	33.376	30.704%	0.35292	0.948
Eso-AdenoCA::S.25	51	0.659	58.933	115.555%	18.287	125.893%	2.37194	0.633
Eso-AdenoCA::S.26	113	0.807	80.639	71.362%	16.718	60.365%	2.59815	0.751
Eso-AdenoCA::S.27	107	0.743	105.738	98.821%	37.176	79.714%	5.93	0.728
Eso-AdenoCA::S.28	111	0.903	95.825	86.329%	24.16	76.21%	1.2981	0.902
Eso-AdenoCA::S.29	207	0.837	140.15	67.705%	25.336	56.442%	0.50322	0.774
Eso-AdenoCA::S.30	115	0.848	90.83	78.983%	17.528	53.61%	2.77908	0.818
Eso-AdenoCA::S.31	479	0.724	391.52	81.737%	88.242	79.03%	2.64933	0.65
Eso-AdenoCA::S.32	84	0.44	85.637	101.949%	23.724	124.348%	3.21522	0.311
Eso-AdenoCA::S.33	265	0.801	278.534	105.107%	58.328	59.821%	5.61124	0.778
Eso-AdenoCA::S.34	327	0.812	258.566	79.072%	66.932	61.765%	2.37596	0.787
Eso-AdenoCA::S.35	153	0.873	99.94	65.32%	18.304	48.937%	1.386	0.835
Eso-AdenoCA::S.36	96	0.897	70.318	73.248%	12.686	45.249%	0.80477	0.878
Eso-AdenoCA::S.37	148	0.91	74.074	50.05%	21.147	45.188%	0.32897	0.899
Eso-AdenoCA::S.38	254	0.958	135.69	53.421%	26.223	29.559%	0.37695	0.953
Eso-AdenoCA::S.39	153	0.809	134.659	88.012%	26.864	59.145%	3.03742	0.773
Eso-AdenoCA::S.40	175	0.836	133.476	76.272%	22.463	56.71%	1.17928	0.78
Eso-AdenoCA::S.41	171	0.883	117.738	68.853%	21.456	47.102%	0.51503	0.855
Eso-AdenoCA::S.42	177	0.928	93.227	52.671%	16.016	37.388%	0.91538	0.907
Eso-AdenoCA::S.43	135	0.636	137.863	102.121%	27.616	82.262%	5.09517	0.531
Eso-AdenoCA::S.44	175	0.771	132.448	75.685%	29.808	73.99%	0.53605	0.711
Eso-AdenoCA::S.45	96	0.813	92.879	96.749%	19.452	86.475%	3.52897	0.789
Eso-AdenoCA::S.46	64	0.845	44.466	69.478%	9.792	53.741%	0.49167	0.813
Eso-AdenoCA::S.47	237	0.485	231.407	97.64%	53.643	92.228%	3.44619	0.295
Eso-AdenoCA::S.48	180	0.911	114.865	63.814%	39.179	42.891%	3.20683	0.906
Eso-AdenoCA::S.49	111	0.739	106.377	95.835%	22.857	81.065%	2.98607	0.689
Eso-AdenoCA::S.50	46	0.629	48.074	104.509%	9.097	82.36%	1.1082	0.508
Eso-AdenoCA::S.51	108	0.935	61.204	56.67%	12.19	35.638%	0.39607	0.925
Eso-AdenoCA::S.52	96	0.829	72.998	76.04%	16.994	56.028%	0.69658	0.801
Eso-AdenoCA::S.53	163	0.89	112.307	68.9%	19.292	55.075%	0.53845	0.862
Eso-AdenoCA::S.54	213	0.866	155.862	73.175%	36.028	52.171%	0.5347	0.85
Eso-AdenoCA::S.55	191	0.861	132.196	69.213%	22.774	50.937%	2.2233	0.814
Eso-AdenoCA::S.56	136	0.739	104.111	76.552%	21.285	70.175%	1.38054	0.641
Eso-AdenoCA::S.57	167	0.504	171.853	102.906%	38.251	102.267%	2.48334	0.345
Eso-AdenoCA::S.58	219	0.796	152.77	69.758%	28.331	70.585%	0.55496	0.701
Eso-AdenoCA::S.59	137	0.736	135.287	98.75%	22.42	83.612%	3.17161	0.643
Eso-AdenoCA::S.60	130	0.908	111.081	85.447%	29.017	53.28%	1.62353	0.904
Eso-AdenoCA::S.61	146	0.831	104.242	71.399%	22.063	57.506%	1.15233	0.791
Eso-AdenoCA::S.62	167	0.847	115.152	68.953%	22.133	53.198%	2.27081	0.802
Eso-AdenoCA::S.63	86	0.789	69.351	80.641%	17.643	62.3%	0.66425	0.757
Eso-AdenoCA::S.64	126	0.9	74.826	59.386%	14.464	45.024%	1.29984	0.876
Eso-AdenoCA::S.65	77	0.862	55.496	72.073%	15.625	52.229%	1.26736	0.849
Eso-AdenoCA::S.66	147	0.967	102.796	69.929%	24.299	42.421%	0.74926	0.968
Eso-AdenoCA::S.67	157	0.925	82.34	52.446%	17.742	40.821%	0.31006	0.911
Eso-AdenoCA::S.68	172	0.96	126.231	73.39%	31.483	46.735%	1.85016	0.96
Eso-AdenoCA::S.69	151	0.934	86.482	57.273%	14.82	35.933%	0.62584	0.919
Eso-AdenoCA::S.70	280	0.883	176.988	63.21%	33.985	51.339%	0.43815	0.854
Eso-AdenoCA::S.71	157	0.985	62.474	39.792%	12.054	18.068%	0.39936	0.983
Eso-AdenoCA::S.72	83	0.733	78.246	94.272%	18.487	79.926%	3.41266	0.69
Eso-AdenoCA::S.73	53	0.855	36.479	68.828%	9.397	52.125%	1.40409	0.835
Eso-AdenoCA::S.74	167	0.883	90.554	54.224%	18.079	47.692%	0.32951	0.842
Eso-AdenoCA::S.75	71	0.871	45.695	64.359%	10.038	50.003%	1.94652	0.845
Eso-AdenoCA::S.76	104	0.87	70.155	67.457%	18.086	49.334%	0.47279	0.854
Eso-AdenoCA::S.77	126	0.932	80.769	64.102%	14.446	36.366%	1.24138	0.921
Eso-AdenoCA::S.78	108	0.951	99.777	92.386%	38.613	84.381%	2.09891	0.955
Eso-AdenoCA::S.79	197	0.87	159.475	80.952%	52.626	70.106%	1.4793	0.864
Eso-AdenoCA::S.80	157	0.861	107.309	68.35%	24.448	52.398%	0.63575	0.837
Eso-AdenoCA::S.81	163	0.876	116.627	71.55%	19.618	51.012%	1.42648	0.841
Eso-AdenoCA::S.82	242	0.829	193.358	79.9%	57.739	57.137%	1.80829	0.814
Eso-AdenoCA::S.83	190	0.896	118.259	62.242%	21.247	45.59%	0.42309	0.868
Eso-AdenoCA::S.84	185	0.832	145.381	78.584%	28.717	56.007%	0.65514	0.795
Eso-AdenoCA::S.85	97	0.825	77.124	79.509%	28.791	60.71%	3.70128	0.816
Eso-AdenoCA::S.86	52	0.907	47.136	90.646%	11.262	61.077%	1.11051	0.903
Eso-AdenoCA::S.87	145	0.866	86.018	59.323%	15.058	50.732%	0.78265	0.803
Eso-AdenoCA::S.88	141	0.852	94.071	66.717%	20.768	52.768%	0.47173	0.821
Eso-AdenoCA::S.89	341	0.917	171.647	50.336%	34.243	40.545%	0.27482	0.895
Eso-AdenoCA::S.90	98	0.756	81.598	83.263%	15.251	68.341%	3.50051	0.671
Eso-AdenoCA::S.91	132	0.809	103.343	78.29%	29.561	65.194%	0.7994	0.789
Eso-AdenoCA::S.92	101	0.855	72.607	71.888%	11.897	51.923%	0.87588	0.802
Eso-AdenoCA::S.93	27	0.965	12.155	45.019%	3.677	26.468%	1.67818	0.963
Eso-AdenoCA::S.94	96	0.96	59.107	61.57%	13.069	39.731%	1.14301	0.959
Eso-AdenoCA::S.95	150	0.663	137.272	91.515%	29.508	81.095%	0.8499	0.566
Eso-AdenoCA::S.96	206	0.909	258.817	125.639%	99.383	163.252%	4.33822	0.932
Eso-AdenoCA::S.97	201	0.795	182.774	90.932%	40.974	92.245%	1.14808	0.767
Eso-AdenoCA::S.98	197	0.874	117.068	59.425%	26.174	50.307%	0.40127	0.846
Eso-AdenoCA::S.99	199	0.872	133.134	66.902%	32.971	57.248%	0.56548	0.855
Eso-AdenoCA::S.100	157	0.782	122.251	77.867%	24.469	63.885%	0.47984	0.717
