Sample Names	MutationType	DBS2	DBS3	DBS4	DBS5	DBS6	DBS7	DBS8	DBS9	DBS11
Eso-AdenoCA::S.1	GC>AG	0.0031776477499213026	0.0	0.0	0.0	0.0	0.0005074468048879991	0.0	0.9963149054451906	0.0
Eso-AdenoCA::S.1	GC>AT	0.009098258048547298	0.0	0.0	0.0	0.0	0.0023746051579795527	0.0	0.988527136793473	0.0
Eso-AdenoCA::S.1	GC>CA	0.04406975846253845	0.0	0.0	0.0	0.0	0.019795537003465348	0.0	0.9361347045339962	0.0
Eso-AdenoCA::S.1	GC>CG	0.016702447149570802	0.0	0.0	0.0	0.0	0.4702722045053732	0.0	0.5130253483450561	0.0
Eso-AdenoCA::S.1	GC>TA	0.06010478790891615	0.0	0.0	0.0	0.0	0.0003622941046207108	0.0	0.9395329179864631	0.0
Eso-AdenoCA::S.1	TA>AT	0.04987129363246838	0.0	0.0	0.0	0.0	0.7191337573629645	0.0	0.23099494900456727	0.0
Eso-AdenoCA::S.1	TA>CG	0.005733386524958833	0.0	0.0	0.0	0.0	0.657655904278857	0.0	0.3366107091961842	0.0
Eso-AdenoCA::S.1	TA>CT	0.008581262365581464	0.0	0.0	0.0	0.0	0.6337880905448289	0.0	0.35763064708958975	0.0
Eso-AdenoCA::S.1	TA>GC	0.05038553241345979	0.0	0.0	0.0	0.0	0.6579006374144438	0.0	0.29171383017209634	0.0
Eso-AdenoCA::S.1	TA>GG	0.013571169120117826	0.0	0.0	0.0	0.0	0.5269469887047318	0.0	0.4594818421751503	0.0
Eso-AdenoCA::S.1	TA>GT	0.04927306729583763	0.0	0.0	0.0	0.0	0.7084016645886939	0.0	0.24232526811546853	0.0
Eso-AdenoCA::S.1	TC>AA	0.0787566454366158	0.0	0.0	0.0	0.0	0.7565415312250614	0.0	0.16470182333832273	0.0
Eso-AdenoCA::S.1	TC>AG	0.005184061166044268	0.0	0.0	0.0	0.0	7.371339010515195e-05	0.0	0.9947422254438505	0.0
Eso-AdenoCA::S.1	TC>AT	9.433389115655197e-17	0.0	0.0	0.0	0.0	0.03682278725071021	0.0	0.9631772127492898	0.0
Eso-AdenoCA::S.1	TC>CA	0.01596796939514564	0.0	0.0	0.0	0.0	0.04509125907100142	0.0	0.938940771533853	0.0
Eso-AdenoCA::S.1	TC>CG	0.0005141775674293651	0.0	0.0	0.0	0.0	0.153144162339402	0.0	0.8463416600931686	0.0
Eso-AdenoCA::S.1	TC>CT	0.06427459414680926	0.0	0.0	0.0	0.0	0.1253047621858681	0.0	0.8104206436673227	0.0
Eso-AdenoCA::S.1	TC>GA	0.05860263741310604	0.0	0.0	0.0	0.0	4.2558668271006433e-16	0.0	0.9413973625868935	0.0
Eso-AdenoCA::S.1	TC>GG	0.002758859453028022	0.0	0.0	0.0	0.0	0.14027048972429365	0.0	0.8569706508226783	0.0
Eso-AdenoCA::S.1	TC>GT	0.9999999999998371	0.0	0.0	0.0	0.0	7.501102035523219e-14	0.0	8.778685336443534e-14	0.0
Eso-AdenoCA::S.1	TG>AA	0.09248611906975908	0.0	0.0	0.0	0.0	0.5018233826698518	0.0	0.4056904982603891	0.0
Eso-AdenoCA::S.1	TG>AC	0.02730816683053169	0.0	0.0	0.0	0.0	0.23111484246687003	0.0	0.7415769907025982	0.0
Eso-AdenoCA::S.1	TG>AT	0.737140428898146	0.0	0.0	0.0	0.0	0.15752166894599287	0.0	0.105337902155861	0.0
Eso-AdenoCA::S.1	TG>CA	0.0040150353087923425	0.0	0.0	0.0	0.0	0.47356952901413457	0.0	0.522415435677073	0.0
Eso-AdenoCA::S.1	TG>CC	0.005654590847546102	0.0	0.0	0.0	0.0	0.0710482987585918	0.0	0.923297110393862	0.0
Eso-AdenoCA::S.1	TG>CT	0.7942096822422107	0.0	0.0	0.0	0.0	1.6626879714503204e-15	0.0	0.20579031775778767	0.0
Eso-AdenoCA::S.1	TG>GA	0.11843896353060612	0.0	0.0	0.0	0.0	0.47237704003271636	0.0	0.40918399643667747	0.0
Eso-AdenoCA::S.1	TG>GC	0.043572537730987265	0.0	0.0	0.0	0.0	0.4417052588763482	0.0	0.5147222033926644	0.0
Eso-AdenoCA::S.1	TG>GT	0.41735916719976396	0.0	0.0	0.0	0.0	0.4036506398410518	0.0	0.17899019295918425	0.0
Eso-AdenoCA::S.1	TT>AA	0.025117477475932192	0.0	0.0	0.0	0.0	0.9732494460833182	0.0	0.0016330764407495812	0.0
Eso-AdenoCA::S.1	TT>AC	0.01007471696770661	0.0	0.0	0.0	0.0	0.8301017042048069	0.0	0.1598235788274864	0.0
Eso-AdenoCA::S.1	TT>AG	0.0054744306499375645	0.0	0.0	0.0	0.0	0.9753169935615341	0.0	0.019208575788528425	0.0
Eso-AdenoCA::S.1	TT>CA	6.004710227180219e-17	0.0	0.0	0.0	0.0	0.9999999999999999	0.0	1.0691360159889065e-16	0.0
Eso-AdenoCA::S.1	TT>CC	0.00010133754434836236	0.0	0.0	0.0	0.0	0.8556709977008152	0.0	0.14422766475483653	0.0
Eso-AdenoCA::S.1	TT>CG	0.007878404611087395	0.0	0.0	0.0	0.0	0.9836834093975637	0.0	0.008438185991348867	0.0
Eso-AdenoCA::S.1	TT>GA	0.0015432235811814311	0.0	0.0	0.0	0.0	0.9984567764188182	0.0	2.429136297188809e-16	0.0
Eso-AdenoCA::S.1	TT>GC	0.0005834529117129158	0.0	0.0	0.0	0.0	0.9883267321487741	0.0	0.011089814939513025	0.0
Eso-AdenoCA::S.1	TT>GG	0.23147519952631773	0.0	0.0	0.0	0.0	0.35684063799079774	0.0	0.4116841624828845	0.0
Eso-AdenoCA::S.2	AC>CA	0.0	0.0	0.1771762702276828	0.0	0.0	0.0	0.0	0.8228237297723172	0.0
Eso-AdenoCA::S.2	AC>CG	0.0	0.0	0.029733166906102077	0.0	0.0	0.0	0.0	0.9702668330938979	0.0
Eso-AdenoCA::S.2	AC>CT	0.0	0.0	3.7335091293404047e-16	0.0	0.0	0.0	0.0	0.9999999999999996	0.0
Eso-AdenoCA::S.2	AC>GA	0.0	0.0	0.18201632614316512	0.0	0.0	0.0	0.0	0.8179836738568349	0.0
Eso-AdenoCA::S.2	AC>GG	0.0	0.0	1.257381928651753e-15	0.0	0.0	0.0	0.0	0.9999999999999987	0.0
Eso-AdenoCA::S.2	AC>GT	0.0	0.0	1.1837796628602885e-06	0.0	0.0	0.0	0.0	0.9999988162203372	0.0
Eso-AdenoCA::S.2	AC>TA	0.0	0.0	0.037943779206916314	0.0	0.0	0.0	0.0	0.9620562207930836	0.0
Eso-AdenoCA::S.2	AC>TG	0.0	0.0	0.003779511743023888	0.0	0.0	0.0	0.0	0.9962204882569761	0.0
Eso-AdenoCA::S.2	AC>TT	0.0	0.0	0.004618123668257405	0.0	0.0	0.0	0.0	0.9953818763317426	0.0
Eso-AdenoCA::S.2	AT>CA	0.0	0.0	0.08448699127549318	0.0	0.0	0.0	0.0	0.9155130087245069	0.0
Eso-AdenoCA::S.2	AT>CC	0.0	0.0	5.029407021103395e-15	0.0	0.0	0.0	0.0	0.9999999999999951	0.0
Eso-AdenoCA::S.2	AT>CG	0.0	0.0	0.5674292094260738	0.0	0.0	0.0	0.0	0.4325707905739262	0.0
Eso-AdenoCA::S.2	AT>GA	0.0	0.0	0.06110221909077913	0.0	0.0	0.0	0.0	0.9388977809092208	0.0
Eso-AdenoCA::S.2	AT>GC	0.0	0.0	0.012283025733229128	0.0	0.0	0.0	0.0	0.987716974266771	0.0
Eso-AdenoCA::S.2	AT>TA	0.0	0.0	0.3865048951902878	0.0	0.0	0.0	0.0	0.6134951048097121	0.0
Eso-AdenoCA::S.2	CC>AA	0.0	0.0	0.49803462996097436	0.0	0.0	0.0	0.0	0.5019653700390256	0.0
Eso-AdenoCA::S.2	CC>AG	0.0	0.0	0.2083382819791731	0.0	0.0	0.0	0.0	0.791661718020827	0.0
Eso-AdenoCA::S.2	CC>AT	0.0	0.0	0.5074244773435005	0.0	0.0	0.0	0.0	0.4925755226564996	0.0
Eso-AdenoCA::S.2	CC>GA	0.0	0.0	0.2922474250991271	0.0	0.0	0.0	0.0	0.7077525749008728	0.0
Eso-AdenoCA::S.2	CC>GG	0.0	0.0	0.02960656818161357	0.0	0.0	0.0	0.0	0.9703934318183864	0.0
Eso-AdenoCA::S.2	CC>GT	0.0	0.0	0.005676234224310787	0.0	0.0	0.0	0.0	0.9943237657756893	0.0
Eso-AdenoCA::S.2	CC>TA	0.0	0.0	0.2404736858196973	0.0	0.0	0.0	0.0	0.7595263141803028	0.0
Eso-AdenoCA::S.2	CC>TG	0.0	0.0	0.0006843650477944655	0.0	0.0	0.0	0.0	0.9993156349522054	0.0
Eso-AdenoCA::S.2	CC>TT	0.0	0.0	0.49803462996097436	0.0	0.0	0.0	0.0	0.5019653700390256	0.0
Eso-AdenoCA::S.2	CG>AT	0.0	0.0	0.6288446227177552	0.0	0.0	0.0	0.0	0.3711553772822449	0.0
Eso-AdenoCA::S.2	CG>GC	0.0	0.0	0.35206069304900556	0.0	0.0	0.0	0.0	0.6479393069509946	0.0
Eso-AdenoCA::S.2	CG>GT	0.0	0.0	9.0033874130853e-14	0.0	0.0	0.0	0.0	0.9999999999999098	0.0
Eso-AdenoCA::S.2	CG>TA	0.0	0.0	0.49803462996097436	0.0	0.0	0.0	0.0	0.5019653700390256	0.0
Eso-AdenoCA::S.2	CG>TC	0.0	0.0	6.731074256601426e-14	0.0	0.0	0.0	0.0	0.9999999999999328	0.0
Eso-AdenoCA::S.2	CG>TT	0.0	0.0	0.8477890187671019	0.0	0.0	0.0	0.0	0.152210981232898	0.0
Eso-AdenoCA::S.2	CT>AA	0.0	0.0	0.49803462996097436	0.0	0.0	0.0	0.0	0.5019653700390256	0.0
Eso-AdenoCA::S.2	CT>AC	0.0	0.0	0.49803462996097436	0.0	0.0	0.0	0.0	0.5019653700390256	0.0
Eso-AdenoCA::S.2	CT>AG	0.0	0.0	0.4438348805041186	0.0	0.0	0.0	0.0	0.5561651194958813	0.0
Eso-AdenoCA::S.2	CT>GA	0.0	0.0	0.23265855915467068	0.0	0.0	0.0	0.0	0.7673414408453292	0.0
Eso-AdenoCA::S.2	CT>GC	0.0	0.0	0.02883426326290504	0.0	0.0	0.0	0.0	0.971165736737095	0.0
Eso-AdenoCA::S.2	CT>GG	0.0	0.0	0.102271791173894	0.0	0.0	0.0	0.0	0.897728208826106	0.0
Eso-AdenoCA::S.2	CT>TA	0.0	0.0	0.49803462996097436	0.0	0.0	0.0	0.0	0.5019653700390256	0.0
Eso-AdenoCA::S.2	CT>TC	0.0	0.0	2.9831223628683083e-13	0.0	0.0	0.0	0.0	0.9999999999997017	0.0
Eso-AdenoCA::S.2	CT>TG	0.0	0.0	0.9999999999997597	0.0	0.0	0.0	0.0	2.402404526166325e-13	0.0
Eso-AdenoCA::S.2	GC>AA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.1500254520720856e-17	0.0
Eso-AdenoCA::S.2	GC>AG	0.0	0.0	0.1044223721207931	0.0	0.0	0.0	0.0	0.895577627879207	0.0
Eso-AdenoCA::S.2	GC>AT	0.0	0.0	0.08577994118213146	0.0	0.0	0.0	0.0	0.9142200588178686	0.0
Eso-AdenoCA::S.2	GC>CA	0.0	0.0	0.3571970236791369	0.0	0.0	0.0	0.0	0.6428029763208631	0.0
Eso-AdenoCA::S.2	GC>CG	0.0	0.0	0.0005026131397957271	0.0	0.0	0.0	0.0	0.9994973868602043	0.0
Eso-AdenoCA::S.2	GC>TA	0.0	0.0	0.6179748093555677	0.0	0.0	0.0	0.0	0.3820251906444324	0.0
Eso-AdenoCA::S.2	TA>AT	0.0	0.0	0.7150536046887453	0.0	0.0	0.0	0.0	0.28494639531125476	0.0
Eso-AdenoCA::S.2	TA>CG	0.0	0.0	0.2693691795470657	0.0	0.0	0.0	0.0	0.7306308204529343	0.0
Eso-AdenoCA::S.2	TA>CT	0.0	0.0	0.43999831923624655	0.0	0.0	0.0	0.0	0.5600016807637535	0.0
Eso-AdenoCA::S.2	TA>GC	0.0	0.0	0.13424353054843108	0.0	0.0	0.0	0.0	0.8657564694515689	0.0
Eso-AdenoCA::S.2	TA>GG	0.0	0.0	0.46637733842773543	0.0	0.0	0.0	0.0	0.5336226615722646	0.0
Eso-AdenoCA::S.2	TA>GT	0.0	0.0	0.569990188213863	0.0	0.0	0.0	0.0	0.43000981178613684	0.0
Eso-AdenoCA::S.2	TC>AA	0.0	0.0	0.9924480102272738	0.0	0.0	0.0	0.0	0.007551989772726194	0.0
Eso-AdenoCA::S.2	TC>AG	0.0	0.0	0.04873701017506088	0.0	0.0	0.0	0.0	0.9512629898249391	0.0
Eso-AdenoCA::S.2	TC>AT	0.0	0.0	0.17200054699663134	0.0	0.0	0.0	0.0	0.8279994530033687	0.0
Eso-AdenoCA::S.2	TC>CA	0.0	0.0	0.6892591026758408	0.0	0.0	0.0	0.0	0.31074089732415916	0.0
Eso-AdenoCA::S.2	TC>CG	0.0	0.0	0.061648317641626545	0.0	0.0	0.0	0.0	0.9383516823583734	0.0
Eso-AdenoCA::S.2	TC>CT	0.0	0.0	0.0002059759439441892	0.0	0.0	0.0	0.0	0.9997940240560557	0.0
Eso-AdenoCA::S.2	TC>GA	0.0	0.0	0.7291503628228125	0.0	0.0	0.0	0.0	0.27084963717718746	0.0
Eso-AdenoCA::S.2	TC>GG	0.0	0.0	0.003553181824429039	0.0	0.0	0.0	0.0	0.9964468181755709	0.0
Eso-AdenoCA::S.2	TC>GT	0.0	0.0	0.49445746057278733	0.0	0.0	0.0	0.0	0.5055425394272126	0.0
Eso-AdenoCA::S.2	TG>AA	0.0	0.0	0.3819054777480403	0.0	0.0	0.0	0.0	0.6180945222519596	0.0
Eso-AdenoCA::S.2	TG>AC	0.0	0.0	0.02034485475231815	0.0	0.0	0.0	0.0	0.979655145247682	0.0
Eso-AdenoCA::S.2	TG>AT	0.0	0.0	1.2000460057240861e-14	0.0	0.0	0.0	0.0	0.999999999999988	0.0
Eso-AdenoCA::S.2	TG>CA	0.0	0.0	0.04317072672931794	0.0	0.0	0.0	0.0	0.956829273270682	0.0
Eso-AdenoCA::S.2	TG>CC	0.0	0.0	0.012844551338606954	0.0	0.0	0.0	0.0	0.987155448661393	0.0
Eso-AdenoCA::S.2	TG>CT	0.0	0.0	0.09785497911213184	0.0	0.0	0.0	0.0	0.9021450208878681	0.0
Eso-AdenoCA::S.2	TG>GA	0.0	0.0	0.619080929213198	0.0	0.0	0.0	0.0	0.38091907078680204	0.0
Eso-AdenoCA::S.2	TG>GC	0.0	0.0	0.1650305292455069	0.0	0.0	0.0	0.0	0.8349694707544931	0.0
Eso-AdenoCA::S.2	TG>GT	0.0	0.0	0.012216772069826432	0.0	0.0	0.0	0.0	0.9877832279301736	0.0
Eso-AdenoCA::S.2	TT>AA	0.0	0.0	0.06323902127283453	0.0	0.0	0.0	0.0	0.9367609787271655	0.0
Eso-AdenoCA::S.2	TT>AC	0.0	0.0	0.0001267224069729261	0.0	0.0	0.0	0.0	0.9998732775930271	0.0
Eso-AdenoCA::S.2	TT>AG	0.0	0.0	9.752005937274919e-15	0.0	0.0	0.0	0.0	0.9999999999999902	0.0
Eso-AdenoCA::S.2	TT>CA	0.0	0.0	0.49775762653393124	0.0	0.0	0.0	0.0	0.5022423734660687	0.0
Eso-AdenoCA::S.2	TT>CC	0.0	0.0	1.7349504386744853e-15	0.0	0.0	0.0	0.0	0.9999999999999982	0.0
Eso-AdenoCA::S.2	TT>CG	0.0	0.0	4.681306738266573e-13	0.0	0.0	0.0	0.0	0.9999999999995318	0.0
Eso-AdenoCA::S.2	TT>GA	0.0	0.0	0.49391168272287156	0.0	0.0	0.0	0.0	0.5060883172771286	0.0
Eso-AdenoCA::S.2	TT>GC	0.0	0.0	2.5138671597206025e-13	0.0	0.0	0.0	0.0	0.9999999999997485	0.0
Eso-AdenoCA::S.2	TT>GG	0.0	0.0	0.49803462996097436	0.0	0.0	0.0	0.0	0.5019653700390256	0.0
Eso-AdenoCA::S.3	AC>CA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	AC>CG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	AC>CT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	AC>GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	AC>GG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	AC>GT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	AC>TA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	AC>TG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	AC>TT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	AT>CA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	AT>CC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	AT>CG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	AT>GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	AT>GC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	AT>TA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CC>AA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CC>AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CC>AT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CC>GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CC>GG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CC>GT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CC>TA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CC>TG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CC>TT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CG>AT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CG>GC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CG>GT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CG>TA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CG>TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CG>TT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CT>AA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CT>AC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CT>AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CT>GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CT>GC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CT>GG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CT>TA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CT>TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	CT>TG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	GC>AA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	GC>AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	GC>AT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	GC>CA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	GC>CG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	GC>TA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	TA>AT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	TA>CG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	TA>CT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	TA>GC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	TA>GG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	TA>GT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Eso-AdenoCA::S.3	TC>AA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
