Sample.ID,Tool,DBS1,DBS2,DBS3,DBS4,DBS5,DBS6,DBS7,DBS8,DBS9,DBS10,DBS11
Breast-AdenoCA::S.30,deconstruct_0.00,0,17.5237104131395,0,7.89016460898186,0,9.98388252680556,0,0,46.602242451073,0,0
Breast-AdenoCA::S.31,deconstruct_0.00,0,4.8138217604511,0,42.4498168398946,0,0,0,0,0,0,132.736361399654
Breast-AdenoCA::S.32,deconstruct_0.00,0,26.0665106325491,0,0,0,0,0,0,4.05692580496617,0,53.8765635624847
Breast-AdenoCA::S.33,deconstruct_0.00,0,15.2409188816495,0,0,0,23.9486478457577,0,0,30.8104332725928,0,0
Breast-AdenoCA::S.34,deconstruct_0.00,0,87.7774098958912,0,57.5259329837012,0,0,0,0,41.4912203913538,0,1.20543672905381
Breast-AdenoCA::S.35,deconstruct_0.00,0,0,0,37.581082282604,0,0,0,0,75.5235086402054,0,20.8954090771906
Breast-AdenoCA::S.36,deconstruct_0.00,0,51.2050833603862,0,50.980764192818,0,32.2402469556378,0,0,68.4796585943672,0,45.0942468967907
Breast-AdenoCA::S.37,deconstruct_0.00,0,39.0636364211835,0,34.5821602015711,0,24.566780989688,0,0,50.7626972482905,0,10.0247251392668
Breast-AdenoCA::S.38,deconstruct_0.00,0,121.780487355151,0,8.2712342092279,0,21.9482784356211,0,0,0,0,0
Breast-AdenoCA::S.39,deconstruct_0.00,0,202,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.40,deconstruct_0.00,0,4.3372121133441,0,0,0,33.398849680773,0,0,29.2639382058828,0,0
Breast-AdenoCA::S.41,deconstruct_0.00,0,11.6730538939379,0,0,0,0,0,0,31.6437629990622,0,11.6831831069999
Breast-AdenoCA::S.42,deconstruct_0.00,0,17.8946723374144,0,69.8646329272266,0,0,0,0,100.240694735359,0,0
Breast-AdenoCA::S.43,deconstruct_0.00,0,34.6587686628326,0,13.81145223621,0,0,0,0,44.5297791009574,0,0
Breast-AdenoCA::S.44,deconstruct_0.00,0,3.84571752380775,0,11.4223383392066,0,18.3137154107394,0,0,18.8954131890115,0,39.5228155372346
Breast-AdenoCA::S.45,deconstruct_0.00,0,23.9793936340303,0,0,0,42.1869023093328,0,0,26.4619631687397,0,87.3717408878972
Breast-AdenoCA::S.46,deconstruct_0.00,0,4.37758422705971,0,10.9142094643657,0,44.246440977567,0,0,32.1020267219478,0,11.3597386090598
Breast-AdenoCA::S.47,deconstruct_0.00,0,13.7108977283717,0,39.3022385683041,0,0,0,0,19.9868637033242,0,0
Breast-AdenoCA::S.48,deconstruct_0.00,0,5.79146528561049,0,61.3283146390057,0,25.4308128531657,0,0,25.1879970707911,0,37.261410151427
Breast-AdenoCA::S.49,deconstruct_0.00,0,50.7980127868314,0,53.6161933311473,0,0,0,0,33.6303996703094,0,13.9553942117118
Breast-AdenoCA::S.50,deconstruct_0.00,0,10.0433433982685,0,25.6000491822313,0,7.22759343665812,0,0,57.1290139828421,0,0
Breast-AdenoCA::S.51,deconstruct_0.00,0,0,0,11.2315005560477,0,85.0618118074402,0,0,3.34904636173273,0,16.3576412747794
Breast-AdenoCA::S.52,deconstruct_0.00,0,31.33890100436,0,42.13592480826,0,0,0,0,40.52517418738,0,0
Breast-AdenoCA::S.53,deconstruct_0.00,0,21.6192332074025,0,21.6969063862394,0,7.67661102185284,0,0,59.831100483906,0,9.17614890059925
Breast-AdenoCA::S.54,deconstruct_0.00,0,0,0,0,0,13.0107234002444,0,0,12.8881499193548,0,212.101126680401
Breast-AdenoCA::S.55,deconstruct_0.00,0,48.2972365387311,0,0,0,0,0,0,59.7027634612689,0,0
Breast-AdenoCA::S.56,deconstruct_0.00,0,15.5367670494264,0,6.16895109426809,0,39.6501284159587,0,0,79.6441534403468,0,0
Breast-AdenoCA::S.57,deconstruct_0.00,0,0,0,8.23807851387946,0,48.9007979875269,0,0,31.8611234985937,0,0
Breast-AdenoCA::S.58,deconstruct_0.00,0,4.54949513093428,0,0,0,0,0,0,39.5448639660537,0,21.905640903012
Breast-AdenoCA::S.59,deconstruct_0.00,0,35.8741754657622,0,17.2660892627367,0,45.3839207543263,0,0,36.4758145171748,0,0
Breast-AdenoCA::S.60,deconstruct_0.00,0,7.16861471585848,0,72.501256086705,0,17.5785958251436,0,0,44.7515333722929,0,0
Breast-AdenoCA::S.61,deconstruct_0.00,0,36.2527877013085,0,50.6654940925628,0,0,0,0,73.0817182061287,0,0
Breast-AdenoCA::S.62,deconstruct_0.00,0,1.63414541608386,0,0,0,50.9186657700119,0,0,45.4471888139042,0,0
Breast-AdenoCA::S.63,deconstruct_0.00,0,62.3018382360745,0,38.1682920961491,0,0,0,0,19.5298696677765,0,0
Breast-AdenoCA::S.64,deconstruct_0.00,0,24.7920985306037,0,7.89258042702679,0,83.8371973484079,0,0,62.1964293001769,0,9.2816943937847
Breast-AdenoCA::S.65,deconstruct_0.00,0,10.6906844915229,0,4.09321050205273,0,23.4995666863821,0,0,21.0273142874194,0,27.6892240326229
Breast-AdenoCA::S.66,deconstruct_0.00,0,14.7472581996068,0,35.2155295441792,0,9.5756519142244,0,0,41.9311298894968,0,39.5304304524928
Breast-AdenoCA::S.67,deconstruct_0.00,0,21.7144453229328,0,0,0,20.4167543317341,0,0,11.8688003453331,0,0
Breast-AdenoCA::S.68,deconstruct_0.00,0,4.01337013723455,0,7.24028680285392,0,19.1546242957132,0,0,34.5591311340885,0,26.0325876301099
Breast-AdenoCA::S.69,deconstruct_0.00,0,23.0022814746193,0,98.0232430409593,0,37.7058174930105,0,0,14.8579231921637,0,20.4107347992472
Breast-AdenoCA::S.70,deconstruct_0.00,0,4.73358940465984,0,25.9445372930927,0,26.3224696559144,0,0,46.9994036463331,0,0
Breast-AdenoCA::S.71,deconstruct_0.00,0,28.5993492859253,0,0,0,33.5175974478955,0,0,13.5009670693654,0,5.38208619681383
Breast-AdenoCA::S.72,deconstruct_0.00,0,35.3357967466147,0,44.3649375398604,0,0,0,0,51.2992657135249,0,0
Breast-AdenoCA::S.73,deconstruct_0.00,0,5.47117396503579,0,37.2571310924449,0,0,0,0,45.133031527756,0,24.1386634147632
Breast-AdenoCA::S.74,deconstruct_0.00,0,31.3822697547904,0,21.4429287472432,0,17.3304636519304,0,0,39.844337846036,0,0
Breast-AdenoCA::S.75,deconstruct_0.00,0,23.1715970319966,0,0,0,49.0423532944881,0,0,37.299701638037,0,21.4863480354783
Breast-AdenoCA::S.76,deconstruct_0.00,0,0,0,18.5355660416996,0,48.4680685947567,0,0,38.289405102146,0,36.7069602613977
Breast-AdenoCA::S.77,deconstruct_0.00,0,21.699566074696,0,13.2011442352886,0,0,0,0,76.0992896900154,0,0
Breast-AdenoCA::S.78,deconstruct_0.00,0,0,0,67.5730428802173,0,0,0,0,41.4269571197827,0,0
Breast-AdenoCA::S.79,deconstruct_0.00,0,59.5673608009033,0,54.309933477537,0,6.89534396739257,0,0,36.2273617541672,0,0
Breast-AdenoCA::S.80,deconstruct_0.00,0,47.8943667150599,0,17.2043604412683,0,0,0,0,67.9012728436718,0,0
Breast-AdenoCA::S.81,deconstruct_0.00,0,84.2054238178424,0,49.8748474834743,0,0,0,0,0,0,10.9197286986834
Breast-AdenoCA::S.82,deconstruct_0.00,0,6.9588698818195,0,92.8627700624568,0,14.7775580019506,0,0,20.4008020537731,0,0
Breast-AdenoCA::S.83,deconstruct_0.00,0,26.3848518258484,0,43.5346302507353,0,0,0,0,60.0805179234162,0,0
Breast-AdenoCA::S.84,deconstruct_0.00,0,55.6669738542192,0,95.743284877204,0,36.1913583002043,0,0,11.3983829683725,0,0
Breast-AdenoCA::S.85,deconstruct_0.00,0,52.0485599738662,0,0,0,17.5252281969053,0,0,12.4262118292285,0,0
Breast-AdenoCA::S.86,deconstruct_0.00,0,0,0,0,0,0,0,0,26.797999321278,0,92.202000678722
Breast-AdenoCA::S.87,deconstruct_0.00,0,29.4517618520153,0,28.3190600830432,0,44.9240608925275,0,0,33.305117172414,0,0
Breast-AdenoCA::S.88,deconstruct_0.00,0,15.1907818857722,0,39.3223667272375,0,0,0,0,53.4868513869903,0,0
Breast-AdenoCA::S.89,deconstruct_0.00,0,34.6927653102348,0,16.249694160783,0,24.3666026825075,0,0,23.6909378464748,0,0
Breast-AdenoCA::S.90,deconstruct_0.00,0,54.2509418504584,0,0,0,69.7280545715374,0,0,57.0210035780042,0,0
Breast-AdenoCA::S.91,deconstruct_0.00,0,29.156085806817,0,21.2015139741248,0,21.4070928759756,0,0,65.7402205097456,0,25.495086833337
Breast-AdenoCA::S.92,deconstruct_0.00,0,4.10566313569545,0,13.2575617962754,0,20.8936927019032,0,0,43.1867764212224,0,34.5563059449036
Breast-AdenoCA::S.93,deconstruct_0.00,0,19.354221403241,0,13.8884898426285,0,16.0752295460505,0,0,56.5058262452081,0,26.176232962872
Breast-AdenoCA::S.94,deconstruct_0.00,0,9.81154290776727,0,31.4275157855463,0,45.3499022756911,0,0,24.4474726128539,0,26.9635664181415
Breast-AdenoCA::S.95,deconstruct_0.00,0,34.1572874003006,0,12.2616597190513,0,60.6292121643011,0,0,17.951840716347,0,0
Breast-AdenoCA::S.96,deconstruct_0.00,0,0,0,18.1375377597335,0,19.0874638146841,0,0,81.0206957664087,0,17.7543026591737
Breast-AdenoCA::S.97,deconstruct_0.00,0,0,0,49.0124467041165,0,43.425783390782,0,0,4.17145132086686,0,38.3903185842347
Breast-AdenoCA::S.98,deconstruct_0.00,0,12.3495628950553,0,45.1751677693928,0,0,0,0,35.4752693355519,0,0
Breast-AdenoCA::S.99,deconstruct_0.00,0,3.97453761688538,0,28.1248194946723,0,33.2372477974835,0,0,29.0692647102219,0,24.5941303807369
Breast-AdenoCA::S.100,deconstruct_0.00,0,0,0,12.0408824130225,0,49.1633962263543,0,0,55.7957213606233,0,0
ColoRect-AdenoCA::S.1,deconstruct_0.00,0,0,2.49485141037828,7.0781458750817,0,25.6723207911753,75.6411762037765,0,8.11350571958821,0,0
ColoRect-AdenoCA::S.2,deconstruct_0.00,0,12.9033961059858,29.1075067682915,22.9969954210473,0,0,0,0,43.9921017046754,0,0
ColoRect-AdenoCA::S.3,deconstruct_0.00,0,37.1244763870999,16.5825661045201,0,0,0,67.5810348095336,0,14.7119226988463,0,0
ColoRect-AdenoCA::S.4,deconstruct_0.00,0,13.125302584233,5.27231889374266,9.60057693442331,0,32.1387351654928,32.9259905179197,0,13.9370759041885,0,0
ColoRect-AdenoCA::S.5,deconstruct_0.00,0,12.6627041547248,3.00188969774291,4.28154507597491,0,21.315460995536,0,0,33.7384000760214,0,0
ColoRect-AdenoCA::S.6,deconstruct_0.00,0,51.4878669488819,12.9434447099123,0,0,0,107.859729086174,0,87.7089592550323,0,0
ColoRect-AdenoCA::S.7,deconstruct_0.00,0,27.085705012621,16.2266949519395,0,0,0,80.6021979912137,0,27.0854020442258,0,0
ColoRect-AdenoCA::S.8,deconstruct_0.00,0,3.0842554134466,6.42653373516955,16.7648453541737,0,0,41.2446397212159,0,63.4797257759942,0,0
ColoRect-AdenoCA::S.9,deconstruct_0.00,0,22.2060872145822,0,0,0,0,52.6200851924475,4.17382759297028,0,0,0
ColoRect-AdenoCA::S.10,deconstruct_0.00,0,2.0272828702267,0,0,0,0,388.972717129773,0,0,0,0
ColoRect-AdenoCA::S.11,deconstruct_0.00,0,12.4300728541214,15.6942999921499,22.6980888182837,0,0,268.164629267528,0,39.0129090679174,0,0
ColoRect-AdenoCA::S.12,deconstruct_0.00,0,4.60711405110788,0,0,0,0,105.392885948892,0,0,0,0
ColoRect-AdenoCA::S.13,deconstruct_0.00,0,2.89339386936295,0,53.3472234624124,0,4.3734259690778,0,0,72.3859566991469,0,0
ColoRect-AdenoCA::S.14,deconstruct_0.00,0,23.3734673884151,0,19.2857804353654,0,0,0,0,0,2.34075217621956,0
ColoRect-AdenoCA::S.15,deconstruct_0.00,0,71.9855098762783,50.2435687008671,0,0,0,0,0,87.7709214228546,0,0
ColoRect-AdenoCA::S.16,deconstruct_0.00,0,16.4892311410569,0,0,0,34.031783239774,203.808418076495,51.8588907179751,10.8116768246988,0,0
ColoRect-AdenoCA::S.17,deconstruct_0.00,0,10.0225870781771,0.999540553997333,41.0103208569603,0,0,14.3979823872087,0,2.5695691236566,0,0
ColoRect-AdenoCA::S.18,deconstruct_0.00,0,49.9079420308995,12.5642023671254,18.9297073817421,0,0,63.5386080318317,0,18.0595401884013,0,0
ColoRect-AdenoCA::S.19,deconstruct_0.00,0,17.3797797885898,0,15.8865553808462,0,0,53.1648841180169,0,3.5687807125471,0,0
ColoRect-AdenoCA::S.20,deconstruct_0.00,0,53.3519581790056,9.3679141002996,16.2943003841098,0,0,0,0,19.985827336585,0,0
ColoRect-AdenoCA::S.21,deconstruct_0.00,0,25.8250075015591,14.55892621977,9.08344959467019,0,0,0,0,43.5326166840007,0,0
ColoRect-AdenoCA::S.22,deconstruct_0.00,0,0,15.189221320157,0,0,0,243.529346839294,3.07565834226547,50.2057734982833,0,0
ColoRect-AdenoCA::S.23,deconstruct_0.00,0,58.5284412011073,4.3233833190282,0,0,0,56.4473867617439,0,10.7007887181206,0,0
ColoRect-AdenoCA::S.24,deconstruct_0.00,0,0,0,12.6188280888068,0,29.649110686651,0,0,30.7320612245422,0,0
ColoRect-AdenoCA::S.25,deconstruct_0.00,0,8.33967380345746,1.31046533028447,6.43928945381705,0,29.8874710683449,145.811522767086,0,5.21157757700976,0,0
ColoRect-AdenoCA::S.26,deconstruct_0.00,0,18.068236992936,6.82756296101066,0,0,0,0,0,3.10420004605337,0,0
ColoRect-AdenoCA::S.27,deconstruct_0.00,0,9.08370587792057,28.4825199675775,0,0,0,117.525153409111,0,76.9086207453914,0,0
ColoRect-AdenoCA::S.28,deconstruct_0.00,0,0,2.07699857041137,0,0,0,108.927400550547,0,38.9956008790421,0,0
ColoRect-AdenoCA::S.29,deconstruct_0.00,0,17.5909655914985,0,0,0,0,221.409034408501,0,0,0,0
ColoRect-AdenoCA::S.30,deconstruct_0.00,0,22.5149047742055,0,14.7952305958005,0,0,75.7857791717797,0,10.9040854582144,0,0
ColoRect-AdenoCA::S.31,deconstruct_0.00,0,30.5293630260539,0,7.21749004528905,0,0,76.253146928657,0,0,0,0
ColoRect-AdenoCA::S.32,deconstruct_0.00,0,9.53518608688207,0,6.46481391311793,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.33,deconstruct_0.00,0,7.49043659903669,4.21344803256017,64.5642313362803,0,0,26.4070278324376,0,11.3248561996853,0,0
ColoRect-AdenoCA::S.34,deconstruct_0.00,0,6.47393418436071,0,34.2739368911237,0,0,86.2521289245156,0,0,0,0
ColoRect-AdenoCA::S.35,deconstruct_0.00,0,36.3784243036192,3.11402495318325,0,0,0,237.120608314777,0,23.3869424284203,0,0
ColoRect-AdenoCA::POLE.S.1,deconstruct_0.00,0,13.6531943499547,872.86149812079,0,0,0,0,0,95.9357786860163,778.549528843239,0
ColoRect-AdenoCA::POLE.S.2,deconstruct_0.00,0,0,741.19247743015,0,0,0,0,0,23.9556578946137,754.851864675237,0
ColoRect-AdenoCA::POLE.S.3,deconstruct_0.00,0,0,187.50371400956,0,0,0,0,0,12.4962859904405,0,0
ColoRect-AdenoCA::POLE.S.4,deconstruct_0.00,0,0,1289.24995859235,0,0,0,0,0,211.750041407654,0,0
ColoRect-AdenoCA::POLE.S.5,deconstruct_0.00,0,0,1557.15939740053,0,0,0,0,0,168.918049094326,2647.92255350515,0
ColoRect-AdenoCA::POLE.S.6,deconstruct_0.00,0,0,2338.95025748512,0,0,0,0,0,444.357042684815,166.692699830063,0
ColoRect-AdenoCA::POLE.S.7,deconstruct_0.00,0,57.6945421135087,1370.41448142322,0,0,0,136.172620607614,0,118.718355855659,0,0
ColoRect-AdenoCA::POLE.S.8,deconstruct_0.00,0,0,0,0,0,0,0,0,0,515,0
ColoRect-AdenoCA::POLE.S.9,deconstruct_0.00,0,0,4769,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.10,deconstruct_0.00,0,0,2218.02340860615,0,0,0,0,0,0,838.976591393854,0
ColoRect-AdenoCA::POLE.S.11,deconstruct_0.00,0,0,1380.50990122782,0,0,0,0,0,239.803205835139,366.686892937041,0
ColoRect-AdenoCA::POLE.S.12,deconstruct_0.00,0,4.3249069091564,229.219641896769,0,0,0,0,0,0,276.455451194074,0
ColoRect-AdenoCA::POLE.S.13,deconstruct_0.00,0,0,0,0,0,0,0,0,0,1416,0
ColoRect-AdenoCA::POLE.S.14,deconstruct_0.00,0,0,912.965158549058,0,0,0,0,0,115.034841450942,0,0
ColoRect-AdenoCA::POLE.S.15,deconstruct_0.00,0,39.3476167252451,662.941036218177,0,0,0,54.7561360694005,0,8.9552109871772,0,0
ColoRect-AdenoCA::POLE.S.16,deconstruct_0.00,0,0,3645.26637194275,0,0,0,0,0,182.733628057248,0,0
ColoRect-AdenoCA::POLE.S.17,deconstruct_0.00,0,85.2291544549019,493.676375779824,0,0,0,0,0,65.0944697652743,0,0
ColoRect-AdenoCA::POLE.S.18,deconstruct_0.00,0,43.7217639571813,1419.58400815121,0,0,0,0,0,434.694227891605,0,0
ColoRect-AdenoCA::POLE.S.19,deconstruct_0.00,0,63.6112167321502,3413.33284225288,0,0,0,0,0,775.055941014968,0,0
ColoRect-AdenoCA::POLE.S.20,deconstruct_0.00,0,74.4249660819728,1586.63762188963,0,0,0,426.831018258788,0,314.106393769614,0,0
ColoRect-AdenoCA::POLE.S.21,deconstruct_0.00,0,0,2211.57092864392,0,0,0,0,0,159.429071356079,0,0
ColoRect-AdenoCA::POLE.S.22,deconstruct_0.00,0,0,0,0,0,0,0,0,0,123,0
ColoRect-AdenoCA::POLE.S.23,deconstruct_0.00,0,0,2194.61986105958,0,0,0,0,0,518.380138940417,0,0
ColoRect-AdenoCA::POLE.S.24,deconstruct_0.00,0,7.05938348159078,0,0,0,0,0,0,0,444.940616518409,0
ColoRect-AdenoCA::POLE.S.25,deconstruct_0.00,0,11.2360844433752,622.763915556625,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::POLE.S.26,deconstruct_0.00,0,0,1074.10761013329,0,0,0,0,0,0,794.892389866714,0
ColoRect-AdenoCA::POLE.S.27,deconstruct_0.00,0,0,2094.22763602928,0,0,0,0,0,709.873997342696,292.898366628027,0
ColoRect-AdenoCA::POLE.S.28,deconstruct_0.00,0,22.3211335435973,451.865950976047,0,0,0,0,0,30.8129154803557,0,0
ColoRect-AdenoCA::POLE.S.29,deconstruct_0.00,0,0,1104.75884051451,0,0,0,0,0,50.1160767668574,50.1250827186326,0
ColoRect-AdenoCA::POLE.S.30,deconstruct_0.00,0,0,873.841076468734,0,0,0,0,0,0,280.158923531266,0
ColoRect-AdenoCA::MSI-H.S.1,deconstruct_0.00,0,52.5648634663558,80.1924899637936,0,0,0,0,213.543474032227,85.6991725376237,0,0
ColoRect-AdenoCA::MSI-H.S.2,deconstruct_0.00,0,14.6953998242959,1.65030242552811,65.55077471547,0,10.8821426253433,56.2605326094597,111.189812046283,22.7710357536199,0,0
ColoRect-AdenoCA::MSI-H.S.3,deconstruct_0.00,0,3.90402855131076,35.1239202291717,26.9002268975093,0,0,0,0,62.0718243220082,0,0
ColoRect-AdenoCA::MSI-H.S.4,deconstruct_0.00,0,0,23.5332770258089,0,0,20.7785313597836,33.5862128323196,12.8179371962665,39.4316646822462,71.8523769035751,0
ColoRect-AdenoCA::MSI-H.S.5,deconstruct_0.00,0,0,36.5714488057692,0,0,12.3932389322577,0,1.48762843234586,39.5476838296273,0,0
ColoRect-AdenoCA::MSI-H.S.6,deconstruct_0.00,0,63.7246194425748,0,0,0,29.4041754326513,0,7.66400924951083,29.2071958752631,0,0
ColoRect-AdenoCA::MSI-H.S.7,deconstruct_0.00,0,19.7671040496953,48.8248621905385,0,0,0,10.9319421022186,0,70.4760916575477,0,0
ColoRect-AdenoCA::MSI-H.S.8,deconstruct_0.00,0,5.90615888079429,109.318164670492,0,0,0,0,142.374491225204,50.4011852235097,0,0
ColoRect-AdenoCA::MSI-H.S.9,deconstruct_0.00,0,0,77.3849611424224,0,0,0,0,0,32.0872025218361,110.527836335742,0
ColoRect-AdenoCA::MSI-H.S.10,deconstruct_0.00,0,30.5885867228407,31.8859909063898,0,0,0,0,7.04272647078378,36.9098479574914,8.57284794249429,0
ColoRect-AdenoCA::MSI-H.S.11,deconstruct_0.00,0,3.40742951977359,48.4976731738113,0,0,0,0,10.5036341249541,43.591263181461,0,0
ColoRect-AdenoCA::MSI-H.S.12,deconstruct_0.00,0,0,0,0,0,0,0,402,0,0,0
ColoRect-AdenoCA::MSI-H.S.13,deconstruct_0.00,0,0,0,22.7133004363479,0,0,75.0097449102261,9.58245138792982,23.4628101347146,53.2316931307816,0
ColoRect-AdenoCA::MSI-H.S.14,deconstruct_0.00,0,14.9381167632754,26.7228361660077,0,0,0,0,3.58604738722717,38.7529996834897,0,0
ColoRect-AdenoCA::MSI-H.S.15,deconstruct_0.00,0,0,42.3973067062513,8.06190621304427,0,0,0,1.41340583345622,39.1273812472482,0,0
ColoRect-AdenoCA::MSI-H.S.16,deconstruct_0.00,0,0,19.6952500513895,15.9088402455273,0,0,0,6.24220684208844,39.2480263605826,61.9056765004122,0
ColoRect-AdenoCA::MSI-H.S.17,deconstruct_0.00,0,117.800263042543,58.5334728671432,0,0,0,0,0,15.6213887919061,18.0448752984078,0
ColoRect-AdenoCA::MSI-H.S.18,deconstruct_0.00,0,10.6508477049341,40.7288561710179,27.6851788036207,0,25.5209171111145,0,0,112.414200209313,0,0
ColoRect-AdenoCA::MSI-H.S.19,deconstruct_0.00,0,150.077506430044,24.9403557866237,0,0,0,51.2364059279058,0,0,3.74573185542684,0
ColoRect-AdenoCA::MSI-H.S.20,deconstruct_0.00,0,76.44177770538,111.945153593266,0,0,0,0,71.032033295638,109.581035405716,0,0
ColoRect-AdenoCA::MSI-H.S.21,deconstruct_0.00,0,14.6483794336643,39.8616116676717,6.24373471360006,0,0,50.1706903173358,0,40.2558939065161,6.819689961212,0
ColoRect-AdenoCA::MSI-H.S.22,deconstruct_0.00,0,0,47.0846825529285,17.5424607699762,0,0,0,0,132.52758139922,16.8452752778757,0
ColoRect-AdenoCA::MSI-H.S.23,deconstruct_0.00,0,13.7445543722799,6.64447748225216,30.0275839218226,0,14.45073160606,0,0,46.019914506769,32.1127381108163,0
ColoRect-AdenoCA::MSI-H.S.24,deconstruct_0.00,0,1.50670018869205,25.9167322233771,2.35710616499174,0,12.6201365501988,116.192048776788,0,14.524974006668,5.88230208928417,0
ColoRect-AdenoCA::MSI-H.S.25,deconstruct_0.00,0,30.3240482074663,39.9026993593642,46.5607307362084,0,0,40.3910452015761,0,43.8214764953849,0,0
ColoRect-AdenoCA::MSI-H.S.26,deconstruct_0.00,0,46.2016215946747,23.3601484689816,0,0,0,22.5039670233901,9.55658037251053,31.377682540443,0,0
ColoRect-AdenoCA::MSI-H.S.27,deconstruct_0.00,0,9.50069564615979,65.7535759733997,55.3904924016756,0,0,0,0,137.355235978765,0,0
ColoRect-AdenoCA::MSI-H.S.28,deconstruct_0.00,0,3.66443152359258,83.936738677152,32.3366108355278,0,0,0,0,37.7739023611797,9.28831660254787,0
ColoRect-AdenoCA::MSI-H.S.29,deconstruct_0.00,0,7.70363702761168,0,0,0,0,123.703307097325,0,6.23830601850279,21.3547498565608,0
ColoRect-AdenoCA::MSI-H.S.30,deconstruct_0.00,0,7.40137860143695,21.0345681293997,0,0,0,28.3661044907095,0,68.8500001801162,13.3479485983376,0
