"Mutation type","Breast-AdenoCA::S.1","Breast-AdenoCA::S.2","Breast-AdenoCA::S.3","Breast-AdenoCA::S.4","Breast-AdenoCA::S.5","Breast-AdenoCA::S.6","Breast-AdenoCA::S.7","Breast-AdenoCA::S.8","Breast-AdenoCA::S.9","Breast-AdenoCA::S.10","Breast-AdenoCA::S.11","Breast-AdenoCA::S.12","Breast-AdenoCA::S.13","Breast-AdenoCA::S.14","Breast-AdenoCA::S.15","Breast-AdenoCA::S.16","Breast-AdenoCA::S.17","Breast-AdenoCA::S.18","Breast-AdenoCA::S.19","Breast-AdenoCA::S.20","Breast-AdenoCA::S.21","Breast-AdenoCA::S.22","Breast-AdenoCA::S.23","Breast-AdenoCA::S.24","Breast-AdenoCA::S.25","Breast-AdenoCA::S.26","Breast-AdenoCA::S.27","Breast-AdenoCA::S.28","Breast-AdenoCA::S.29","Breast-AdenoCA::S.30","Breast-AdenoCA::S.31","Breast-AdenoCA::S.32","Breast-AdenoCA::S.33","Breast-AdenoCA::S.34","Breast-AdenoCA::S.35","Breast-AdenoCA::S.36","Breast-AdenoCA::S.37","Breast-AdenoCA::S.38","Breast-AdenoCA::S.39","Breast-AdenoCA::S.40","Breast-AdenoCA::S.41","Breast-AdenoCA::S.42","Breast-AdenoCA::S.43","Breast-AdenoCA::S.44","Breast-AdenoCA::S.45","Breast-AdenoCA::S.46","Breast-AdenoCA::S.47","Breast-AdenoCA::S.48","Breast-AdenoCA::S.49","Breast-AdenoCA::S.50","Breast-AdenoCA::S.51","Breast-AdenoCA::S.52","Breast-AdenoCA::S.53","Breast-AdenoCA::S.54","Breast-AdenoCA::S.55","Breast-AdenoCA::S.56","Breast-AdenoCA::S.57","Breast-AdenoCA::S.58","Breast-AdenoCA::S.59","Breast-AdenoCA::S.60","Breast-AdenoCA::S.61","Breast-AdenoCA::S.62","Breast-AdenoCA::S.63","Breast-AdenoCA::S.64","Breast-AdenoCA::S.65","Breast-AdenoCA::S.66","Breast-AdenoCA::S.67","Breast-AdenoCA::S.68","Breast-AdenoCA::S.69","Breast-AdenoCA::S.70","Breast-AdenoCA::S.71","Breast-AdenoCA::S.72","Breast-AdenoCA::S.73","Breast-AdenoCA::S.74","Breast-AdenoCA::S.75","Breast-AdenoCA::S.76","Breast-AdenoCA::S.77","Breast-AdenoCA::S.78","Breast-AdenoCA::S.79","Breast-AdenoCA::S.80","Breast-AdenoCA::S.81","Breast-AdenoCA::S.82","Breast-AdenoCA::S.83","Breast-AdenoCA::S.84","Breast-AdenoCA::S.85","Breast-AdenoCA::S.86","Breast-AdenoCA::S.87","Breast-AdenoCA::S.88","Breast-AdenoCA::S.89","Breast-AdenoCA::S.90","Breast-AdenoCA::S.91","Breast-AdenoCA::S.92","Breast-AdenoCA::S.93","Breast-AdenoCA::S.94","Breast-AdenoCA::S.95","Breast-AdenoCA::S.96","Breast-AdenoCA::S.97","Breast-AdenoCA::S.98","Breast-AdenoCA::S.99","Breast-AdenoCA::S.100"
"DEL_T_1_4",10,10,3,9,13,2,24,7,5,9,0,6,14,5,18,21,6,11,11,13,1,21,20,13,24,14,12,4,5,5,25,14,9,18,13,25,12,19,16,22,2,5,19,3,9,5,5,11,1,1,12,0,12,8,1,4,5,11,1,11,1,9,31,13,9,18,21,4,9,2,9,7,13,14,15,9,7,11,12,7,39,17,2,11,14,7,3,6,8,18,7,5,0,22,17,23,16,14,5,1
"DEL_T_1_5+",79,4,14,8,19,6,29,3,2,2,4,49,1,109,15,5,20,68,123,1,30,48,32,10,109,4,50,0,26,16,11,90,10,61,37,47,7,77,2,32,0,27,47,9,59,44,0,3,17,0,132,0,166,4,1,4,80,46,20,20,10,43,8,104,19,9,10,17,69,46,23,63,105,83,13,2,45,181,28,132,41,60,1,5,51,12,1,134,27,76,65,47,0,74,10,38,34,10,9,11
"INS_C_1_0",0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,4,2,0,0,0,0,0,0,3,4,0,0,0,0,2,0,4,1,0,1,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,6,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,3,0,0
"INS_C_1_1",0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,2,0,1,0,0,0,0,2,3,0,0
"INS_C_1_2",0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,1,1,0,0,0,0
"INS_C_1_3",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0
"INS_C_1_4",2,0,1,0,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"INS_C_1_5+",9,8,1,1,4,2,3,0,0,5,0,4,4,6,0,1,1,1,0,1,0,0,15,0,4,0,4,1,2,4,0,1,1,6,2,1,0,4,3,2,0,2,4,4,0,5,2,1,0,11,9,1,3,0,1,0,1,4,3,1,3,1,3,1,8,7,1,1,3,1,1,1,5,2,4,2,0,4,2,3,3,2,2,2,3,0,2,1,5,0,1,1,0,2,10,1,10,0,0,1
"INS_T_1_0",0,1,0,1,2,2,3,2,1,1,1,1,5,1,3,9,6,2,2,1,0,2,4,3,4,2,6,1,1,3,2,3,0,1,7,6,4,5,1,4,0,1,3,4,0,0,1,3,1,1,4,0,3,5,1,0,2,1,8,1,1,5,6,3,1,5,5,0,1,0,1,2,1,1,6,0,2,2,1,1,2,3,2,3,1,2,1,1,0,4,0,5,0,9,7,1,4,5,1,0
"INS_T_1_1",0,0,0,3,2,2,4,0,0,2,0,0,3,2,2,2,3,1,0,3,0,1,0,4,7,2,0,0,0,0,3,4,0,0,0,5,1,5,4,4,2,1,3,1,0,0,0,0,2,1,2,0,0,3,0,3,2,1,3,1,0,1,5,0,0,2,2,1,2,0,1,1,0,4,3,1,1,0,3,1,6,3,1,1,1,0,3,2,1,5,0,0,0,6,2,3,4,3,3,2
"INS_T_1_2",0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,3,0,0,2,0,0,8,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,3,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,1,0,4,0,1,0,0,0,0,6,1,0,5,0,0,0,1,0,0,1,1,1,0,2,2,3,0,0,0,2,1,2,1,2,0,2
"INS_T_1_3",0,1,0,0,2,0,1,0,0,1,1,0,0,2,0,0,1,1,1,1,0,3,1,1,4,0,1,0,0,0,0,1,0,0,2,0,1,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,1,0,0,2,3,1,0,5,0,3,1,4,0,0,1,0,0,0,10,1,1,2,1,0,1,2,0,1,1,1,0,2,5,1,5,0,1,0,0,0,2,5,0,2,0
"INS_T_1_4",3,7,1,3,3,3,1,3,2,0,0,2,9,8,1,0,3,4,1,0,0,0,14,0,2,1,0,3,3,1,1,2,0,4,2,0,0,1,1,4,0,0,1,2,2,2,1,0,0,2,4,0,3,2,1,0,1,0,9,4,1,1,6,4,1,2,1,0,0,2,2,0,2,6,3,3,1,2,3,1,0,1,0,1,3,0,1,3,1,2,0,2,0,1,2,0,4,1,0,3
"INS_T_1_5+",31,146,36,105,67,23,65,23,352,112,9,71,117,400,15,47,173,1,29,56,44,0,271,198,60,22,41,103,128,98,7,22,4,46,34,108,21,137,27,227,2,35,52,111,46,22,60,177,36,135,251,15,169,18,12,35,34,70,26,52,48,6,103,22,137,115,29,10,51,2,15,44,38,148,32,88,21,98,42,85,59,73,41,55,14,43,46,31,121,4,9,49,27,59,207,42,374,9,48,63
"DEL_repeats_2_0",1,4,3,2,0,1,38,1,1,5,1,5,3,9,1,7,2,22,21,4,0,2,1,2,5,2,3,1,2,1,4,6,0,1,1,2,2,4,17,9,2,2,3,7,0,0,1,4,4,2,24,0,2,0,1,1,6,0,4,4,0,3,6,0,15,2,6,0,7,1,7,6,0,5,2,1,6,3,0,3,34,1,1,1,7,4,4,8,4,7,0,2,0,7,3,4,46,23,2,4
"DEL_repeats_2_1",2,2,3,0,0,4,19,1,3,3,1,12,4,4,2,0,2,51,22,3,0,2,1,0,4,0,2,1,3,6,0,9,1,0,1,0,1,22,53,23,2,1,0,1,2,1,1,1,1,3,53,0,3,0,3,2,2,2,6,2,0,3,4,0,30,3,9,0,7,0,38,1,4,10,1,2,2,1,0,2,58,1,3,2,139,4,0,7,6,4,0,3,0,2,3,0,119,19,4,4
"DEL_repeats_2_2",1,0,0,0,0,0,29,2,1,0,0,1,1,1,0,3,1,9,22,0,1,0,1,1,1,0,0,1,0,0,1,1,0,2,0,1,0,2,6,1,0,0,1,0,1,0,0,1,0,0,17,0,0,0,0,1,0,1,1,0,0,1,4,0,46,0,0,0,1,0,21,3,0,1,0,0,0,0,0,0,7,3,0,1,36,0,0,1,1,0,0,0,0,3,1,1,19,2,0,1
"DEL_repeats_2_3",0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0
"DEL_repeats_2_4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
"DEL_repeats_2_5+",0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,2,0,0,0,0,0,0,1,0,0,6,0,0,0,2,0,0,0,0,0,1,2,2,3,0,0,0,0,0,0,2,0,0,2
"DEL_repeats_3_0",0,1,4,5,0,2,3,0,0,2,1,1,0,6,0,6,4,1,5,1,0,2,1,1,5,0,0,1,0,6,2,8,0,0,4,0,1,2,1,7,3,1,2,1,2,0,5,2,0,4,4,0,2,0,0,2,0,0,2,3,0,3,5,2,6,0,4,1,0,3,2,2,4,3,0,0,5,0,0,0,0,3,1,1,0,5,0,1,3,4,0,6,0,2,3,1,6,3,0,3
"DEL_repeats_3_1",0,4,0,1,1,0,46,1,3,0,0,1,2,3,0,3,3,8,43,2,0,0,5,3,8,0,2,2,1,0,0,3,0,3,4,3,0,6,13,9,0,0,0,1,0,1,0,1,2,1,33,0,5,1,0,0,0,1,5,1,0,1,1,0,72,2,2,0,1,0,13,3,1,3,3,1,1,4,1,2,34,2,0,1,57,1,2,3,4,6,2,1,0,3,5,1,37,21,1,2
"DEL_repeats_3_2",0,0,0,0,0,0,8,1,3,0,0,1,1,1,0,0,0,6,11,0,0,0,2,1,0,0,2,0,0,0,0,1,0,0,1,1,0,1,13,0,0,0,2,0,1,0,0,0,1,0,9,0,0,2,0,1,0,1,0,0,1,0,1,0,3,0,1,0,0,0,0,1,0,2,0,2,0,0,0,0,8,3,0,3,13,0,0,0,2,0,0,0,0,0,0,0,11,6,0,0
"DEL_repeats_3_3",0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1
"DEL_repeats_3_4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4
"DEL_repeats_3_5+",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"DEL_repeats_4_0",0,3,0,3,1,0,6,3,0,0,0,2,2,1,1,0,4,1,1,0,0,1,2,2,7,0,1,3,1,1,3,2,2,0,1,1,3,2,5,3,0,0,0,2,0,1,1,0,0,0,4,0,0,6,2,1,0,0,2,8,0,2,10,2,3,2,0,0,0,1,1,1,0,1,1,1,0,1,2,0,0,1,0,0,6,2,1,2,2,3,0,3,0,5,1,3,9,4,0,2
"DEL_repeats_4_1",1,1,0,2,1,0,47,4,3,0,0,2,5,4,3,3,2,13,22,0,0,0,3,3,3,2,1,0,0,0,0,9,1,3,0,4,1,3,22,5,0,0,1,0,0,0,0,0,0,0,8,1,1,0,0,3,1,1,3,1,0,1,1,1,22,1,3,0,0,0,18,4,0,1,3,1,1,0,2,0,10,4,0,0,12,0,0,1,2,4,0,3,0,3,1,0,5,17,1,1
"DEL_repeats_4_2",0,0,0,3,0,0,5,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,1,0,8,0,0,0,0,1,1,0,0,0,1,1,7,1,0,0
"DEL_repeats_4_3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0
"DEL_repeats_4_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1
"DEL_repeats_4_5+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEL_repeats_5+_0",24,12,52,73,3,23,27,8,3,27,5,171,14,34,78,36,20,9,100,32,3,32,18,85,69,6,1,53,13,57,11,108,4,12,40,2,22,19,4,55,7,5,13,34,21,8,55,45,34,39,23,3,10,14,110,43,42,1,32,152,0,32,52,12,31,21,74,14,19,10,21,62,30,9,22,7,0,10,24,26,3,32,21,24,4,72,32,7,95,31,0,20,0,24,30,16,37,17,98,42
"DEL_repeats_5+_1",0,0,0,4,2,0,3,3,1,0,0,0,1,2,0,5,1,9,1,0,2,0,9,0,12,0,0,0,1,0,0,8,0,0,6,3,0,4,4,2,1,0,0,0,0,0,0,0,0,0,10,0,1,3,0,4,0,0,2,0,0,0,3,0,9,0,3,0,1,0,1,5,0,0,0,0,1,0,5,0,8,1,0,0,8,2,0,0,0,1,1,0,0,8,0,0,18,6,0,1
"DEL_repeats_5+_2",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,1,3,0,0,0
"DEL_repeats_5+_3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"DEL_repeats_5+_4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEL_repeats_5+_5+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INS_repeats_2_0",0,0,0,2,0,0,1,1,1,1,0,1,0,2,0,0,3,0,1,0,0,4,1,2,5,1,0,1,0,1,0,2,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,3,0,0,2,0,0,0,3,0,0,0,0,1,1,1,1,0,0,2,2,0,2,0,1,0,1,0,0,2,2,3,1,0,0
"INS_repeats_2_1",0,0,0,1,0,0,4,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1,0,1,1,1,8,1,1,0,1,0,0,1,1,1,0,0,1,0,0,2,0,0,1,1,0,1,0,1,3,1,0,1,1,0,0,0,0,2,0,3,0,0,0,1,2,0,0,0,1,1,0,1,0,2,0,2,0,0,0,2,1,1,1,3,0,3
"INS_repeats_2_2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,2
