Sample.ID,Tool,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS9,SBS10a,SBS10b,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22a,SBS22b,SBS24,SBS26,SBS28,SBS29,SBS30,SBS31,SBS35,SBS37,SBS38,SBS39,SBS40,SBS40a,SBS40b,SBS40c,SBS41,SBS44
Breast-AdenoCA::S.15,deconstruct_0.00,783.395809711624,6395.8864860586,0,0,2610.05996696324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.6577372665377,0
Breast-AdenoCA::S.16,deconstruct_0.00,305.314822924069,0,0,0,893.666593691467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01858338446371,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.17,deconstruct_0.00,649.773184890517,129.26247674029,27.5523185182483,0,1462.61637818906,0,0,0,0,0,56.5405467894135,0,0,0,0,0,0,0,0,0,0,602.255094872469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.18,deconstruct_0.00,171.398234751784,92.9658073774209,0,0,1878.97439015312,0,0,0,0,0,0,0,0,0,0,377.182153192751,0,0,0,0,0,1265.12673474359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.8007966933815,0,0,0,125.551883087961,0
Breast-AdenoCA::S.19,deconstruct_0.00,239.202558718602,35.5611428494434,416.575967958079,0,2847.98228283596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.120884890133,0,0,0,0,0,0,34.557162747786,0
Breast-AdenoCA::S.20,deconstruct_0.00,202.791490862943,0,2254.02860419316,0,844.21045558742,0,0,0,0,0,0,0,0,0,0,194.513779270578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.467688766676,0,0,0,0,0,0,154.98798131922,0
Breast-AdenoCA::S.21,deconstruct_0.00,259.752775594612,854.097836124662,0,0,3519.25482898071,0,0,0,0,0,0,0,0,0,0,1108.37458059296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51997870705872,0,0,0,0,0
Breast-AdenoCA::S.22,deconstruct_0.00,94.2629746804941,0,0,0,2272.73273546077,0,0,0,0,0,0,488.315797487849,0,0,0,0,0,0,0,24.6366014045323,11.0518909663558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.23,deconstruct_0.00,0,952.63886775982,2999.29226240038,0,3624.25708363157,0,0,0,0,0,227.638947018716,0,0,0,0,2257.45413320049,0,0,0,106.167487702184,0,255.325560872504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.2256574143356,0,0,0,0,0
Breast-AdenoCA::S.24,deconstruct_0.00,566.624305232503,3544.91760964329,0,0,1013.40545597088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623.052629153328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.25,deconstruct_0.00,563.435931895721,1249.90807399447,0,0,2423.65599410981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.26,deconstruct_0.00,291.492391330021,1611.1616214115,0,0,1428.98903905572,0,0,0,0,0,0,0,0,0,0,1999.23790612409,0,0,0,0,0,120.031902723185,0,0,0,0,0,0,0,0,0,0,0,0,77.9035052224459,0,0,173.183634133035,0,0,0,0,0
Breast-AdenoCA::S.27,deconstruct_0.00,1026.17065668918,1204.20330518622,1241.68751159462,0,274.445009142361,0,0,0,0,0,0,0,0,0,0,1440.00703228989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.011150389027,0,0,966.795349396615,0,0,0,210.67998531208,0
Breast-AdenoCA::S.28,deconstruct_0.00,597.512130610862,432.643275925199,3339.57228712459,0,1730.80091787246,0,0,0,0,0,0,0,0,0,0,2500.15593205166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0019266667067,0,0,580.313529748518,0,0,0,0,0
Breast-AdenoCA::S.29,deconstruct_0.00,510.449548232832,262.909895485715,0,0,4463.00484680447,0,0,0,0,0,0,0,0,0,0,989.645802195189,0,0,0,54.037503130395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550.9524041514,0
Breast-AdenoCA::S.30,deconstruct_0.00,364.058096721819,762.164793955456,0,0,3346.05004804716,0,0,0,0,0,0,0,0,0,0,4980.45708304318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763.269778338838,0,0,0.000199893544579663,0,0,0,0,0
Breast-AdenoCA::S.31,deconstruct_0.00,488.339402375401,325.432682889884,0,0,1593.07281603012,0,0,0,0,0,0,0,0,0,0,847.806161101524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538.348937603071,0,0,0,0,0
Breast-AdenoCA::S.32,deconstruct_0.00,283.788043249394,0,0,0,2487.46862546252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.743331288085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.33,deconstruct_0.00,529.59146348733,0,0,0,1046.97748987103,0,0,0,0,0,0,0,0,0,0,1236.22146020229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2095295538424,0,0,5.68855068205384e-05,0,0,0,0,0
Breast-AdenoCA::S.34,deconstruct_0.00,571.419448393505,0,0,0,2907.1790585915,0,0,0,0,0,56.427456101452,0,0,0,0,34.6779963612382,0,0,0,0,0,139.027866011865,0,0,0,0,0,0,0,0,0,0,0,0,96.2681745404433,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.35,deconstruct_0.00,125.037299488868,28.8008624746571,0,0,1371.223758524,0,0,0,0,0,0,0,0,0,0,95.7964619319737,0,0,0,0,0,286.141617580504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.36,deconstruct_0.00,0,519.919647743074,3473.28581575793,0,2166.29755997126,0,0,0,0,0,0,0,0,0,0,1379.5440731421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.24820913978,0,0,0,268.704694245853,0
Breast-AdenoCA::S.37,deconstruct_0.00,323.912808777589,2792.98479849039,3066.63503441623,0,1801.94371682818,0,0,0,0,0,192.174456331732,0,0,0,0,279.333642466475,0,0,0,0,0,762.315689070603,0,0,0,0,0,0,0,0,0,0,0,0,62.1558688530706,0,0,858.543984765727,0,0,0,0,0
Breast-AdenoCA::S.38,deconstruct_0.00,849.061655418725,147.755176778556,0,0,726.416838812662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.766328990057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.39,deconstruct_0.00,0,0,3229.21033632147,0,2650.54084298525,0,0,0,0,0,0,7278.64507693982,0,0,0,3345.38863926202,0,0,0,0,0,135.936357336045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.4030616324923,0,0,0,514.875685522914,0
Breast-AdenoCA::S.40,deconstruct_0.00,421.512978532447,252.918892802161,60.9159445951689,0,1656.69599040892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.3491137621277,0,46.1832254763448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4238544228346,0
Breast-AdenoCA::S.41,deconstruct_0.00,405.771863521914,0,7769.72714946899,0,4224.34223196376,0,0,0,0,0,999.413259170915,692.868370782143,0,0,0,239.755353999324,0,0,0,0,65.1329138816747,0,0,0,0,0,0,0,0,0,0,0,0,0,388.988857211276,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.42,deconstruct_0.00,432.982698891124,0,0,0,4137.35190719627,0,0,0,0,0,0,0,0,0,0,124.492816364976,0,0,0,0,0,631.172577547629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.43,deconstruct_0.00,208.188930107711,74.2145563035193,2711.71405283107,0,959.768885126053,0,0,0,0,0,0,0,0,0,0,767.113575631648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.44,deconstruct_0.00,364.69417256203,5182.87468211037,0,0,3662.86588332955,0,0,0,0,0,0,0,0,0,0,385.798669508993,0,0,0,0,0,466.766592489056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.45,deconstruct_0.00,672.428396089714,17.7111725168862,0,0,715.360881422754,0,0,0,0,0,78.8248701739976,0,0,0,0,0,0,0,0,6.30880060629593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3658791903521,0,0,0,0,0
Breast-AdenoCA::S.46,deconstruct_0.00,349.561290734433,828.584184700351,5698.26015621441,0,3242.70869144605,0,0,0,0,0,0,0,0,0,0,958.885196643497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000480261257648103,0,0,0,0,0
Breast-AdenoCA::S.47,deconstruct_0.00,1332.67751295571,267.3464178446,5656.60105682267,0,0,0,0,0,0,0,62.9440841123458,0,0,0,0,161.965829890928,0,0,0,33.3838193443729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0812790293741,0,0,0,0,0
Breast-AdenoCA::S.48,deconstruct_0.00,474.668152714334,371.548353777551,1360.21498804462,0,2454.33745063063,0,0,0,0,0,632.733318600977,0,0,0,0,2172.67783105799,0,0,0,0,0,469.387140847051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839.432764326849,0,0,0,0,0
Breast-AdenoCA::S.49,deconstruct_0.00,0,8362.61868498792,0,0,0,0,0,0,0,0,0,0,0,0,0,4582.29234296483,0,0,0,0,0,1325.92203085435,0,0,0,0,0,0,0,0,0,0,0,0,428.166941192897,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.50,deconstruct_0.00,0,2417.52770316019,7104.95585852416,0,1074.97355271792,0,0,0,0,0,422.827532839215,0,0,0,0,362.488750363521,0,0,0,44.9319375181204,0,207.368140633359,0,0,0,0,0,0,0,0,0,0,0,0,406.568277145146,0,0,0.000482210892934394,0,0,0,1123.35776488747,0
Breast-AdenoCA::S.51,deconstruct_0.00,189.164816341391,521.037107416224,0,0,3404.22455791558,0,0,0,0,0,0,0,0,0,0,611.84154197348,0,0,0,22.5200631077641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.440690103474,0,0,0,0,0,0,228.771223142088,0
Breast-AdenoCA::S.52,deconstruct_0.00,443.808503202322,4349.37126144323,5353.7226413967,0,1293.77373841799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.574093956383,0,0,0,0,0,0,0,0,0,0,0,0,91.9144224698412,0,0,1678.66186875712,0,0,0,69.1734703564142,0
Breast-AdenoCA::S.53,deconstruct_0.00,356.910723792927,53.0557561239633,39.570612051487,0,1734.45858308428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.004324947343,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.54,deconstruct_0.00,0,3223.79544706432,9987.70901447575,0,1791.69058496058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.1390659869331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6658875124166,0,0,0,0,0
Breast-AdenoCA::S.55,deconstruct_0.00,526.965767750351,2888.10388532305,3716.38952007539,0,551.2529496378,0,0,0,0,0,255.63453169716,0,0,0,0,1077.09741001343,0,0,0,0,0,512.68204801967,0,0,0,0,0,0,0,0,0,0,0,0,111.154619495953,0,0,1019.71926798721,0,0,0,0,0
Breast-AdenoCA::S.56,deconstruct_0.00,344.488756424246,171.034426827039,0,0,908.515551593853,0,0,0,0,0,0,0,0,0,0,275.961265154861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.57,deconstruct_0.00,306.144945060881,562.231452243839,53.4057104444236,0,1342.91616963593,0,0,0,0,0,0,0,0,0,0,1107.74032019132,0,0,0,0,27.0416589815465,33.3703082055388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678.149435236527,0,0,0,0,0
Breast-AdenoCA::S.58,deconstruct_0.00,0,0,8069.40611555505,0,1522.66264982774,0,0,0,0,0,0,0,0,0,0,5858.67379369098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.712107435265,0,0,0,0,0,0,123.545333490963,0
Breast-AdenoCA::S.59,deconstruct_0.00,510.098174865422,0,0,0,2074.59918000462,0,0,0,0,0,0,0,0,0,0,2923.30264512996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.60,deconstruct_0.00,0,1169.57472273079,0,0,291.232241236553,0,0,0,0,0,0,0,0,0,0,14474.0555782005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746.137457832176,0
Breast-AdenoCA::S.61,deconstruct_0.00,599.265269791625,671.286797810296,0,0,2591.6080207697,0,0,0,0,0,0,0.000267132448915152,0,0,0,2103.37764798687,0,0,0,286.050179664777,4144.53594253707,379.875874307218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.62,deconstruct_0.00,177.485316840687,8.15349021555879,0,0,850.638602466451,0,0,0,0,0,0,0,0,0,0,166.800539396697,0,0,0,0,0,72.00760619757,0,0,0,0,0,0,0,0,0,0,0,0,38.9144448830368,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.63,deconstruct_0.00,493.328376923178,403.731819160373,2392.46585227638,0,6178.91949111235,0,0,0,0,0,290.773462132314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.7809983954,0,0,0,0,0
Breast-AdenoCA::S.64,deconstruct_0.00,0,1649.193476166,0,0,3147.28708375006,0,0,0,0,0,0,0,0,0,0,2620.4770785563,0,0,0,0,0,341.170124286779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000215598293304749,0,0,0,92.8720216425659,0
Breast-AdenoCA::S.65,deconstruct_0.00,0,911.309326455404,784.003279805321,0,0,0,0,0,0,0,0,0,0,0,0,4264.55192479277,0,0,0,0,0,284.135468946504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.66,deconstruct_0.00,429.465356213373,1495.24778178524,0,0,1215.95023052014,0,0,0,0,0,0,0,0,0,0,1500.6955219351,0,0,0,0,0,90.4505417871103,0,0,0,0,0,0,0,0,0,0,0,0,154.390576595457,0,0,211.799991163579,0,0,0,0,0
Breast-AdenoCA::S.67,deconstruct_0.00,0,780.619306536904,5115.14245906992,0,1910.36096249606,0,0,0,0,0,0,0,0,0,0,3490.20023204787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.318853796812,0,0,0,332.358186052444,0
Breast-AdenoCA::S.68,deconstruct_0.00,410.832613644598,946.07571089263,1180.8208284814,0,2423.60711322295,0,0,0,0,0,239.62469498592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0390387724993,0,0,0,0,0
Breast-AdenoCA::S.69,deconstruct_0.00,0,246.621165163236,0,0,2282.78107011669,0,0,0,0,0,0,0,0,0,0,5403.59776472007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.70,deconstruct_0.00,680.757366436435,0,177.546146114294,0,1489.47973100632,0,0,0,0,0,0,0,0,0,0,106.952513752007,0,0,0,0,0,800.073475093422,0,0,0,0,0,0,0,0,0,0,0,0,28.4966145699096,0,0,126.617644006764,0,0,0,92.0765090208474,0
Breast-AdenoCA::S.71,deconstruct_0.00,700.395070953297,922.797034348992,0,0,2236.84732832052,0,0,0,0,0,0,0,0,0,0,1509.19004505044,0,0,0,0,0,438.490940173539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538.294621136656,0,0,0,361.98496001656,0
Breast-AdenoCA::S.72,deconstruct_0.00,680.13134576606,141.432733292205,27.6602945113435,0,1471.95647918432,0,0,0,0,0,0,0,0,0,0,442.358385389604,0,0,0,0,0,62.5704665129131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8902953435494,0,0,0,0,0
Breast-AdenoCA::S.73,deconstruct_0.00,495.987295293443,124.41222993919,0,0,455.409639575278,0,0,0,0,0,4.19083519208923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.74,deconstruct_0.00,0,3636.35368094039,0,0,0,0,0,0,0,0,0,0,0,0,0,8864.43098855945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2414.32238469669,0,0,0,145.892945803466,0
Breast-AdenoCA::S.75,deconstruct_0.00,201.601398273563,36.7765159130411,0,0,3529.92988235708,0,0,0,0,0,0,0,0,0,0,125.016501063129,0,0,0,71.3211813613203,0,478.354521031866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.76,deconstruct_0.00,0,88.3038481986545,3115.50004828947,0,2338.95429547054,0,0,0,0,0,0,0,0,0,0,5617.47096365119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2757.77084439015,0,0,0,0,0
Breast-AdenoCA::S.77,deconstruct_0.00,179.749256037832,266.385006373309,1994.19439244098,0,2233.23388631137,0,0,0,0,0,0,0,0,0,0,54.9771149223027,0,0,0,0,0,162.085847402905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430.374496511305,0,0,0,0,0
Breast-AdenoCA::S.78,deconstruct_0.00,380.642624019476,833.758837487209,0,0,539.630859310932,0,0,0,0,0,0,0,0,0,0,4090.22785741185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409.85481408374,0,0,0,40.8850076867941,0
Breast-AdenoCA::S.79,deconstruct_0.00,0,3030.47377082905,0,0,992.694173784301,0,0,0,0,0,0,0,0,0,0,3174.69237568357,0,0,0,0,0,76.3543094148556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977.785370288216,0,0,0,0,0
Breast-AdenoCA::S.80,deconstruct_0.00,0,3088.86911828546,0,0,4246.72804426147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771.40283745307,0,0,0,0,0
Breast-AdenoCA::S.81,deconstruct_0.00,284.843586123525,39.4034597937166,0,0,2690.55660322112,0,0,0,0,0,0,0,0,0,0,2305.33208638781,0,0,0,0,0,650.632652621676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.231611852148,0,0,0,0,0
Breast-AdenoCA::S.82,deconstruct_0.00,0,0,0,0,872.86531138471,0,0,0,0,0,0,0,0,0,0,8949.37191550459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7627731107045,0
Breast-AdenoCA::S.83,deconstruct_0.00,0,1273.41517835681,4482.70718688915,0,3125.78322472988,0,0,0,0,0,130.442289942211,0,0,0,0,1482.65552296268,0,0,0,0,0,472.996192801022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000404318252091868,0,0,0,0,0
Breast-AdenoCA::S.84,deconstruct_0.00,315.985502600904,27.5168659034438,0,0,2062.04407569175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.122143134755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3314126691469,0
Breast-AdenoCA::S.85,deconstruct_0.00,683.746730533826,442.69881418508,0,0,3227.25689095815,0,0,0,0,0,1998.22582450845,0,0,0,0,0,0,0,0,0,0,92.8121186827337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.641007984831,0,0,0,264.618613146927,0
Breast-AdenoCA::S.86,deconstruct_0.00,211.945841804033,5546.44242403668,0,0,1200.02367620556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521.58805795373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.87,deconstruct_0.00,0,272.444632613058,11567.4216927824,0,497.571035152195,0,0,0,0,0,0,0,0,0,0,2867.55867453735,0,0,0,0,0,283.00396491502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.88,deconstruct_0.00,0,5691.58442476678,0,0,508.176210777921,0,0,0,0,0,0,0,0,0,0,5265.17731376409,0,0,0,0,0,67.2796690889282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.782381602282,0,0,0,0,0
Breast-AdenoCA::S.89,deconstruct_0.00,449.930815986065,277.786882733942,0,0,1518.24743656598,0,0,0,0,0,0,0,0,0,0,109.715393822261,0,0,0,18.278434462803,0,705.418334028828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5607033327021,0,0,0,172.061999067423,0
Breast-AdenoCA::S.90,deconstruct_0.00,383.347054826741,0,0,0,828.296307616611,0,0,0,0,0,89.9421863432357,2398.76523645337,0,0,0,1147.1415916652,0,0,0,0,0,227.821672609589,0,0,0,0,0,0,0,0,0,0,0,0,148.529646545741,0,0,538.685769922956,0,0,0,217.470534016554,0
Breast-AdenoCA::S.91,deconstruct_0.00,0,3640.44975293122,6848.53300568981,0,2240.19952492344,0,0,0,0,0,0,0,0,0,0,2263.67162723435,0,0,0,0,0,55.8984114250377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.105631040059,0,0,0,136.142046756089,0
Breast-AdenoCA::S.92,deconstruct_0.00,165.76103012961,386.262657517832,4284.1212514043,0,1888.99922699095,0,0,0,0,0,0,0,0,0,0,40.5282436027838,0,0,0,143.889070751695,0,104.841523129461,0,0,0,0,0,0,0,0,0,0,0,0,162.470564131028,0,0,0,0,0,0,68.1264323423382,0
Breast-AdenoCA::S.93,deconstruct_0.00,312.204141475305,1474.61151467686,2436.22352043529,0,4582.81431147149,0,0,0,0,0,0,0,0,0,0,1258.93773390102,0,0,0,1224.28697331689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.927661000154,0,0,448.880060640294,0,0,0,65.1140830826844,0
