"","Tool","m.Combined","med.Combined","sd.Combined","m.F1","med.F1","sd.F1","m.SMD","med.SMD","sd.SMD","m.sens","med.sens","sd.sens","m.prec","med.prec","sd.prec"
"11","mp",2.4610560154499,2.54029543189981,0.414227055103137,0.79963246013246,0.857142857142857,0.186614704521106,0.214767176789961,0.160561470428329,0.178656980537658,0.748046296296296,0.8,0.243520166593944,0.927776895943563,1,0.13851600177285
"12","yapsa_0.03",2.4254125594065,2.48107844965611,0.389319929466646,0.805396208729542,0.833333333333333,0.158568920146284,0.22868796969403,0.187854105648829,0.165507844004686,0.809437830687831,0.8,0.200659213215811,0.844662698412698,0.845238095238095,0.17575159733422
"13","deconstruct_0.03",2.41574599989693,2.46953040259362,0.391475030781718,0.799397281730615,0.8,0.158952722590176,0.22845064913305,0.189363035059593,0.170034144676702,0.792734126984127,0.8,0.202981520849077,0.851462522045855,1,0.173185658731901
"14","yapsa_0.01",2.39660823167848,2.43347153481134,0.339762634450516,0.78780170374288,0.8,0.142495589604909,0.238967325480415,0.200134003106639,0.167850340249372,0.901896825396825,1,0.15246893286747,0.733678731762065,0.75,0.186077855972589
"15","deconstruct_0.06",2.37999372478513,2.43670575025203,0.397446741554189,0.7679349662683,0.8,0.169198841412104,0.231364299906223,0.195148290084097,0.169690336987487,0.691741622574956,0.666666666666667,0.217764226807188,0.919616402116402,1,0.144660467717783
"16","yapsa_0.06",2.37171911328025,2.43288715275265,0.39564734521537,0.76320658970659,0.8,0.174022200163127,0.233314837337037,0.195687246123612,0.162868426062718,0.692117283950617,0.666666666666667,0.222178229815928,0.912916666666667,1,0.155486811829248
"17","mutsig",2.30537846713889,2.33333998183805,0.318049382071428,0.717834950796251,0.727272727272727,0.150174510134998,0.243831930488173,0.205614382319047,0.168084998459737,0.9479708994709,1,0.112979650619705,0.601239498156165,0.6,0.182136858639187
"18","yapsa_0.00",2.30537745788439,2.33333831191349,0.318049930017449,0.717834950796251,0.727272727272727,0.150174510134998,0.243832939742675,0.205614401314702,0.168085146080716,0.9479708994709,1,0.112979650619705,0.601239498156165,0.6,0.182136858639187
"19","deconstruct_0.10",2.29299640333764,2.32064535880478,0.398820351964402,0.705949575116242,0.666666666666667,0.183804830362839,0.252052538461302,0.214440548509386,0.170541315738619,0.591308201058201,0.6,0.223937835898987,0.953740740740741,1,0.126696450431401
"20","deconstruct_0.00",2.28919882361644,2.33561867174469,0.359618072093409,0.728928555105026,0.75,0.155350162725259,0.240708343290724,0.200425365373153,0.169798398240043,0.855492945326279,1,0.179388117795481,0.674414221580888,0.666666666666667,0.196109566211618
"21","yapsa_0.10",2.2872154842166,2.31956546561837,0.382589121645397,0.699990139490139,0.666666666666667,0.18546154914301,0.253376667458889,0.221827295719422,0.160930331513685,0.585999559082892,0.6,0.226279863646584,0.954592592592593,1,0.124756173295651
"22","QP_null",2.21563397922528,2.24224072869425,0.276431588813831,0.633900265722505,0.666666666666667,0.151036654331678,0.242243981049743,0.205262508662692,0.167842918059961,0.966270282186949,1,0.0903562019668171,0.49160767808807,0.5,0.165013045603756
"23","sigest",2.21563397922528,2.24224072869425,0.276431588813831,0.633900265722505,0.666666666666667,0.151036654331678,0.242243981049743,0.205262508662692,0.167842918059961,0.966270282186949,1,0.0903562019668171,0.49160767808807,0.5,0.165013045603756
"24","msa",0.949919848243928,1.47428370210222,2.47457452357775,0.630022911547421,0.666666666666667,0.243026376173167,1.37188338247597,0.865985197277119,2.26559654438164,0.735212962962963,0.8,0.278236134499131,0.586590267756934,0.6,0.256296491205528
"25","msa_opt",0.947391374486917,1.47695544124413,2.56831446355493,0.623372621205954,0.666666666666667,0.276501017162333,1.37191614515394,0.860767265947838,2.2790611868406,0.576160934744268,0.6,0.29338625048797,0.743146584896585,0.8,0.301356122907621
