,SBS1,SBS2,SBS3,SBS5,SBS13,SBS17a,SBS17b,SBS18,SBS28,SBS40,SBS41
Stomach-AdenoCA::S.22,767.0,347.0,0.0,3199.0,0.0,1181.0,1869.0,3837.0,255.0,0.0,0.0
Stomach-AdenoCA::S.23,260.0,0.0,0.0,5105.0,0.0,649.0,0.0,0.0,0.0,2308.0,0.0
Stomach-AdenoCA::S.24,946.0,758.0,0.0,0.0,102.0,3121.0,0.0,0.0,0.0,0.0,1314.0
Stomach-AdenoCA::S.25,1804.0,0.0,6744.0,0.0,0.0,553.0,1171.0,2640.0,316.0,2557.0,0.0
Stomach-AdenoCA::S.26,1264.0,0.0,0.0,2337.0,0.0,0.0,9619.0,1629.0,0.0,0.0,0.0
Stomach-AdenoCA::S.27,806.0,0.0,0.0,6649.0,0.0,619.0,15233.0,1392.0,4294.0,0.0,0.0
Stomach-AdenoCA::S.28,2012.0,226.0,0.0,3413.0,219.0,0.0,0.0,1468.0,0.0,0.0,0.0
Stomach-AdenoCA::S.29,473.0,0.0,0.0,6965.0,302.0,0.0,1760.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.30,180.0,312.0,0.0,2248.0,828.0,5655.0,0.0,496.0,0.0,0.0,0.0
Stomach-AdenoCA::S.31,92.0,116.0,0.0,0.0,0.0,2525.0,946.0,836.0,165.0,0.0,0.0
Stomach-AdenoCA::S.32,646.0,0.0,0.0,4869.0,0.0,0.0,0.0,0.0,0.0,0.0,3639.0
Stomach-AdenoCA::S.33,813.0,163.0,0.0,13909.0,652.0,1521.0,0.0,1199.0,0.0,0.0,0.0
Stomach-AdenoCA::S.34,2356.0,272.0,0.0,2885.0,0.0,226.0,304.0,1018.0,0.0,11788.0,0.0
Stomach-AdenoCA::S.35,907.0,896.0,0.0,3296.0,0.0,5445.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.36,6619.0,423.0,0.0,0.0,0.0,0.0,1309.0,0.0,0.0,7230.0,0.0
Stomach-AdenoCA::S.37,980.0,0.0,34375.0,0.0,473.0,4786.0,1290.0,0.0,0.0,8875.0,0.0
Stomach-AdenoCA::S.38,1523.0,1276.0,0.0,7300.0,262.0,4333.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.39,1450.0,0.0,0.0,7368.0,0.0,0.0,2593.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.40,2980.0,0.0,0.0,5995.0,399.0,0.0,5200.0,1442.0,0.0,0.0,0.0
Stomach-AdenoCA::S.41,727.0,0.0,0.0,11104.0,0.0,0.0,686.0,1231.0,0.0,9040.0,0.0
Stomach-AdenoCA::S.42,0.0,0.0,2549.0,0.0,1713.0,0.0,17156.0,2210.0,0.0,0.0,0.0
Stomach-AdenoCA::S.43,3950.0,0.0,0.0,0.0,185.0,440.0,351.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.44,811.0,1422.0,15162.0,4049.0,341.0,4045.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.45,0.0,296.0,0.0,2876.0,367.0,0.0,6345.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.46,480.0,0.0,0.0,3854.0,215.0,0.0,1409.0,0.0,0.0,6735.0,0.0
Stomach-AdenoCA::S.47,1746.0,267.0,0.0,4555.0,0.0,0.0,0.0,0.0,0.0,6869.0,0.0
Stomach-AdenoCA::S.48,2406.0,0.0,0.0,3387.0,0.0,1217.0,4720.0,0.0,326.0,0.0,0.0
Stomach-AdenoCA::S.49,809.0,0.0,3950.0,1045.0,379.0,0.0,327.0,907.0,0.0,0.0,0.0
Stomach-AdenoCA::S.50,537.0,70.0,0.0,0.0,0.0,0.0,668.0,0.0,0.0,1104.0,0.0
Stomach-AdenoCA::S.51,701.0,0.0,0.0,4846.0,0.0,739.0,812.0,2617.0,428.0,4771.0,0.0
Stomach-AdenoCA::S.52,721.0,299.0,0.0,0.0,0.0,0.0,16484.0,3615.0,0.0,0.0,0.0
Stomach-AdenoCA::S.53,904.0,0.0,1132.0,0.0,1411.0,0.0,0.0,355.0,0.0,4968.0,0.0
Stomach-AdenoCA::S.54,812.0,0.0,0.0,0.0,0.0,0.0,338.0,0.0,0.0,9561.0,0.0
Stomach-AdenoCA::S.55,292.0,992.0,0.0,2568.0,0.0,2816.0,1195.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.56,1405.0,797.0,0.0,10765.0,0.0,320.0,613.0,2601.0,394.0,0.0,0.0
Stomach-AdenoCA::S.57,2497.0,0.0,0.0,3279.0,0.0,480.0,3564.0,2455.0,4174.0,0.0,0.0
Stomach-AdenoCA::S.58,1318.0,198.0,0.0,5932.0,248.0,0.0,0.0,2659.0,0.0,11879.0,0.0
Stomach-AdenoCA::S.59,937.0,0.0,1887.0,0.0,451.0,263.0,0.0,2119.0,0.0,1973.0,0.0
Stomach-AdenoCA::S.60,1009.0,1115.0,4575.0,3264.0,0.0,2211.0,0.0,0.0,0.0,0.0,3959.0
Stomach-AdenoCA::S.61,952.0,372.0,0.0,7741.0,0.0,331.0,0.0,2232.0,0.0,0.0,0.0
Stomach-AdenoCA::S.62,1774.0,0.0,0.0,5292.0,404.0,2110.0,0.0,2599.0,0.0,0.0,0.0
Stomach-AdenoCA::S.63,1998.0,752.0,0.0,2705.0,803.0,0.0,1702.0,5430.0,0.0,0.0,0.0
Stomach-AdenoCA::S.64,739.0,462.0,0.0,1121.0,0.0,1885.0,0.0,3559.0,0.0,0.0,0.0
Stomach-AdenoCA::S.65,971.0,0.0,0.0,0.0,0.0,3336.0,4578.0,0.0,0.0,3055.0,0.0
Stomach-AdenoCA::S.66,1134.0,0.0,29779.0,3299.0,859.0,0.0,8056.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.67,599.0,1082.0,0.0,2068.0,0.0,2101.0,190.0,3912.0,0.0,2479.0,10584.0
Stomach-AdenoCA::S.68,876.0,181.0,0.0,7232.0,785.0,0.0,4749.0,1709.0,0.0,0.0,3456.0
Stomach-AdenoCA::S.69,660.0,1336.0,7374.0,2059.0,0.0,3347.0,2714.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.70,895.0,0.0,0.0,8687.0,0.0,8015.0,654.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.71,172.0,0.0,0.0,0.0,0.0,0.0,0.0,4178.0,726.0,0.0,3744.0
Stomach-AdenoCA::S.72,358.0,0.0,0.0,2102.0,0.0,277.0,386.0,1800.0,0.0,7522.0,0.0
Stomach-AdenoCA::S.73,0.0,0.0,0.0,17694.0,0.0,7099.0,897.0,4659.0,0.0,6013.0,0.0
Stomach-AdenoCA::S.74,1421.0,0.0,4203.0,17641.0,633.0,4635.0,6181.0,0.0,1329.0,0.0,0.0
Stomach-AdenoCA::S.75,744.0,0.0,0.0,8188.0,0.0,1193.0,9001.0,0.0,1116.0,0.0,0.0
Stomach-AdenoCA::S.76,1613.0,0.0,0.0,17060.0,0.0,0.0,352.0,0.0,0.0,0.0,6339.0
Stomach-AdenoCA::S.77,490.0,0.0,0.0,6198.0,0.0,0.0,890.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.78,1436.0,0.0,0.0,0.0,0.0,674.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.79,1346.0,433.0,4839.0,12512.0,394.0,1594.0,5627.0,2752.0,0.0,7575.0,0.0
Stomach-AdenoCA::S.80,505.0,290.0,0.0,1105.0,0.0,179.0,544.0,809.0,292.0,0.0,0.0
Stomach-AdenoCA::S.81,850.0,1969.0,0.0,6567.0,0.0,293.0,3039.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.82,1930.0,104.0,0.0,5867.0,616.0,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.83,1046.0,0.0,0.0,8223.0,726.0,0.0,0.0,0.0,0.0,0.0,1689.0
Stomach-AdenoCA::S.84,252.0,0.0,659.0,0.0,0.0,420.0,258.0,2660.0,0.0,0.0,0.0
Stomach-AdenoCA::S.85,657.0,0.0,12671.0,4207.0,0.0,3489.0,10059.0,0.0,804.0,4807.0,0.0
Stomach-AdenoCA::S.86,1214.0,0.0,0.0,0.0,0.0,0.0,0.0,1758.0,0.0,0.0,0.0
Stomach-AdenoCA::S.87,4079.0,0.0,0.0,0.0,0.0,2872.0,0.0,2600.0,0.0,2790.0,0.0
Stomach-AdenoCA::S.88,1181.0,0.0,0.0,0.0,0.0,2849.0,11490.0,6291.0,2090.0,0.0,0.0
Stomach-AdenoCA::S.89,0.0,382.0,0.0,2498.0,0.0,436.0,14301.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.90,625.0,0.0,0.0,0.0,0.0,2888.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.91,1625.0,0.0,0.0,7930.0,0.0,0.0,4026.0,856.0,0.0,0.0,0.0
