Sample,DBS2,DBS3,DBS4,DBS5,DBS7,DBS9,DBS10
Stomach-AdenoCA::S.41,7.616471504911068,0.0,58.311648425573374,0.0,101.13430784068761,9.858098589334217,0.7762510938720102
Stomach-AdenoCA::S.42,0.8126185240350621,54.81211360748259,173.41320990046142,12.483050605527033,9.38605437188121,0.0,27.77869611357451
Stomach-AdenoCA::S.43,92.02333018370335,0.9680857553501103,5.5803206293023315,0.29582915492195266,34.43257910256498,0.6903682599164355,0.0
Stomach-AdenoCA::S.44,173.50940318914928,1.7613602329817128,19.928249841644437,0.0,0.0,2.2865862889018276,0.03760790816747073
Stomach-AdenoCA::S.45,128.008231560607,0.0,21.923343410815058,0.0,65.63597742357145,0.0,0.0
Stomach-AdenoCA::S.46,21.31506650859069,3.750294218292092,32.00108709342112,0.0,134.65176422430042,5.313421966886052,0.0
Stomach-AdenoCA::S.47,27.501096379145803,0.0,51.732507422791784,0.0,89.3660290867262,11.741951451784805,0.911782542468994
Stomach-AdenoCA::S.48,2.5462142769294736,0.0,61.07798776072551,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.49,10.163375461118964,0.0,46.444269379723096,0.0,127.14353174374189,0.0,0.0
Stomach-AdenoCA::S.50,21.927905094273665,0.5879986407765566,6.802807026646504,0.0,0.2965977640830905,1.9587748975849817,0.0
Stomach-AdenoCA::S.51,2.5902782123209613,0.0,6.632647249767065,0.8839257035873009,101.61672910841283,0.0,0.0
Stomach-AdenoCA::S.52,6.043701743917384,5.705945013909138,59.83954542313736,0.0,0.4575661578386367,3.08792823892167,0.0
Stomach-AdenoCA::S.53,15.855847722714074,0.37403062024987427,145.13085455387517,7.54091560623839,49.54179793509278,17.645933374277533,0.690956821787278
Stomach-AdenoCA::S.54,22.616749270297923,0.0,82.09162953102594,2.102696037101942,77.79192356760652,23.300254705805244,0.0
Stomach-AdenoCA::S.55,85.0724989002535,19.412323501864627,94.04633031683116,0.4848327170020463,0.0,10.882044594317069,0.0
Stomach-AdenoCA::S.56,26.580552775501175,2.1642201110754,54.65451265906831,0.0,0.0,3.7064286562772093,0.3953823329837133
Stomach-AdenoCA::S.57,1.9665964536980323,9.74429031310443,54.868012690001095,0.0,58.144823352743806,6.754883457510168,0.0
Stomach-AdenoCA::S.58,12.514896833735687,0.2884493001021622,24.47908811090017,1.78469107160459,21.924566600496643,16.153137272300253,0.0031626271890951136
Stomach-AdenoCA::S.59,48.85686074055757,0.0,268.64584856596025,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.60,11.862669253738858,19.479633730189434,156.2973732741413,2.511308408194603,72.4163636604229,0.0,0.0
Stomach-AdenoCA::S.61,9.51671198730072,3.8255093295924576,63.22929368518788,0.0,0.0,0.6643012544388874,0.0
Stomach-AdenoCA::S.62,2.7993785976945893,27.86916768242971,116.8286367506925,0.0,80.6151998034722,0.0,0.0
Stomach-AdenoCA::S.63,8.220297952865812,7.913585296687035,22.926750281349474,0.09535567575428694,38.209712088193626,14.627292559806255,0.0
Stomach-AdenoCA::S.64,47.215568543461394,0.0,52.02425521048676,0.0,10.790763795116497,2.52840785039541,0.18720999783495787
Stomach-AdenoCA::S.65,1.0276211154139534,0.0,83.19693673394912,1.8793926219708053,2.628554194941592,0.0,0.0
Stomach-AdenoCA::S.66,3.6696980419784273,10.205714844087359,19.236232932865565,0.0,169.42905013591107,22.370215405511882,0.0
