,ID1,ID2,ID3,ID5,ID6,ID7,ID8,ID14
Stomach-AdenoCA::S.21,95.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.22,133.0,168.0,0.0,231.0,0.0,27.0,45.0,1.0
Stomach-AdenoCA::S.23,0.0,69.0,0.0,0.0,0.0,0.0,371.0,0.0
Stomach-AdenoCA::S.24,86.0,343.0,0.0,48.0,0.0,0.0,307.0,0.0
Stomach-AdenoCA::S.25,17.0,69.0,0.0,500.0,0.0,0.0,125.0,0.0
Stomach-AdenoCA::S.26,459.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.27,123.0,69.0,0.0,462.0,0.0,0.0,29.0,0.0
Stomach-AdenoCA::S.28,958.0,184.0,0.0,259.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.29,106.0,718.0,0.0,463.0,0.0,94.0,0.0,0.0
Stomach-AdenoCA::S.30,923.0,167.0,0.0,267.0,0.0,29.0,0.0,126.0
Stomach-AdenoCA::S.31,96.0,58.0,0.0,31.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.32,162.0,389.0,0.0,180.0,0.0,58.0,0.0,0.0
Stomach-AdenoCA::S.33,134.0,119.0,0.0,22.0,3.0,28.0,0.0,1.0
Stomach-AdenoCA::S.34,97.0,227.0,0.0,235.0,0.0,0.0,117.0,0.0
Stomach-AdenoCA::S.35,561.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.36,235.0,71.0,0.0,294.0,0.0,20.0,0.0,0.0
Stomach-AdenoCA::S.37,174.0,54.0,0.0,68.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.38,360.0,17.0,0.0,354.0,0.0,0.0,34.0,0.0
Stomach-AdenoCA::S.39,233.0,243.0,35.0,329.0,0.0,58.0,0.0,0.0
Stomach-AdenoCA::S.40,233.0,621.0,0.0,466.0,0.0,0.0,170.0,0.0
Stomach-AdenoCA::S.41,831.0,97.0,0.0,422.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.42,535.0,141.0,0.0,591.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.43,6.0,320.0,0.0,0.0,0.0,0.0,42.0,0.0
Stomach-AdenoCA::S.44,63.0,664.0,0.0,281.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.45,45.0,883.0,0.0,47.0,0.0,102.0,0.0,1.0
Stomach-AdenoCA::S.46,0.0,50.0,0.0,162.0,0.0,0.0,0.0,390.0
Stomach-AdenoCA::S.47,428.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.48,146.0,826.0,0.0,328.0,824.0,0.0,96.0,117.0
Stomach-AdenoCA::S.49,227.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.50,118.0,91.0,0.0,46.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.51,131.0,64.0,0.0,334.0,124.0,34.0,0.0,0.0
Stomach-AdenoCA::S.52,219.0,113.0,0.0,311.0,0.0,0.0,52.0,1036.0
Stomach-AdenoCA::S.53,301.0,732.0,92.0,347.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.54,1240.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.55,706.0,414.0,0.0,461.0,594.0,0.0,312.0,0.0
Stomach-AdenoCA::S.56,271.0,581.0,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.57,1121.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.58,154.0,174.0,0.0,350.0,0.0,0.0,0.0,2.0
Stomach-AdenoCA::S.59,134.0,478.0,0.0,267.0,0.0,95.0,0.0,0.0
Stomach-AdenoCA::S.60,1260.0,363.0,0.0,101.0,0.0,47.0,0.0,0.0
Stomach-AdenoCA::S.61,131.0,657.0,0.0,503.0,469.0,0.0,0.0,0.0
Stomach-AdenoCA::S.62,585.0,630.0,0.0,60.0,89.0,0.0,0.0,1849.0
Stomach-AdenoCA::S.63,36.0,304.0,15.0,102.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.64,212.0,1369.0,0.0,0.0,82.0,0.0,18.0,0.0
Stomach-AdenoCA::S.65,295.0,42.0,0.0,186.0,87.0,0.0,0.0,0.0
Stomach-AdenoCA::S.66,559.0,153.0,0.0,467.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.67,351.0,1264.0,0.0,183.0,304.0,37.0,0.0,0.0
Stomach-AdenoCA::S.68,130.0,211.0,0.0,581.0,0.0,0.0,78.0,0.0
Stomach-AdenoCA::S.69,163.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.70,43.0,530.0,0.0,252.0,0.0,68.0,0.0,0.0
Stomach-AdenoCA::S.71,22.0,165.0,0.0,209.0,0.0,0.0,370.0,0.0
Stomach-AdenoCA::S.72,63.0,421.0,0.0,64.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.73,133.0,895.0,0.0,63.0,0.0,0.0,70.0,0.0
Stomach-AdenoCA::S.74,0.0,284.0,0.0,179.0,0.0,18.0,0.0,0.0
Stomach-AdenoCA::S.75,0.0,696.0,0.0,0.0,0.0,0.0,0.0,1200.0
Stomach-AdenoCA::S.76,390.0,1322.0,0.0,0.0,187.0,0.0,0.0,0.0
Stomach-AdenoCA::S.77,373.0,115.0,0.0,29.0,0.0,22.0,0.0,0.0
Stomach-AdenoCA::S.78,1075.0,68.0,0.0,202.0,0.0,25.0,0.0,0.0
Stomach-AdenoCA::S.79,0.0,171.0,14.0,40.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.80,281.0,248.0,0.0,120.0,643.0,0.0,0.0,512.0
Stomach-AdenoCA::S.81,148.0,107.0,0.0,196.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.82,390.0,315.0,0.0,462.0,0.0,0.0,355.0,0.0
Stomach-AdenoCA::S.83,179.0,40.0,0.0,446.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.84,36.0,681.0,0.0,417.0,0.0,35.0,0.0,16.0
Stomach-AdenoCA::S.85,138.0,60.0,0.0,340.0,0.0,62.0,647.0,0.0
Stomach-AdenoCA::S.86,443.0,1793.0,0.0,121.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.87,339.0,141.0,0.0,553.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.88,327.0,112.0,46.0,472.0,1782.0,49.0,80.0,812.0
Stomach-AdenoCA::S.89,835.0,1393.0,0.0,241.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.90,137.0,64.0,0.0,349.0,0.0,0.0,16.0,569.0
