Sample,DBS2,DBS3,DBS4,DBS5,DBS6,DBS7,DBS8,DBS9,DBS11
Eso-AdenoCA::S.20,6.152320097309481,1.0648858082381327,23.778333199162144,0.7779981806953156,27.12999202140701,0.0,1.9255702156489471,17.853348294819554,1.8462439017152112
Eso-AdenoCA::S.21,14.019222033710479,0.0,54.54069353013994,1.6206097632168361,5.7197403793785755,2.5330040312674744,15.691831032810558,45.41225722772358,0.0
Eso-AdenoCA::S.22,11.71084452624054,15.311750237603416,11.026348504922053,0.0,2.850813308221047,13.65857514245502,73.33175388049222,22.378740092367746,0.0
Eso-AdenoCA::S.23,49.51192341355284,2.8448358254659065,11.845486737107034,0.21222574611188927,0.0,28.46058011713787,29.655942678123992,22.953370457166468,7.865337601919893
Eso-AdenoCA::S.24,122.75398119573372,0.0,84.33261688255766,0.0,0.0,11.405317364786713,0.0,0.0,59.06020271868169
Eso-AdenoCA::S.25,10.910149023629918,0.0,7.019590334186257,0.0,4.901387212986516,1.2875104883273283,6.802891101321901,10.585493956162756,3.75374802088446
Eso-AdenoCA::S.26,6.666640908884523,0.5766993544862786,7.371626959345608,1.4848335029352557,0.2546485226846308,0.0,0.0,93.0726908164106,6.551299430509924
Eso-AdenoCA::S.27,8.60411126315501,0.0,65.14507687030427,1.4742538028149137,15.322587413445296,1.9839053801816957,7.059120114966707,4.834787493470766,15.909488680962445
Eso-AdenoCA::S.28,12.375639046199462,0.0,49.83468271289104,2.6709183586233607,4.801075067097635,0.0,10.778345252806247,22.335117484267524,0.0
Eso-AdenoCA::S.29,5.995632868479999,8.511250214028173,34.46489937242712,0.0,57.5803279503952,1.6772936439908643,26.538964546793558,48.377177444711336,18.989377928746965
Eso-AdenoCA::S.30,8.524893114816598,0.0,16.248528956710867,1.407815199331851,17.680252050046928,84.19491257001026,5.336597035996448,0.0,0.0
Eso-AdenoCA::S.31,55.88955456749543,63.349323047651964,43.04157491184138,79.61634267732745,0.9986071213716057,151.78942822263855,19.00506634062217,25.885124366848512,13.267122375708981
Eso-AdenoCA::S.32,6.055777345231176,0.0,4.424798782147586,1.0680768943796852,9.602982735034391,26.0466632659311,1.3629850328540551,11.147291033060421,0.0288424310841069
Eso-AdenoCA::S.33,24.91096918882832,0.0,8.479670113170128,0.0,0.0,257.27112035360443,0.0,72.77481854196614,3.2851958612668177
Eso-AdenoCA::S.34,1.2288121567647605,99.2215200784072,155.8056572388068,0.0,10.799362177739129,0.0,12.222031611174634,0.0,48.22695089434211
Eso-AdenoCA::S.35,1.1271547081124071,0.0,22.888525199719176,0.0,46.315939259922644,72.61871359134047,0.0,22.204974037973237,9.333033395380735
Eso-AdenoCA::S.36,21.7088776588038,5.691334978276439,3.735562831743168,0.0,16.334750289182548,0.0,0.9677446439137188,20.617153590064746,43.72418779222629
Eso-AdenoCA::S.37,27.630451273522382,6.563798070556224,63.54423524913246,0.06301677881227163,1.6963253575012638,0.0,30.916787132020616,0.8737383379858885,6.911659205811341
Eso-AdenoCA::S.38,100.84677569477932,0.0,32.20122965497746,0.0,0.0,82.50671777394427,24.293486824239626,0.0,50.49608610227467
Eso-AdenoCA::S.39,6.591352865854102,0.0,9.456059944567519,0.49139271735871065,20.325101127898005,110.9982939541345,0.0,46.52980058642543,5.863827331040563
Eso-AdenoCA::S.40,15.360033759202032,0.0,9.96896396409094,3.8959843440771476,5.634150317442804,4.516484326358808,20.20456150582285,120.57665137038535,0.0
Eso-AdenoCA::S.41,15.326563414322925,0.0,4.898697466513657,0.0,7.518835193305227,100.67168600585111,41.53743468734517,25.36849697865057,0.0
Eso-AdenoCA::S.42,1.1942465895904728,0.8267561959183006,0.0,0.0,7.451801157822253,126.35353492179945,1.7443945961403473,41.331641822077685,0.0
Eso-AdenoCA::S.43,0.0,4.83853599599245,7.4999007702548335,0.0,13.36321652877132,21.188332122994886,6.705506612829883,81.48524078832187,5.751872550841011
Eso-AdenoCA::S.44,1.9303766579261479,4.2194008201094135,41.395197728202675,0.43634698391893284,12.05710945168969,40.300507214180456,29.157034645469036,16.088801429357666,6.587593153857467
Eso-AdenoCA::S.45,17.39574435182821,0.0,18.410613865341347,0.7870777225649183,14.003633128158292,14.811248270535021,8.629240325692612,3.6455335778920457,8.241660949548857
Eso-AdenoCA::S.46,6.5120083919074965,0.0,12.547853950534922,2.9285817836144523,18.671969769796217,0.0,20.940124902226437,3.6385521002941186,3.4606006500809166
Eso-AdenoCA::S.47,10.885691027496328,0.0,22.090134863323627,0.0,23.98119397294159,51.7768327128223,33.598777785114585,61.802349381704936,5.9251387805288775
Eso-AdenoCA::S.48,16.32635631328945,0.0,12.49462395123861,157.63872362500845,15.369855823121792,0.0,0.5079346480512017,0.0,0.33220204707098605
Eso-AdenoCA::S.49,3.8589666060904633,9.479007924761232,23.01971957809777,0.17274080740979034,2.3635481556029476,0.0,2.685478513388549,27.66401191496938,39.85489145463092
Eso-AdenoCA::S.50,4.587228707127772,2.6281135613870235,3.175121739687111,0.0,1.9150221164603625,0.6117553219108869,1.0451772544674593,16.460165348494876,9.16597622286523
Eso-AdenoCA::S.51,35.39736865242587,0.19120952432540558,0.9897254575906393,0.0,6.734673507460839,0.0,27.504698948416678,40.44275415465789,0.0
Eso-AdenoCA::S.52,12.849966859441873,0.0,31.105855421016003,3.442968661570067,21.519956919621425,2.021124416929617,6.52936635777005,0.0,32.006630758245116
Eso-AdenoCA::S.53,0.0,2.063052419368533,21.823203695838814,0.0,9.125674872273374,12.730128623471643,25.811283436250797,21.375204694854332,63.17318215658174
Eso-AdenoCA::S.54,49.60876667035244,0.47051511504679483,10.277744442343565,0.0,96.43923056323473,0.0,2.3835412454420104,105.57848509082555,0.0
Eso-AdenoCA::S.55,2.718376434851564,0.0,7.4651480870215305,0.0,0.0,38.08809159968656,2.9798842128278595,149.62699267944586,7.429456020579378
Eso-AdenoCA::S.56,3.033780804885813,3.296173654318151,27.84902732061248,1.4459121534566834,14.985183791845957,35.046631130984224,5.021716793359758,36.047000492230204,0.0
Eso-AdenoCA::S.57,0.0,4.96905978324472,10.651259514996248,3.594452379519218,24.57568144925976,41.222760443325804,16.570009591644187,26.912324425319955,16.05662153903054
Eso-AdenoCA::S.58,8.948412140248717,0.0,20.087811795710692,0.0,25.45289935203041,70.42433108800088,25.615123679060144,16.601096792798828,23.55665785818084
Eso-AdenoCA::S.59,6.474563157552425,1.5209767692676701,9.741419968419718,1.1300137248176003,19.691566001453126,55.58911432343087,0.0,22.196362298629918,6.259723641844984
Eso-AdenoCA::S.60,62.36636924290534,0.0,30.353161377282795,0.182367027446985,1.714740016234344,3.8740955465987694,5.592880335320921,34.411320036126334,0.0
Eso-AdenoCA::S.61,3.668064579568743,11.4722668595303,15.670498001333009,0.0,75.35965522355716,0.9218839409867264,0.0,39.149035029881055,4.67612754811559
Eso-AdenoCA::S.62,6.375593392401513,3.3495915001673793,43.37064079293343,2.0651802134055797,6.382504645979233,66.91209554534352,3.161925031062487,50.21490734019527,1.924911408303332
Eso-AdenoCA::S.63,1.7721988712487893,0.0,2.378864848617006,10.43564643372824,51.12513796948953,0.0,21.762048231222785,0.00046771854937085214,0.5005957655795821
Eso-AdenoCA::S.64,25.5464148619386,7.22300541258178,29.525326793965267,0.0,7.049577397004297,7.319733267773659,5.149007917293228,48.94784414833495,3.5486605337446453
Eso-AdenoCA::S.65,28.660884905210924,1.5044619461967539,11.780367766964652,0.0,36.22318371085831,0.0,0.0,0.0,3.2661364353806914
Eso-AdenoCA::S.66,73.51384719220344,1.1578060259339373,7.986735182294252,0.0,15.80043839630653,31.35741514660192,0.7260292198441274,14.800255726425883,0.0
Eso-AdenoCA::S.67,20.23779200860383,0.0,57.97091368706469,1.8144472575822213,2.9298783671508666,0.0,0.0,34.61449742325366,50.431472119599064
Eso-AdenoCA::S.68,81.49245025065656,0.0,38.584746206085946,0.0,0.0,0.4361102372017809,14.629362807191578,31.03858955610926,11.348333915277365
Eso-AdenoCA::S.69,45.58023197481884,0.0,7.729564666482947,0.0,21.71385869646403,29.923806367315777,0.0,45.46179046209275,2.031167764007357
Eso-AdenoCA::S.70,10.193787291634674,0.0,44.361589105162714,0.0,10.9541142388997,9.072867437396159,102.1903513329795,3.967305414705168,72.47835575562254
Eso-AdenoCA::S.71,83.01720339913169,0.0,0.0,0.0,33.39735590757562,0.0,32.281247030604,0.0,17.479409571646478
Eso-AdenoCA::S.72,7.010658021558096,0.0,21.641320633626698,6.202639924854971,27.723194079918823,1.3368089640383432,0.0,18.21655974525362,4.179764943798902
Eso-AdenoCA::S.73,2.2704474426113004,0.31324535357007355,21.262872336561273,0.7399003546393709,2.63041391287313,0.0,0.0,2.3651957775819192,27.944793856195243
Eso-AdenoCA::S.74,14.69894057408973,3.1555303993159565,35.469242079207206,0.0,2.6625634208744895,41.5935239896316,31.54084450095262,22.447009051385134,22.287102805904603
Eso-AdenoCA::S.75,3.8204718275557217,0.22325706217448069,26.064729351954036,0.0,15.379792337563561,0.0,0.0,6.312002935642314,20.757063606907874
Eso-AdenoCA::S.76,27.126315537743768,0.14100919947150264,41.09028673618293,1.4321344878254856,4.631472391083497,1.746922388271762,1.914199860338072,0.0,30.619575127555027
Eso-AdenoCA::S.77,34.967568862176684,0.10131060407157244,0.0,0.0,2.5826675030792914,88.26809579368543,0.0,2.8139553588242814,9.789821019081664
Eso-AdenoCA::S.78,58.6846831853971,1.982551748784621,13.064650937668482,0.0,13.809094150131708,3.365797980686341,0.0,4.989704803499185,9.958682978962091
Eso-AdenoCA::S.79,3.5618378350772795,10.814490147534586,21.641252347259726,122.93914269195496,0.0,0.0,0.0,37.241950660243496,0.7805426458943506
Eso-AdenoCA::S.80,17.301157999747566,0.0,66.48298130725891,1.5664021580504628,12.269593312857003,1.331976783828801,4.543072883900665,44.305786687127956,11.181794436018816
Eso-AdenoCA::S.81,3.5892548610447705,0.0,7.755658143182571,3.038162714099045,28.466667045330507,102.26730976052507,0.0,24.629279829280172,3.057975329018738
Eso-AdenoCA::S.82,0.7627230537984082,0.0,0.0,0.0,18.152025303047896,21.825451656163185,207.6865659127185,0.0,5.260685822591458
Eso-AdenoCA::S.83,28.069867569174193,1.5462366187434413,32.18740835378573,0.0,0.0,26.31419368281244,54.733910092608596,48.77157391707952,0.0
Eso-AdenoCA::S.84,0.0,0.0,50.861139698213904,0.951333049919034,2.6742829782213358,2.8194920520576767,61.15349721466118,49.13003450418412,24.588892218986217
Eso-AdenoCA::S.85,0.0,0.9297624570076399,76.22616979447285,0.0,0.0,0.0,0.0,0.0,15.915346381016207
Eso-AdenoCA::S.86,21.40298791100874,0.0,1.426236859600109,0.35084831952691065,12.363167306442293,3.836574687752769,0.092407219017465,9.50822834003959,2.1436902707726806
Eso-AdenoCA::S.87,16.2132842945968,0.0,12.844588214754634,1.7256889222716345,14.785877393289342,55.268109010321055,0.0,41.668953475490625,7.213461866804755
Eso-AdenoCA::S.88,15.841788420449042,0.0,24.134362002201318,5.954450903247911,51.830976547798805,57.23901733683263,6.542106549595422,0.0,0.0
Eso-AdenoCA::S.89,25.896601900804797,0.0,44.1761725048074,0.0,26.133376963424464,10.154315367626216,116.83093053531043,7.887008761327113,119.56294108576115
Eso-AdenoCA::S.90,0.0,6.550305966390417,12.72954440987983,0.0,0.0,17.151708138100282,0.0,58.142629876068405,9.871199939860427
Eso-AdenoCA::S.91,4.01225094683997,0.0,62.502978514829834,0.0,12.844392311453575,0.0,31.48835005252875,0.0,28.09512658244972
Eso-AdenoCA::S.92,6.0580805473386885,59.5642098979736,3.310027230560556,0.0,0.0,0.0,0.0,34.14464601946922,4.425135599766994
Eso-AdenoCA::S.93,1.2510300703042603,0.0,26.11121288183511,0.03226080251532119,0.025962227964247846,0.9474050145221733,0.0,0.0,0.0
Eso-AdenoCA::S.94,28.135949454553295,0.0,44.638629621746304,1.568349258240379,0.0,9.455078275177623,2.2457436093437675,9.547725464964286,4.289258318539467
Eso-AdenoCA::S.95,14.964660685432682,0.0,16.25279323485633,0.0,0.2329091875630853,38.55491316221401,16.30985475697374,0.0,41.27099525205725
Eso-AdenoCA::S.96,73.80824683276902,8.825619855825508,10.569119002846456,0.0,12.906653079031637,26.05943831812037,10.136642690785372,37.25544224609989,6.154118792935114
Eso-AdenoCA::S.97,10.39009992745609,3.1861267565018454,35.87427564782692,10.065003135124186,0.0,29.21611925296149,61.210392275884935,7.6006059179498235,7.736094306126742
Eso-AdenoCA::S.98,5.875660093518186,1.5820861512601978,50.530073892995105,4.939262019580988,5.76352724079269,0.38414637337002944,22.56838150368446,41.53841596681879,82.89970555956589
Eso-AdenoCA::S.99,0.0,0.0,31.562747060459742,0.047003898475680685,15.723513921823265,0.0,108.46618733772115,35.21193576808627,5.487574028469752
Eso-AdenoCA::S.100,5.510771690660206,3.347105574170008,19.371473716433698,8.912883969959632,2.2819946026699403,6.65202529471486,44.99232120243987,63.338894934488934,0.0
