Sample,SBS1,SBS2,SBS4,SBS5,SBS12,SBS13,SBS18,SBS22a,SBS22b,SBS40a,SBS40b,SBS40c
Kidney-RCC::S.70,307.8615317555459,0.0,458.1830996519165,738.5963657751957,47.39602841417294,28.93105076595909,0.0,0.0,19.79012589818359,0.0,615.3831127409114,387.37952800019724
Kidney-RCC::S.71,185.40705442892533,38.57299460289898,834.2891836831169,0.0,0.0,0.0,0.0,0.0,20.114828309512042,2369.824185795245,781.8635266330319,661.2647766090244
Kidney-RCC::S.72,220.1832117334409,72.81927542059884,34.71372333364621,290.29403557492617,0.0,9.729888360956103,0.0,0.0,10.95210900973976,1220.5727733842439,1043.5484725213357,0.0
Kidney-RCC::S.73,171.39380256033516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4103.538528983445,1677.267656921717,640.5572864138071
Kidney-RCC::S.74,80.42751777678987,0.0,1034.7728758203739,551.6620082327834,0.0,0.0,0.0,0.0,0.0,1093.0272099985377,40.945092202953475,1172.5910576681763
Kidney-RCC::S.75,9.954134308942098,0.0,2.5785513242678215,0.0,99.87395656275388,15.028253962975997,0.0,0.0,2349.8638602652727,0.0,2704.8248161717593,86.37570097856533
Kidney-RCC::S.76,204.3491329938202,22.800412461419004,394.29182331691237,0.0,0.0,5.225231452325926,9.067013899033801,41.07308721082301,0.0,174.96977571441926,632.2308194184704,0.0
Kidney-RCC::S.77,153.54966042028533,0.0,296.1087564430038,607.9482595401947,0.0,1.288767665790883,215.772109681896,105.26830231396538,0.0,1641.3460681288818,1554.9902913092549,43.42150468965256
Kidney-RCC::S.78,0.0,0.0,1236.2020338571474,0.0,0.0,189.61073859236055,35.8045534816445,0.0,69.51080490269918,2705.114853711071,1458.1759892152745,1967.7239777690145
Kidney-RCC::S.79,171.43160802213515,0.0,413.0961116267265,0.0,24.035081243260507,0.0,135.71647278934134,0.0,0.0,0.0,1278.6704287695452,0.0
Kidney-RCC::S.80,313.4665367563314,0.0,153.00378952802188,1297.924661849821,112.24860338631092,6.2785151927533125,0.0,31.3383263063074,0.0,1807.3707908828003,47.925050336746224,0.0
Kidney-RCC::S.81,140.79923662657995,0.0,940.3315020453082,0.0,0.0,0.0,0.0,91.74265508008436,0.0,619.3443824489628,0.0,2620.174122181309
Kidney-RCC::S.82,211.93055569908816,94.61623514857271,2689.16546987975,705.4331691958047,0.0,333.2474270615803,0.0,6306.65788533025,1501.8865772666302,695.1633291214223,660.2998093723114,0.0
Kidney-RCC::S.83,142.1090431218905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.6871594687925,1198.9807015518347,488.15521934528437
Kidney-RCC::S.84,0.0,0.0,0.0,0.0,0.0,0.0,169.01791219762245,0.0,0.0,714.5041367819472,1480.4489595098482,151.64905007444605
Kidney-RCC::S.85,171.42163502754246,33.94839385052055,0.0,0.0,33.37632405632559,0.0,77.71695219116916,9.196118639598792,6.10537915661587,558.4717698110785,2997.8262771744744,0.0
Kidney-RCC::S.86,548.1523070465096,0.0,272.1380840768157,0.0,0.0,23.239904299615755,102.05747405957698,0.0,2296.1285033804334,1164.1645121666725,591.3417196261117,98.4198587404344
Kidney-RCC::S.87,0.0,7.494176970041288,0.0,0.0,0.0,0.0,240.76481391202475,0.0,0.0,1208.954314122744,1698.3237079584576,325.7293633067428
Kidney-RCC::S.88,308.10140860098016,28.195039011706605,1475.913335417919,268.1604649546412,0.0,0.0,0.0,0.0,0.0,1782.056428259195,244.78003675897762,1220.336973762776
Kidney-RCC::S.89,183.3961791401422,22.79622605165933,37.750464558376756,0.0,93.68155155906368,104.78184100518683,3.817749966773822,0.0,161.46903747268723,1671.167538854986,1808.3716986350507,72.16259990174517
Kidney-RCC::S.90,0.0,2.8381358062555853,321.415242083192,90.91700539691283,0.0,0.0,108.24375427963204,0.0,40.458715174631095,1160.545976130392,284.66983996733205,0.0
Kidney-RCC::S.91,79.96285316177583,13.212742680601432,1832.8739070307283,1908.7326303761681,136.722954621854,0.0,0.0,32.26484755162637,0.0,1155.0987309830148,72.51915648887449,0.0
Kidney-RCC::S.92,108.1929436574692,0.0,506.2446816924175,652.336843171811,163.17519010848875,12.786847406411137,912.7396127934956,0.0,0.0,1949.648663307079,1551.7026351890602,0.0
Kidney-RCC::S.93,31.007434791671436,0.0,657.3457781149358,513.5750240472426,41.9236843455062,0.0,58.5983875294392,0.2000530860412332,36.792022902636674,1284.6052738993417,1311.0130660739717,900.115936753915
Kidney-RCC::S.94,192.35745841270716,0.0,861.0003422743016,0.0,0.0,0.0,54.854149220556984,0.6522267658340436,0.0,2120.1761100129143,1717.6554797859383,0.0
Kidney-RCC::S.95,440.6347055331834,0.0,1012.795747393582,0.0,0.0,39.78398893172832,26.69545962867076,7.171143430844714,117.56285926609118,3356.630550986364,929.1561142954512,0.0
Kidney-RCC::S.96,26.964415403542407,76.23163607786647,1187.024895642198,0.0,0.0,157.838371676483,0.0,0.0,0.0,900.0386130670566,977.0473383605322,86.64790548842052
Kidney-RCC::S.97,18.301113775664575,0.0,1019.4254900122738,5.191358620331127,6.783167469980326,20.2120854650673,0.0,41.23817654483352,0.0,1063.1454976902107,55.22977818658151,0.0
Kidney-RCC::S.98,167.82725230204016,24.40771690154572,1530.9834133293953,0.0,46.31432127169992,438.2108817932394,236.6948501602583,0.0,0.0,1076.3300541505391,896.6888554487695,0.0
Kidney-RCC::S.99,370.80181101895556,6.56822153732004,0.0,0.0,0.0,0.0,0.0,0.0,29.37783781807415,1990.2831922919518,2479.646349377886,130.72123279920643
