Sample,SBS1,SBS5,SBS10a,SBS10b,SBS17a,SBS17b,SBS18,SBS28,SBS37,SBS40
ColoRect-AdenoCA::S.27,3218.1523210983282,1346.930832373749,0.0,0.0,0.0,9346.07970748248,3977.983594674541,0.0,0.0,0.0
ColoRect-AdenoCA::S.28,2410.4268210720306,0.0,0.0,140.69272869526685,173.72347407671649,0.0,3984.990100959713,0.0,244.42934592687016,10199.899165708879
ColoRect-AdenoCA::S.29,1755.2308299568313,4137.694726660496,0.0,0.0,0.0,0.0,2251.020967591378,0.0,0.0,1110.794594569739
ColoRect-AdenoCA::S.30,2767.979613689086,6854.746331239575,140.0921966710047,0.0,1015.715270580568,0.0,9807.643062803661,186.17103751524175,0.0,1763.0640610958753
ColoRect-AdenoCA::S.31,4186.283650127901,0.0,0.0,0.0,87.31606686298319,0.0,2164.1622446465376,0.0,338.39469932496405,9288.624650540205
ColoRect-AdenoCA::S.32,1608.7173870028869,2580.669631794286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColoRect-AdenoCA::S.33,856.2932511387046,1794.5020720500354,189.41438803153375,68.70435227873291,0.0,0.0,3228.2080915157467,0.0,223.60887417634072,7812.3861441545805
ColoRect-AdenoCA::S.34,2376.3660142538897,1083.836478059154,0.0,312.5455476385365,87.5420265934895,0.0,1383.5000865320553,209.86358647324343,1621.1119747638581,5958.380205395764
ColoRect-AdenoCA::S.35,4325.826590859533,2047.6078900899067,0.0,289.4462018899609,0.0,0.0,4265.108160448917,0.0,294.64054351046946,0.0
ColoRect-AdenoCA::S.36,3606.9052124621007,1061.0632100470718,0.0,0.0,1768.8458884601364,0.0,9574.33963088364,555.3617254099505,0.0,0.0
ColoRect-AdenoCA::S.37,5025.166667065202,3380.821627465279,0.0,0.0,0.0,0.0,2564.2896236221477,0.0,0.0,10709.385075439055
ColoRect-AdenoCA::S.38,2783.4888830157865,336.19324602399496,0.0,0.0,62.0157432334968,1984.8015699138862,1446.122369765829,252.88477336747525,0.0,4077.167036481763
ColoRect-AdenoCA::S.39,4105.526503569233,2366.9254827950263,0.0,0.0,0.0,157.66144033273952,7824.307964396113,443.78141376690417,0.0,3434.7634347484313
ColoRect-AdenoCA::S.40,2880.651085226833,1323.4697238284264,240.83491182841408,0.0,0.0,0.0,2892.040207033337,0.0,0.0,0.0
ColoRect-AdenoCA::S.41,2640.2346914190953,0.0,307.8202268736083,0.0,0.0,0.0,411.26774516294245,435.1290170231411,0.0,14774.831769939396
ColoRect-AdenoCA::S.42,2198.8127343566016,0.0,0.0,0.0,898.9079678800107,0.0,3599.4229324379567,0.0,0.0,9573.670577248438
ColoRect-AdenoCA::S.43,2701.211593728819,1610.9779094617666,0.0,108.89313401250205,1966.2552919921263,51.05002616193985,3863.401173864877,0.0,0.0,9050.907575436853
ColoRect-AdenoCA::S.44,2173.218726366245,4099.302798460747,0.0,0.0,0.0,107.09178470831684,4884.536932918976,0.0,0.0,10688.26476881933
ColoRect-AdenoCA::S.45,1566.9221014574373,3477.4629041312714,229.96366556624366,0.0,0.0,63.75897464454719,2600.835140237031,678.9263663307763,0.0,9411.818635876616
ColoRect-AdenoCA::S.46,1817.100223006691,3603.106191022874,0.0,0.0,73.08060625093,71.9299434633223,3162.8077772496317,0.0,0.0,1198.170256579381
ColoRect-AdenoCA::S.47,3193.0695879843074,797.6990103541749,257.5357120542494,0.0,2526.4528470394357,0.0,1918.7268348705463,0.0,741.3141661077343,6277.773275405225
ColoRect-AdenoCA::S.48,3235.4103406044064,4215.603464358477,101.31580051325676,0.0,96.13880746908444,233.18714989742512,721.3258109150595,0.0,0.0,14912.941086186996
ColoRect-AdenoCA::S.49,1536.17581415334,0.0,286.9716074882589,87.80124715398253,0.0,0.0,4420.55991018205,0.0,256.4395981990185,10981.363313655156
ColoRect-AdenoCA::S.50,4757.676589362552,4309.447784309879,0.0,0.0,0.0,2005.4317656837209,0.0,687.8482630266191,0.0,4974.626990524928
ColoRect-AdenoCA::S.51,2121.5338840929903,1812.2551629712507,194.17624819724358,0.0,0.0,0.0,2631.5268650225466,0.0,0.0,2151.5330766145526
ColoRect-AdenoCA::S.52,3137.436632083864,0.0,0.0,0.0,0.0,0.0,3376.6316509366234,0.0,182.06631277333287,853.4250961599812
ColoRect-AdenoCA::S.53,2934.0918948298345,3214.72811166246,201.07412322710434,0.0,0.0,0.0,549.1342436302501,0.0,0.0,11559.190263144872
ColoRect-AdenoCA::S.54,2158.2938484747674,0.0,0.0,0.0,0.0,54.16032727728526,5295.980436968328,464.2280815679253,0.0,4907.194720187323
ColoRect-AdenoCA::S.55,1860.0963840265927,3838.3392963356664,0.0,0.0,0.0,11813.43444631605,0.0,0.0,0.0,0.0
ColoRect-AdenoCA::S.56,3233.795553802302,2636.7845593910115,0.0,0.0,0.0,43.49283377484857,2562.8295098590856,0.0,0.0,3107.481695503325
ColoRect-AdenoCA::S.57,2127.544961194822,0.0,144.0963696662138,0.0,0.0,0.0,3219.146468537238,0.0,332.1965866329425,7637.379436562343
ColoRect-AdenoCA::S.58,2936.757885429017,1236.2816644788847,93.05102568799586,0.0,0.0,0.0,6624.092299681601,0.0,0.0,0.0
ColoRect-AdenoCA::S.59,4046.000419805506,0.0,58.721891939797125,0.0,0.0,0.0,3833.7690283658044,0.0,0.0,8123.297220297851
ColoRect-AdenoCA::S.60,2129.4190871267183,1644.4950436084187,0.0,0.0,0.0,0.0,2078.4110768258847,0.0,0.0,8508.09331879618
ColoRect-AdenoCA::S.61,1728.7906480753254,1747.040972834723,0.0,0.0,60.721250479484326,0.0,1986.1337560912164,85.92157049615027,1694.254668942339,5541.774786049593
ColoRect-AdenoCA::S.62,3406.367088153311,789.2071060333587,0.0,0.0,88.69748151016151,0.0,3570.9328435724888,0.0,0.0,14087.617310667687
ColoRect-AdenoCA::S.63,2209.972564768559,5617.398350617705,0.0,749.4608538182023,148.05872135679945,0.0,7114.050756000337,0.0,298.4512840456868,3691.314362873
ColoRect-AdenoCA::S.64,2253.2836847573167,0.0,0.0,0.0,0.0,0.0,248.29840953334147,0.0,0.0,15603.137755896296
ColoRect-AdenoCA::S.65,2553.948201021243,4782.222108076391,0.0,169.69924705359927,0.0,0.0,5181.703202936293,232.75135030504856,0.0,2749.0705728232188
ColoRect-AdenoCA::S.66,1743.7118652877289,2276.0110947093876,0.0,0.0,0.0,0.0,0.0,0.0,1883.6070069305201,4232.717725941326
ColoRect-AdenoCA::S.67,3692.5710213111533,0.0,193.8257376625402,0.0,0.0,71.96964195918036,1209.725813550581,113.51320563683899,214.87481398266706,6902.5301902485135
ColoRect-AdenoCA::S.68,2162.1177183885884,4049.807199372323,0.0,0.0,0.0,0.0,4955.8113741666075,82.32791703039756,0.0,4023.9746462020657
ColoRect-AdenoCA::S.69,3224.5159314259245,3179.4801512292074,0.0,0.0,0.0,0.0,3874.6537886907,912.7003329267205,0.0,5916.7164576323585
ColoRect-AdenoCA::S.70,3694.764699467058,2121.3416881947232,674.7118345243108,139.11190974941258,0.0,0.0,3807.1486223586435,275.86693775537327,0.0,11761.06690628757
ColoRect-AdenoCA::POLE.S.1,18711.101575614317,273808.37439592066,183544.49697620067,82210.19708543176,0.0,0.0,27776.860930302275,156760.01029652628,13742.473327882652,36591.4235021687
ColoRect-AdenoCA::POLE.S.2,5444.725147938031,172789.2972413697,86386.02718093409,168737.73821515433,0.0,0.0,7396.245499636477,149119.2645311596,14025.77891821555,0.0
ColoRect-AdenoCA::POLE.S.3,73019.70128705619,25325.551278460873,222308.8728427573,160193.33429697106,0.0,0.0,23834.10022350391,55382.4824979856,20196.487422034446,0.0
ColoRect-AdenoCA::POLE.S.4,23177.16886168665,138173.72381922143,432227.9047338752,238627.02275981766,0.0,7715.567276276605,85597.25203259064,168235.92461312193,0.0,246318.55415246089
ColoRect-AdenoCA::POLE.S.5,0.0,81452.01335020734,323595.1988427364,170713.66295516994,0.0,0.0,0.0,1123675.6545398245,0.0,0.0
ColoRect-AdenoCA::POLE.S.6,11793.633480316405,91679.95708687577,347121.5175865623,278782.891894368,0.0,0.0,35380.32231530969,136654.9799045615,0.0,0.0
ColoRect-AdenoCA::POLE.S.7,8691.992326918165,348673.7411525763,772662.7243504178,82599.39634124961,0.0,0.0,0.0,259396.27292216945,0.0,0.0
ColoRect-AdenoCA::POLE.S.8,16198.847937334127,91658.61180282266,874284.621722661,152394.35734563132,0.0,0.0,0.0,470698.43359886284,0.0,0.0
ColoRect-AdenoCA::POLE.S.9,9486.869916562402,594159.7705973159,346020.75023961486,77419.40550240618,0.0,0.0,0.0,41204.83874959308,0.0,0.0
ColoRect-AdenoCA::POLE.S.10,0.0,205096.23749800926,704026.000564143,27027.60745152634,0.0,0.0,50646.47806089515,85548.80509139154,0.0,0.0
ColoRect-AdenoCA::POLE.S.11,33816.539638582035,88096.15934587717,130085.91113277775,57399.26615691655,0.0,0.0,0.0,16313.144498608242,0.0,0.0
ColoRect-AdenoCA::POLE.S.12,0.0,227339.49965850296,980667.3138278233,283764.4755142352,0.0,0.0,0.0,182675.38713691162,0.0,0.0
ColoRect-AdenoCA::POLE.S.13,7332.841084668067,89604.29145582186,247040.386339156,164231.3916644949,0.0,0.0,0.0,104829.80400117145,0.0,0.0
ColoRect-AdenoCA::POLE.S.14,48203.96594782253,150536.5271947583,405816.84328231064,97379.44851739587,0.0,25280.84179245072,27167.334190418384,93819.11938469922,24770.487253841267,49476.58234930776
