Sample,SBS1,SBS5,SBS10a,SBS10b,SBS17a,SBS17b,SBS18,SBS28,SBS37,SBS40
ColoRect-AdenoCA::S.33,1294.2314017599556,0.0,0.0,0.0,0.0,0.0,2348.07463823457,0.0,0.0,10775.284435903071
ColoRect-AdenoCA::S.34,2716.3516498019644,1188.6765971203286,176.09709305459268,111.08675148656702,0.0,0.0,1516.1555584541022,0.0,1495.6677195560353,6561.958482819527
ColoRect-AdenoCA::S.35,4225.384002800237,2559.9583007007495,0.0,0.0,0.0,0.0,3745.825659779205,0.0,0.0,0.0
ColoRect-AdenoCA::S.36,3808.6243527551255,0.0,1218.3197716079299,0.0,1763.5315891857783,0.0,7895.260595823335,538.7729141332037,0.0,2143.358003751806
ColoRect-AdenoCA::S.37,3213.949417817174,5608.441493424427,0.0,853.3165416203685,0.0,0.0,1918.0271753411805,0.0,0.0,7746.1708970328555
ColoRect-AdenoCA::S.38,2752.9642160416793,0.0,257.49147560620247,0.0,0.0,1545.7023690962258,1232.5302876756823,0.0,221.88093253659812,4886.279363164227
ColoRect-AdenoCA::S.39,3990.94387446537,0.0,877.9289571934158,0.0,0.0,0.0,8002.525542548783,430.8058639580824,0.0,7940.464146131973
ColoRect-AdenoCA::S.40,2580.2293987621006,1696.4200368412858,268.19527424149726,0.0,0.0,0.0,2960.8679709783396,0.0,0.0,0.0
ColoRect-AdenoCA::S.41,2587.7065345219976,0.0,0.0,0.0,0.0,0.0,506.0811518912663,638.8757136596669,0.0,13826.006066779162
ColoRect-AdenoCA::S.42,1209.6303950223028,1939.0479498735494,279.1157574855523,0.0,779.7351664082732,0.0,2516.4349302850774,0.0,0.0,8377.57752371603
ColoRect-AdenoCA::S.43,2363.2104255358295,3303.262199886427,0.0,0.0,1380.4013762359873,0.0,3548.3929640195956,376.9272361409308,0.0,7163.955059864752
ColoRect-AdenoCA::S.44,1764.7506114605237,3494.9826593870775,0.0,0.0,0.0,0.0,3880.0356125888306,0.0,0.0,12331.215801030696
ColoRect-AdenoCA::S.45,1770.1605067092164,4475.2557336411855,160.47368634028192,0.0,0.0,73.6438100439095,2079.934721066204,811.8105208800771,0.0,8026.255377904295
ColoRect-AdenoCA::S.46,1628.5026593286195,3228.0652473911523,0.0,456.0886673036612,0.0,0.0,2800.442368436028,70.86788712934755,208.86240050909043,1628.9845914383916
ColoRect-AdenoCA::S.47,2097.273164489802,1496.8981267861175,0.0,0.0,1533.1674339371014,0.0,1500.6094072540911,56.77319670244431,0.0,7717.002680956131
ColoRect-AdenoCA::S.48,3506.7559125125326,3211.636770052406,0.0,602.2991263647508,0.0,88.34165462480568,0.0,0.0,390.7493641912798,18433.666057283564
ColoRect-AdenoCA::S.49,2875.3719177234566,0.0,0.0,0.0,0.0,0.0,4572.025920586582,92.26360063192483,0.0,10072.384915898501
ColoRect-AdenoCA::S.50,2283.945239749388,3694.0250022379355,0.0,648.7156058927643,128.42391155015142,3535.4903460442283,0.0,0.0,198.34496887919798,3488.558576067623
ColoRect-AdenoCA::S.51,2199.385224924251,4127.11462039973,93.14222004765111,63.08734959006398,0.0,0.0,3460.588695022243,0.0,0.0,0.0
ColoRect-AdenoCA::S.52,3164.9541655738867,471.80420029994673,78.44616955791486,96.05030885932146,0.0,0.0,3038.021700167537,0.0,0.0,437.483924819664
ColoRect-AdenoCA::S.53,2654.860814043317,0.0,0.0,292.38958858116854,0.0,0.0,1378.305173980217,0.0,0.0,13986.590941178898
ColoRect-AdenoCA::S.54,2142.4974442340013,0.0,414.8338445429808,0.0,0.0,0.0,7324.416043212091,584.1216988719594,0.0,5288.154486524281
ColoRect-AdenoCA::S.55,3014.169095309551,4519.199009573433,0.0,0.0,0.0,4487.907474815104,0.0,419.47646118016013,0.0,0.0
ColoRect-AdenoCA::S.56,4589.27373689048,0.0,0.0,0.0,0.0,0.0,1500.038616398078,0.0,231.9980879275141,5554.903777938968
ColoRect-AdenoCA::S.57,1538.5649458326734,2217.9078912922796,0.0,132.9763900523225,0.0,0.0,2971.362420800739,83.68655622033987,0.0,5665.86099084063
ColoRect-AdenoCA::S.58,2518.7790802213763,0.0,0.0,240.006501029241,0.0,0.0,4338.493680063694,0.0,0.0,1894.354560677165
ColoRect-AdenoCA::S.59,2851.9466176798605,1168.3681542643133,63.56244495507804,0.0,0.0,0.0,5216.067082515292,0.0,0.0,7160.110039899542
ColoRect-AdenoCA::S.60,2959.5097828144594,791.8217308379731,0.0,113.16801241392689,0.0,0.0,1472.5545343730046,0.0,0.0,8585.359949428257
ColoRect-AdenoCA::S.61,1962.9779302081906,0.0,0.0,0.0,0.0,0.0,2712.192991864605,0.0,2100.007267310609,7015.09829763967
ColoRect-AdenoCA::S.62,3479.091741453426,0.0,0.0,391.9385773318817,0.0,0.0,2679.7969621039792,0.0,0.0,16295.999025294333
ColoRect-AdenoCA::S.63,3295.872147632461,3096.256453386808,452.85301843532,97.41968927717244,0.0,0.0,5465.1844308765,0.0,915.2198597824305,6548.1298244844875
ColoRect-AdenoCA::S.64,1495.6685435021102,2455.5026109712485,107.42142843776992,391.50034914268156,0.0,0.0,396.0203985520579,0.0,0.0,13534.803395142026
ColoRect-AdenoCA::S.65,2918.8070839208904,4680.8347957505775,0.0,0.0,0.0,0.0,4325.6008433715715,0.0,0.0,3993.4083979839615
ColoRect-AdenoCA::S.66,1698.934066882074,3951.464860986364,0.0,148.63918265664734,104.00942880986044,37.771115350254775,121.18333218209568,105.84427600967264,1835.8490717812606,2885.9142984020727
ColoRect-AdenoCA::S.67,1800.4134630720102,552.864526841717,0.0,158.30944760749298,0.0,0.0,776.8534619566373,0.0,0.0,8172.11686307693
ColoRect-AdenoCA::S.68,2234.1427125173664,2229.5502733679828,0.0,156.8132418516122,0.0,0.0,3275.0201734405946,0.0,0.0,6155.970882751382
ColoRect-AdenoCA::S.69,2800.95973367101,2607.926693491552,0.0,0.0,0.0,0.0,3542.2292099164056,902.99415761585,0.0,7239.226626398803
ColoRect-AdenoCA::S.70,3395.134498023343,3952.7909289670433,0.0,0.0,0.0,0.0,4727.933451651798,171.45805836622577,0.0,9598.056334320436
ColoRect-AdenoCA::POLE.S.1,22331.643750704217,276593.45291875885,274431.5950679275,75871.24968954003,0.0,28656.47137531588,0.0,170109.92688602267,30634.8730051128,0.0
ColoRect-AdenoCA::POLE.S.2,6685.255509240944,83313.10559941751,67899.40326359711,307879.1219028262,0.0,0.0,0.0,160317.45729451903,28132.172162631126,43017.659943351406
ColoRect-AdenoCA::POLE.S.3,78394.2258578473,0.0,277438.76461477694,88069.52145556282,0.0,0.0,15115.718914173773,76047.25109089536,0.0,72590.13204471832
ColoRect-AdenoCA::POLE.S.4,0.0,272600.65583962324,793806.9077844357,190496.03076196086,0.0,26528.225974557332,0.0,109617.20511778758,0.0,108989.74927017489
ColoRect-AdenoCA::POLE.S.5,9500.234844842758,162272.28570479385,346451.58150198817,242215.0702070083,0.0,31216.88507104665,0.0,569492.6343082591,0.0,0.0
ColoRect-AdenoCA::POLE.S.6,13184.959926720838,0.0,299193.64947166306,379910.72159872606,0.0,4613.0477961913175,43453.62617543522,63463.539835426665,33341.20063512401,64344.17643762121
ColoRect-AdenoCA::POLE.S.7,0.0,425080.1425054931,922638.8133050982,90452.52367572064,0.0,0.0,0.0,202036.24084269532,0.0,0.0
ColoRect-AdenoCA::POLE.S.8,29126.646541994727,0.0,664854.3662217788,150306.16155865922,0.0,0.0,0.0,414095.20902009896,0.0,128630.38012834963
ColoRect-AdenoCA::POLE.S.9,15056.169641916435,440231.243072722,447561.5488589312,151021.39091986703,0.0,0.0,22034.964151677465,40203.66260204445,0.0,52879.44353745516
ColoRect-AdenoCA::POLE.S.10,0.0,222037.79805848148,694068.5703348633,43936.206825023524,0.0,0.0,22525.42883647176,64154.77402057883,0.0,0.0
ColoRect-AdenoCA::POLE.S.11,30128.722660047366,103571.98666535885,114262.96059206892,45114.34027614848,0.0,0.0,0.0,18588.478434238616,0.0,0.0
ColoRect-AdenoCA::POLE.S.12,23676.61157490371,68181.0722675498,444829.25661078945,320136.39391052356,0.0,0.0,54859.061350757256,144459.45169601156,0.0,276723.2906297519
ColoRect-AdenoCA::POLE.S.13,12535.551331939654,107841.47522847254,167083.42287417263,149005.1546241295,0.0,0.0,0.0,102923.7679116036,0.0,0.0
ColoRect-AdenoCA::POLE.S.14,79553.1107418567,214397.61927474392,555002.8030828828,78157.59010454093,0.0,0.0,0.0,174506.1197550331,27430.00619024998,0.0
