,SBS1,SBS2,SBS3,SBS5,SBS13,SBS17a,SBS17b,SBS18,SBS28,SBS40,SBS41
Stomach-AdenoCA::S.62,1741.0,0.0,0.0,6131.0,445.0,2137.0,0.0,2708.0,0.0,0.0,0.0
Stomach-AdenoCA::S.63,1994.0,747.0,0.0,2816.0,800.0,0.0,1705.0,5418.0,0.0,0.0,0.0
Stomach-AdenoCA::S.64,739.0,462.0,0.0,1121.0,0.0,1885.0,0.0,3559.0,0.0,0.0,0.0
Stomach-AdenoCA::S.65,971.0,0.0,0.0,0.0,0.0,3336.0,4578.0,0.0,0.0,3055.0,0.0
Stomach-AdenoCA::S.66,1262.0,0.0,33718.0,0.0,0.0,0.0,8043.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.67,704.0,1040.0,0.0,0.0,0.0,2113.0,0.0,3574.0,0.0,0.0,10561.0
Stomach-AdenoCA::S.68,869.0,0.0,0.0,7480.0,782.0,0.0,4745.0,1696.0,0.0,0.0,3434.0
Stomach-AdenoCA::S.69,745.0,1411.0,9209.0,0.0,0.0,3350.0,2790.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.70,849.0,0.0,0.0,10000.0,0.0,8053.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4217.0,719.0,0.0,3788.0
Stomach-AdenoCA::S.72,358.0,0.0,0.0,0.0,0.0,0.0,386.0,1800.0,0.0,7522.0,0.0
Stomach-AdenoCA::S.73,0.0,0.0,0.0,21849.0,0.0,7146.0,1029.0,5763.0,0.0,0.0,0.0
Stomach-AdenoCA::S.74,1323.0,0.0,0.0,20522.0,0.0,4726.0,6201.0,0.0,1346.0,0.0,0.0
Stomach-AdenoCA::S.75,0.0,0.0,0.0,10578.0,0.0,1206.0,9008.0,0.0,1113.0,0.0,0.0
Stomach-AdenoCA::S.76,1606.0,0.0,0.0,17101.0,0.0,0.0,0.0,0.0,0.0,0.0,6503.0
Stomach-AdenoCA::S.77,460.0,0.0,0.0,6945.0,0.0,0.0,911.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.78,1436.0,0.0,0.0,0.0,0.0,677.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.79,1630.0,0.0,0.0,9990.0,0.0,1533.0,5512.0,0.0,0.0,19073.0,0.0
Stomach-AdenoCA::S.80,505.0,290.0,0.0,1105.0,0.0,179.0,544.0,809.0,292.0,0.0,0.0
Stomach-AdenoCA::S.81,815.0,1937.0,0.0,7524.0,0.0,0.0,3052.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.82,1934.0,0.0,0.0,5806.0,603.0,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.83,1024.0,0.0,0.0,8828.0,758.0,0.0,0.0,0.0,0.0,0.0,1739.0
Stomach-AdenoCA::S.84,253.0,0.0,0.0,0.0,0.0,417.0,282.0,2661.0,0.0,0.0,0.0
Stomach-AdenoCA::S.85,0.0,0.0,14950.0,0.0,0.0,3449.0,10085.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.86,1214.0,0.0,0.0,0.0,0.0,0.0,0.0,1758.0,0.0,0.0,0.0
Stomach-AdenoCA::S.87,4079.0,0.0,0.0,0.0,0.0,2872.0,0.0,2600.0,0.0,2790.0,0.0
Stomach-AdenoCA::S.88,1179.0,0.0,0.0,0.0,0.0,3054.0,11520.0,7095.0,2175.0,0.0,0.0
Stomach-AdenoCA::S.89,0.0,0.0,0.0,0.0,0.0,0.0,14304.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.90,625.0,0.0,0.0,0.0,0.0,2888.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.91,1625.0,0.0,0.0,7930.0,0.0,0.0,4026.0,0.0,0.0,0.0,0.0
