Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Kidney-RCC::S.21	1134	0.907	480.498	42.372%	105.969	44.298%	0.16471	0.874
Kidney-RCC::S.22	1187	0.825	703.135	59.236%	178.288	56.902%	0.2884	0.784
Kidney-RCC::S.23	1063	0.887	469.505	44.168%	113.129	46.883%	0.14942	0.85
Kidney-RCC::S.24	1007	0.951	379.61	37.697%	70.029	31.173%	0.14519	0.935
Kidney-RCC::S.25	543	0.942	193.04	35.551%	41.157	34.056%	0.11494	0.924
Kidney-RCC::S.26	1285	0.921	527.368	41.04%	117.055	42.095%	0.15421	0.898
Kidney-RCC::S.27	726	0.939	281.377	38.757%	60.626	34.506%	0.13473	0.922
Kidney-RCC::S.28	1073	0.935	398.832	37.17%	86.146	36.423%	0.15406	0.915
Kidney-RCC::S.29	560	0.911	270.932	48.381%	54.446	43.033%	0.24129	0.885
Kidney-RCC::S.30	930	0.899	402.59	43.289%	91.545	49.457%	0.1744	0.865
Kidney-RCC::S.31	759	0.941	334.146	44.025%	84.95	44.235%	0.30033	0.934
Kidney-RCC::S.32	695	0.938	279.665	40.24%	77.906	36.024%	0.1672	0.931
Kidney-RCC::S.33	987	0.957	277.339	28.099%	62.704	28.926%	0.0866	0.943
Kidney-RCC::S.34	772	0.914	286.591	37.123%	69.445	40.656%	0.10752	0.884
Kidney-RCC::S.35	937	0.951	310.143	33.1%	72.648	31.103%	0.12585	0.938
Kidney-RCC::S.36	914	0.899	435.675	47.667%	105.084	44.406%	0.17473	0.877
Kidney-RCC::S.37	1067	0.955	312.063	29.247%	65.572	29.924%	0.0851	0.937
Kidney-RCC::S.38	399	0.903	188.711	47.296%	36.113	44.893%	0.29521	0.865
Kidney-RCC::S.39	617	0.935	235.235	38.126%	47.729	35.57%	0.15283	0.911
Kidney-RCC::S.40	1018	0.965	275.258	27.039%	67.2	26.22%	0.08446	0.957
Kidney-RCC::S.41	587	0.866	327.943	55.868%	65.954	52.512%	0.2848	0.819
Kidney-RCC::S.42	603	0.928	243.47	40.376%	49.962	37.372%	0.16002	0.903
Kidney-RCC::S.43	1088	0.947	400.148	36.778%	77.952	32.535%	0.15037	0.929
Kidney-RCC::S.44	1305	0.925	500.313	38.338%	122.701	37.892%	0.12115	0.906
Kidney-RCC::S.45	986	0.912	398.717	40.438%	89.471	42.878%	0.1327	0.882
Kidney-RCC::S.46	575	0.934	200.256	34.827%	46.866	35.763%	0.10217	0.913
Kidney-RCC::S.47	731	0.96	245.293	33.556%	46.934	27.87%	0.12626	0.948
Kidney-RCC::S.48	619	0.97	180.566	29.171%	38.096	24.329%	0.10956	0.963
Kidney-RCC::S.49	504	0.88	280.295	55.614%	60.509	50.347%	0.29653	0.85
Kidney-RCC::S.50	502	0.938	176.673	35.194%	36.938	35.783%	0.12043	0.914
Kidney-RCC::S.51	1114	0.908	496.866	44.602%	110.122	43.549%	0.212	0.882
Kidney-RCC::S.52	1086	0.965	303.838	27.978%	64.325	26.241%	0.08348	0.954
Kidney-RCC::S.53	776	0.952	272.273	35.087%	56.158	30.585%	0.13067	0.939
Kidney-RCC::S.54	640	0.951	267.164	41.744%	62.561	36.66%	0.22156	0.945
Kidney-RCC::S.55	834	0.909	375.109	44.977%	79.568	42.092%	0.19189	0.879
Kidney-RCC::S.56	1463	0.939	505.155	34.529%	142.17	35.852%	0.11461	0.929
Kidney-RCC::S.57	375	0.935	153.868	41.031%	30.937	35.346%	0.21302	0.916
Kidney-RCC::S.58	1001	0.932	377.034	37.666%	80.34	36.991%	0.13387	0.91
Kidney-RCC::S.59	803	0.938	318.988	39.725%	65.416	34.78%	0.14832	0.92
Kidney-RCC::S.60	647	0.975	162.202	25.07%	32.023	22.56%	0.08487	0.966
Kidney-RCC::S.61	551	0.96	207.12	37.59%	38.371	28.406%	0.15325	0.95
Kidney-RCC::S.62	900	0.961	281.411	31.268%	49.32	27.89%	0.09257	0.944
Kidney-RCC::S.63	898	0.889	418.061	46.555%	99.083	47.204%	0.18574	0.857
Kidney-RCC::S.64	597	0.892	301.365	50.48%	60.144	50.753%	0.25088	0.855
Kidney-RCC::S.65	613	0.944	198.166	32.327%	45.444	33.004%	0.12889	0.926
Kidney-RCC::S.66	614	0.974	170.87	27.829%	34.134	23.406%	0.10157	0.968
Kidney-RCC::S.67	921	0.951	303.819	32.988%	59.676	31.423%	0.12842	0.932
Kidney-RCC::S.68	754	0.904	371.213	49.232%	74.655	48.404%	0.21421	0.874
Kidney-RCC::S.69	832	0.847	435.883	52.39%	99.235	55.149%	0.2323	0.794
Kidney-RCC::S.70	626	0.972	171.597	27.412%	29.152	24.575%	0.08115	0.96
Kidney-RCC::S.71	433	0.926	182.626	42.177%	38.932	37.837%	0.20483	0.904
Kidney-RCC::S.72	486	0.945	190.162	39.128%	36.243	32.797%	0.18788	0.928
Kidney-RCC::S.73	857	0.965	252.423	29.454%	48.883	26.42%	0.08216	0.953
Kidney-RCC::S.74	722	0.891	337.853	46.794%	75.045	46.131%	0.20631	0.856
Kidney-RCC::S.75	774	0.892	385.874	49.855%	92.206	45.74%	0.23249	0.867
Kidney-RCC::S.76	693	0.954	256.509	37.014%	48.674	30.266%	0.15059	0.941
Kidney-RCC::S.77	609	0.867	319.697	52.495%	73.025	50.725%	0.24395	0.829
Kidney-RCC::S.78	686	0.919	290.326	42.322%	58.9	39.574%	0.19151	0.889
Kidney-RCC::S.79	1202	0.908	454.455	37.808%	111.63	41.847%	0.14163	0.877
Kidney-RCC::S.80	772	0.946	258.662	33.505%	55.646	32.67%	0.11479	0.928
Kidney-RCC::S.81	543	0.985	144.371	26.588%	28.129	17.321%	0.13249	0.983
Kidney-RCC::S.82	1159	0.921	415.82	35.877%	108.815	39.137%	0.14702	0.899
Kidney-RCC::S.83	352	0.884	179.766	51.07%	38.845	46.941%	0.22574	0.849
Kidney-RCC::S.84	575	0.932	234.309	40.749%	49.944	36.181%	0.13618	0.914
Kidney-RCC::S.85	851	0.979	195.632	22.988%	42.326	20.513%	0.07241	0.974
Kidney-RCC::S.86	1096	0.944	435.038	39.693%	93.777	36.731%	0.19045	0.932
Kidney-RCC::S.87	932	0.972	227.347	24.393%	53.966	23.796%	0.07415	0.966
Kidney-RCC::S.88	801	0.907	378.842	47.296%	82.904	42.186%	0.18224	0.883
Kidney-RCC::S.89	662	0.971	195.607	29.548%	34.541	24.859%	0.11342	0.962
Kidney-RCC::S.90	534	0.968	191.439	35.85%	38.924	27.451%	0.22308	0.963
Kidney-RCC::S.91	917	0.955	330.925	36.088%	68.836	31.067%	0.15225	0.944
Kidney-RCC::S.92	648	0.925	278.225	42.936%	66.312	38.57%	0.1611	0.909
Kidney-RCC::S.93	650	0.944	238.913	36.756%	52.633	35.781%	0.13001	0.93
Kidney-RCC::S.94	582	0.942	200.518	34.453%	47.258	33.877%	0.13034	0.927
Kidney-RCC::S.95	582	0.948	210.12	36.103%	38.828	32.527%	0.13403	0.927
Kidney-RCC::S.96	637	0.933	238.874	37.5%	48.918	36.048%	0.135	0.908
Kidney-RCC::S.97	830	0.948	265.311	31.965%	58.048	32.727%	0.10993	0.931
Kidney-RCC::S.98	613	0.966	180.283	29.41%	32.646	26.993%	0.09453	0.953
Kidney-RCC::S.99	773	0.97	239.891	31.034%	42.762	25.665%	0.15688	0.96
