Sample,SBS1,SBS2,SBS5,SBS13,SBS22,SBS29,SBS40,SBS41
Kidney-RCC::S.26,513.0134903542346,0.0,1067.7262640938861,0.0,0.0,0.0,5721.56595091488,0.0
Kidney-RCC::S.27,572.0595440210693,180.2245721045272,0.0,0.0,0.0,0.0,3816.9965427184275,0.0
Kidney-RCC::S.28,267.7508626824577,0.0,0.0,0.0,0.0,499.3124794892088,6064.7936526974745,0.0
Kidney-RCC::S.29,113.71496163697688,0.0,2201.742115813293,0.0,0.0,0.0,1773.9198834699791,0.0
Kidney-RCC::S.30,132.10730988579,0.0,1524.9586354107307,0.0,0.0,0.0,2117.808919176669,0.0
Kidney-RCC::S.31,210.91820123418577,0.0,1330.7539563777614,0.0,0.0,0.0,6527.133128898535,0.0
Kidney-RCC::S.32,207.77313456815747,0.0,469.600476782015,0.0,0.0,0.0,2854.2679648129765,0.0
Kidney-RCC::S.33,403.03329166799904,114.13888352949361,967.3039666188215,0.0,0.0,0.0,3986.2609003550383,0.0
Kidney-RCC::S.34,215.17580397924695,0.0,962.6320306154886,0.0,0.0,0.0,2877.483536432019,0.0
Kidney-RCC::S.35,364.14074027174235,0.0,0.0,0.0,0.0,0.0,5508.904841814888,810.8185550008468
Kidney-RCC::S.36,119.46266599842501,0.0,187.24419815134303,0.0,0.0,0.0,0.0,0.0
Kidney-RCC::S.37,0.0,0.0,1416.7437377919525,0.0,0.0,0.0,4239.683896328485,0.0
Kidney-RCC::S.38,127.7268313299428,0.0,1042.467061917036,0.0,0.0,0.0,2596.714212385938,0.0
Kidney-RCC::S.39,234.1426620335928,171.41264361204128,0.0,371.5550983304291,0.0,467.3093495634824,6462.742173086427,0.0
Kidney-RCC::S.40,53.59701776417875,62.69571578629934,0.0,0.0,0.0,0.0,2114.0371328758815,0.0
Kidney-RCC::S.41,251.89934636226084,0.0,0.0,0.0,0.0,0.0,5810.483015338454,998.6076196900665
Kidney-RCC::S.42,163.76666956634222,0.0,749.6409154844765,0.0,0.0,0.0,2838.875971708455,0.0
Kidney-RCC::S.43,572.4364303331621,0.0,874.2747731227475,0.0,0.0,0.0,2795.6886317107287,0.0
Kidney-RCC::S.44,278.8707166221579,56.73396150958975,513.4613236488474,0.0,0.0,0.0,1995.3596423300598,624.9854311918824
Kidney-RCC::S.45,175.90485844786852,0.0,0.0,0.0,0.0,0.0,4051.8951238421137,0.0
Kidney-RCC::S.46,120.56066716132894,0.0,1225.541866801959,0.0,0.0,0.0,2453.3985502694436,0.0
Kidney-RCC::S.47,349.3330144269226,0.0,886.7434118163666,0.0,0.0,0.0,3475.6152480777027,0.0
Kidney-RCC::S.48,152.28404096048803,0.0,827.2302606670357,0.0,0.0,0.0,2837.7674991723648,0.0
Kidney-RCC::S.49,250.10893171448208,0.0,2460.638159862105,0.0,0.0,0.0,2250.4048805436364,0.0
Kidney-RCC::S.50,144.19373741327178,0.0,524.3546538258071,57.81336763830973,0.0,0.0,2106.508568904062,0.0
Kidney-RCC::S.51,250.07030129513947,0.0,2790.861427603835,0.0,0.0,0.0,0.0,0.0
Kidney-RCC::S.52,525.003335279168,0.0,0.0,0.0,0.0,0.0,3473.6826469477514,371.0449398744685
Kidney-RCC::S.53,131.31415282124442,0.0,660.6741426372158,0.0,0.0,0.0,2694.744428722314,0.0
Kidney-RCC::S.54,336.57655755231485,0.0,0.0,0.0,0.0,0.0,7296.700094846175,0.0
Kidney-RCC::S.55,171.97016962915947,0.0,0.0,0.0,0.0,0.0,3336.5689172618086,0.0
Kidney-RCC::S.56,263.50841946988976,0.0,1100.2367009216223,0.0,0.0,0.0,3871.7861041192104,760.4815115940313
Kidney-RCC::S.57,391.09628071061985,0.0,1349.5531815430497,0.0,0.0,0.0,6240.74949939468,0.0
Kidney-RCC::S.58,176.0781250192834,0.0,1070.1951863331556,0.0,0.0,0.0,2342.9117742995336,0.0
Kidney-RCC::S.59,124.6875436671059,0.0,0.0,0.0,0.0,0.0,4445.409252496533,0.0
Kidney-RCC::S.60,281.84385279509877,0.0,503.94550849510165,0.0,0.0,0.0,931.327331092105,0.0
Kidney-RCC::S.61,457.9641133814699,0.0,1525.8150307551111,0.0,0.0,0.0,6550.351277067446,0.0
Kidney-RCC::S.62,383.4132553529495,125.25827311652183,0.0,0.0,0.0,0.0,6870.753860671007,0.0
Kidney-RCC::S.63,346.4170179324222,0.0,0.0,338.47590667565674,0.0,0.0,4411.343227239465,0.0
Kidney-RCC::S.64,66.10740334273895,0.0,706.8969186974067,0.0,0.0,0.0,2116.307391735421,0.0
Kidney-RCC::S.65,143.00745854356472,0.0,1060.6719626451927,0.0,0.0,0.0,5234.377470695634,0.0
Kidney-RCC::S.66,569.8375235078147,0.0,3549.249659445175,0.0,0.0,0.0,9195.860196623418,0.0
Kidney-RCC::S.67,428.9916142024961,51.49390002746162,776.2736765089918,0.0,0.0,0.0,1326.4317077635083,0.0
Kidney-RCC::S.68,183.49836389435762,0.0,0.0,0.0,0.0,0.0,4728.532339891481,0.0
Kidney-RCC::S.69,0.0,0.0,787.0813524733161,0.0,0.0,0.0,2771.4317428033237,0.0
Kidney-RCC::S.70,517.2949366759098,0.0,1370.166860104243,120.50455628201583,0.0,0.0,4047.325659465753,0.0
Kidney-RCC::S.71,238.03907838374263,0.0,0.0,0.0,0.0,0.0,4019.909416722014,0.0
Kidney-RCC::S.72,286.19518197129065,0.0,0.0,0.0,0.0,0.0,5036.300006821153,0.0
Kidney-RCC::S.73,213.22296512847927,0.0,1756.2089131587766,0.0,0.0,0.0,6963.1192290323825,561.0793576978136
Kidney-RCC::S.74,407.6767173891961,0.0,1852.7400367822643,0.0,0.0,0.0,2005.4715888318076,0.0
Kidney-RCC::S.75,200.06238001607272,0.0,0.0,0.0,0.0,0.0,8264.176872865586,0.0
Kidney-RCC::S.76,0.0,0.0,950.6115453400174,190.69321500106602,1053.3985672486237,0.0,3433.12461583826,0.0
Kidney-RCC::S.77,233.49987180103548,0.0,0.0,0.0,0.0,0.0,5501.763084457265,0.0
Kidney-RCC::S.78,300.56010977187316,0.0,1594.3894532320835,0.0,0.0,0.0,928.1019390490105,0.0
Kidney-RCC::S.79,0.0,0.0,1765.3911177229918,0.0,0.0,0.0,3769.974255272722,0.0
Kidney-RCC::S.80,213.49616097635396,0.0,0.0,0.0,0.0,0.0,4618.819817195564,0.0
Kidney-RCC::S.81,0.0,0.0,692.9205627420716,0.0,0.0,292.9545652962382,2467.256003211613,0.0
Kidney-RCC::S.82,254.68356455081496,0.0,0.0,0.0,0.0,0.0,2934.641040524581,0.0
Kidney-RCC::S.83,146.2975756043261,0.0,0.0,0.0,0.0,0.0,3588.554118592905,0.0
Kidney-RCC::S.84,572.8090072838922,0.0,0.0,0.0,0.0,0.0,7629.201400427596,0.0
Kidney-RCC::S.85,0.0,0.0,2701.6388143136523,528.964420596879,0.0,0.0,0.0,0.0
Kidney-RCC::S.86,129.68652073829355,0.0,0.0,0.0,0.0,0.0,4781.047510782449,412.6437719635381
Kidney-RCC::S.87,239.73062259981475,0.0,0.0,0.0,0.0,0.0,3915.9384736751085,397.3499165721813
Kidney-RCC::S.88,0.0,0.0,0.0,0.0,4473.314336149895,0.0,7876.462226024538,0.0
Kidney-RCC::S.89,128.69389879344433,160.73461571619995,888.0121643335855,0.0,0.0,0.0,1488.2450995533763,0.0
Kidney-RCC::S.90,343.89743055459036,0.0,0.0,0.0,0.0,0.0,4896.883820899919,0.0
Kidney-RCC::S.91,343.2046665486682,0.0,1086.008953201453,0.0,0.0,0.0,2926.4483334490687,0.0
Kidney-RCC::S.92,251.4029661674837,0.0,0.0,100.00853183922581,0.0,0.0,1745.9376183893637,0.0
Kidney-RCC::S.93,254.998470070468,0.0,0.0,119.8793469871763,0.0,0.0,4559.958997645176,0.0
Kidney-RCC::S.94,308.1343037594047,0.0,0.0,0.0,0.0,0.0,2856.5835662721793,0.0
Kidney-RCC::S.95,0.0,0.0,2286.7016200615467,0.0,0.0,0.0,8821.15769726426,0.0
Kidney-RCC::S.96,256.3404290233418,0.0,982.660228748448,0.0,0.0,0.0,3304.974339424048,0.0
Kidney-RCC::S.97,160.62345132338675,0.0,994.4834982062358,0.0,0.0,0.0,3028.234291441766,0.0
Kidney-RCC::S.98,254.28248712133913,0.0,0.0,0.0,0.0,0.0,9238.610665714576,0.0
Kidney-RCC::S.99,0.0,0.0,3273.603837511117,0.0,14138.770112605078,0.0,0.0,0.0
